slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794418557277184	1099688963142	1789794418557277184	1099688964454	1789794418557277184	1099688964454	1789794418557279232	1099688967268	1789794418557279232	1099688968993	1789794418557279232	1099688969123	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794418557281280	1099688973475	1789794418557282304	1099688975609	1789794418557282304	1099688976722	1789794418557286400	1099688986076	1789794418557286400	1099688987027	1789794418557286400	1099688987301	1099688976748	1099688985982	1442	8	0	0
2	2	0	0	0	1	0	1789794418557288448	1099688992508	1789794418557289472	1099688993748	1789794418557289472	1099688993748	1789794418557289472	1099688995271	1789794418557289472	1099688995301	1789794418557289472	1099688995430	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794418557291520	1099688999025	1789794418557291520	1099689000141	1789794418557291520	1099689000141	1789794418557292544	1099689001068	1789794418557292544	1099689001098	1789794418557292544	1099689001227	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794418557294592	1099689006382	1789794418557294592	1099689008019	1789794418557294592	1099689008019	1789794418557298688	1099689016459	1789794418557298688	1099689016489	1789794418557298688	1099689016618	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794418557300736	1099689021770	1789794418557300736	1099689023922	1789794418557301760	1099689025028	1789794418557305856	1099689034398	1789794418557305856	1099689036035	1789794418557305856	1099689036164	1099689025054	1099689034304	1758	8	0	0
6	1	0	0	0	1	0	1789794418557307904	1099689041211	1789794418557308928	1099689042455	1789794418557308928	1099689042455	1789794418557309952	1099689045369	1789794418557309952	1099689047086	1789794418557309952	1099689047217	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794418557312000	1099689052305	1789794418557313024	1099689054474	1789794418557314048	1099689055583	1789794418557318144	1099689065201	1789794418557318144	1099689066706	1789794418557318144	1099689066967	1099689055609	1099689065107	1976	8	0	0
8	4	0	0	0	1	0	1789794418557320192	1099689072075	1789794418557321216	1099689073349	1789794418557321216	1099689073349	1789794418557323264	1099689079742	1789794418557323264	1099689079772	1789794418557323264	1099689079902	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794418557325312	1099689084742	1789794418557326336	1099689086905	1789794418557326336	1099689088016	1789794418557333504	1099689106270	1789794418557334528	1099689108496	1789794418557334528	1099689108625	1099689088042	1099689106176	3284	16	0	0
10	1	0	0	0	1	0	1789794418557336576	1099689113830	1789794418557337600	1099689115080	1789794418557337600	1099689115080	1789794418557338624	1099689117991	1789794418557339648	1099689119701	1789794418557339648	1099689119831	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794418557340672	1099689124412	1789794418557341696	1099689126576	1789794418557342720	1099689127688	1789794418557345792	1099689137270	1789794418557346816	1099689138253	1789794418557346816	1099689138528	1099689127714	1099689137176	1535	8	0	0
12	2	0	0	0	1	0	1789794418557348864	1099689143815	1789794418557348864	1099689145047	1789794418557348864	1099689145047	1789794418557349888	1099689146570	1789794418557349888	1099689146600	1789794418557349888	1099689146729	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794418557350912	1099689149788	1789794418557351936	1099689150925	1789794418557351936	1099689150925	1789794418557351936	1099689151848	1789794418557351936	1099689151878	1789794418557351936	1099689152007	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794418557353984	1099689157127	1789794418557355008	1099689158761	1789794418557355008	1099689158761	1789794418557358080	1099689167120	1789794418557358080	1099689167150	1789794418557358080	1099689167281	0	0	0	0	52	2
15	0	32	16	64	1	6144	1789794418557360128	1099689172469	1789794418557361152	1099689174650	1789794418557361152	1099689175747	1789794418557365248	1099689185063	1789794418557366272	1099689186490	1789794418557366272	1099689186620	1099689175773	1099689184969	1617	8	0	0
16	1	0	0	0	1	0	1789794418557368320	1099689191824	1789794418557368320	1099689193115	1789794418557368320	1099689193115	1789794418557369344	1099689196022	1789794418557370368	1099689197752	1789794418557370368	1099689197882	0	0	0	0	89	8
17	0	32	16	64	1	6144	1789794418557372416	1099689202941	1789794418557373440	1099689205102	1789794418557373440	1099689206273	1789794418557377536	1099689216068	1789794418557378560	1099689217299	1789794418557378560	1099689217429	1099689206299	1099689215974	2792	8	0	0
