slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794411123536896	1092530660231	1789794411123537920	1092530661414	1789794411123537920	1092530661414	1789794411123538944	1092530664740	1789794411123538944	1092530666462	1789794411123539968	1092530666597	0	0	0	0	97	8
1	0	32	16	32	1	3072	1789794411123542016	1092530672001	1789794411123543040	1092530674309	1789794411123543040	1092530675137	1789794411123550208	1092530694077	1789794411123551232	1092530696621	1789794411123551232	1092530696764	1092530675285	1092530693875	5978	16	0	0
2	2	0	0	0	1	0	1789794411123554304	1092530702665	1789794411123554304	1092530703916	1789794411123554304	1092530703916	1789794411123555328	1092530705667	1789794411123555328	1092530705697	1789794411123555328	1092530705842	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794411123557376	1092530709836	1789794411123557376	1092530710979	1789794411123557376	1092530710979	1789794411123558400	1092530712248	1789794411123558400	1092530712278	1789794411123558400	1092530712443	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794411123561472	1092530720539	1789794411123561472	1092530722534	1789794411123561472	1092530722534	1789794411123588096	1092530788029	1789794411123588096	1092530788060	1789794411123588096	1092530788196	0	0	0	0	68	2
5	0	32	16	32	1	3072	1789794411123593216	1092530801328	1789794411123594240	1092530803716	1789794411123595264	1092530805455	1789794411123606528	1092530833578	1789794411123607552	1092530837251	1789794411123607552	1092530837403	1092530805749	1092530833446	11525	16	0	0
6	1	0	0	0	1	0	1789794411123612672	1092530848757	1789794411123612672	1092530849837	1789794411123612672	1092530849837	1789794411123613696	1092530853499	1789794411123614720	1092530854262	1789794411123614720	1092530854392	0	0	0	0	92	8
7	0	32	16	32	1	3072	1789794411123616768	1092530860767	1789794411123617792	1092530862990	1789794411123617792	1092530863817	1789794411123627008	1092530885512	1789794411123628032	1092530888027	1789794411123628032	1092530888176	1092530864929	1092530885333	7123	16	0	0
8	4	0	0	0	1	0	1789794411123636224	1092530909589	1789794411123637248	1092530910885	1789794411123637248	1092530910885	1789794411123640320	1092530917596	1789794411123640320	1092530917629	1789794411123640320	1092530917764	0	0	0	0	0	0
9	0	32	16	32	1	3072	1789794411123642368	1092530924413	1789794411123643392	1092530926124	1789794411123643392	1092530926996	1789794411123657728	1092530963311	1789794411123658752	1092530966220	1789794411123659776	1092530966737	1092530927021	1092530963140	15771	32	0	0
10	1	0	0	0	1	0	1789794411123662848	1092530974946	1789794411123662848	1092530976222	1789794411123662848	1092530976222	1789794411123664896	1092530979515	1789794411123664896	1092530981733	1789794411123664896	1092530981867	0	0	0	0	89	8
11	0	32	16	32	1	3072	1789794411123666944	1092530987112	1789794411123667968	1092530989358	1789794411123668992	1092530990332	1789794411123675136	1092531007593	1789794411123676160	1092531009738	1789794411123676160	1092531009967	1092530990357	1092531007425	7505	16	0	0
12	2	0	0	0	1	0	1789794411123682304	1092531024760	1789794411123683328	1092531026108	1789794411123683328	1092531026108	1789794411123683328	1092531027980	1789794411123683328	1092531028010	1789794411123683328	1092531028154	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794411123685376	1092531031708	1789794411123685376	1092531033233	1789794411123685376	1092531033233	1789794411123686400	1092531034587	1789794411123686400	1092531034632	1789794411123686400	1092531034762	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794411123691520	1092531047037	1789794411123691520	1092531048986	1789794411123691520	1092531048986	1789794411123717120	1092531113224	1789794411123717120	1092531113254	1789794411123717120	1092531113383	0	0	0	0	52	2
15	0	32	16	32	1	3072	1789794411123723264	1092531126400	1789794411123724288	1092531129251	1789794411123724288	1092531130116	1789794411123733504	1092531152086	1789794411123734528	1092531155483	1789794411123734528	1092531155780	1092531130634	1092531151920	11760	16	0	0
16	1	0	0	0	1	0	1789794411123738624	1092531165009	1789794411123738624	1092531166135	1789794411123738624	1092531166135	1789794411123739648	1092531168993	1789794411123740672	1092531170628	1789794411123740672	1092531170760	0	0	0	0	109	8
17	0	32	16	32	1	3072	1789794411123743744	1092531178582	1789794411123743744	1092531180285	1789794411123744768	1092531181364	1789794411123751936	1092531200114	1789794411123752960	1092531203027	1789794411123752960	1092531203206	1092531181856	1092531199918	7993	16	0	0
18	4	0	0	0	1	0	1789794411123761152	1092531221720	1789794411123761152	1092531223291	1789794411123761152	1092531223291	1789794411123764224	1092531229704	1789794411123764224	1092531229734	1789794411123764224	1092531229865	0	0	0	0	0	0
19	0	32	16	32	1	3072	1789794411123766272	1092531234904	1789794411123767296	1092531237165	1789794411123767296	1092531238112	1789794411123780608	1092531271437	1789794411123781632	1092531274873	1789794411123781632	1092531275009	1092531238139	1092531271259	14408	32	0	0
20	1	0	0	0	1	0	1789794411123536896	1092530660277	1789794411123537920	1092530661420	1789794411123537920	1092530661420	1789794411123538944	1092530664859	1789794411123538944	1092530666463	1789794411123539968	1092530666599	0	0	0	0	90	8
21	0	32	16	32	1	3072	1789794411123542016	1092530672071	1789794411123543040	1092530674364	1789794411123543040	1092530675423	1789794411123551232	1092530694406	1789794411123551232	1092530696287	1789794411123551232	1092530696584	1092530675801	1092530694264	5795	16	0	0
22	2	0	0	0	1	0	1789794411123554304	1092530702676	1789794411123554304	1092530703913	1789794411123554304	1092530703913	1789794411123555328	1092530705651	1789794411123555328	1092530705684	1789794411123555328	1092530705818	0	0	0	0	0	0
23	3	0	0	0	1	0	1789794411123557376	1092530709812	1789794411123557376	1092530711098	1789794411123557376	1092530711098	1789794411123557376	1092530712015	1789794411123557376	1092530712048	1789794411123558400	1092530712452	0	0	0	0	0	0
24	5	0	0	0	1	0	1789794411123561472	1092530721169	1789794411123562496	1092530722880	1789794411123562496	1092530722880	1789794411123588096	1092530788022	1789794411123588096	1092530788053	1789794411123588096	1092530788194	0	0	0	0	52	2
25	0	32	16	32	1	3072	1789794411123593216	1092530800640	1789794411123594240	1092530803768	1789794411123595264	1092530805472	1789794411123606528	1092530833705	1789794411123607552	1092530837274	1789794411123607552	1092530837407	1092530805500	1092530833589	10530	16	0	0
26	1	0	0	0	1	0	1789794411123611648	1092530846353	1789794411123611648	1092530847683	1789794411123611648	1092530847683	1789794411123613696	1092530851415	1789794411123613696	1092530853396	1789794411123613696	1092530853531	0	0	0	0	91	8
27	0	32	16	32	1	3072	1789794411123617792	1092530861777	1789794411123617792	1092530863062	1789794411123618816	1092530864079	1789794411123628032	1092530887227	1789794411123629056	1092530889350	1789794411123629056	1092530890006	1092530864794	1092530887022	6986	16	0	0
28	4	0	0	0	1	0	1789794411123636224	1092530909526	1789794411123637248	1092530910883	1789794411123637248	1092530910883	1789794411123640320	1092530917797	1789794411123640320	1092530917828	1789794411123640320	1092530917958	0	0	0	0	0	0
29	0	32	16	32	1	3072	1789794411123642368	1092530923522	1789794411123643392	1092530926069	1789794411123643392	1092530927003	1789794411123657728	1092530963773	1789794411123659776	1092530967241	1789794411123659776	1092530967374	1092530927129	1092530963680	15242	32	0	0
30	1	0	0	0	1	0	1789794411123662848	1092530974876	1789794411123662848	1092530976450	1789794411123662848	1092530976450	1789794411123664896	1092530980635	1789794411123664896	1092530981490	1789794411123664896	1092530981624	0	0	0	0	93	8
31	0	32	16	32	1	3072	1789794411123666944	1092530987119	1789794411123667968	1092530989425	1789794411123668992	1092530990712	1789794411123676160	1092531008033	1789794411123676160	1092531009627	1789794411123676160	1092531009923	1092530990796	1092531007780	6773	16	0	0
32	2	0	0	0	1	0	1789794411123682304	1092531024781	1789794411123683328	1092531026163	1789794411123683328	1092531026163	1789794411123683328	1092531028053	1789794411123683328	1092531028085	1789794411123683328	1092531028255	0	0	0	0	0	0
33	3	0	0	0	1	0	1789794411123685376	1092531031795	1789794411123686400	1092531033591	1789794411123686400	1092531033591	1789794411123686400	1092531034669	1789794411123686400	1092531034699	1789794411123686400	1092531034830	0	0	0	0	0	0
34	5	0	0	0	1	0	1789794411123691520	1092531047032	1789794411123691520	1092531049025	1789794411123691520	1092531049025	1789794411123717120	1092531113229	1789794411123717120	1092531113259	1789794411123717120	1092531113388	0	0	0	0	52	2
35	0	32	16	32	1	3072	1789794411123723264	1092531126410	1789794411123724288	1092531129325	1789794411123724288	1092531130224	1789794411123733504	1092531152522	1789794411123734528	1092531155527	1789794411123734528	1092531155784	1092531131046	1092531152346	12001	16	0	0
36	1	0	0	0	1	0	1789794411123737600	1092531164138	1789794411123738624	1092531165689	1789794411123738624	1092531165689	1789794411123739648	1092531168792	1789794411123740672	1092531170631	1789794411123740672	1092531170765	0	0	0	0	97	8
37	0	32	16	32	1	3072	1789794411123743744	1092531178022	1789794411123743744	1092531180352	1789794411123744768	1092531181390	1789794411123751936	1092531200618	1789794411123752960	1092531203046	1789794411123752960	1092531203179	1092531182390	1092531200394	5918	16	0	0
38	4	0	0	0	1	0	1789794411123761152	1092531222221	1789794411123761152	1092531223418	1789794411123761152	1092531223418	1789794411123764224	1092531229589	1789794411123764224	1092531229621	1789794411123764224	1092531229760	0	0	0	0	0	0
39	0	32	16	32	1	3072	1789794411123766272	1092531234971	1789794411123767296	1092531237192	1789794411123767296	1092531238231	1789794411123780608	1092531271822	1789794411123781632	1092531275344	1789794411123782656	1092531275625	1092531238330	1092531271724	12691	32	0	0
40	1	0	0	0	1	0	1789794411123536896	1092530660295	1789794411123537920	1092530661469	1789794411123537920	1092530661469	1789794411123538944	1092530665118	1789794411123538944	1092530666466	1789794411123539968	1092530666606	0	0	0	0	94	8
41	0	32	16	32	1	3072	1789794411123542016	1092530672091	1789794411123543040	1092530674452	1789794411123543040	1092530676038	1789794411123551232	1092530695357	1789794411123551232	1092530696616	1789794411123551232	1092530696761	1092530676202	1092530695262	8671	16	0	0
42	2	0	0	0	1	0	1789794411123554304	1092530702752	1789794411123554304	1092530704009	1789794411123554304	1092530704009	1789794411123555328	1092530705879	1789794411123555328	1092530705911	1789794411123555328	1092530706426	0	0	0	0	0	0
