worker	slot	stage	logical_task	dependency_begin	dependency_count	wait_begin	wait_count
4	4	9	4	10	1	1620	15
4	5	11	4	12	1	1635	4
4	6	14	4	16	2	1639	4
4	7	17	4	20	1	1643	4
4	8	20	4	23	1	1647	1
4	9	21	4	24	1	1648	0
4	10	23	8	26	3	1648	3
4	11	24	4	29	2	1651	15
4	12	26	4	32	1	1666	4
4	13	29	4	36	2	1670	4
5	0	2	5	1	1	1674	4
5	1	5	5	4	1	1678	1
5	2	6	5	5	1	1679	0
5	3	8	9	7	3	1679	3
5	4	9	5	10	1	1682	15
5	5	11	5	12	1	1697	4
5	6	14	5	16	2	1701	4
5	7	17	5	20	1	1705	4
5	8	20	5	23	1	1709	1
5	9	21	5	24	1	1710	0
5	10	23	9	26	3	1710	3
5	11	24	5	29	2	1713	15
5	12	26	5	32	1	1728	4
5	13	29	5	36	2	1732	4
6	0	2	6	1	1	1736	4
6	1	5	6	4	1	1740	1
6	2	6	6	5	1	1741	0
6	3	8	10	7	3	1741	3
6	4	9	6	10	1	1744	15
6	5	11	6	12	1	1759	4
6	6	14	6	16	2	1763	4
6	7	17	6	20	1	1767	4
6	8	20	6	23	1	1771	1
6	9	21	6	24	1	1772	0
6	10	23	10	26	3	1772	3
6	11	24	6	29	2	1775	15
6	12	26	6	32	1	1790	4
6	13	29	6	36	2	1794	4
7	0	2	7	1	1	1798	4
7	1	5	7	4	1	1802	1
7	2	6	7	5	1	1803	0
7	3	8	11	7	3	1803	3
7	4	9	7	10	1	1806	15
7	5	11	7	12	1	1821	4
7	6	14	7	16	2	1825	4
7	7	17	7	20	1	1829	4
7	8	20	7	23	1	1833	1
7	9	21	7	24	1	1834	0
7	10	23	11	26	3	1834	3
7	11	24	7	29	2	1837	15
7	12	26	7	32	1	1852	4
7	13	29	7	36	2	1856	4
8	0	2	8	1	1	1860	4
8	1	4	12	3	1	1864	1
8	2	8	4	7	3	1865	3
8	3	9	8	10	1	1868	15
8	4	11	8	12	1	1883	4
8	5	14	8	16	2	1887	4
8	6	17	8	20	1	1891	4
8	7	19	12	22	1	1895	1
8	8	23	4	26	3	1896	3
8	9	24	8	29	2	1899	15
8	10	26	8	32	1	1914	4
8	11	29	8	36	2	1918	4
9	0	2	9	1	1	1922	4
9	1	4	13	3	1	1926	1
9	2	8	5	7	3	1927	3
9	3	9	9	10	1	1930	15
9	4	11	9	12	1	1945	4
9	5	14	9	16	2	1949	4
9	6	17	9	20	1	1953	4
9	7	19	13	22	1	1957	1
9	8	23	5	26	3	1958	3
9	9	24	9	29	2	1961	15
9	10	26	9	32	1	1976	4
9	11	29	9	36	2	1980	4
10	0	2	10	1	1	1984	4
10	1	4	14	3	1	1988	1
10	2	8	6	7	3	1989	3
10	3	9	10	10	1	1992	15
10	4	11	10	12	1	2007	4
10	5	14	10	16	2	2011	4
10	6	17	10	20	1	2015	4
10	7	19	14	22	1	2019	1
10	8	23	6	26	3	2020	3
10	9	24	10	29	2	2023	15
10	10	26	10	32	1	2038	4
10	11	29	10	36	2	2042	4
11	0	2	11	1	1	2046	4
11	1	4	15	3	1	2050	1
11	2	8	7	7	3	2051	3
11	3	9	11	10	1	2054	15
11	4	11	11	12	1	2069	4
11	5	14	11	16	2	2073	4
11	6	17	11	20	1	2077	4
11	7	19	15	22	1	2081	1
11	8	23	7	26	3	2082	3
11	9	24	11	29	2	2085	15
11	10	26	11	32	1	2100	4
11	11	29	11	36	2	2104	4
12	0	2	12	1	1	2108	4
12	1	7	0	6	1	2112	1
12	2	8	0	7	3	2113	3
12	3	9	12	10	1	2116	15
12	4	11	12	12	1	2131	4
12	5	14	12	16	2	2135	4
12	6	17	12	20	1	2139	4
12	7	22	0	25	1	2143	1
12	8	23	0	26	3	2144	3
12	9	24	12	29	2	2147	15
12	10	26	12	32	1	2162	4
12	11	29	12	36	2	2166	4
13	0	2	13	1	1	2170	4
13	1	7	1	6	1	2174	1
13	2	8	1	7	3	2175	3
13	3	9	13	10	1	2178	15
13	4	11	13	12	1	2193	4
13	5	14	13	16	2	2197	4
13	6	17	13	20	1	2201	4
13	7	22	1	25	1	2205	1
13	8	23	1	26	3	2206	3
13	9	24	13	29	2	2209	15
13	10	26	13	32	1	2224	4
13	11	29	13	36	2	2228	4
14	0	2	14	1	1	2232	4
14	1	7	2	6	1	2236	1
14	2	8	2	7	3	2237	3
14	3	9	14	10	1	2240	15
14	4	11	14	12	1	2255	4
14	5	14	14	16	2	2259	4
14	6	17	14	20	1	2263	4
14	7	22	2	25	1	2267	1
14	8	23	2	26	3	2268	3
14	9	24	14	29	2	2271	15
14	10	26	14	32	1	2286	4
14	11	29	14	36	2	2290	4
15	0	2	15	1	1	2294	4
15	1	7	3	6	1	2298	1
15	2	8	3	7	3	2299	3
15	3	9	15	10	1	2302	15
15	4	11	15	12	1	2317	4
15	5	14	15	16	2	2321	4
15	6	17	15	20	1	2325	4
15	7	22	3	25	1	2329	1
15	8	23	3	26	3	2330	3
15	9	24	15	29	2	2333	15
15	10	26	15	32	1	2348	4
15	11	29	15	36	2	2352	4
16	0	1	0	0	1	2356	4
16	1	7	4	6	1	2360	1
16	2	9	16	10	1	2361	16
16	3	11	16	12	1	2377	4
16	4	14	16	16	2	2381	4
16	5	16	0	19	1	2385	4
16	6	22	4	25	1	2389	1
16	7	24	16	29	2	2390	16
16	8	26	16	32	1	2406	4
16	9	29	16	36	2	2410	4
17	0	1	1	0	1	2414	4
17	1	7	5	6	1	2418	1
17	2	9	17	10	1	2419	16
17	3	11	17	12	1	2435	4
17	4	14	17	16	2	2439	4
17	5	16	1	19	1	2443	4
17	6	22	5	25	1	2447	1
17	7	24	17	29	2	2448	16
17	8	26	17	32	1	2464	4
17	9	29	17	36	2	2468	4
18	0	1	2	0	1	2472	4
18	1	7	6	6	1	2476	1
18	2	9	18	10	1	2477	16
18	3	11	18	12	1	2493	4
18	4	14	18	16	2	2497	4
18	5	16	2	19	1	2501	4
18	6	22	6	25	1	2505	1
18	7	24	18	29	2	2506	16
18	8	26	18	32	1	2522	4
18	9	29	18	36	2	2526	4
19	0	1	3	0	1	2530	4
19	1	7	7	6	1	2534	1
19	2	9	19	10	1	2535	16
19	3	11	19	12	1	2551	4
19	4	14	19	16	2	2555	4
19	5	16	3	19	1	2559	4
19	6	22	7	25	1	2563	1
19	7	24	19	29	2	2564	16
19	8	26	19	32	1	2580	4
19	9	29	19	36	2	2584	4
20	0	1	4	0	1	2588	4
20	1	4	8	3	1	2592	1
20	2	9	20	10	1	2593	16
20	3	11	20	12	1	2609	4
20	4	14	20	16	2	2613	4
20	5	16	4	19	1	2617	4
20	6	19	8	22	1	2621	1
20	7	24	20	29	2	2622	16
20	8	26	20	32	1	2638	4
20	9	29	20	36	2	2642	4
21	0	1	5	0	1	2646	4
21	1	4	9	3	1	2650	1
21	2	9	21	10	1	2651	16
21	3	11	21	12	1	2667	4
21	4	14	21	16	2	2671	4
21	5	16	5	19	1	2675	4
21	6	19	9	22	1	2679	1
21	7	24	21	29	2	2680	16
21	8	26	21	32	1	2696	4
21	9	29	21	36	2	2700	4
22	0	1	6	0	1	2704	4
22	1	4	10	3	1	2708	1
22	2	9	22	10	1	2709	16
22	3	11	22	12	1	2725	4
22	4	14	22	16	2	2729	4
22	5	16	6	19	1	2733	4
22	6	19	10	22	1	2737	1
22	7	24	22	29	2	2738	16
22	8	26	22	32	1	2754	4
22	9	29	22	36	2	2758	4
23	0	1	7	0	1	2762	4
23	1	4	11	3	1	2766	1
23	2	9	23	10	1	2767	16
23	3	11	23	12	1	2783	4
23	4	14	23	16	2	2787	4
23	5	16	7	19	1	2791	4
23	6	19	11	22	1	2795	1
23	7	24	23	29	2	2796	16
23	8	26	23	32	1	2812	4
23	9	29	23	36	2	2816	4
24	0	1	8	0	1	2820	4
24	1	4	4	3	1	2824	1
24	2	9	24	10	1	2825	16
24	3	11	24	12	1	2841	4
24	4	14	24	16	2	2845	4
24	5	16	8	19	1	2849	4
24	6	19	4	22	1	2853	1
24	7	24	24	29	2	2854	16
24	8	26	24	32	1	2870	4
24	9	29	24	36	2	2874	4
25	0	1	9	0	1	2878	4
25	1	4	5	3	1	2882	1
25	2	9	25	10	1	2883	16
25	3	11	25	12	1	2899	4
25	4	14	25	16	2	2903	4
25	5	16	9	19	1	2907	4
25	6	19	5	22	1	2911	1
25	7	24	25	29	2	2912	16
25	8	26	25	32	1	2928	4
25	9	29	25	36	2	2932	4
26	0	1	10	0	1	2936	4
26	1	4	6	3	1	2940	1
26	2	9	26	10	1	2941	16
26	3	11	26	12	1	2957	4
26	4	14	26	16	2	2961	4
26	5	16	10	19	1	2965	4
26	6	19	6	22	1	2969	1
26	7	24	26	29	2	2970	16
26	8	26	26	32	1	2986	4
26	9	29	26	36	2	2990	4
27	0	1	11	0	1	2994	4
27	1	4	7	3	1	2998	1
27	2	9	27	10	1	2999	16
27	3	11	27	12	1	3015	4
27	4	14	27	16	2	3019	4
27	5	16	11	19	1	3023	4
27	6	19	7	22	1	3027	1
27	7	24	27	29	2	3028	16
27	8	26	27	32	1	3044	4
27	9	29	27	36	2	3048	4
28	0	1	12	0	1	3052	4
28	1	4	0	3	1	3056	1
28	2	9	28	10	1	3057	16
28	3	11	28	12	1	3073	4
28	4	14	28	16	2	3077	4
28	5	16	12	19	1	3081	4
28	6	19	0	22	1	3085	1
28	7	24	28	29	2	3086	16
28	8	26	28	32	1	3102	4
28	9	29	28	36	2	3106	4
29	0	1	13	0	1	3110	4
29	1	4	1	3	1	3114	1
29	2	9	29	10	1	3115	16
29	3	11	29	12	1	3131	4
29	4	14	29	16	2	3135	4
29	5	16	13	19	1	3139	4
29	6	19	1	22	1	3143	1
29	7	24	29	29	2	3144	16
29	8	26	29	32	1	3160	4
29	9	29	29	36	2	3164	4
30	0	1	14	0	1	3168	4
30	1	4	2	3	1	3172	1
30	2	9	30	10	1	3173	16
30	3	11	30	12	1	3189	4
30	4	14	30	16	2	3193	4
30	5	16	14	19	1	3197	4
30	6	19	2	22	1	3201	1
30	7	24	30	29	2	3202	16
30	8	26	30	32	1	3218	4
30	9	29	30	36	2	3222	4
31	0	1	15	0	1	3226	4
31	1	4	3	3	1	3230	1
31	2	9	31	10	1	3231	16
31	3	11	31	12	1	3247	4
31	4	14	31	16	2	3251	4
31	5	16	15	19	1	3255	4
31	6	19	3	22	1	3259	1
31	7	24	31	29	2	3260	16
31	8	26	31	32	1	3276	4
31	9	29	31	36	2	3280	4
32	0	1	16	0	1	3284	4
32	1	11	32	12	1	3288	4
32	2	16	16	19	1	3292	4
32	3	26	32	32	1	3296	4
33	0	1	17	0	1	3300	4
33	1	11	33	12	1	3304	4
33	2	16	17	19	1	3308	4
33	3	26	33	32	1	3312	4
34	0	1	18	0	1	3316	4
34	1	11	34	12	1	3320	4
34	2	16	18	19	1	3324	4
34	3	26	34	32	1	3328	4
35	0	1	19	0	1	3332	4
35	1	11	35	12	1	3336	4
35	2	16	19	19	1	3340	4
35	3	26	35	32	1	3344	4
36	0	1	20	0	1	3348	4
36	1	11	36	12	1	3352	4
36	2	16	20	19	1	3356	4
36	3	26	36	32	1	3360	4
37	0	1	21	0	1	3364	4
37	1	11	37	12	1	3368	4
37	2	16	21	19	1	3372	4
37	3	26	37	32	1	3376	4
38	0	1	22	0	1	3380	4
38	1	11	38	12	1	3384	4
38	2	16	22	19	1	3388	4
38	3	26	38	32	1	3392	4
39	0	1	23	0	1	3396	4
39	1	11	39	12	1	3400	4
39	2	16	23	19	1	3404	4
39	3	26	39	32	1	3408	4
40	0	1	24	0	1	3412	4
40	1	11	40	12	1	3416	4
40	2	16	24	19	1	3420	4
40	3	26	40	32	1	3424	4
41	0	1	25	0	1	3428	4
41	1	11	41	12	1	3432	4
41	2	16	25	19	1	3436	4
41	3	26	41	32	1	3440	4
42	0	1	26	0	1	3444	4
42	1	11	42	12	1	3448	4
42	2	16	26	19	1	3452	4
42	3	26	42	32	1	3456	4
43	0	1	27	0	1	3460	4
43	1	11	43	12	1	3464	4
43	2	16	27	19	1	3468	4
43	3	26	43	32	1	3472	4
44	0	1	28	0	1	3476	4
44	1	11	44	12	1	3480	4
44	2	16	28	19	1	3484	4
44	3	26	44	32	1	3488	4
45	0	1	29	0	1	3492	4
45	1	11	45	12	1	3496	4
45	2	16	29	19	1	3500	4
45	3	26	45	32	1	3504	4
46	0	1	30	0	1	3508	4
46	1	11	46	12	1	3512	4
46	2	16	30	19	1	3516	4
46	3	26	46	32	1	3520	4
47	0	1	31	0	1	3524	4
47	1	11	47	12	1	3528	4
47	2	16	31	19	1	3532	4
47	3	26	47	32	1	3536	4
48	0	3	0	2	1	3540	4
48	1	11	48	12	1	3544	4
48	2	18	0	21	1	3548	4
48	3	26	48	32	1	3552	4
49	0	3	1	2	1	3556	4
49	1	11	49	12	1	3560	4
49	2	18	1	21	1	3564	4
49	3	26	49	32	1	3568	4
50	0	3	2	2	1	3572	4
50	1	11	50	12	1	3576	4
50	2	18	2	21	1	3580	4
50	3	26	50	32	1	3584	4
51	0	3	3	2	1	3588	4
51	1	11	51	12	1	3592	4
51	2	18	3	21	1	3596	4
51	3	26	51	32	1	3600	4
52	0	3	4	2	1	3604	4
52	1	11	52	12	1	3608	4
52	2	18	4	21	1	3612	4
52	3	26	52	32	1	3616	4
53	0	3	5	2	1	3620	4
53	1	11	53	12	1	3624	4
53	2	18	5	21	1	3628	4
53	3	26	53	32	1	3632	4
54	0	3	6	2	1	3636	4
54	1	11	54	12	1	3640	4
54	2	18	6	21	1	3644	4
54	3	26	54	32	1	3648	4
55	0	3	7	2	1	3652	4
55	1	11	55	12	1	3656	4
55	2	18	7	21	1	3660	4
55	3	26	55	32	1	3664	4
56	0	3	8	2	1	3668	4
56	1	11	56	12	1	3672	4
56	2	18	8	21	1	3676	4
56	3	26	56	32	1	3680	4
57	0	3	9	2	1	3684	4
57	1	11	57	12	1	3688	4
57	2	18	9	21	1	3692	4
57	3	26	57	32	1	3696	4
58	0	3	10	2	1	3700	4
58	1	11	58	12	1	3704	4
58	2	18	10	21	1	3708	4
58	3	26	58	32	1	3712	4
59	0	3	11	2	1	3716	4
59	1	11	59	12	1	3720	4
59	2	18	11	21	1	3724	4
59	3	26	59	32	1	3728	4
60	0	3	12	2	1	3732	4
60	1	11	60	12	1	3736	4
60	2	18	12	21	1	3740	4
60	3	26	60	32	1	3744	4
61	0	3	13	2	1	3748	4
61	1	11	61	12	1	3752	4
61	2	18	13	21	1	3756	4
61	3	26	61	32	1	3760	4
62	0	3	14	2	1	3764	4
62	1	11	62	12	1	3768	4
62	2	18	14	21	1	3772	4
62	3	26	62	32	1	3776	4
63	0	3	15	2	1	3780	4
63	1	11	63	12	1	3784	4
63	2	18	15	21	1	3788	4
63	3	26	63	32	1	3792	4
64	0	12	0	13	1	3796	4
64	1	27	0	33	1	3800	4
65	0	12	1	13	1	3804	4
65	1	27	1	33	1	3808	4
66	0	12	2	13	1	3812	4
66	1	27	2	33	1	3816	4
67	0	12	3	13	1	3820	4
67	1	27	3	33	1	3824	4
68	0	12	4	13	1	3828	4
68	1	27	4	33	1	3832	4
69	0	12	5	13	1	3836	4
69	1	27	5	33	1	3840	4
70	0	12	6	13	1	3844	4
70	1	27	6	33	1	3848	4
71	0	12	7	13	1	3852	4
71	1	27	7	33	1	3856	4
72	0	12	8	13	1	3860	4
72	1	27	8	33	1	3864	4
73	0	12	9	13	1	3868	4
73	1	27	9	33	1	3872	4
74	0	12	10	13	1	3876	4
74	1	27	10	33	1	3880	4
75	0	12	11	13	1	3884	4
75	1	27	11	33	1	3888	4
76	0	12	12	13	1	3892	4
76	1	27	12	33	1	3896	4
77	0	12	13	13	1	3900	4
77	1	27	13	33	1	3904	4
78	0	12	14	13	1	3908	4
78	1	27	14	33	1	3912	4
79	0	12	15	13	1	3916	4
79	1	27	15	33	1	3920	4
80	0	12	16	13	1	3924	4
80	1	27	16	33	1	3928	4
81	0	12	17	13	1	3932	4
81	1	27	17	33	1	3936	4
82	0	12	18	13	1	3940	4
82	1	27	18	33	1	3944	4
83	0	12	19	13	1	3948	4
83	1	27	19	33	1	3952	4
84	0	12	20	13	1	3956	4
84	1	27	20	33	1	3960	4
85	0	12	21	13	1	3964	4
85	1	27	21	33	1	3968	4
86	0	12	22	13	1	3972	4
86	1	27	22	33	1	3976	4
87	0	12	23	13	1	3980	4
87	1	27	23	33	1	3984	4
88	0	12	24	13	1	3988	4
88	1	27	24	33	1	3992	4
89	0	12	25	13	1	3996	4
89	1	27	25	33	1	4000	4
90	0	12	26	13	1	4004	4
90	1	27	26	33	1	4008	4
91	0	12	27	13	1	4012	4
91	1	27	27	33	1	4016	4
92	0	12	28	13	1	4020	4
92	1	27	28	33	1	4024	4
93	0	12	29	13	1	4028	4
93	1	27	29	33	1	4032	4
94	0	12	30	13	1	4036	4
94	1	27	30	33	1	4040	4
95	0	12	31	13	1	4044	4
95	1	27	31	33	1	4048	4
96	0	12	32	13	1	4052	4
96	1	27	32	33	1	4056	4
97	0	12	33	13	1	4060	4
97	1	27	33	33	1	4064	4
98	0	12	34	13	1	4068	4
98	1	27	34	33	1	4072	4
99	0	12	35	13	1	4076	4
99	1	27	35	33	1	4080	4
100	0	12	36	13	1	4084	4
100	1	27	36	33	1	4088	4
101	0	12	37	13	1	4092	4
101	1	27	37	33	1	4096	4
102	0	12	38	13	1	4100	4
102	1	27	38	33	1	4104	4
103	0	12	39	13	1	4108	4
103	1	27	39	33	1	4112	4
104	0	12	40	13	1	4116	4
104	1	27	40	33	1	4120	4
105	0	12	41	13	1	4124	4
105	1	27	41	33	1	4128	4
106	0	12	42	13	1	4132	4
106	1	27	42	33	1	4136	4
107	0	12	43	13	1	4140	4
107	1	27	43	33	1	4144	4
108	0	12	44	13	1	4148	4
108	1	27	44	33	1	4152	4
109	0	12	45	13	1	4156	4
109	1	27	45	33	1	4160	4
110	0	12	46	13	1	4164	4
110	1	27	46	33	1	4168	4
111	0	12	47	13	1	4172	4
111	1	27	47	33	1	4176	4
112	0	12	48	13	1	4180	4
112	1	27	48	33	1	4184	4
113	0	12	49	13	1	4188	4
113	1	27	49	33	1	4192	4
114	0	12	50	13	1	4196	4
114	1	27	50	33	1	4200	4
115	0	12	51	13	1	4204	4
115	1	27	51	33	1	4208	4
116	0	12	52	13	1	4212	4
116	1	27	52	33	1	4216	4
117	0	12	53	13	1	4220	4
117	1	27	53	33	1	4224	4
118	0	12	54	13	1	4228	4
118	1	27	54	33	1	4232	4
119	0	12	55	13	1	4236	4
119	1	27	55	33	1	4240	4
120	0	12	56	13	1	4244	4
120	1	27	56	33	1	4248	4
121	0	12	57	13	1	4252	4
121	1	27	57	33	1	4256	4
122	0	12	58	13	1	4260	4
122	1	27	58	33	1	4264	4
123	0	12	59	13	1	4268	4
123	1	27	59	33	1	4272	4
124	0	12	60	13	1	4276	4
124	1	27	60	33	1	4280	4
125	0	12	61	13	1	4284	4
125	1	27	61	33	1	4288	4
126	0	12	62	13	1	4292	4
126	1	27	62	33	1	4296	4
127	0	12	63	13	1	4300	4
127	1	27	63	33	1	4304	4
