candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x32s2split32kappa1	3521004.2917948472	240156.97969028889	254467.22972038997	3521004.2917948472
32x16x32s2split32kappa2	3521004.2917948472	240156.97969028889	254467.22972038997	3521004.2917948472
32x16x32s2split32kappa4	3521004.2917948472	240156.97969028889	254467.22972038997	3521004.2917948472
32x16x64s2split1kappa1	1239120.4674480797	955377.52765456983	114057.34941232461	1239120.4674480797
32x16x64s2split1kappa2	1239120.4674480797	955377.52765456983	114057.34941232461	1239120.4674480797
32x16x64s2split1kappa4	1239120.4674480797	955377.52765456983	114057.34941232461	1239120.4674480797
32x16x64s2split2kappa1	1333281.3165870209	559414.67036277964	116210.94605231591	1333281.3165870209
32x16x64s2split2kappa2	1333281.3165870209	559414.67036277964	116210.94605231591	1333281.3165870209
32x16x64s2split2kappa4	1333281.3165870209	559414.67036277964	116210.94605231591	1333281.3165870209
32x16x64s2split4kappa1	1461368.4147861197	355870.95027825731	101467.21838015116	1461368.4147861197
32x16x64s2split4kappa2	1461368.4147861197	355870.95027825731	101467.21838015116	1461368.4147861197
32x16x64s2split4kappa4	1461368.4147861197	355870.95027825731	101467.21838015116	1461368.4147861197
32x16x64s2split8kappa1	1717542.6111915077	260515.39283214157	116853.02554106103	1717542.6111915077
32x16x64s2split8kappa2	1717542.6111915077	260515.39283214157	116853.02554106103	1717542.6111915077
32x16x64s2split8kappa4	1717542.6111915077	260515.39283214157	116853.02554106103	1717542.6111915077
32x16x64s2split16kappa1	2229891.0040209922	225670.21930137428	157771.36170089591	2229891.0040209922
32x16x64s2split16kappa2	2229891.0040209922	225670.21930137428	157771.36170089591	2229891.0040209922
32x16x64s2split16kappa4	2229891.0040209922	225670.21930137428	157771.36170089591	2229891.0040209922
32x16x64s2split32kappa1	3254587.789613429	233912.84292057177	236455.29673082134	3254587.789613429
32x16x64s2split32kappa2	3254587.789613429	233912.84292057177	236455.29673082134	3254587.789613429
32x16x64s2split32kappa4	3254587.789613429	233912.84292057177	236455.29673082134	3254587.789613429
64x128x16s2split1kappa1	355412.26503924839	3486798.120743623	452116.45343592612	3486798.120743623
64x128x16s2split1kappa2	355412.26503924839	3486798.120743623	452116.45343592612	3486798.120743623
64x128x16s2split1kappa4	355412.26503924839	3486798.120743623	452116.45343592612	3486798.120743623
64x128x16s2split2kappa1	375185.59615844866	1938285.7394639328	228308.94789125951	1938285.7394639328
64x128x16s2split2kappa2	375185.59615844866	1938285.7394639328	228308.94789125951	1938285.7394639328
64x128x16s2split2kappa4	375185.59615844866	1938285.7394639328	228308.94789125951	1938285.7394639328
64x128x16s2split4kappa1	398426.33073360653	1175441.279895006	116405.19511892623	1175441.279895006
64x128x16s2split4kappa2	398426.33073360653	1175441.279895006	116405.19511892623	1175441.279895006
64x128x16s2split4kappa4	398426.33073360653	1175441.279895006	116405.19511892623	1175441.279895006
64x128x16s2split8kappa1	444907.7998840565	896679.89164886798	60453.318732759581	896679.89164886798
64x128x16s2split8kappa2	444907.7998840565	896679.89164886798	60453.318732759581	896679.89164886798
64x128x16s2split8kappa4	444907.7998840565	896679.89164886798	60453.318732759581	896679.89164886798
64x128x16s2split16kappa1	537870.73818490736	962620.88060244836	37606.041076018962	962620.88060244836
64x128x16s2split16kappa2	537870.73818490736	962620.88060244836	37606.041076018962	962620.88060244836
64x128x16s2split16kappa4	537870.73818490736	962620.88060244836	37606.041076018962	962620.88060244836
64x128x16s2split32kappa1	723796.61478762096	1406234.7412325374	71826.321588793857	1406234.7412325374
64x128x16s2split32kappa2	723796.61478762096	1406234.7412325374	71826.321588793857	1406234.7412325374
64x128x16s2split32kappa4	723796.61478762096	1406234.7412325374	71826.321588793857	1406234.7412325374
128x128x16s3split1kappa1	274030.90695078543	4940794.0545117958	644957.01903505495	4940794.0545117958
128x128x16s3split1kappa2	274030.90695078543	4940794.0545117958	644957.01903505495	4940794.0545117958
128x128x16s3split1kappa4	274030.90695078543	4940794.0545117958	644957.01903505495	4940794.0545117958
128x128x16s3split2kappa1	291324.65413593786	2785988.5304084206	325981.41506767814	2785988.5304084206
128x128x16s3split2kappa2	291324.65413593786	2785988.5304084206	325981.41506767814	2785988.5304084206
128x128x16s3split2kappa4	291324.65413593786	2785988.5304084206	325981.41506767814	2785988.5304084206
128x128x16s3split4kappa1	311070.50992367911	1738103.1234378347	166493.61308398974	1738103.1234378347
128x128x16s3split4kappa2	311070.50992367911	1738103.1234378347	166493.61308398974	1738103.1234378347
128x128x16s3split4kappa4	311070.50992367911	1738103.1234378347	166493.61308398974	1738103.1234378347
128x128x16s3split8kappa1	350562.22149915871	1419482.1030291913	86749.71209214555	1419482.1030291913
128x128x16s3split8kappa2	350562.22149915871	1419482.1030291913	86749.71209214555	1419482.1030291913
128x128x16s3split8kappa4	350562.22149915871	1419482.1030291913	86749.71209214555	1419482.1030291913
128x128x16s3split16kappa1	429545.64465012029	1670814.9589781687	74375.345534630003	1670814.9589781687
128x128x16s3split16kappa2	429545.64465012029	1670814.9589781687	74375.345534630003	1670814.9589781687
128x128x16s3split16kappa4	429545.64465012029	1670814.9589781687	74375.345534630003	1670814.9589781687
128x128x16s3split32kappa1	587512.49095114158	2617768.119259255	142815.90656017981	2617768.119259255
128x128x16s3split32kappa2	587512.49095114158	2617768.119259255	142815.90656017981	2617768.119259255
128x128x16s3split32kappa4	587512.49095114158	2617768.119259255	142815.90656017981	2617768.119259255
