worker	slot	stage	logical_task	dependency_begin	dependency_count	wait_begin	wait_count
0	0	0	0	0	0	0	0
0	1	2	0	1	1	0	2
0	2	5	0	4	1	2	1
0	3	6	0	5	1	3	0
0	4	8	8	7	3	3	3
0	5	9	0	10	1	6	11
0	6	10	0	11	1	17	31
0	7	11	0	12	1	48	2
0	8	13	0	14	2	50	127
0	9	14	0	16	2	177	2
0	10	15	0	18	1	179	31
0	11	17	0	20	1	210	2
0	12	20	0	23	1	212	1
0	13	21	0	24	1	213	0
0	14	23	8	26	3	213	3
0	15	24	0	29	2	216	11
0	16	25	0	31	1	227	31
0	17	26	0	32	1	258	2
0	18	28	0	34	2	260	127
0	19	29	0	36	2	387	2
1	0	0	1	0	0	389	0
1	1	2	1	1	1	389	2
1	2	5	1	4	1	391	1
1	3	6	1	5	1	392	0
1	4	8	9	7	3	392	3
1	5	9	1	10	1	395	11
1	6	10	1	11	1	406	31
1	7	11	1	12	1	437	2
1	8	13	1	14	2	439	127
1	9	14	1	16	2	566	2
1	10	15	1	18	1	568	31
1	11	17	1	20	1	599	2
1	12	20	1	23	1	601	1
1	13	21	1	24	1	602	0
1	14	23	9	26	3	602	3
1	15	24	1	29	2	605	11
1	16	25	1	31	1	616	31
1	17	26	1	32	1	647	2
1	18	28	1	34	2	649	127
1	19	29	1	36	2	776	2
2	0	0	2	0	0	778	0
2	1	2	2	1	1	778	2
2	2	5	2	4	1	780	1
2	3	6	2	5	1	781	0
2	4	8	10	7	3	781	3
2	5	9	2	10	1	784	11
2	6	10	2	11	1	795	31
2	7	11	2	12	1	826	2
2	8	13	2	14	2	828	127
2	9	14	2	16	2	955	2
2	10	15	2	18	1	957	31
2	11	17	2	20	1	988	2
2	12	20	2	23	1	990	1
2	13	21	2	24	1	991	0
2	14	23	10	26	3	991	3
2	15	24	2	29	2	994	11
2	16	25	2	31	1	1005	31
2	17	26	2	32	1	1036	2
2	18	28	2	34	2	1038	127
2	19	29	2	36	2	1165	2
3	0	2	3	1	1	1167	3
3	1	5	3	4	1	1170	1
3	2	6	3	5	1	1171	0
