2026/09/17 20:30:50.687, P0, 2685, 10501, 73, 396.73, 96, 1210
2026/09/17 20:30:50.801, P0, 2685, 10501, 73, 396.73, 96, 1227
2026/09/17 20:30:50.902, P0, 2685, 10501, 73, 396.73, 96, 1647
2026/09/17 20:30:51.002, P0, 2685, 10501, 73, 396.73, 96, 1671
2026/09/17 20:30:51.103, P0, 2685, 10501, 73, 396.73, 96, 1673
2026/09/17 20:30:51.203, P0, 2685, 10501, 73, 396.73, 96, 1485
2026/09/17 20:30:51.303, P0, 2745, 10501, 67, 405.06, 100, 1537
2026/09/17 20:30:51.404, P0, 2745, 10501, 67, 405.06, 100, 1537
2026/09/17 20:30:51.504, P0, 2745, 10501, 67, 405.06, 100, 1537
2026/09/17 20:30:51.604, P0, 2745, 10501, 67, 405.06, 100, 1537
2026/09/17 20:30:51.705, P0, 2745, 10501, 67, 405.06, 100, 1537
2026/09/17 20:30:51.805, P0, 2745, 10501, 67, 354.82, 100, 1535
2026/09/17 20:30:51.905, P0, 2745, 10501, 67, 354.82, 100, 1535
2026/09/17 20:30:52.006, P0, 2745, 10501, 67, 354.82, 100, 1122
