cell	config	selected	l2_ms	l2_ms_lo	l2_ms_hi	wait_ms	wait_ms_lo	wait_ms_hi	notify_ms	notify_ms_lo	notify_ms_hi	barrier_ms	barrier_ms_lo	barrier_ms_hi	fence_ms	fence_ms_lo	fence_ms_hi	protocol_ms	protocol_ms_lo	protocol_ms_hi	protocol_barrier	protocol_barrier_lo	protocol_barrier_hi	l2_l1	l2_l1_lo	l2_l1_hi	relative_selected	relative_selected_lo	relative_selected_hi	relative_legacy	relative_legacy_lo	relative_legacy_hi	cp_ns	queue_lb_ns	floor_ns	measured_floor	trace
real_s4	eft	eft	2.624512	2.598912	2.626208	-0.053279999999999994	-0.05734400000000006	-0.040672000000000263	0.061344000000000065	0.0563520000000004	0.06348799999999999	0.166976	0.1553279999999999	0.1737599999999997	0.037888000000000144	0.03174399999999977	0.03993599999999997	0.010240000000000027	9.600000000009601e-05	0.01407999999999987	0.05989144675276077	0.0006180469715704578	0.08347562132422617	0.9264470269660386	0.9262135045763878	0.9291277985074627	1.0	1.0	1.0	0.935119806851312	0.9339768691376014	0.938426519033675	1221632	2293760.0	2293760.0	1.1441964285714286	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/eft__full/dump
real_s4	wavefront	eft	2.583552	2.517856	2.5856	-0.047264000000000195	-0.052063999999999666	-0.03500799999999993	0.048255999999999855	0.04300800000000038	0.05324799999999996	0.15769600000000006	0.13414400000000004	0.16486400000000012	0.03820800000000002	0.035648000000000124	0.03993599999999997	0.0038400000000002876	0.0	0.010240000000000027	0.022313127556714173	0.0	0.0610221205186882	0.9136560693641619	0.912902059992772	0.9181336384011953	0.9845454988308651	0.9758497643433889	0.9870232552302305	0.9201613178850951	0.8968724738993317	0.9259713315729913	1264640	2343936.0	2343936.0	1.1022280471821757	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/wavefront__full/dump
real_s4	rotate	eft	2.650432	2.581504	2.651776	0.6300479999999999	0.5663039999999997	0.6318079999999999	0.014111999999999902	0.010048000000000279	0.01539199999999985	0.16460799999999987	0.15359999999999996	0.17408	0.0389759999999999	0.03068800000000005	0.0425279999999999	0.6423999999999999	0.575456	0.6443519999999996	3.8333333333333317	3.6368464052287606	3.9748427672955913	0.936086617818071	0.9354339776011561	0.9394926774577816	1.009860923196938	1.0081478138788609	1.0105547971918878	0.9431479246829535	0.9333090379008746	0.9480234260614934	1340416	1800192.0	1800192.0	1.4723051763367463	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/rotate__full/dump
real_s4	chain	eft	2.673312	2.597888	2.67488	0.505792	0.45363200000000026	0.5100799999999999	0.022623999999999977	0.018752000000000102	0.026175999999999977	0.16515199999999997	0.15481599999999984	0.16787200000000002	0.03622399999999981	0.03276799999999991	0.03820800000000002	0.5284800000000001	0.47820799999999997	0.535552	3.194210122699381	3.1463135835397202	3.250194099378879	0.9443842542434091	0.943587657752319	0.9464594518225489	1.0178988326848248	1.0168404170008019	1.0198907956318253	0.9525544121664694	0.9511661807580175	0.9551112787627309	1273856	1777664.0	1777664.0	1.503834245391705	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/chain__full/dump
real_s4	legacy_grid_stride	eft	2.808864	2.797312	2.810944	0.006847999999999743	0.0051200000000002355	0.010463999999999807	0.08089599999999963	0.07596800000000004	0.08601600000000031	0.1676160000000002	0.16185600000000022	0.17513599999999974	0.056224000000000274	0.052223999999999826	0.05750400000000022	0.08780799999999989	0.0810559999999998	0.100352	0.521472392638037	0.37486338797814195	0.6085753803596131	0.9909794978323698	0.9906576980568013	0.9917133309248555	1.0693816906382823	1.0656135346960667	1.0706903276131046	1.0	1.0	1.0	1339392	2514944.0	2514944.0	1.116869401465798	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/legacy_grid_stride__full/dump
real_s4	balanced	eft	24.119295	24.1056	24.161119	18.930591999999997	18.884607000000003	19.187711	0.17295999999999978	0.14323200000000025	0.19254400000000071	0.16467199999999993	0.15257600000000027	0.16889600000000016	0.8161280000000026	0.7966700000000024	0.8357119999999973	19.112959000000004	19.061759000000002	19.247104000000004	115.98620287602026	112.78192497158004	127.06107656381181	8.526572502794432	8.504334907311236	8.790850130645763	9.19633851833366	9.182515113104525	9.278171788810086	8.591858560116501	8.578716845276057	8.64024892468198	961536	3986432.0	3986432.0	6.050346525414205	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/balanced__full/dump
real_s4	protocol_off	eft	2.680832	2.609984	2.684704	-0.043007999999999935	-0.04915199999999986	-0.04095999999999966	0.09830400000000017	0.09427200000000013	0.10342399999999996	0.1956159999999998	0.17881599999999986	0.20032000000000005	0.04403200000000007	0.04159999999999986	0.0460799999999999	0.0542720000000001	0.04812800000000017	0.05843199999999982	0.28632784538296197	0.26576341844710616	0.327796052631581	0.9368612690292965	0.9364703781418815	0.9405025868440502	1.0217636870246254	1.0163562792511702	1.0223876855194545	0.9545702840495265	0.9492532556233495	0.955887714181553	1216512	2259968.0	2259968.0	1.186225645672859	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/protocol_off__full/dump
real_s4	c1	eft	2.628608	2.598976	2.629824	-0.035711999999999744	-0.03862399999999999	-0.03183999999999987	0.044864000000000015	0.03968000000000016	0.049344000000000054	0.16588800000000026	0.15359999999999996	0.17311999999999994	0.04217599999999999	0.04096000000000011	0.04396800000000001	0.011327999999999783	0.007071999999999967	0.01331199999999999	0.0668859649122816	0.04604166666666647	0.08237747653806193	0.9280521122626385	0.9274783315276273	0.9315837378640778	1.001633329676625	1.0007544781931466	1.0028078620136383	0.9358366751731679	0.9352347810264634	0.9403884872334585	1261568	2342912.0	2342912.0	1.1219405594405594	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/c1__full/dump
real_s4	c2	eft	2.629664	2.560704	2.630784	-0.03151999999999999	-0.03820800000000002	-0.028415999999999997	0.04499200000000014	0.040000000000000036	0.04582400000000009	0.16275200000000023	0.15359999999999996	0.16694399999999998	0.04211199999999993	0.03859199999999996	0.0440640000000001	0.010207999999999995	0.005663999999999891	0.015359999999999818	0.08566751546016714	0.03712248322147573	0.09202453987729955	0.9284940411700974	0.9280990429758035	0.9323870003735524	1.0023785999194936	1.001217848791894	1.0026950461291617	0.9368855167071102	0.9355092097174472	0.9403367496339678	1225728	2285568.0	2285568.0	1.1505516353046594	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/c2__full/dump
real_s4	c3	eft	2.629568	2.56128	2.631552	-0.03299199999999969	-0.037760000000000016	-0.029856000000000105	0.048799999999999955	0.04591999999999974	0.04924799999999996	0.16668800000000017	0.1575359999999999	0.16784	0.04070399999999985	0.03859199999999996	0.04422399999999982	0.013215999999999894	0.005888000000000115	0.031712000000000184	0.07973805855161739	0.035323478594740526	0.1897376986406289	0.928829479768786	0.9277808491194024	0.9315370612397311	1.0018898751463128	1.0003891050583658	1.0023516796841683	0.9361784542471745	0.9355426074289876	0.9365889212827988	1265664	2359296.0	2359296.0	1.1145562065972223	/root/TileMega/docs/experiments/REBASE/raw/real_s4/trace/c3__full/dump
