DISK NEED_MIB=16384 FREE_MIB=1518401
BUILD real_s128 eft__nofence 0
BUILD real_s128 eft__nowait 0
BUILD real_s128 eft__full 0
BUILD real_s128 eft__neither 0
BUILD real_s128 eft__l1nosync 0
BUILD real_s128 wavefront__nowait 0
BUILD real_s128 wavefront__full 0
BUILD real_s128 wavefront__nofence 0
BUILD real_s128 wavefront__neither 0
BUILD real_s128 rotate__full 0
BUILD real_s128 wavefront__l1nosync 0
BUILD real_s128 rotate__nofence 0
BUILD real_s128 rotate__nowait 0
BUILD real_s128 rotate__neither 0
BUILD real_s128 rotate__l1nosync 0
BUILD real_s128 chain__full 0
BUILD real_s128 chain__nofence 0
BUILD real_s128 chain__nowait 0
BUILD real_s128 chain__neither 0
BUILD real_s128 chain__l1nosync 0
BUILD real_s128 legacy_grid_stride__full 0
BUILD real_s128 legacy_grid_stride__nofence 0
BUILD real_s128 legacy_grid_stride__nowait 0
BUILD real_s128 legacy_grid_stride__neither 0
BUILD real_s128 legacy_grid_stride__l1nosync 0
BUILD real_s128 balanced__full 0
BUILD real_s128 balanced__nofence 0
BUILD real_s128 balanced__nowait 0
BUILD real_s128 balanced__neither 0
BUILD real_s128 balanced__l1nosync 0
BUILD real_s128 protocol_off__nofence 0
BUILD real_s128 protocol_off__full 0
BUILD real_s128 protocol_off__nowait 0
BUILD real_s128 protocol_off__neither 0
BUILD real_s128 c1__full 0
BUILD real_s128 protocol_off__l1nosync 0
BUILD real_s128 c1__nofence 0
BUILD real_s128 c1__nowait 0
BUILD real_s128 c1__neither 0
BUILD real_s128 c1__l1nosync 0
BUILD real_s128 c2__full 0
BUILD real_s128 c2__nofence 0
BUILD real_s128 c2__nowait 0
BUILD real_s128 c2__neither 0
BUILD real_s128 c2__l1nosync 0
BUILD real_s128 c3__full 0
BUILD real_s128 c3__nofence 0
BUILD real_s128 c3__nowait 0
BUILD real_s128 c3__neither 0
BUILD real_s128 c3__l1nosync 0
