model	seq	variant	baseline	metric	rounds	delta_median	ci_low	ci_high	wilcoxon_p
gqa2	4	occ2	occ1	l1_ms	25	-0.00019199999999996997	-0.0009279999999999844	0.0	0.39845425907440163
gqa2	4	occ2	occ1	l2_ms	25	0.00015999999999999348	0.0	0.0011199999999999544	0.07622177754399356
gqa2	4	occ2	occ1	ratio	25	0.002043596730245234	-5.518056504905111e-05	0.0031819208189072246	0.08388582686616503
gqa2	4	occ2	occ1	l05_ms	25	0.0	-0.0008639999999999759	6.40000000000085e-05	0.6790371143852009
gqa2	4	occ2	occ1	notify_ms	25	-0.003104000000000051	-0.0040959999999999885	-9.599999999998499e-05	0.01394610424696894
gqa2	4	occ2	occ1	wait_ms	25	0.003807999999999978	0.003008000000000066	0.004416000000000031	0.018416160576303985
gqa2	4	occ2	occ1	barrier_ms	25	-0.0008960000000000079	-0.0014720000000000288	6.4000000000064e-05	0.08911461083547306
gqa2	4	occ2	occ1	loop_ms	25	-0.00035200000000001896	-0.0010879999999999779	6.40000000000085e-05	0.03851851943612077
gqa2	4	occ2	occ1	gap_ms	25	0.00022400000000000198	-0.00012799999999996148	0.0010879999999999779	0.13725440734319236
gqa2	4	occ2	occ1	closure_us	25	0.0	0.0	0.0	1.0
gqa2	128	occ2	occ1	l1_ms	25	0.000192000000000081	-0.0009919999999999929	0.0010240000000000249	0.8966480492685807
gqa2	128	occ2	occ1	l2_ms	25	0.00019199999999996997	-6.4000000000064e-05	0.0008639999999999759	0.6964419882696387
gqa2	128	occ2	occ1	ratio	25	0.00036692759295475774	-0.0006754604101606443	0.0012570934746172213	0.46754050852235196
gqa2	128	occ2	occ1	l05_ms	25	0.0	-0.00048000000000003595	0.0010240000000000249	0.7082415395648582
gqa2	128	occ2	occ1	notify_ms	25	0.0006719999999998949	-0.00038399999999999546	0.0011519999999999309	0.09004973040401201
gqa2	128	occ2	occ1	wait_ms	25	0.0008320000000000549	-0.0009280000000000399	0.0018879999999998898	0.19090091632098988
gqa2	128	occ2	occ1	barrier_ms	25	0.00035199999999996345	-0.00031999999999998696	0.0012160000000001059	0.23645102010844776
gqa2	128	occ2	occ1	loop_ms	25	-0.0010239999999999694	-0.0012159999999999949	-0.00022400000000000198	0.02310703061936536
gqa2	128	occ2	occ1	gap_ms	25	0.000256000000000034	-0.000128000000000128	0.0008320000000000549	0.23114610371774924
gqa2	128	occ2	occ1	closure_us	25	0.0	0.0	0.0	1.0
mha4	4	occ2	occ1	l1_ms	25	0.0017919999999999048	0.00019199999999996997	0.0031359999999999166	0.0010166361160398594
mha4	4	occ2	occ1	l2_ms	25	0.0010239999999999139	0.0	0.0020480000000000498	0.039561502592974314
mha4	4	occ2	occ1	ratio	25	-0.0024480496299423837	-0.003064809952609826	0.0007616107364780689	0.06337137131277046
mha4	4	occ2	occ1	l05_ms	25	0.0	-0.0010240000000000249	0.00022400000000000198	0.6568686966119676
mha4	4	occ2	occ1	notify_ms	25	-0.0031039999999999957	-0.0040959999999999885	0.0009599999999999609	0.04083485457755381
mha4	4	occ2	occ1	wait_ms	25	0.005215999999999998	0.0030719999999999636	0.00694399999999995	3.2149270570490614e-05
mha4	4	occ2	occ1	barrier_ms	25	0.0011200000000000099	0.000192000000000081	0.0030080000000000107	0.007552914533339363
mha4	4	occ2	occ1	loop_ms	25	-0.0029439999999999467	-0.005055999999999949	0.0010239999999999139	0.051044642717788705
mha4	4	occ2	occ1	gap_ms	25	-0.0018239999999999368	-0.002080000000000082	0.0007039999999999269	0.08263912580482902
mha4	4	occ2	occ1	closure_us	25	0.0	0.0	0.0	1.0
mha4	128	occ2	occ1	l1_ms	25	-0.0030080000000001217	-0.017568000000000028	0.01126399999999994	0.6091890876160861
mha4	128	occ2	occ1	l2_ms	25	-0.0030719999999999636	-0.02867200000000003	0.014335999999999904	0.46752036232340294
mha4	128	occ2	occ1	ratio	25	-0.001397421175991731	-0.002962023192903729	0.0002139663059637087	0.10643750408982258
mha4	128	occ2	occ1	l05_ms	25	-0.005983999999999989	-0.024639999999999995	0.014335999999999904	0.3532361770425932
mha4	128	occ2	occ1	notify_ms	25	-0.00022400000000000198	-0.006464000000000025	0.010592000000000157	0.7878764949099475
mha4	128	occ2	occ1	wait_ms	25	0.0011839999999998518	-0.018303999999999876	0.010240000000000027	0.9785339807274146
mha4	128	occ2	occ1	barrier_ms	25	-0.004032000000000147	-0.03872000000000009	0.03689600000000004	1.0
mha4	128	occ2	occ1	loop_ms	25	-6.4000000000064e-05	-0.012288000000000077	0.0032639999999998226	0.8526688248334655
mha4	128	occ2	occ1	gap_ms	25	-0.0017279999999999518	-0.008832000000000173	0.0008960000000000079	0.13184776568644044
mha4	128	occ2	occ1	closure_us	25	0.0	0.0	0.0	1.0
