slot	worker	stage	logical_task	smid	wait_begin	ready	run_begin	run_end	publish_end	wait_begin_idx	wait_count	dependency_begin	dependency_count	run_begin_clk	run_end_clk
0	0	0	0	0	1789817918622507008	1789817918622507008	1789817918622507008	1789817918622509056	1789817918622511104	0	0	0	0	6190976017717	6190976024825
1	0	2	0	0	1789817918622511104	1789817918622511104	1789817918622512128	1789817918622521344	1789817918622523392	0	31	1	1	6190976030167	6190976055095
2	0	5	0	0	1789817918622523392	1789817918622524416	1789817918622525440	1789817918622526464	1789817918622527488	31	1	4	1	6190976063313	6190976067468
3	0	6	0	0	1789817918622527488	1789817918622527488	1789817918622528512	1789817918622529536	1789817918622530560	32	0	5	1	6190976070865	6190976074171
4	0	8	0	0	1789817918622530560	1789817918622533632	1789817918622533632	1789817918622560256	1789817918622561280	32	3	7	3	6190976084094	6190976151456
5	0	9	0	0	1789817918622561280	1789817918622565376	1789817918622565376	1789817918622579712	1789817918622581760	35	127	10	1	6190976163688	6190976201566
6	0	10	0	0	1789817918622581760	1789817918622583808	1789817918622583808	1789817918622586880	1789817918622587904	162	31	11	1	6190976210592	6190976219271
7	0	11	0	0	1789817918622587904	1789817918622589952	1789817918622589952	1789817918622600192	1789817918622601216	193	31	12	1	6190976225485	6190976251800
8	0	13	0	0	1789817918622601216	1789817918622608384	1789817918622609408	1789817918622612480	1789817918622613504	224	127	14	2	6190976273905	6190976283116
9	0	14	0	0	1789817918622613504	1789817918622614528	1789817918622614528	1789817918622631936	1789817918622632960	351	31	16	2	6190976289043	6190976331386
10	0	15	0	0	1789817918622632960	1789817918622636032	1789817918622636032	1789817918622639104	1789817918622640128	382	31	18	1	6190976342712	6190976350421
11	0	17	0	0	1789817918622640128	1789817918622641152	1789817918622641152	1789817918622650368	1789817918622652416	413	31	20	1	6190976355372	6190976378893
12	0	20	0	0	1789817918622652416	1789817918622654464	1789817918622654464	1789817918622656512	1789817918622657536	444	1	23	1	6190976388717	6190976393807
13	0	21	0	0	1789817918622657536	1789817918622657536	1789817918622657536	1789817918622658560	1789817918622659584	445	0	24	1	6190976396786	6190976400020
