slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572166973637632	52701661490693	1789572166973637632	52701661492025	1789572166973637632	52701661492025	1789572166973638656	52701661494339	1789572166973639680	52701661496160	1789572166973639680	52701661496289	0	0	0	0
1	0	32	16	64	1	6144	1789572166973641728	52701661501023	1789572166973641728	52701661503160	1789572166973642752	52701661504245	1789572166973645824	52701661513567	1789572166973646848	52701661514522	1789572166973646848	52701661514653	52701661504285	52701661513473	1577	8
2	2	0	0	0	1	0	1789572166973648896	52701661519861	1789572166973648896	52701661521135	1789572166973648896	52701661521135	1789572166973649920	52701661522740	1789572166973649920	52701661522770	1789572166973649920	52701661522899	0	0	0	0
3	3	0	0	0	1	0	1789572166973650944	52701661526454	1789572166973651968	52701661527573	1789572166973651968	52701661527573	1789572166973651968	52701661528534	1789572166973651968	52701661528564	1789572166973651968	52701661528694	0	0	0	0
4	5	0	0	0	1	0	1789572166973654016	52701661533983	1789572166973655040	52701661535652	1789572166973655040	52701661535652	1789572166973658112	52701661543627	1789572166973658112	52701661543657	1789572166973658112	52701661543788	0	0	0	0
5	0	32	16	64	1	6144	1789572166973660160	52701661549140	1789572166973661184	52701661551311	1789572166973661184	52701661552307	1789572166973665280	52701661561660	1789572166973666304	52701661563288	1789572166973666304	52701661563418	52701661552429	52701661561566	1516	8
6	1	0	0	0	1	0	1789572166973668352	52701661568625	1789572166973668352	52701661569958	1789572166973668352	52701661569958	1789572166973669376	52701661572333	1789572166973670400	52701661574147	1789572166973670400	52701661574276	0	0	0	0
7	0	32	16	64	1	6144	1789572166973672448	52701661578979	1789572166973673472	52701661581137	1789572166973673472	52701661582242	1789572166973677568	52701661591601	1789572166973677568	52701661593040	1789572166973677568	52701661593331	52701661582268	52701661591507	1588	8
8	4	0	0	0	1	0	1789572166973679616	52701661598426	1789572166973680640	52701661599719	1789572166973680640	52701661599719	1789572166973682688	52701661605960	1789572166973682688	52701661605990	1789572166973682688	52701661606120	0	0	0	0
9	0	32	16	64	1	6144	1789572166973684736	52701661611104	1789572166973685760	52701661613245	1789572166973686784	52701661614274	1789572166973693952	52701661632588	1789572166973693952	52701661633984	1789572166973693952	52701661634116	52701661614393	52701661632494	3205	16
10	1	0	0	0	1	0	1789572166973696000	52701661639274	1789572166973697024	52701661640563	1789572166973697024	52701661640563	1789572166973698048	52701661642962	1789572166973698048	52701661644674	1789572166973698048	52701661644803	0	0	0	0
11	0	32	16	64	1	6144	1789572166973700096	52701661649524	1789572166973701120	52701661651667	1789572166973701120	52701661652684	1789572166973705216	52701661662006	1789572166973705216	52701661662947	1789572166973706240	52701661663237	52701661652774	52701661661912	1379	8
12	2	0	0	0	1	0	1789572166973708288	52701661668568	1789572166973708288	52701661669836	1789572166973708288	52701661669836	1789572166973709312	52701661671478	1789572166973709312	52701661671508	1789572166973709312	52701661671637	0	0	0	0
