model	placement	kernel	membar_sc_gpu	membar	bar_sync	binary_sha256
gqa2	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	2	2	8	755dcccafa965a5951b53a6f97e54e376b44077794ef84398caa8f59ee48da6b
gqa2	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	2	2	8	57133710864bd09d1973593053b6a0d2fb680ea551bc47e510e7628bb3c1bedd
mha4	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	2	2	8	310f2458294127769ee16bcdcf4808bf6c5d8debe213e14b7918b2bb36a65568
mha4	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	2	2	8	7976c954096edd0133e1d6d691a19259c19b1ce5c491bba277dd051105248f9e
