slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572167703212032	52702536183847	1789572167703212032	52702536185164	1789572167703212032	52702536185164	1789572167703213056	52702536187468	1789572167703214080	52702536189278	1789572167703214080	52702536189409	0	0	0	0
1	0	32	16	32	1	3072	1789572167703216128	52702536194131	1789572167703216128	52702536196264	1789572167703217152	52702536196878	1789572167703221248	52702536207305	1789572167703221248	52702536208234	1789572167703221248	52702536208364	52702536196925	52702536207218	4824	16
2	2	0	0	0	1	0	1789572167703223296	52702536213572	1789572167703224320	52702536214833	1789572167703224320	52702536214833	1789572167703224320	52702536216498	1789572167703224320	52702536216528	1789572167703224320	52702536216881	0	0	0	0
3	3	0	0	0	1	0	1789572167703226368	52702536219838	1789572167703226368	52702536220958	1789572167703226368	52702536220958	1789572167703226368	52702536221912	1789572167703226368	52702536221942	1789572167703226368	52702536222072	0	0	0	0
4	5	0	0	0	1	0	1789572167703229440	52702536227564	1789572167703229440	52702536229214	1789572167703229440	52702536229214	1789572167703232512	52702536237119	1789572167703232512	52702536237149	1789572167703232512	52702536237429	0	0	0	0
5	0	32	16	32	1	3072	1789572167703235584	52702536242852	1789572167703235584	52702536244997	1789572167703236608	52702536245580	1789572167703240704	52702536256146	1789572167703240704	52702536257750	1789572167703240704	52702536257881	52702536245649	52702536256059	4911	16
6	1	0	0	0	1	0	1789572167703242752	52702536263025	1789572167703243776	52702536264344	1789572167703243776	52702536264344	1789572167703244800	52702536266738	1789572167703244800	52702536268536	1789572167703245824	52702536268667	0	0	0	0
7	0	32	16	32	1	3072	1789572167703246848	52702536273349	1789572167703247872	52702536275492	1789572167703247872	52702536276093	1789572167703252992	52702536286498	1789572167703252992	52702536287906	1789572167703252992	52702536288040	52702536276140	52702536286411	4832	16
8	4	0	0	0	1	0	1789572167703255040	52702536293163	1789572167703256064	52702536294437	1789572167703256064	52702536294437	1789572167703258112	52702536300666	1789572167703258112	52702536300696	1789572167703258112	52702536300825	0	0	0	0
9	0	32	16	32	1	3072	1789572167703260160	52702536305768	1789572167703261184	52702536307894	1789572167703261184	52702536308520	1789572167703269376	52702536329581	1789572167703270400	52702536331446	1789572167703270400	52702536331577	52702536308559	52702536329494	10121	32
10	1	0	0	0	1	0	1789572167703272448	52702536336919	1789572167703273472	52702536338188	1789572167703273472	52702536338188	1789572167703273472	52702536340594	1789572167703274496	52702536342292	1789572167703274496	52702536342421	0	0	0	0
11	0	32	16	32	1	3072	1789572167703276544	52702536347116	1789572167703277568	52702536349241	1789572167703277568	52702536349834	1789572167703281664	52702536360277	1789572167703281664	52702536361190	1789572167703282688	52702536361496	52702536349895	52702536360190	4765	16
12	2	0	0	0	1	0	1789572167703284736	52702536366824	1789572167703284736	52702536368079	1789572167703284736	52702536368079	1789572167703285760	52702536369783	1789572167703285760	52702536369813	1789572167703285760	52702536370166	0	0	0	0
13	3	0	0	0	1	0	1789572167703286784	52702536373111	1789572167703287808	52702536374223	1789572167703287808	52702536374223	1789572167703287808	52702536375122	1789572167703287808	52702536375152	1789572167703287808	52702536375282	0	0	0	0
14	5	0	0	0	1	0	1789572167703289856	52702536380519	1789572167703290880	52702536382170	1789572167703290880	52702536382170	1789572167703293952	52702536390316	1789572167703293952	52702536390346	1789572167703293952	52702536390477	0	0	0	0
15	0	32	16	32	1	3072	1789572167703296000	52702536395921	1789572167703297024	52702536398114	1789572167703297024	52702536398705	1789572167703301120	52702536409267	1789572167703302144	52702536410652	1789572167703302144	52702536410783	52702536398769	52702536409180	4951	16
16	1	0	0	0	1	0	1789572167703304192	52702536415992	1789572167703304192	52702536417318	1789572167703304192	52702536417318	1789572167703305216	52702536419700	1789572167703306240	52702536421421	1789572167703306240	52702536421550	0	0	0	0
17	0	32	16	32	1	3072	1789572167703308288	52702536426238	1789572167703309312	52702536428441	1789572167703309312	52702536429029	1789572167703313408	52702536439523	1789572167703313408	52702536440751	1789572167703313408	52702536441061	52702536429104	52702536439436	4854	16
18	4	0	0	0	1	0	1789572167703315456	52702536446288	1789572167703316480	52702536447591	1789572167703316480	52702536447591	1789572167703319552	52702536454013	1789572167703319552	52702536454043	1789572167703319552	52702536454173	0	0	0	0
19	0	32	16	32	1	3072	1789572167703320576	52702536459175	1789572167703321600	52702536461354	1789572167703322624	52702536461968	1789572167703330816	52702536483002	1789572167703330816	52702536484358	1789572167703330816	52702536484488	52702536462021	52702536482915	10087	32
20	1	0	0	0	1	0	1789572167703212032	52723422788963	1789572167703212032	52723422790286	1789572167703212032	52723422790286	1789572167703213056	52723422792675	1789572167703214080	52723422794449	1789572167703214080	52723422794580	0	0	0	0
21	0	32	16	32	1	3072	1789572167703216128	52723422799284	1789572167703216128	52723422801409	1789572167703217152	52723422802049	1789572167703221248	52723422812400	1789572167703221248	52723422813578	1789572167703221248	52723422813712	52723422802074	52723422812313	4758	16
