slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
0	0	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1332	0	2314	1950	1821	129	5596	0	0	0	0	0	0.0	0.0	0.0	0.0
1	2	0	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2137	1085	9322	1086	955	131	13630	1	8	7611	1577	134	2859.01100513573	592.3873807776963	50.336023477622895	431.4247982391783
2	5	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1274	0	1605	159	30	129	3038	0	0	0	0	0	0.0	0.0	0.0	0.0
3	6	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1119	0	961	160	30	130	2240	0	0	0	0	0	0.0	0.0	0.0	0.0
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1669	0	7975	161	30	131	9805	0	0	0	0	0	0.0	0.0	0.0	0.0
5	9	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2171	996	9353	1758	1628	130	14278	1	8	7621	1516	216	3279.41056170332	652.3535509174955	92.94747163468273	491.47051407760193
6	10	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1333	0	2375	1943	1814	129	5651	0	0	0	0	0	0.0	0.0	0.0	0.0
7	11	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2158	1105	9359	1730	1439	291	14352	1	8	7651	1588	120	2729.4537346711263	566.510590858417	42.80936454849498	411.9955406911929
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1293	0	6241	160	30	130	7694	0	0	0	0	0	0.0	0.0	0.0	0.0
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2141	1029	18314	1528	1396	132	23012	1	16	14896	3205	213	5965.649921779941	1283.5598818007995	85.30366765166	453.07561272379627
10	15	0	1	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1289	0	2399	1841	1712	129	5529	0	0	0	0	0	0.0	0.0	0.0	0.0
11	17	0	0	1	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2143	1017	9322	1231	941	290	13713	1	8	7759	1379	184	3476.3579085539272	617.8499234303216	82.43972872456793	511.77597899803106
12	20	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1268	0	1642	159	30	129	3069	0	0	0	0	0	0.0	0.0	0.0	0.0
13	21	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1111	0	910	160	30	130	2181	0	0	0	0	0	0.0	0.0	0.0	0.0
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1663	0	8272	161	30	131	10096	0	0	0	0	0	0.0	0.0	0.0	0.0
15	24	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2199	1018	9461	1548	1418	130	14226	1	8	7914	1351	196	2848.28342471531	486.230844931815	70.5412624771545	416.81428370589066
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1356	0	2387	1863	1734	129	5606	0	0	0	0	0	0.0	0.0	0.0	0.0
17	26	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2222	1003	9353	1925	1794	131	14503	1	8	7832	1305	216	3317.920981865821	552.8456181479694	91.5054816244915	483.8458250017238
18	28	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1313	0	6419	160	30	130	7892	0	0	0	0	0	0.0	0.0	0.0	0.0
19	29	0	0	0	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2209	1032	18303	1519	1389	130	23063	1	16	14934	3153	216	5967.642717773057	1259.9422451545768	86.31383601439536	451.7240601829771
20	0	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1341	0	2397	1905	1776	129	5643	0	0	0	0	0	0.0	0.0	0.0	0.0
