run	mode	median_ms	first8_median_ms	last8_median_ms	clocks_before	clocks_after
first	L1	5.227519989013672	5.227008104324341	5.22649621963501	2760, 10501, 61, 318.96	2760, 10501, 61, 295.08
first	L2	5.486591815948486	5.480975866317749	5.489215850830078	2760, 10501, 61, 318.96	2760, 10501, 61, 295.08
reuse	L1	4.151808023452759	7.637008190155029	4.14518404006958	2760, 10501, 53, 119.79	2760, 10501, 57, 164.91
reuse	L2	4.406271934509277	4.40883207321167	4.406271934509277	2760, 10501, 53, 119.79	2760, 10501, 57, 164.91
repeat_a	L1	5.561344146728516	5.561887979507446	5.559296131134033	2745, 10501, 66, 354.79	2745, 10501, 62, 315.92
repeat_a	L2	5.832751989364624	5.837823867797852	5.831167936325073	2745, 10501, 66, 354.79	2745, 10501, 62, 315.92
repeat_b	L1	4.2782721519470215	4.281936168670654	4.155904054641724	2520, 10501, 50, 90.07	2760, 10501, 53, 139.85
repeat_b	L2	4.411504030227661	4.4113922119140625	4.414031982421875	2520, 10501, 50, 90.07	2760, 10501, 53, 139.85
