slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794407859184640	1088917664526	1789794407859185664	1088917665877	1789794407859185664	1088917665877	1789794407859186688	1088917668688	1789794407859186688	1088917670509	1789794407859186688	1088917670640	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794407859188736	1088917675372	1789794407859189760	1088917677533	1789794407859190784	1088917678615	1789794407859193856	1088917687928	1789794407859194880	1088917688875	1789794407859194880	1088917689006	1088917678658	1088917687834	1526	8	0	0
2	2	0	0	0	1	0	1789794407859196928	1088917694249	1789794407859196928	1088917695539	1789794407859196928	1088917695539	1789794407859197952	1088917697330	1789794407859197952	1088917697360	1789794407859197952	1088917697782	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794407859198976	1088917701219	1789794407859200000	1088917702350	1789794407859200000	1088917702350	1789794407859200000	1088917703584	1789794407859200000	1088917703614	1789794407859200000	1088917703743	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794407859202048	1088917709437	1789794407859203072	1088917711131	1789794407859203072	1088917711131	1789794407859206144	1088917719248	1789794407859206144	1088917719278	1789794407859206144	1088917719408	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794407859208192	1088917724749	1789794407859209216	1088917726933	1789794407859210240	1088917727932	1789794407859213312	1088917737438	1789794407859214336	1088917739057	1789794407859214336	1088917739187	1088917728222	1088917737344	1313	8	0	0
6	1	0	0	0	1	0	1789794407859216384	1088917744344	1789794407859216384	1088917745626	1789794407859216384	1088917745626	1789794407859218432	1088917748541	1789794407859218432	1088917750362	1789794407859218432	1088917750492	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794407859220480	1088917755085	1789794407859221504	1088917757261	1789794407859221504	1088917758366	1789794407859225600	1088917767670	1789794407859225600	1088917768614	1789794407859226624	1088917768745	1088917758392	1088917767576	1592	8	0	0
8	4	0	0	0	1	0	1789794407859227648	1088917773786	1789794407859228672	1088917775100	1789794407859228672	1088917775100	1789794407859230720	1088917781314	1789794407859230720	1088917781344	1789794407859230720	1088917781473	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794407859232768	1088917786464	1789794407859233792	1088917788623	1789794407859234816	1088917789654	1789794407859241984	1088917807985	1789794407859243008	1088917810097	1789794407859243008	1088917810226	1088917789773	1088917807891	3244	16	0	0
10	1	0	0	0	1	0	1789794407859245056	1088917815583	1789794407859245056	1088917816877	1789794407859245056	1088917816877	1789794407859246080	1088917819786	1789794407859247104	1088917821498	1789794407859247104	1088917821628	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794407859249152	1088917826326	1789794407859250176	1088917828487	1789794407859250176	1088917829503	1789794407859254272	1088917838840	1789794407859254272	1088917839997	1789794407859254272	1088917840126	1088917829593	1088917838746	1482	8	0	0
12	2	0	0	0	1	0	1789794407859256320	1088917845386	1789794407859257344	1088917846671	1789794407859257344	1088917846671	1789794407859257344	1088917848253	1789794407859257344	1088917848283	1789794407859257344	1088917848412	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794407859259392	1088917852099	1789794407859259392	1088917853228	1789794407859259392	1088917853228	1789794407859260416	1088917854161	1789794407859260416	1088917854191	1789794407859260416	1088917854321	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794407859262464	1088917859620	1789794407859262464	1088917861297	1789794407859262464	1088917861297	1789794407859266560	1088917869693	1789794407859266560	1088917869723	1789794407859266560	1088917869852	0	0	0	0	52	2
15	0	32	16	64	1	6144	1789794407859268608	1088917875204	1789794407859269632	1088917877427	1789794407859269632	1088917878448	1789794407859273728	1088917887827	1789794407859273728	1088917889254	1789794407859273728	1088917889384	1088917878550	1088917887733	1366	8	0	0
16	1	0	0	0	1	0	1789794407859275776	1088917894581	1789794407859276800	1088917895953	1789794407859276800	1088917895953	1789794407859277824	1088917898845	1789794407859278848	1088917900573	1789794407859278848	1088917900704	0	0	0	0	89	8
17	0	32	16	64	1	6144	1789794407859279872	1088917905410	1789794407859280896	1088917907647	1789794407859281920	1088917908649	1789794407859286016	1088917918444	1789794407859286016	1088917919694	1789794407859286016	1088917920000	1088917908772	1088917918350	1357	8	0	0
18	4	0	0	0	1	0	1789794407859288064	1088917925771	1789794407859289088	1088917927100	1789794407859289088	1088917927100	1789794407859291136	1088917933548	1789794407859291136	1088917933578	1789794407859291136	1088917933707	0	0	0	0	0	0
19	0	32	16	64	1	6144	1789794407859293184	1088917938746	1789794407859294208	1088917940969	1789794407859295232	1088917941999	1789794407859302400	1088917960300	1789794407859303424	1088917962191	1789794407859303424	1088917962321	1088917942121	1088917960206	3119	16	0	0
20	1	0	0	0	1	0	1789794407859184640	1089507419683	1789794407859185664	1089507421029	1789794407859185664	1089507421029	1789794407859186688	1089507423934	1789794407859186688	1089507425714	1789794407859186688	1089507425844	0	0	0	0	89	8
21	0	32	16	64	1	6144	1789794407859188736	1089507430557	1789794407859189760	1089507432725	1789794407859190784	1089507433736	1789794407859193856	1089507443116	1789794407859194880	1089507444301	1789794407859194880	1089507444430	1089507433863	1089507443022	1493	8	0	0
22	2	0	0	0	1	0	1789794407859196928	1089507449722	1789794407859196928	1089507451012	1789794407859196928	1089507451012	1789794407859197952	1089507452565	1789794407859197952	1089507452595	1789794407859197952	1089507452724	0	0	0	0	0	0
23	3	0	0	0	1	0	1789794407859198976	1089507456436	1789794407859200000	1089507457576	1789794407859200000	1089507457576	1789794407859200000	1089507458526	1789794407859200000	1089507458556	1789794407859200000	1089507458686	0	0	0	0	0	0
24	5	0	0	0	1	0	1789794407859202048	1089507463953	1789794407859203072	1089507465639	1789794407859203072	1089507465639	1789794407859206144	1089507473731	1789794407859206144	1089507473761	1789794407859206144	1089507473891	0	0	0	0	52	2
25	0	32	16	64	1	6144	1789794407859208192	1089507479231	1789794407859209216	1089507481426	1789794407859209216	1089507482466	1789794407859213312	1089507491864	1789794407859214336	1089507493506	1789794407859214336	1089507493636	1089507482564	1089507491770	1625	8	0	0
26	1	0	0	0	1	0	1789794407859216384	1089507499019	1789794407859216384	1089507500305	1789794407859216384	1089507500305	1789794407859217408	1089507503157	1789794407859218432	1089507504917	1789794407859218432	1089507505048	0	0	0	0	89	8
27	0	32	16	64	1	6144	1789794407859220480	1089507509743	1789794407859221504	1089507511923	1789794407859221504	1089507512939	1789794407859225600	1089507522369	1789794407859225600	1089507523311	1789794407859225600	1089507523443	1089507513069	1089507522275	1545	8	0	0
28	4	0	0	0	1	0	1789794407859227648	1089507528592	1789794407859228672	1089507529914	1789794407859228672	1089507529914	1789794407859230720	1089507536283	1789794407859230720	1089507536313	1789794407859230720	1089507536442	0	0	0	0	0	0
29	0	32	16	64	1	6144	1789794407859232768	1089507541460	1789794407859233792	1089507543644	1789794407859234816	1089507544661	1789794407859241984	1089507563027	1789794407859241984	1089507565158	1789794407859243008	1089507565288	1089507544791	1089507562933	2998	16	0	0
30	1	0	0	0	1	0	1789794407859245056	1089507570699	1789794407859245056	1089507571982	1789794407859245056	1089507571982	1789794407859246080	1089507574841	1789794407859247104	1089507576595	1789794407859247104	1089507576725	0	0	0	0	89	8
31	0	32	16	64	1	6144	1789794407859249152	1089507581405	1789794407859250176	1089507583581	1789794407859250176	1089507584629	1789794407859254272	1089507593919	1789794407859254272	1089507595358	1789794407859254272	1089507595488	1089507584716	1089507593825	1594	8	0	0
32	2	0	0	0	1	0	1789794407859256320	1089507600745	1789794407859257344	1089507602026	1789794407859257344	1089507602026	1789794407859257344	1089507603580	1789794407859257344	1089507603610	1789794407859257344	1089507603739	0	0	0	0	0	0
33	3	0	0	0	1	0	1789794407859259392	1089507607443	1789794407859259392	1089507608545	1789794407859259392	1089507608545	1789794407859260416	1089507609532	1789794407859260416	1089507609562	1789794407859260416	1089507609692	0	0	0	0	0	0
34	5	0	0	0	1	0	1789794407859262464	1089507614951	1789794407859262464	1089507616627	1789794407859262464	1089507616627	1789794407859266560	1089507625164	1789794407859266560	1089507625194	1789794407859266560	1089507625323	0	0	0	0	52	2
35	0	32	16	64	1	6144	1789794407859268608	1089507630458	1789794407859269632	1089507632665	1789794407859269632	1089507633686	1789794407859273728	1089507643086	1789794407859273728	1089507644456	1789794407859273728	1089507644587	1089507633808	1089507642992	1438	8	0	0
36	1	0	0	0	1	0	1789794407859275776	1089507649718	1789794407859276800	1089507651062	1789794407859276800	1089507651062	1789794407859277824	1089507653910	1789794407859278848	1089507655677	1789794407859278848	1089507655808	0	0	0	0	89	8
37	0	32	16	64	1	6144	1789794407859279872	1089507660493	1789794407859280896	1089507662700	1789794407859281920	1089507663710	1789794407859286016	1089507673858	1789794407859286016	1089507675361	1789794407859286016	1089507675665	1089507663837	1089507673764	1749	8	0	0
38	4	0	0	0	1	0	1789794407859288064	1089507680932	1789794407859289088	1089507682248	1789794407859289088	1089507682248	1789794407859291136	1089507688669	1789794407859291136	1089507688699	1789794407859291136	1089507688829	0	0	0	0	0	0
39	0	32	16	64	1	6144	1789794407859293184	1089507693857	1789794407859294208	1089507696054	1789794407859295232	1089507697108	1789794407859302400	1089507715439	1789794407859302400	1089507717044	1789794407859302400	1089507717174	1089507697181	1089507715345	2967	16	0	0
40	1	0	0	0	1	0	1789794407859184640	1089286927182	1789794407859185664	1089286928495	1789794407859185664	1089286928495	1789794407859186688	1089286931280	1789794407859186688	1089286933008	1789794407859186688	1089286933140	0	0	0	0	89	8
41	0	32	16	64	1	6144	1789794407859188736	1089286937731	1789794407859189760	1089286939829	1789794407859189760	1089286940862	1789794407859193856	1089286950169	1789794407859193856	1089286951332	1789794407859193856	1089286951461	1089286940932	1089286950075	1309	8	0	0
42	2	0	0	0	1	0	1789794407859195904	1089286956551	1789794407859196928	1089286957805	1789794407859196928	1089286957805	1789794407859196928	1089286959339	1789794407859196928	1089286959369	1789794407859197952	1089286959498	0	0	0	0	0	0
43	3	0	0	0	1	0	1789794407859198976	1089286963119	1789794407859198976	1089286964222	1789794407859198976	1089286964222	1789794407859200000	1089286965164	1789794407859200000	1089286965194	1789794407859200000	1089286965324	0	0	0	0	0	0
44	5	0	0	0	1	0	1789794407859202048	1089286970440	1789794407859202048	1089286972093	1789794407859202048	1089286972093	1789794407859206144	1089286980048	1789794407859206144	1089286980078	1789794407859206144	1089286980208	0	0	0	0	52	2
45	0	32	16	64	1	6144	1789794407859208192	1089286985880	1789794407859209216	1089286988013	1789794407859209216	1089286989001	1789794407859213312	1089286998352	1789794407859213312	1089286999954	1789794407859213312	1089287000084	1089286989136	1089286998258	1315	8	0	0
46	1	0	0	0	1	0	1789794407859215360	1089287005833	1789794407859216384	1089287007080	1789794407859216384	1089287007080	1789794407859217408	1089287009870	1789794407859218432	1089287011583	1789794407859218432	1089287011714	0	0	0	0	89	8
47	0	32	16	64	1	6144	1789794407859220480	1089287017314	1789794407859221504	1089287019432	1789794407859221504	1089287020429	1789794407859225600	1089287029789	1789794407859225600	1089287030718	1789794407859225600	1089287030849	1089287020559	1089287029695	1307	8	0	0
48	4	0	0	0	1	0	1789794407859227648	1089287036255	1789794407859228672	1089287037532	1789794407859228672	1089287037532	1789794407859230720	1089287043782	1789794407859230720	1089287043812	1789794407859230720	1089287043941	0	0	0	0	0	0
49	0	32	16	64	1	6144	1789794407859232768	1089287048804	1789794407859233792	1089287050928	1789794407859233792	1089287051947	1789794407859240960	1089287069968	1789794407859241984	1089287072035	1789794407859241984	1089287072165	1089287052050	1089287069874	2960	16	0	0
50	1	0	0	0	1	0	1789794407859244032	1089287077409	1789794407859245056	1089287078650	1789794407859245056	1089287078650	1789794407859246080	1089287081437	1789794407859246080	1089287083122	1789794407859247104	1089287083252	0	0	0	0	89	8
