candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
32x16x64s2split8kappa1r1	wavefront	ok	893430	102580	893430	1.54232e+06	128	1
32x16x64s2split8kappa1r1	legacy_grid_stride	ok	893430	102580	893430	1.55714e+06	128	1
32x16x64s2split8kappa1r1	rotate	ok	893430	102580	893430	1.55714e+06	128	1
32x16x64s2split8kappa1r1	eft	ok	896021	102580	896021	1.62643e+06	128	1
32x16x64s2split8kappa1r1	chain	ok	901370	102580	893232	1.63336e+06	128	1
32x16x64s2split8kappa1r1	balanced	ok	6.87273e+06	102580	1.03018e+06	1.12196e+07	128	1
32x16x64s2split8kappa1r2	eft	ok	499155	119267	499155	971883	256	1
32x16x64s2split8kappa1r2	wavefront	ok	501462	119267	498180	940774	256	1
32x16x64s2split8kappa1r2	legacy_grid_stride	ok	508399	119267	505117	975125	256	1
32x16x64s2split8kappa1r2	rotate	ok	508399	119267	480557	978831	256	1
32x16x64s2split8kappa1r2	chain	ok	518977	119267	484625	1.00311e+06	256	1
32x16x64s2split8kappa1r2	balanced	ok	4.68118e+06	119267	630032	7.60437e+06	256	1
32x16x64s2split8kappa1r3	eft	ok	382076	137639	369662	747572	384	1
32x16x64s2split8kappa1r3	rotate	ok	398506	137639	349849	762221	384	1
32x16x64s2split8kappa1r3	chain	ok	406405	137639	365881	780745	384	1
32x16x64s2split8kappa1r3	wavefront	ok	410279	137639	410279	798032	384	1
32x16x64s2split8kappa1r3	legacy_grid_stride	ok	456440	137639	456440	869147	384	1
32x16x64s2split8kappa1r3	balanced	ok	4.58807e+06	137639	571602	7.04068e+06	384	1
32x16x64s2split8kappa1r4	eft	ok	325886	156011	325835	626213	512	1
32x16x64s2split8kappa1r4	wavefront	ok	325937	156011	316091	629025	512	1
32x16x64s2split8kappa1r4	chain	ok	350534	156011	294811	666621	512	1
32x16x64s2split8kappa1r4	legacy_grid_stride	ok	357209	156011	347363	705478	512	1
32x16x64s2split8kappa1r4	rotate	ok	357209	156011	290308	737414	512	1
32x16x64s2split8kappa1r4	balanced	ok	4.62003e+06	156011	733089	7.02245e+06	512	1
32x16x64s2split8kappa1r5	eft	ok	304047	174383	301816	596272	640	1
32x16x64s2split8kappa1r5	rotate	ok	318262	174383	249761	667300	640	1
32x16x64s2split8kappa1r5	wavefront	ok	329305	174383	316997	649269	640	1
32x16x64s2split8kappa1r5	chain	ok	345412	174383	271739	653870	640	1
32x16x64s2split8kappa1r5	legacy_grid_stride	ok	389978	174383	377670	737012	640	1
32x16x64s2split8kappa1r5	balanced	ok	4.67898e+06	174383	488738	6.8441e+06	640	1
32x16x64s2split8kappa2r1	wavefront	ok	893430	102580	893430	1.62609e+06	128	2
32x16x64s2split8kappa2r1	legacy_grid_stride	ok	893430	102580	893430	1.64091e+06	128	2
32x16x64s2split8kappa2r1	rotate	ok	893430	102580	893430	1.64091e+06	128	2
32x16x64s2split8kappa2r1	eft	ok	896021	102580	896021	1.63348e+06	128	2
32x16x64s2split8kappa2r1	chain	ok	901370	102580	893232	1.64126e+06	128	2
32x16x64s2split8kappa2r1	balanced	ok	6.87273e+06	102580	1.03018e+06	1.14085e+07	128	2
32x16x64s2split8kappa2r2	eft	ok	499155	119267	499155	971883	256	2
32x16x64s2split8kappa2r2	wavefront	ok	501462	119267	498180	979132	256	2
32x16x64s2split8kappa2r2	legacy_grid_stride	ok	508399	119267	505117	1.01348e+06	256	2
32x16x64s2split8kappa2r2	rotate	ok	508399	119267	480557	1.01719e+06	256	2
32x16x64s2split8kappa2r2	chain	ok	518977	119267	484625	1.00505e+06	256	2
32x16x64s2split8kappa2r2	balanced	ok	4.68118e+06	119267	630032	7.69691e+06	256	2
32x16x64s2split8kappa2r3	eft	ok	382076	137639	369662	765607	384	2
32x16x64s2split8kappa2r3	rotate	ok	398506	137639	349849	784928	384	2
32x16x64s2split8kappa2r3	chain	ok	406405	137639	365881	801282	384	2
32x16x64s2split8kappa2r3	wavefront	ok	410279	137639	410279	813683	384	2
32x16x64s2split8kappa2r3	legacy_grid_stride	ok	456440	137639	456440	907505	384	2
32x16x64s2split8kappa2r3	balanced	ok	4.59071e+06	137639	571602	7.12571e+06	384	2
32x16x64s2split8kappa2r4	eft	ok	325886	156011	325835	649515	512	2
32x16x64s2split8kappa2r4	wavefront	ok	325937	156011	316091	644676	512	2
32x16x64s2split8kappa2r4	chain	ok	350534	156011	294811	689406	512	2
32x16x64s2split8kappa2r4	legacy_grid_stride	ok	357209	156011	347363	721128	512	2
32x16x64s2split8kappa2r4	rotate	ok	357209	156011	290308	753064	512	2
32x16x64s2split8kappa2r4	balanced	ok	4.62003e+06	156011	733089	7.04516e+06	512	2
32x16x64s2split8kappa2r5	eft	ok	304047	174383	301816	609996	640	2
32x16x64s2split8kappa2r5	rotate	ok	318262	174383	249761	667300	640	2
32x16x64s2split8kappa2r5	wavefront	ok	329305	174383	316997	653565	640	2
32x16x64s2split8kappa2r5	chain	ok	345412	174383	271739	668051	640	2
32x16x64s2split8kappa2r5	legacy_grid_stride	ok	389978	174383	377670	752662	640	2
32x16x64s2split8kappa2r5	balanced	ok	4.67898e+06	174383	488738	6.90069e+06	640	2
32x16x64s2split8kappa4r1	wavefront	ok	893430	102580	893430	1.62609e+06	128	4
32x16x64s2split8kappa4r1	legacy_grid_stride	ok	893430	102580	893430	1.64091e+06	128	4
32x16x64s2split8kappa4r1	rotate	ok	893430	102580	893430	1.64091e+06	128	4
32x16x64s2split8kappa4r1	eft	ok	896021	102580	896021	1.63348e+06	128	4
32x16x64s2split8kappa4r1	chain	ok	901370	102580	893232	1.64017e+06	128	4
32x16x64s2split8kappa4r1	balanced	ok	6.87273e+06	102580	1.03018e+06	1.13149e+07	128	4
32x16x64s2split8kappa4r2	eft	ok	499155	119267	499155	971883	256	4
32x16x64s2split8kappa4r2	wavefront	ok	501462	119267	498180	979132	256	4
32x16x64s2split8kappa4r2	legacy_grid_stride	ok	508399	119267	505117	1.01348e+06	256	4
32x16x64s2split8kappa4r2	rotate	ok	508399	119267	480557	1.01719e+06	256	4
32x16x64s2split8kappa4r2	chain	ok	518977	119267	484625	1.00505e+06	256	4
32x16x64s2split8kappa4r2	balanced	ok	4.68118e+06	119267	630032	7.49562e+06	256	4
32x16x64s2split8kappa4r3	eft	ok	382076	137639	369662	765607	384	4
32x16x64s2split8kappa4r3	rotate	ok	398506	137639	349849	784928	384	4
32x16x64s2split8kappa4r3	chain	ok	406405	137639	365881	801282	384	4
32x16x64s2split8kappa4r3	wavefront	ok	410279	137639	410279	813683	384	4
32x16x64s2split8kappa4r3	legacy_grid_stride	ok	456440	137639	456440	907505	384	4
32x16x64s2split8kappa4r3	balanced	ok	4.59071e+06	137639	571602	7.05514e+06	384	4
32x16x64s2split8kappa4r4	eft	ok	325886	156011	325835	649515	512	4
32x16x64s2split8kappa4r4	wavefront	ok	325937	156011	316091	644676	512	4
32x16x64s2split8kappa4r4	chain	ok	350534	156011	294811	689406	512	4
32x16x64s2split8kappa4r4	legacy_grid_stride	ok	357209	156011	347363	721128	512	4
32x16x64s2split8kappa4r4	rotate	ok	357209	156011	290308	753064	512	4
32x16x64s2split8kappa4r4	balanced	ok	4.62003e+06	156011	733089	6.9887e+06	512	4
32x16x64s2split8kappa4r5	eft	ok	304047	174383	301816	609996	640	4
32x16x64s2split8kappa4r5	rotate	ok	318262	174383	249761	667300	640	4
32x16x64s2split8kappa4r5	wavefront	ok	329305	174383	316997	653565	640	4
32x16x64s2split8kappa4r5	chain	ok	345412	174383	271739	668051	640	4
32x16x64s2split8kappa4r5	legacy_grid_stride	ok	389978	174383	377670	752662	640	4
32x16x64s2split8kappa4r5	balanced	ok	4.67898e+06	174383	488738	6.8654e+06	640	4
32x16x64s2split16kappa1r1	wavefront	ok	963986	102875	963986	1.64724e+06	128	1
32x16x64s2split16kappa1r1	legacy_grid_stride	ok	963986	102875	963986	1.66207e+06	128	1
32x16x64s2split16kappa1r1	rotate	ok	963986	102875	963986	1.66207e+06	128	1
32x16x64s2split16kappa1r1	eft	ok	966577	102875	966577	1.73136e+06	128	1
32x16x64s2split16kappa1r1	chain	ok	971253	102875	970306	1.74226e+06	128	1
32x16x64s2split16kappa1r1	balanced	ok	8.14391e+06	102875	1.0595e+06	1.36518e+07	128	1
32x16x64s2split16kappa1r2	eft	ok	536894	120924	536894	1.02681e+06	256	1
32x16x64s2split16kappa1r2	wavefront	ok	539202	120924	535920	995699	256	1
32x16x64s2split16kappa1r2	legacy_grid_stride	ok	546139	120924	542857	1.03005e+06	256	1
32x16x64s2split16kappa1r2	rotate	ok	546139	120924	518297	1.03376e+06	256	1
32x16x64s2split16kappa1r2	chain	ok	558883	120924	537488	1.06127e+06	256	1
