kernel_span_ns	kernel_span_ms	measured_l2_ms	hop_samples	hop_p50_ns	hop_p90_ns	hop_max_ns	hop_negative_count	hop_negative_slots	workers_used	grid	busy_total_ns	busy_max_worker_ns	busy_mean_worker_ns	idle_total_ns	idle_fraction_of_worker_time	wait_total_ns	publish_total_ns	hol_reclaimable_ns	hol_fraction_of_kernel	hol_worker_p50_ns	hol_worker_p90_ns	hol_worker_max_ns	hol_workers_nonzero	dag_same_worker_edges	dag_cross_worker_edges	dag_cross_worker_fraction	cp_reconstructed_ns	cp_reconstructed_ms	cp_nodes	cp_error_vs_l2_ms	cp_chain_span_ns	cp_split_task_ns	cp_split_wait_ns	cp_split_prerun_barrier_ns	cp_split_publish_ns	cp_split_gap_ns	cp_with_publish_ns	cp_with_publish_ms	cp_with_publish_error	work_lb_ns	work_lb_ms	queue_lb_ns	queue_lb_ms	cp_lb_nosync_ns	cp_lb_nosync_ms	cp_lb_sync_ns	cp_lb_sync_ms	hop_p50_used_ns	run_clk_p50_cycles	run_clk_max_cycles	run_globaltimer_zero_slots	run_globaltimer_zero_fraction	model	fixture	seq	past	placement	schedule_policy	stage_count	slot_count	event_count	traced_launch	globaltimer_resolution_ns	commit	l1_ms	kernel_span_ns_legacy	kernel_span_ms_legacy	measured_l2_ms_legacy	hop_samples_legacy	hop_p50_ns_legacy	hop_p90_ns_legacy	hop_max_ns_legacy	hop_negative_count_legacy	hop_negative_slots_legacy	workers_used_legacy	grid_legacy	busy_total_ns_legacy	busy_max_worker_ns_legacy	busy_mean_worker_ns_legacy	idle_total_ns_legacy	idle_fraction_of_worker_time_legacy	wait_total_ns_legacy	publish_total_ns_legacy	hol_reclaimable_ns_legacy	hol_fraction_of_kernel_legacy	hol_worker_p50_ns_legacy	hol_worker_p90_ns_legacy	hol_worker_max_ns_legacy	hol_workers_nonzero_legacy	dag_same_worker_edges_legacy	dag_cross_worker_edges_legacy	dag_cross_worker_fraction_legacy	cp_reconstructed_ns_legacy	cp_reconstructed_ms_legacy	cp_nodes_legacy	cp_error_vs_l2_ms_legacy	cp_chain_span_ns_legacy	cp_split_task_ns_legacy	cp_split_wait_ns_legacy	cp_split_prerun_barrier_ns_legacy	cp_split_publish_ns_legacy	cp_split_gap_ns_legacy	cp_with_publish_ns_legacy	cp_with_publish_ms_legacy	cp_with_publish_error_legacy	work_lb_ns_legacy	work_lb_ms_legacy	queue_lb_ns_legacy	queue_lb_ms_legacy	cp_lb_nosync_ns_legacy	cp_lb_nosync_ms_legacy	cp_lb_sync_ns_legacy	cp_lb_sync_ms_legacy	hop_p50_used_ns_legacy	run_clk_p50_cycles_legacy	run_clk_max_cycles_legacy	run_globaltimer_zero_slots_legacy	run_globaltimer_zero_fraction_legacy	model_legacy	fixture_legacy	seq_legacy	past_legacy	placement_legacy	schedule_policy_legacy	stage_count_legacy	slot_count_legacy	event_count_legacy	traced_launch_legacy	globaltimer_resolution_ns_legacy	commit_legacy	l1_ms_legacy	corrected_status	task_dag_source	task_dag_source_sha256	window	cp_corrected_ns	cp_corrected_ms	cp_corrected_nodes	cp_corrected_task_ns	cp_plan_nosync_ns	cp_corrected_path	dump	source	config	candidate	suite
281600	0.2816	0.288544	180	1024	1024	2048	0	none	84	256	1788928	241664	21296.761904761905	21865472	0.9243722943722944	8742912	210944	0	0.0	0	0	0	0	128	1164	0.9009287925696594	280576	0.280576	20	0.027614505933237322	280576	237568	14336	4096	21504	3072	280576	0.280576	0.027614505933237322	6988.0	0.006988	241664	0.241664	244736	0.244736	262144	0.262144	1024	7379	108233	4	0.02	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.393312	281600	0.2816	0.288544	180	1024	1024	2048	0	none	84	256	1788928	241664	21296.761904761905	21865472	0.9243722943722944	8742912	210944	1193984	0.05047619047619047	0	26624	168960	14	36	1164	0.97	262144	0.262144	20	0.09149384495952102	280576	244736	45056	0	19456	-28672	282624	0.282624	0.0205168015969836	6988.0	0.006988	241664	0.241664	122880	0.12288	132096	0.132096	1024	7379	108233	4	0.02	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.393312	available	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s4_chain.cu	2c1fe30de6a40e9a9b41e74202f65f3860521a7ed21f4892ac837a7d3b56ba52	1	244736	0.244736	20	244736	244736	0:0,2:0,5:2,6:2,8:0,9:0,10:0,11:2,13:1,14:3,15:0,17:0,20:0,21:0,23:0,24:0,25:1,26:1,28:1,29:3	docs/experiments/PLACE_EFT2/raw/final/trace_b_gqa2_s4_chain	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s4_chain.cu	b	chain	placement
282624	0.282624	0.288768	196	1024	1024	1024	0	none	200	256	1817600	41984	9088.0	54707200	0.9678442028985508	22164480	210944	0	0.0	0	0	0	0	0	1292	1.0	282624	0.282624	20	0.021276595744680982	282624	241664	18432	0	22528	0	282624	0.282624	0.021276595744680982	7100.0	0.0071	41984	0.041984	242688	0.242688	262144	0.262144	1024	6856	106847	0	0.0	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	5	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.393088	282624	0.282624	0.288768	196	1024	1024	1024	0	none	200	256	1817600	41984	9088.0	54707200	0.9678442028985508	22164480	210944	0	0.0	0	0	0	0	0	1292	1.0	262144	0.262144	20	0.09219858156028381	282624	242688	2338816	0	21504	-2320384	284672	0.284672	0.014184397163120718	7100.0	0.0071	41984	0.041984	242688	0.242688	262144	0.262144	1024	6856	106847	0	0.0	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	5	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.393088	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	017a39b966658b8b5ce3b22cef6528366068806a2503a53110395fe19c5c9b9c	1	242688	0.242688	20	242688	242688	0:0,2:1,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_b_gqa2_s4_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	b	rotate	placement
1149952	1.149952	1.154048	5440	1024	26624	49152	0	none	256	256	58449920	667648	228320.0	235937792	0.8014525823686554	192357376	11703296	5971968	0.020286064113980408	23552	26624	52224	252	12944	2149260	0.9940135158384685	1149952	1.149952	89	0.003549245785270524	1149952	964608	79872	7168	92160	6144	1149952	1.149952	0.003549245785270524	228320.0	0.22832	667648	0.667648	691200	0.6912	729088	0.729088	1024	2318	134888	1229	0.10310402684563759	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.115328	1149952	1.149952	1.154048	5440	1024	26624	49152	0	none	256	256	58449920	667648	228320.0	235937792	0.8014525823686554	192357376	11703296	176060416	0.598056266696349	693248	737280	747520	256	4032	1047000	0.9961637704655996	753664	0.753664	43	0.3469387755102041	1149952	715776	103424	4096	44032	282624	800768	0.800768	0.3061224489795918	228320.0	0.22832	667648	0.667648	492544	0.492544	519168	0.519168	1024	2318	134888	1229	0.10310402684563759	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.115328	available	docs/experiments/PLACE_EFT2/raw/plan/mha4_s128_chain.cu	7cb52e5f1f0523c7fd4d2f7de1ef32840f6b7fe3fbae08c13702a1863efed9f9	1	691200	0.6912	40	691200	1003520	0:0,2:0,5:0,6:0,8:348,9:0,10:0,11:1,13:0,14:0,15:0,17:0,20:0,21:0,23:289,24:0,25:1,26:0,28:0,29:0,30:0,32:0,35:0,36:0,38:371,39:0,40:0,41:0,43:0,44:0,45:0,47:0,50:0,51:0,53:173,54:0,55:0,56:0,58:0,59:0	docs/experiments/PLACE_EFT2/raw/final/trace_b_mha4_s128_chain	docs/experiments/PLACE_EFT2/raw/plan/mha4_s128_chain.cu	b	chain	placement
909312	0.909312	0.9144	5648	1024	11264	12288	0	none	256	256	57752576	304128	225596.0	175031296	0.7519047367680181	143822848	12753920	5708800	0.024524035754504504	22528	24576	25600	256	12416	2149788	0.99425771111329	909312	0.909312	68	0.005564304461942237	909312	775168	54272	3072	74752	2048	909312	0.909312	0.005564304461942237	225596.0	0.225596	304128	0.304128	695296	0.695296	731136	0.731136	1024	2108	134542	1816	0.1523489932885906	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	5	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.115840	909312	0.909312	0.9144	5648	1024	11264	12288	0	none	256	256	57752576	304128	225596.0	175031296	0.7519047367680181	143822848	12753920	129421312	0.5559719876126126	509952	521216	532480	256	4144	1093052	0.9962230996102793	322560	0.32256	49	0.6472440944881889	909312	316416	581632	1024	50176	-39936	376832	0.376832	0.5878915135608049	225596.0	0.225596	304128	0.304128	90112	0.090112	95232	0.095232	1024	2108	134542	1816	0.1523489932885906	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	5	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.115840	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	1be74406debdc487b29ad0bdac4a0757d96a683135cac16caf1c9332a8c71cd2	1	695296	0.695296	40	695296	795648	0:0,2:0,5:0,6:0,8:48,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:1,21:1,23:105,24:2,25:0,26:0,28:0,29:1,30:0,32:0,35:1,36:1,38:77,39:1,40:0,41:5,43:0,44:0,45:0,47:0,50:0,51:0,53:125,54:0,55:4,56:0,58:0,59:0	docs/experiments/PLACE_EFT2/raw/final/trace_b_mha4_s128_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	b	rotate	placement
566272	0.566272	0.567584	444	1024	1024	2048	0	none	228	256	4023296	487424	17646.035087719298	125086720	0.9688382348275753	55321600	538624	0	0.0	0	0	0	0	312	3796	0.9240506329113924	566272	0.566272	40	0.002311552122681365	566272	485376	35840	1024	41984	2048	566272	0.566272	0.002311552122681365	15716.0	0.015716	487424	0.487424	493568	0.493568	529408	0.529408	1024	4843	107403	12	0.0234375	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.780544	566272	0.566272	0.567584	444	1024	1024	2048	0	none	228	256	4023296	487424	17646.035087719298	125086720	0.9688382348275753	55321600	538624	11648000	0.09021763268931823	0	311296	453632	52	96	3796	0.9753340184994861	529408	0.529408	40	0.0672605288380222	566272	493568	36864	0	40960	-5120	572416	0.572416	0.008513277329875505	15716.0	0.015716	487424	0.487424	123904	0.123904	133120	0.13312	1024	4843	107403	12	0.0234375	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.780544	available	docs/experiments/PLACE_EFT2/raw/plan/mha4_s4_chain.cu	865bb3e7e9095141a7530b02ecba54d76089d057033e2adea88e7b4d41e20ca5	1	493568	0.493568	40	493568	493568	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:2,15:0,17:0,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:3,30:0,32:2,35:0,36:0,38:0,39:0,40:0,41:0,43:0,44:3,45:0,47:2,50:1,51:1,53:0,54:3,55:0,56:2,58:0,59:2	docs/experiments/PLACE_EFT2/raw/final/trace_b_mha4_s4_chain	docs/experiments/PLACE_EFT2/raw/plan/mha4_s4_chain.cu	b	chain	placement
568320	0.56832	0.571392	508	1024	1024	1024	0	none	256	256	4044800	86016	15800.0	141445120	0.9721987612612613	97984512	541696	0	0.0	0	0	0	0	0	4108	1.0	567296	0.567296	40	0.007168458781361987	567296	488448	36864	0	41984	0	567296	0.567296	0.007168458781361987	15800.0	0.0158	86016	0.086016	491520	0.49152	531456	0.531456	1024	4724	107827	0	0.0	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	5	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.780288	568320	0.56832	0.571392	508	1024	1024	1024	0	none	256	256	4044800	86016	15800.0	141445120	0.9721987612612613	97984512	541696	0	0.0	0	0	0	0	0	4108	1.0	308224	0.308224	21	0.460573476702509	567296	288768	3410944	0	20480	-3152896	328704	0.328704	0.42473118279569894	15800.0	0.0158	86016	0.086016	245760	0.24576	266240	0.26624	1024	4724	107827	0	0.0	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	5	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.780288	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	1be74406debdc487b29ad0bdac4a0757d96a683135cac16caf1c9332a8c71cd2	1	491520	0.49152	40	491520	491520	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:1,13:0,14:0,15:0,17:0,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:0,30:0,32:0,35:0,36:0,38:0,39:0,40:0,41:0,43:0,44:0,45:0,47:1,50:0,51:0,53:0,54:0,55:0,56:1,58:0,59:0	docs/experiments/PLACE_EFT2/raw/final/trace_b_mha4_s4_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	b	rotate	placement
521216	0.521216	0.529408	2670	2048	10240	38912	0	none	256	256	27588608	349184	107768.0	105842688	0.7932373526522594	67611648	4552704	2701312	0.02024496561886051	12288	14336	17408	220	3686	545190	0.993284457691719	521216	0.521216	36	0.015473887814313303	521216	438272	38912	1024	38912	4096	521216	0.521216	0.015473887814313303	107768.0	0.107768	349184	0.349184	361472	0.361472	396288	0.396288	2048	2476	139820	344	0.07789855072463768	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	0	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.559104	521216	0.521216	0.529408	2670	2048	10240	38912	0	none	256	256	27588608	349184	107768.0	105842688	0.7932373526522594	67611648	4552704	49177600	0.36856121070726916	225280	234496	290816	222	1046	254672	0.9959095566209653	413696	0.413696	23	0.21856866537717598	521216	378880	121856	1024	25600	-6144	440320	0.44032	0.16827852998065765	107768.0	0.107768	349184	0.349184	181248	0.181248	199680	0.19968	2048	2476	139820	344	0.07789855072463768	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	0	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.559104	available	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s128_chain.cu	716ed88b883b57a8def96e47223bd1b0fbeb9d1420f7019fe1b97f70ad2ba793	2	361472	0.361472	20	361472	440320	0:0,2:0,5:223,6:223,8:361,9:0,10:0,11:0,13:0,14:0,15:1,17:0,20:164,21:164,23:298,24:0,25:0,26:0,28:0,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_d_gqa2_s128_chain	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s128_chain.cu	d	chain	placement
462848	0.462848	0.470016	3776	4096	24576	32768	0	none	256	256	27671552	158720	108092.0	90817536	0.7664632881637168	67546112	5036032	3483648	0.02940058075221239	13312	15360	16384	256	3624	545252	0.9933974158097639	462848	0.462848	28	0.015250544662309386	462848	395264	33792	1024	32768	0	462848	0.462848	0.015250544662309386	108092.0	0.108092	158720	0.15872	351232	0.351232	420864	0.420864	4096	2533	137199	359	0.08129528985507246	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	5	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.557056	462848	0.462848	0.470016	3776	4096	24576	32768	0	none	256	256	27671552	158720	108092.0	90817536	0.7664632881637168	67546112	5036032	51705856	0.43637652101769914	205824	210944	212992	256	2072	545252	0.9962143081611623	221184	0.221184	21	0.5294117647058824	462848	229376	283648	0	24576	-74752	243712	0.243712	0.48148148148148145	108092.0	0.108092	158720	0.15872	115712	0.115712	132096	0.132096	4096	2533	137199	359	0.08129528985507246	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	5	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.557056	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	017a39b966658b8b5ce3b22cef6528366068806a2503a53110395fe19c5c9b9c	2	351232	0.351232	20	351232	353280	0:2,2:0,5:0,6:0,8:119,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:0,21:0,23:83,24:0,25:0,26:0,28:0,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_d_gqa2_s128_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	d	rotate	placement
296960	0.29696	0.30208	180	1024	1024	2048	0	none	84	256	1845248	253952	21967.238095238095	23099392	0.9260262725779967	9349120	221184	0	0.0	0	0	0	0	128	1164	0.9009287925696594	295936	0.295936	20	0.020338983050847585	295936	248832	20480	3072	21504	2048	295936	0.295936	0.020338983050847585	7208.0	0.007208	253952	0.253952	253952	0.253952	271360	0.27136	1024	7605	111049	12	0.06	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.389120	296960	0.29696	0.30208	180	1024	1024	2048	0	none	84	256	1845248	253952	21967.238095238095	23099392	0.9260262725779967	9349120	221184	1280000	0.051313628899835796	0	29696	179200	14	36	1164	0.97	271360	0.27136	20	0.10169491525423736	296960	253952	21504	3072	23552	-5120	295936	0.295936	0.020338983050847585	7208.0	0.007208	253952	0.253952	126976	0.126976	136192	0.136192	1024	7605	111049	12	0.06	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.389120	available	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s4_chain.cu	2c1fe30de6a40e9a9b41e74202f65f3860521a7ed21f4892ac837a7d3b56ba52	2	253952	0.253952	20	253952	253952	0:0,2:0,5:1,6:1,8:0,9:0,10:0,11:1,13:0,14:1,15:0,17:1,20:0,21:0,23:0,24:1,25:0,26:0,28:0,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_d_gqa2_s4_chain	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s4_chain.cu	d	chain	placement
289792	0.289792	0.294912	196	1024	1024	1024	0	none	200	256	1861632	44032	9308.16	56096768	0.9678798586572438	22618112	208896	0	0.0	0	0	0	0	0	1292	1.0	289792	0.289792	20	0.017361111111111157	289792	250880	18432	0	20480	0	289792	0.289792	0.017361111111111157	7272.0	0.007272	44032	0.044032	250880	0.25088	270336	0.270336	1024	6887	111073	0	0.0	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	5	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.392384	289792	0.289792	0.294912	196	1024	1024	1024	0	none	200	256	1861632	44032	9308.16	56096768	0.9678798586572438	22618112	208896	0	0.0	0	0	0	0	0	1292	1.0	270336	0.270336	20	0.08333333333333329	289792	250880	2390016	0	20480	-2371584	291840	0.29184	0.010416666666666732	7272.0	0.007272	44032	0.044032	250880	0.25088	270336	0.270336	1024	6887	111073	0	0.0	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	5	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.392384	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	017a39b966658b8b5ce3b22cef6528366068806a2503a53110395fe19c5c9b9c	2	250880	0.25088	20	250880	250880	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_d_gqa2_s4_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	d	rotate	placement
1204224	1.204224	1.209344	6536	1024	27648	54272	0	none	256	256	59096064	685056	230844.0	249185280	0.8083047672193877	203008000	12637184	7638016	0.024776121386054423	29696	34816	64512	252	12944	2149260	0.9940135158384685	1204224	1.204224	89	0.0042337002540220265	1204224	989184	97280	6144	102400	9216	1204224	1.204224	0.0042337002540220265	230844.0	0.230844	685056	0.685056	716800	0.7168	754688	0.754688	1024	2364	139415	1216	0.10201342281879194	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.119424	1204224	1.204224	1.209344	6536	1024	27648	54272	0	none	256	256	59096064	685056	230844.0	249185280	0.8083047672193877	203008000	12637184	181666816	0.5892890359268708	731136	775168	786432	256	4130	1065622	0.9961392920976077	780288	0.780288	43	0.35478408128704486	1204224	742400	113664	0	51200	296960	842752	0.842752	0.3031329381879763	230844.0	0.230844	685056	0.685056	507904	0.507904	534528	0.534528	1024	2364	139415	1216	0.10201342281879194	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.119424	available	docs/experiments/PLACE_EFT2/raw/plan/mha4_s128_chain.cu	7cb52e5f1f0523c7fd4d2f7de1ef32840f6b7fe3fbae08c13702a1863efed9f9	2	716800	0.7168	40	716800	973824	0:2,2:0,5:352,6:352,8:268,9:1,10:0,11:0,13:1,14:0,15:1,17:0,20:0,21:0,23:262,24:0,25:0,26:0,28:0,29:0,30:1,32:2,35:0,36:0,38:306,39:0,40:0,41:0,43:0,44:0,45:0,47:0,50:0,51:0,53:187,54:1,55:2,57:5,58:0,59:0	docs/experiments/PLACE_EFT2/raw/final/trace_d_mha4_s128_chain	docs/experiments/PLACE_EFT2/raw/plan/mha4_s128_chain.cu	d	chain	placement
973824	0.973824	0.980992	9744	8192	22528	31744	0	none	256	256	58043392	307200	226732.0	191255552	0.7671735344374343	157112320	13943808	9700352	0.03891052181913775	37888	40960	44032	256	12416	2149788	0.99425771111329	972800	0.9728	68	0.008350730688935258	972800	801792	78848	2048	83968	6144	972800	0.9728	0.008350730688935258	226732.0	0.226732	307200	0.3072	710656	0.710656	997376	0.997376	8192	2486	138772	1395	0.11703020134228188	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	5	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.121280	973824	0.973824	0.980992	9744	8192	22528	31744	0	none	256	256	58043392	307200	226732.0	191255552	0.7671735344374343	157112320	13943808	140713984	0.5644387486855941	549888	569344	579584	256	8288	2149788	0.9961595421106578	379904	0.379904	50	0.6127348643006263	972800	350208	632832	3072	52224	-65536	440320	0.44032	0.5511482254697286	226732.0	0.226732	307200	0.3072	206848	0.206848	256000	0.256	8192	2486	138772	1395	0.11703020134228188	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	5	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.121280	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	1be74406debdc487b29ad0bdac4a0757d96a683135cac16caf1c9332a8c71cd2	2	710656	0.710656	40	710656	719872	0:0,2:0,5:116,6:116,8:121,9:0,10:1,11:1,13:0,14:1,15:0,17:0,20:119,21:119,23:38,24:2,25:0,26:0,28:0,29:0,30:0,32:0,35:0,36:0,38:25,39:3,40:0,41:0,43:0,44:0,45:0,47:0,50:0,51:0,53:83,54:0,55:4,56:0,58:0,59:0	docs/experiments/PLACE_EFT2/raw/final/trace_d_mha4_s128_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	d	rotate	placement
594944	0.594944	0.600064	444	1024	1024	2048	0	none	228	256	4157440	505856	18234.385964912282	131489792	0.9693510885647855	58122240	555008	0	0.0	0	0	0	0	312	3796	0.9240506329113924	593920	0.59392	40	0.010238907849829415	593920	498688	45056	2048	44032	4096	593920	0.59392	0.010238907849829415	16240.0	0.01624	505856	0.505856	509952	0.509952	545792	0.545792	1024	4861	111864	30	0.05859375	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.782144	594944	0.594944	0.600064	444	1024	1024	2048	0	none	228	256	4157440	505856	18234.385964912282	131489792	0.9693510885647855	58122240	555008	12258304	0.09036899477609688	0	326656	476160	52	96	3796	0.9753340184994861	545792	0.545792	40	0.09044368600682591	594944	509952	43008	1024	44032	-3072	595968	0.595968	0.006825938566552881	16240.0	0.01624	505856	0.505856	128000	0.128	137216	0.137216	1024	4861	111864	30	0.05859375	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.782144	available	docs/experiments/PLACE_EFT2/raw/plan/mha4_s4_chain.cu	865bb3e7e9095141a7530b02ecba54d76089d057033e2adea88e7b4d41e20ca5	2	509952	0.509952	40	509952	509952	0:0,2:1,5:0,6:0,8:0,9:0,10:0,11:1,13:0,14:2,15:0,17:1,20:2,21:2,23:0,24:0,25:0,26:2,28:0,29:0,30:0,32:0,35:0,36:0,38:0,39:0,40:1,41:0,43:0,44:0,45:0,47:1,50:1,51:1,53:0,54:0,55:0,56:1,58:0,59:1	docs/experiments/PLACE_EFT2/raw/final/trace_d_mha4_s4_chain	docs/experiments/PLACE_EFT2/raw/plan/mha4_s4_chain.cu	d	chain	placement
