kernel_span_ns	kernel_span_ms	measured_l2_ms	hop_samples	hop_p50_ns	hop_p90_ns	hop_max_ns	hop_negative_count	hop_negative_slots	workers_used	grid	busy_total_ns	busy_max_worker_ns	busy_mean_worker_ns	idle_total_ns	idle_fraction_of_worker_time	wait_total_ns	publish_total_ns	hol_reclaimable_ns	hol_fraction_of_kernel	hol_worker_p50_ns	hol_worker_p90_ns	hol_worker_max_ns	hol_workers_nonzero	dag_same_worker_edges	dag_cross_worker_edges	dag_cross_worker_fraction	cp_reconstructed_ns	cp_reconstructed_ms	cp_nodes	cp_error_vs_l2_ms	cp_chain_span_ns	cp_split_task_ns	cp_split_wait_ns	cp_split_prerun_barrier_ns	cp_split_publish_ns	cp_split_gap_ns	cp_with_publish_ns	cp_with_publish_ms	cp_with_publish_error	work_lb_ns	work_lb_ms	queue_lb_ns	queue_lb_ms	cp_lb_nosync_ns	cp_lb_nosync_ms	cp_lb_sync_ns	cp_lb_sync_ms	hop_p50_used_ns	run_clk_p50_cycles	run_clk_max_cycles	run_globaltimer_zero_slots	run_globaltimer_zero_fraction	model	fixture	seq	past	placement	schedule_policy	stage_count	slot_count	event_count	traced_launch	globaltimer_resolution_ns	commit	l1_ms	kernel_span_ns_legacy	kernel_span_ms_legacy	measured_l2_ms_legacy	hop_samples_legacy	hop_p50_ns_legacy	hop_p90_ns_legacy	hop_max_ns_legacy	hop_negative_count_legacy	hop_negative_slots_legacy	workers_used_legacy	grid_legacy	busy_total_ns_legacy	busy_max_worker_ns_legacy	busy_mean_worker_ns_legacy	idle_total_ns_legacy	idle_fraction_of_worker_time_legacy	wait_total_ns_legacy	publish_total_ns_legacy	hol_reclaimable_ns_legacy	hol_fraction_of_kernel_legacy	hol_worker_p50_ns_legacy	hol_worker_p90_ns_legacy	hol_worker_max_ns_legacy	hol_workers_nonzero_legacy	dag_same_worker_edges_legacy	dag_cross_worker_edges_legacy	dag_cross_worker_fraction_legacy	cp_reconstructed_ns_legacy	cp_reconstructed_ms_legacy	cp_nodes_legacy	cp_error_vs_l2_ms_legacy	cp_chain_span_ns_legacy	cp_split_task_ns_legacy	cp_split_wait_ns_legacy	cp_split_prerun_barrier_ns_legacy	cp_split_publish_ns_legacy	cp_split_gap_ns_legacy	cp_with_publish_ns_legacy	cp_with_publish_ms_legacy	cp_with_publish_error_legacy	work_lb_ns_legacy	work_lb_ms_legacy	queue_lb_ns_legacy	queue_lb_ms_legacy	cp_lb_nosync_ns_legacy	cp_lb_nosync_ms_legacy	cp_lb_sync_ns_legacy	cp_lb_sync_ms_legacy	hop_p50_used_ns_legacy	run_clk_p50_cycles_legacy	run_clk_max_cycles_legacy	run_globaltimer_zero_slots_legacy	run_globaltimer_zero_fraction_legacy	model_legacy	fixture_legacy	seq_legacy	past_legacy	placement_legacy	schedule_policy_legacy	stage_count_legacy	slot_count_legacy	event_count_legacy	traced_launch_legacy	globaltimer_resolution_ns_legacy	commit_legacy	l1_ms_legacy	corrected_status	task_dag_source	task_dag_source_sha256	window	cp_corrected_ns	cp_corrected_ms	cp_corrected_nodes	cp_corrected_task_ns	cp_plan_nosync_ns	cp_corrected_path	dump	source	config	candidate	suite
586752	0.586752	0.59488	508	1024	1024	1024	0	none	256	256	4219904	88064	16484.0	145988608	0.9719063590750436	101417984	543744	0	0.0	0	0	0	0	0	4108	1.0	586752	0.586752	40	0.013663259817105826	586752	505856	37888	0	43008	0	586752	0.586752	0.013663259817105826	16484.0	0.016484	88064	0.088064	507904	0.507904	547840	0.54784	1024	4727	111526	0	0.0	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	5	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.784384	586752	0.586752	0.59488	508	1024	1024	1024	0	none	256	256	4219904	88064	16484.0	145988608	0.9719063590750436	101417984	543744	0	0.0	0	0	0	0	0	4108	1.0	317440	0.31744	21	0.46637977407208175	586752	297984	3534848	1024	20480	-3267584	337920	0.33792	0.4319526627218935	16484.0	0.016484	88064	0.088064	253952	0.253952	274432	0.274432	1024	4727	111526	0	0.0	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	5	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.784384	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	1be74406debdc487b29ad0bdac4a0757d96a683135cac16caf1c9332a8c71cd2	2	507904	0.507904	40	507904	507904	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:1,13:0,14:0,15:0,17:0,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:0,30:0,32:0,35:0,36:0,38:0,39:0,40:0,41:0,43:0,44:0,45:0,47:0,50:0,51:0,53:0,54:0,55:0,56:3,58:0,59:0	docs/experiments/PLACE_EFT2/raw/final/trace_d_mha4_s4_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	d	rotate	placement
528384	0.528384	0.539648	2670	2048	11264	43008	0	none	256	256	27231232	338944	106372.0	108035072	0.7986842902131783	67903488	6371328	3124224	0.0230968386627907	13312	16384	20480	220	3686	545190	0.993284457691719	526336	0.526336	36	0.024667931688804535	526336	429056	44032	2048	47104	4096	526336	0.526336	0.024667931688804535	106372.0	0.106372	338944	0.338944	344064	0.344064	378880	0.37888	2048	2510	134404	353	0.07993659420289854	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	0	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.567296	528384	0.528384	0.539648	2670	2048	11264	43008	0	none	256	256	27231232	338944	106372.0	108035072	0.7986842902131783	67903488	6371328	49035264	0.3625090843023256	226304	236544	292864	222	1046	254672	0.9959095566209653	398336	0.398336	23	0.2618595825426945	527360	363520	196608	1024	30720	-64512	435200	0.4352	0.19354838709677427	106372.0	0.106372	338944	0.338944	174080	0.17408	192512	0.192512	2048	2510	134404	353	0.07993659420289854	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	0	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.567296	available	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s128_chain.cu	716ed88b883b57a8def96e47223bd1b0fbeb9d1420f7019fe1b97f70ad2ba793	2	344064	0.344064	20	344064	423936	0:0,2:0,5:0,6:0,8:2,9:0,10:0,11:0,13:0,14:0,15:34,17:0,20:0,21:0,23:2,24:0,25:0,26:0,28:0,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_w_gqa2_s128_chain	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s128_chain.cu	w	chain	placement
467968	0.467968	0.473312	3776	5120	24576	33792	0	none	256	256	27378688	153600	106948.0	92421120	0.7714630060175055	67781632	6857728	4107264	0.034284395514223194	15360	17408	18432	256	3624	545252	0.9933974158097639	466944	0.466944	28	0.013454127509972248	466944	386048	32768	5120	41984	1024	466944	0.466944	0.013454127509972248	106948.0	0.106948	153600	0.1536	342016	0.342016	429056	0.429056	5120	2528	133113	407	0.09216485507246377	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	5	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.566464	467968	0.467968	0.473312	3776	5120	24576	33792	0	none	256	256	27378688	153600	106948.0	92421120	0.7714630060175055	67781632	6857728	52003840	0.4340895103938731	207872	211968	216064	256	2072	545252	0.9962143081611623	223232	0.223232	21	0.5283618416604692	467968	224256	253952	1024	32768	-44032	254976	0.254976	0.46129403015347176	106948.0	0.106948	153600	0.1536	112640	0.11264	133120	0.13312	5120	2528	133113	407	0.09216485507246377	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	5	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.566464	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	017a39b966658b8b5ce3b22cef6528366068806a2503a53110395fe19c5c9b9c	2	342016	0.342016	20	342016	345088	0:0,2:0,5:0,6:0,8:118,9:0,10:0,11:0,13:0,14:1,15:0,17:0,20:255,21:255,23:349,24:0,25:0,26:0,28:2,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_w_gqa2_s128_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	w	rotate	placement
303104	0.303104	0.309248	180	1024	2048	3072	0	none	84	256	1812480	242688	21577.14285714286	23648256	0.9288127413127413	9606144	315392	0	0.0	0	0	0	0	128	1164	0.9009287925696594	302080	0.30208	20	0.023178807947019892	302080	240640	25600	0	32768	3072	302080	0.30208	0.023178807947019892	7080.0	0.00708	242688	0.242688	243712	0.243712	261120	0.26112	1024	7557	107085	5	0.025	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.406464	303104	0.303104	0.309248	180	1024	2048	3072	0	none	84	256	1812480	242688	21577.14285714286	23648256	0.9288127413127413	9606144	315392	1303552	0.05119851994851995	0	29696	182272	14	36	1164	0.97	261120	0.26112	20	0.15562913907284767	303104	243712	233472	0	30720	-204800	297984	0.297984	0.036423841059602634	7080.0	0.00708	242688	0.242688	122880	0.12288	132096	0.132096	1024	7557	107085	5	0.025	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.406464	available	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s4_chain.cu	2c1fe30de6a40e9a9b41e74202f65f3860521a7ed21f4892ac837a7d3b56ba52	2	243712	0.243712	20	243712	243712	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:2,15:0,17:0,20:0,21:0,23:0,24:1,25:0,26:1,28:0,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_w_gqa2_s4_chain	docs/experiments/PLACE_EFT2/raw/plan/gqa2_s4_chain.cu	w	chain	placement
286720	0.28672	0.29376	196	1024	1024	1024	0	none	200	256	1824768	43008	9123.84	55519232	0.9681785714285714	22507520	274432	0	0.0	0	0	0	0	0	1292	1.0	286720	0.28672	20	0.02396514161220059	286720	243712	13312	0	29696	0	286720	0.28672	0.02396514161220059	7128.0	0.007128	43008	0.043008	244736	0.244736	264192	0.264192	1024	7111	107205	0	0.0	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	5	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.404480	286720	0.28672	0.29376	196	1024	1024	1024	0	none	200	256	1824768	43008	9123.84	55519232	0.9681785714285714	22507520	274432	0	0.0	0	0	0	0	0	1292	1.0	264192	0.264192	20	0.10065359477124196	286720	244736	2377728	0	28672	-2364416	299008	0.299008	0.017864923747276603	7128.0	0.007128	43008	0.043008	244736	0.244736	264192	0.264192	1024	7111	107205	0	0.0	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	5	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.404480	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	017a39b966658b8b5ce3b22cef6528366068806a2503a53110395fe19c5c9b9c	2	244736	0.244736	20	244736	244736	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:0,15:0,17:1,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:0	docs/experiments/PLACE_EFT2/raw/final/trace_w_gqa2_s4_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/gqa2.cu	w	rotate	placement
1232896	1.232896	1.23904	6536	1024	26624	59392	0	none	256	256	58447872	665600	228312.0	257173504	0.8148164970930233	205788160	18118656	9001984	0.028521464908637873	35840	41984	68608	252	12944	2149260	0.9940135158384685	1232896	1.232896	88	0.0049586776859503546	1232896	969728	119808	10240	131072	2048	1232896	1.232896	0.0049586776859503546	228312.0	0.228312	665600	0.6656	688128	0.688128	726016	0.726016	1024	2415	135177	1411	0.1183724832214765	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.117376	1232896	1.232896	1.23904	6536	1024	26624	59392	0	none	256	256	58447872	665600	228312.0	257173504	0.8148164970930233	205788160	18118656	184206336	0.5836307360880398	739328	787456	801792	256	4130	1065622	0.9961392920976077	753664	0.753664	42	0.3917355371900826	1232896	715776	128000	4096	55296	329728	831488	0.831488	0.3289256198347107	228312.0	0.228312	665600	0.6656	489472	0.489472	516096	0.516096	1024	2415	135177	1411	0.1183724832214765	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.117376	available	docs/experiments/PLACE_EFT2/raw/plan/mha4_s128_chain.cu	7cb52e5f1f0523c7fd4d2f7de1ef32840f6b7fe3fbae08c13702a1863efed9f9	2	688128	0.688128	40	688128	950272	0:0,2:0,5:0,6:0,8:279,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:0,21:0,23:283,24:0,25:0,26:0,28:1,29:0,30:1,32:0,35:0,36:0,38:323,39:0,40:0,41:0,43:0,44:0,45:0,47:3,50:387,51:387,53:141,54:0,55:0,56:0,58:0,59:0	docs/experiments/PLACE_EFT2/raw/final/trace_w_mha4_s128_chain	docs/experiments/PLACE_EFT2/raw/plan/mha4_s128_chain.cu	w	chain	placement
994304	0.994304	1.002496	9744	9216	23552	32768	0	none	256	256	57964544	297984	226424.0	196577280	0.7722789006179197	158820352	18423808	11254784	0.0442158535015448	44032	48128	54272	256	12416	2149788	0.99425771111329	993280	0.99328	68	0.009193054136874363	993280	783360	89088	7168	102400	11264	993280	0.99328	0.009193054136874363	226424.0	0.226424	297984	0.297984	708608	0.708608	1031168	1.031168	9216	2481	134863	1357	0.11384228187919464	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	5	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.142976	994304	0.994304	1.002496	9744	9216	23552	32768	0	none	256	256	57964544	297984	226424.0	196577280	0.7722789006179197	158820352	18423808	142738432	0.5607661238414006	560128	577536	588800	256	8288	2149788	0.9961595421106578	386048	0.386048	50	0.6149131767109296	994304	348160	636928	4096	70656	-65536	460800	0.4608	0.5403472931562819	226424.0	0.226424	297984	0.297984	203776	0.203776	259072	0.259072	9216	2481	134863	1357	0.11384228187919464	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	5	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.142976	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	1be74406debdc487b29ad0bdac4a0757d96a683135cac16caf1c9332a8c71cd2	2	708608	0.708608	40	708608	717824	0:0,2:2,5:0,6:0,8:58,9:0,10:112,12:3,13:0,14:1,15:2,17:1,20:209,21:209,23:91,24:1,25:13,26:5,28:0,29:2,30:126,32:0,35:237,36:237,38:13,39:0,40:9,41:3,43:0,44:0,45:0,47:1,50:9,51:9,53:77,54:0,55:10,56:0,58:0,59:0	docs/experiments/PLACE_EFT2/raw/final/trace_w_mha4_s128_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	w	rotate	placement
604160	0.60416	0.609504	444	1024	1024	3072	0	none	228	256	4039680	486400	17717.894736842107	133708800	0.9706735057983943	59141120	739328	0	0.0	0	0	0	0	312	3796	0.9240506329113924	604160	0.60416	40	0.008767784953010997	604160	477184	52224	3072	69632	2048	604160	0.60416	0.008767784953010997	15780.0	0.01578	486400	0.4864	490496	0.490496	526336	0.526336	1024	4884	107143	10	0.01953125	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.779584	604160	0.60416	0.609504	444	1024	1024	3072	0	none	228	256	4039680	486400	17717.894736842107	133708800	0.9706735057983943	59141120	739328	12457984	0.09044008325899494	0	331776	483328	52	96	3796	0.9753340184994861	526336	0.526336	40	0.1364519346878774	604160	490496	53248	4096	58368	-2048	598016	0.598016	0.018848112563658405	15780.0	0.01578	486400	0.4864	122880	0.12288	132096	0.132096	1024	4884	107143	10	0.01953125	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.779584	available	docs/experiments/PLACE_EFT2/raw/plan/mha4_s4_chain.cu	865bb3e7e9095141a7530b02ecba54d76089d057033e2adea88e7b4d41e20ca5	2	490496	0.490496	40	490496	490496	0:0,2:1,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:2,15:0,17:3,20:0,21:0,23:0,24:0,25:0,26:3,28:0,29:3,30:0,32:2,35:0,36:0,38:0,39:3,40:0,41:1,43:0,44:1,45:0,47:1,50:1,51:1,53:0,54:0,55:0,56:2,58:0,59:3	docs/experiments/PLACE_EFT2/raw/final/trace_w_mha4_s4_chain	docs/experiments/PLACE_EFT2/raw/plan/mha4_s4_chain.cu	w	chain	placement
579584	0.579584	0.586752	508	1024	1024	1024	0	none	256	256	4096000	86016	16000.0	144277504	0.9723939929328622	100173824	687104	0	0.0	0	0	0	0	0	4108	1.0	579584	0.579584	40	0.012216404886562062	579584	492544	32768	0	54272	0	579584	0.579584	0.012216404886562062	16000.0	0.016	86016	0.086016	493568	0.493568	533504	0.533504	1024	4723	107841	0	0.0	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	5	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.817312	579584	0.579584	0.586752	508	1024	1024	1024	0	none	256	256	4096000	86016	16000.0	144277504	0.9723939929328622	100173824	687104	0	0.0	0	0	0	0	0	4108	1.0	310272	0.310272	21	0.47120418848167545	579584	290816	2644992	0	25600	-2381824	339968	0.339968	0.42059336823734733	16000.0	0.016	86016	0.086016	247808	0.247808	267264	0.267264	1024	4723	107841	0	0.0	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	5	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.817312	available	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	1be74406debdc487b29ad0bdac4a0757d96a683135cac16caf1c9332a8c71cd2	2	493568	0.493568	40	493568	493568	0:1,2:1,5:0,6:0,8:0,9:0,10:0,11:0,13:0,14:0,15:0,17:0,20:0,21:0,23:0,24:0,25:0,26:0,28:0,29:0,30:0,32:0,35:0,36:0,38:0,39:0,40:0,41:0,43:0,44:0,45:0,47:0,50:0,51:0,53:0,54:0,55:0,56:0,58:0,59:1	docs/experiments/PLACE_EFT2/raw/final/trace_w_mha4_s4_rotate	docs/experiments/PLAN_CONTRACT/legacy_identity/plan/mha4.cu	w	rotate	placement
586752	0.586752	0.592896	2728	1024	1024	51200	0	none	256	256	26475520	500736	103420.0	123732992	0.8237415466841187	90652672	5945344	22872064	0.15226876090750435	89088	93184	93184	256	3736	545140	0.9931933624352313	585728	0.585728	34	0.012089810017271076	585728	499712	31744	1024	49152	4096	585728	0.585728	0.012089810017271076	103420.0	0.10342	500736	0.500736	324608	0.324608	342016	0.342016	1024	2551	134733	210	0.04755434782608696	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	0	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.534624	586752	0.586752	0.592896	2728	1024	1024	51200	0	none	256	256	26475520	500736	103420.0	123732992	0.8237415466841187	90652672	5945344	79889408	0.531856729930192	316416	326656	329728	256	1040	278932	0.9962853428199963	523264	0.523264	34	0.11744386873920558	586752	507904	50176	0	44032	-15360	573440	0.57344	0.03281519861830748	103420.0	0.10342	500736	0.500736	187392	0.187392	197632	0.197632	1024	2551	134733	210	0.04755434782608696	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	0	critical_path	30	4416	3412	l2_forward_last_timed_sample	unset	unset	0.534624	available	docs/experiments/WINDOW/raw/src/gqa2_w1.cu	9b5a326a2594db2466e36fcf1c40ee31c783b40d01e2628a259ca8426b28429e	1	324608	0.324608	20	324608	507904	0:0,2:0,5:128,6:128,8:79,9:0,10:0,11:0,13:0,14:1,15:0,17:0,20:0,21:0,23:78,24:0,25:0,26:3,28:0,29:0	docs/experiments/WINDOW/raw/final/trace_w1_gqa2_s128	docs/experiments/WINDOW/raw/src/gqa2_w1.cu	w1	legacy_grid_stride	window
420864	0.420864	0.428032	156	1024	2048	44032	0	none	16	256	1680384	345088	105024.0	5053440	0.7504562043795621	3558400	281600	483328	0.07177615571776155	9216	77824	77824	8	184	1108	0.8575851393188855	419840	0.41984	30	0.01913875598086132	419840	345088	20480	3072	46080	5120	419840	0.41984	0.01913875598086132	6564.0	0.006564	345088	0.345088	232448	0.232448	249856	0.249856	1024	7630	106219	8	0.04	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.383168	420864	0.420864	0.428032	156	1024	2048	44032	0	none	16	256	1680384	345088	105024.0	5053440	0.7504562043795621	3558400	281600	1274880	0.18932481751824817	18432	256000	256000	8	48	1028	0.9553903345724907	367616	0.367616	28	0.14114832535885172	419840	351232	52224	2048	38912	-24576	412672	0.412672	0.03588516746411492	6564.0	0.006564	345088	0.345088	136192	0.136192	146432	0.146432	1024	7630	106219	8	0.04	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample	unset	unset	0.383168	available	docs/experiments/WINDOW/raw/src/gqa2_w1.cu	9b5a326a2594db2466e36fcf1c40ee31c783b40d01e2628a259ca8426b28429e	1	232448	0.232448	20	232448	352256	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:4,13:0,14:2,15:1,17:0,20:0,21:0,23:0,24:2,25:0,26:1,28:1,29:2	docs/experiments/WINDOW/raw/final/trace_w1_gqa2_s4	docs/experiments/WINDOW/raw/src/gqa2_w1.cu	w1	legacy_grid_stride	window
1269760	1.26976	1.277952	5584	1024	1024	54272	0	none	256	256	57964544	1075200	226424.0	267094016	0.8216796875	218943488	17333248	47318016	0.14556766633064516	187392	192512	197632	256	12664	2149540	0.9941430133326921	1269760	1.26976	80	0.006410256410256393	1269760	1072128	48128	10240	118784	20480	1269760	1.26976	0.006410256410256393	226424.0	0.226424	1075200	1.0752	685056	0.685056	720896	0.720896	1024	2447	134941	1727	0.14488255033557046	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.072256	1269760	1.26976	1.277952	5584	1024	1024	54272	0	none	256	256	57964544	1075200	226424.0	267094016	0.8216796875	218943488	17333248	207584256	0.638605720766129	824320	856064	866304	256	4144	1084692	0.9961941008563273	1116160	1.11616	80	0.12660256410256404	1269760	1084416	80896	1024	106496	-3072	1251328	1.251328	0.02083333333333332	226424.0	0.226424	1075200	1.0752	196608	0.196608	206848	0.206848	1024	2447	134941	1727	0.14488255033557046	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample	unset	unset	1.072256	available	docs/experiments/WINDOW/raw/src/mha4_w1.cu	571d226b999a0eea86be151adaedc4ad40e6266399d4cf10299dc80022cc456a	1	685056	0.685056	40	685056	1084416	0:0,2:2,5:1,6:1,8:27,9:0,10:0,11:2,13:0,14:0,15:0,17:0,20:128,21:128,23:2,24:0,25:0,26:0,28:0,29:0,30:0,32:3,35:129,36:129,38:3,39:0,40:0,41:0,43:0,44:0,45:0,47:0,50:128,51:128,53:17,54:0,55:0,56:0,58:0,59:0	docs/experiments/WINDOW/raw/final/trace_w1_mha4_s128	docs/experiments/WINDOW/raw/src/mha4_w1.cu	w1	legacy_grid_stride	window
844800	0.8448	0.84992	380	1024	7168	45056	0	none	16	256	3775488	699392	235968.0	9741312	0.7206818181818182	7779328	697344	1936384	0.14325757575757575	157696	158720	158720	16	504	3604	0.8773125608568647	843776	0.843776	60	0.007228915662650648	843776	691200	47104	5120	92160	8192	843776	0.843776	0.007228915662650648	14748.0	0.014748	699392	0.699392	463872	0.463872	499712	0.499712	1024	4902	106507	23	0.044921875	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.758624	844800	0.8448	0.84992	380	1024	7168	45056	0	none	16	256	3775488	699392	235968.0	9741312	0.7206818181818182	7779328	697344	7692288	0.5690909090909091	652288	661504	661504	16	176	3396	0.9507278835386338	736256	0.736256	60	0.13373493975903614	844800	704512	75776	3072	90112	-28672	830464	0.830464	0.022891566265060274	14748.0	0.014748	699392	0.699392	136192	0.136192	146432	0.146432	1024	4902	106507	23	0.044921875	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample	unset	unset	0.758624	available	docs/experiments/WINDOW/raw/src/mha4_w1.cu	571d226b999a0eea86be151adaedc4ad40e6266399d4cf10299dc80022cc456a	1	463872	0.463872	40	463872	704512	0:0,2:0,5:0,6:0,8:0,9:0,10:0,11:1,13:0,14:0,15:0,17:2,20:0,21:0,23:0,24:0,25:0,26:1,28:1,29:2,30:0,32:0,35:0,36:0,38:0,39:2,40:0,41:0,43:2,44:2,45:0,47:0,50:4,51:4,53:0,54:2,55:0,56:0,58:0,59:2	docs/experiments/WINDOW/raw/final/trace_w1_mha4_s4	docs/experiments/WINDOW/raw/src/mha4_w1.cu	w1	legacy_grid_stride	window
