slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
0	0	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1303	0	2308	1844	1715	129	5455	0	0	0	0	0	0.0	0.0	0.0	0.0
1	2	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2110	996	9715	1217	961	256	14038	1	8	7996	1465	254	2916.335660350477	534.3211283658641	92.63997720473002	431.3320985895427
2	5	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1225	0	1586	159	30	129	2970	0	0	0	0	0	0.0	0.0	0.0	0.0
3	6	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1097	0	892	160	30	130	2149	0	0	0	0	0	0.0	0.0	0.0	0.0
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1614	0	8289	161	30	131	10064	0	0	0	0	0	0.0	0.0	0.0	0.0
5	9	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2133	1104	9417	1763	1634	129	14417	1	8	7468	1829	120	3182.5894430186586	779.4531455920095	51.139626829437475	495.2553235763335
6	10	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1296	0	2402	1843	1714	129	5541	0	0	0	0	0	0.0	0.0	0.0	0.0
7	11	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2152	1114	9379	1513	1246	267	14158	1	8	7404	1855	120	2677.530724678627	670.8292131657014	43.39595988133917	418.544992230541
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1257	0	6379	160	30	130	7796	0	0	0	0	0	0.0	0.0	0.0	0.0
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2143	1101	18263	2349	2219	130	23856	1	16	14850	3293	120	6374.245472837022	1413.494299128102	51.50905432595574	486.7337357478203
10	15	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1236	0	2396	1839	1710	129	5471	0	0	0	0	0	0.0	0.0	0.0	0.0
11	17	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2140	1106	9622	1245	990	255	14113	1	8	7914	1588	120	3445.3068801813934	691.3251611988946	52.24119606036987	517.079005172536
12	20	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1214	0	1589	160	30	130	2963	0	0	0	0	0	0.0	0.0	0.0	0.0
13	21	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1129	0	883	160	30	130	2172	0	0	0	0	0	0.0	0.0	0.0	0.0
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1608	0	8229	159	30	129	9996	0	0	0	0	0	0.0	0.0	0.0	0.0
15	24	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2159	1098	9509	2363	2234	129	15129	1	8	7773	1616	120	3156.673408685306	656.269680745588	48.73289708506841	476.6178861788618
16	25	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1273	0	2391	1854	1725	129	5518	0	0	0	0	0	0.0	0.0	0.0	0.0
17	26	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2137	1103	9465	1371	1241	130	14076	1	8	7052	2293	120	2565.092355782893	834.0551292980961	43.648763853367434	424.89343563512364
18	28	0	4	0	0	0	0	1	0	0	0	2048	1024	0	1024	3072	1233	0	6350	160	30	130	7743	0	0	0	0	0	0.0	0.0	0.0	0.0
19	29	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2144	1100	18312	2086	1956	130	23642	1	16	14848	3344	120	6431.076897047627	1448.378309787666	51.97529819812198	492.4659504272058
20	30	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1227	0	2392	1982	1852	130	5601	0	0	0	0	0	0.0	0.0	0.0	0.0
21	32	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2139	1110	9269	1390	1260	130	13908	1	8	7145	2004	120	3156.3761863675586	885.2873166522864	53.01121656600518	505.2079378774806
22	35	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1212	0	1581	159	30	129	2952	0	0	0	0	0	0.0	0.0	0.0	0.0
23	36	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1128	0	829	160	30	130	2117	0	0	0	0	0	0.0	0.0	0.0	0.0
24	38	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1609	0	7900	160	30	130	9669	0	0	0	0	0	0.0	0.0	0.0	0.0
25	39	0	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2129	1015	9353	1551	1421	130	14048	1	8	7775	1365	213	2833.71298405467	497.49430523918	77.63097949886105	416.40091116173124
26	40	0	1	1	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1278	0	2292	1916	1787	129	5486	0	0	0	0	0	0.0	0.0	0.0	0.0
27	41	0	0	1	32	16	64	1	6144	1024	0	5120	0	0	0	6144	2121	1118	11189	1845	1715	130	16273	1	8	7845	3224	120	2961.9418668960857	1217.2467277084743	45.306950162846434	522.3985743255699
28	43	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1256	0	6455	160	30	130	7871	0	0	0	0	0	0.0	0.0	0.0	0.0
29	44	0	0	1	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2074	1113	18238	1986	1856	130	23411	1	16	15002	3116	120	5905.7038144462	1226.647985989492	47.23933193797787	445.77198752723075
30	45	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1225	0	2293	1948	1818	130	5466	0	0	0	0	0	0.0	0.0	0.0	0.0
31	47	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2108	1104	9274	1225	966	259	13711	1	8	7337	1817	120	2739.803077820728	678.5092261687696	44.81073590547736	427.2890379986872
32	50	0	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1221	0	1606	159	30	129	2986	0	0	0	0	0	0.0	0.0	0.0	0.0
33	51	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1096	0	911	161	30	131	2168	0	0	0	0	0	0.0	0.0	0.0	0.0
34	53	0	5	1	0	0	0	1	0	0	0	3072	1024	0	1024	4096	1606	0	8427	162	30	132	10195	0	0	0	0	0	0.0	0.0	0.0	0.0
35	54	0	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2095	1084	9304	2032	1903	129	14515	1	8	7581	1603	120	2674.110919738202	565.4398897692043	42.32862555976576	404.9438511884258
