slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles
0	0	0	1	0	0	0	0	1	0	1024	0	8192	7168	7168	0	16384	2710	0	23316	20377	20189	188	46403
1	2	0	0	1	128	128	16	1	8192	1024	1024	138240	4096	4096	0	144384	3226	2371	385065	10265	9792	473	400927
2	1	0	0	0	128	128	16	1	8192	0	1024	139264	4096	4096	0	144384	2242	1321	386484	10297	9848	449	400344
3	3	0	0	0	128	128	16	1	8192	1024	1024	140288	3072	3072	0	145408	2027	1769	387977	10452	9805	647	402225
4	5	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1875	0	1581	480	30	450	3936
5	5	256	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1144	0	1547	480	30	450	3171
6	5	512	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1790	0	1558	479	30	449	3827
7	5	768	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1842	0	1575	479	30	449	3896
8	4	0	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1772	0	1559	220	30	190	3551
9	4	256	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1930	0	1347	232	35	197	3509
10	4	512	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1294	0	1847	217	30	187	3358
11	4	768	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1836	0	1304	217	30	187	3357
12	4	1024	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1138	0	1437	217	30	187	2792
13	4	1280	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1402	0	1292	217	30	187	2911
14	4	1536	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1731	0	1298	216	31	185	3245
15	4	1792	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1675	0	1331	215	30	185	3221
16	4	2048	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1893	0	1304	215	30	185	3412
17	4	2304	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1271	0	1568	217	30	187	3056
18	4	2560	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1650	0	1322	217	30	187	3189
19	4	2816	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1130	0	1435	217	30	187	2782
20	4	3072	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1685	0	1316	217	30	187	3218
21	4	3328	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1200	0	1553	215	30	185	2968
22	4	3584	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1721	0	1305	217	30	187	3243
23	4	3840	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1723	0	1310	217	30	187	3250
24	7	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1855	0	682	217	30	187	2754
25	7	256	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1416	0	720	218	30	188	2354
26	7	512	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	762	0	927	216	31	185	1905
27	7	768	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1705	0	699	217	30	187	2621
28	6	0	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1200	0	795	217	30	187	2212
29	6	256	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1463	0	694	217	30	187	2374
30	6	512	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1833	0	716	217	30	187	2766
31	6	768	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1808	0	684	217	30	187	2709
32	8	0	5	0	0	0	0	1	0	1024	0	20480	0	0	0	21504	2193	0	55131	218	30	188	57542
33	8	256	5	0	0	0	0	1	0	0	0	19456	0	0	0	19456	1801	0	51937	222	30	192	53960
34	8	512	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	2217	0	51828	221	36	185	54266
35	8	768	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	1769	0	53452	231	39	192	55452
36	8	1024	5	0	0	0	0	1	0	1024	0	18432	0	0	0	19456	2250	0	52321	226	31	195	54797
37	8	1280	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	1796	0	53899	225	32	193	55920
38	8	1536	5	0	0	0	0	1	0	0	0	19456	0	0	0	19456	2236	0	52466	215	30	185	54917
39	8	1792	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	2260	0	53074	215	30	185	55549
40	8	2048	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	2196	0	53690	221	32	189	56107
41	8	2304	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	1887	0	53766	371	30	341	56024
42	8	2560	5	0	0	0	0	1	0	0	0	20480	0	0	0	20480	1511	0	54298	219	31	188	56028
43	8	2816	5	0	0	0	0	1	0	0	0	20480	0	0	0	20480	2185	0	54948	215	30	185	57348
44	8	3072	5	0	0	0	0	1	0	0	0	20480	0	0	0	20480	1808	0	55024	225	32	193	57057
45	8	3328	5	0	0	0	0	1	0	0	0	20480	0	0	0	20480	1895	0	54555	217	30	187	56667
46	8	3584	5	0	0	0	0	1	0	0	0	20480	0	0	0	20480	2172	0	55099	217	30	187	57488
47	8	3840	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	2208	0	55755	224	30	194	58187
48	9	0	0	0	128	128	16	1	8192	1024	1024	136192	14336	14336	0	152576	2280	2279	376677	40444	39897	547	421680
49	10	0	1	0	0	0	0	1	0	0	0	4096	8192	8192	0	12288	1287	0	11704	21737	21550	187	34728
50	11	0	0	0	128	128	16	1	8192	1024	3072	153600	7168	7168	0	164864	2267	6840	422177	21879	20138	1741	453163
51	12	0	0	0	128	128	16	1	8192	0	1024	147456	7168	6144	1024	155648	2018	2787	406572	18725	17542	1183	430102
52	13	0	4	1	0	0	0	1	0	1024	0	45056	0	0	0	46080	1733	0	124576	217	30	187	126526
53	14	0	0	0	128	128	16	1	8192	1024	1024	470016	14336	14336	0	486400	2269	3019	1297983	41873	41424	449	1345144
54	15	0	1	1	0	0	0	1	0	1024	0	4096	7168	7168	0	12288	1824	0	12068	20643	20455	188	34535
55	17	0	0	1	128	128	16	1	8192	1024	1024	138240	4096	4096	0	144384	2330	2352	384516	10913	10010	903	400111
56	16	0	0	0	128	128	16	1	8192	1024	0	139264	4096	4096	0	144384	2469	1601	385412	10430	9781	649	399912
57	18	0	0	0	128	128	16	1	8192	0	1024	140288	4096	3072	1024	145408	1877	1456	389230	9964	9291	673	402527
58	20	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	2121	0	1301	218	30	188	3640
59	20	256	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1689	0	1557	480	30	450	3726
60	20	512	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1110	0	1563	477	30	447	3150
61	20	768	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1257	0	1838	483	30	453	3578
62	19	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1705	0	1304	219	30	189	3228
63	19	256	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1709	0	1250	218	30	188	3177
64	19	512	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1701	0	1280	217	30	187	3198
65	19	768	2	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1019	0	1555	217	30	187	2791
66	19	1024	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1659	0	1291	217	30	187	3167
67	19	1280	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1149	0	1562	215	30	185	2926
68	19	1536	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1730	0	1307	217	30	187	3254
69	19	1792	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1240	0	1526	215	30	185	2981
70	19	2048	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1728	0	1317	216	31	185	3261
71	19	2304	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1834	0	1292	217	30	187	3343
72	19	2560	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1626	0	1271	218	31	187	3115
73	19	2816	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1351	0	1437	215	30	185	3003
