slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794423413386240	1103798432109	1789794423413386240	1103798433335	1789794423413386240	1103798433335	1789794423413388288	1103798436364	1789794423413388288	1103798438217	1789794423413388288	1103798438338	0	0	0	0	91	8
1	0	32	16	16	1	1536	1789794423413390336	1103798443525	1789794423413391360	1103798445908	1789794423413392384	1103798446536	1789794423413402624	1103798472034	1789794423413403648	1103798474459	1789794423413403648	1103798474583	1103798446709	1103798471916	13368	32	0	0
2	2	0	0	0	1	0	1789794423413405696	1103798481303	1789794423413406720	1103798483483	1789794423413406720	1103798483483	1789794423413407744	1103798485445	1789794423413407744	1103798485475	1789794423413407744	1103798485599	0	0	0	0	0	0
3	2	0	0	0	1	0	1789794423413410816	1103798492311	1789794423413411840	1103798494324	1789794423413411840	1103798494324	1789794423413411840	1103798495991	1789794423413411840	1103798496021	1789794423413411840	1103798496151	0	0	0	0	0	0
4	3	0	0	0	1	0	1789794423413414912	1103798502091	1789794423413414912	1103798503216	1789794423413414912	1103798503216	1789794423413415936	1103798504639	1789794423413415936	1103798504669	1789794423413415936	1103798504785	0	0	0	0	0	0
5	5	0	0	0	1	0	1789794423413419008	1103798512719	1789794423413419008	1103798514660	1789794423413419008	1103798514660	1789794423413445632	1103798579469	1789794423413445632	1103798579499	1789794423413445632	1103798579624	0	0	0	0	54	2
6	0	32	16	16	1	1536	1789794423413450752	1103798592119	1789794423413451776	1103798594869	1789794423413451776	1103798595451	1789794423413460992	1103798619965	1789794423413463040	1103798623908	1789794423413463040	1103798624024	1103798595747	1103798619841	9804	32	0	0
7	1	0	0	0	1	0	1789794423413465088	1103798630187	1789794423413466112	1103798631669	1789794423413466112	1103798631669	1789794423413467136	1103798635060	1789794423413468160	1103798636870	1789794423413468160	1103798636988	0	0	0	0	89	8
8	0	32	16	16	1	1536	1789794423413470208	1103798642678	1789794423413471232	1103798645043	1789794423413471232	1103798645732	1789794423413480448	1103798668913	1789794423413481472	1103798671357	1789794423413481472	1103798671535	1103798645741	1103798668771	13247	32	0	0
9	4	0	0	0	1	0	1789794423413487616	1103798684895	1789794423413487616	1103798686420	1789794423413487616	1103798686420	1789794423413490688	1103798693041	1789794423413490688	1103798693072	1789794423413490688	1103798693199	0	0	0	0	0	0
10	0	32	16	16	1	1536	1789794423413492736	1103798698901	1789794423413493760	1103798701361	1789794423413493760	1103798702026	1789794423413510144	1103798742832	1789794423413511168	1103798746517	1789794423413512192	1103798746908	1103798702035	1103798742697	23559	64	0	0
11	1	0	0	0	1	0	1789794423413514240	1103798753670	1789794423413515264	1103798755183	1789794423413515264	1103798755183	1789794423413516288	1103798759018	1789794423413517312	1103798760621	1789794423413517312	1103798760738	0	0	0	0	92	8
12	0	32	16	16	1	1536	1789794423413519360	1103798765430	1789794423413520384	1103798767765	1789794423413520384	1103798768422	1789794423413528576	1103798788081	1789794423413529600	1103798790368	1789794423413529600	1103798790635	1103798768466	1103798787938	11071	32	0	0
