key	T	T_floor	T_dram	T_s	T_sf	T_sf_infinite	T_np0	synchronization	fixed	contention	chain_delay	pg_upper_bound	chain_depth	bubble_ns	colocated_edges	sync_omitted_edges
16x32x64s16k1;16x32x128s4k1;16x128x64s5k1;16x32x128s8k1;16x32x128s8k1;16x256x64s2k1;kappa=1;residency=1;Ec=128;Rq=4	3915278.7317793616	2537232.8467046893	2537232.8467046893	3381374.1242173454	3003044.1723874435	2991611.5975824404	2074182.5036728315	533904.60756201623	378329.9518299019	11432.574805003125	454378.75087775104	1378045.8850746723	132	10439.741553596003	32	32
