stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	0	embedding	0	2593.2482071016957	0	452.55348520000001	1066.5663189016957	1074.1284029999999	0
1	0	rmsnorm	2593.2482071016957	5823.8672929952954	0	835.17943409999998	1321.3112487936	1074.1284029999999	0
2	95	gemm	7059.2790939952956	27408.007841810479	1764.368211	2802.4777519999998	14707.754381815186	1074.1284029999999	1235.411801
3	66	fused_attention	28643.419642810477	38269.920792756726	1764.368211	4037.7361040000001	2750.2684319462423	1074.1284029999999	1235.411801
4	7	attention_merge	39505.332593756728	45166.199808198333	1764.368211	1836.2836440000001	986.08695644159889	1074.1284029999999	1235.411801
5	63	gemm	46401.611609198335	62505.138494113147	1764.368211	3335.3398889999999	9929.6903819148065	1074.1284029999999	1235.411801
6	0	rmsnorm	63740.550295113149	68735.537592006745	1764.368211	835.17943409999998	1321.3112487936014	1074.1284029999999	1235.411801
7	127	swiglu_gemm	69970.94939300674	154901.89204552054	1764.368211	4161.6971670000003	77930.748871513788	1074.1284029999999	1235.411801
8	63	gemm	156137.30384652055	202029.9018771798	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
9	0	rmsnorm	203265.31367817981	208260.30097507339	1764.368211	835.17943409999998	1321.3112487935869	1074.1284029999999	1235.411801
10	95	gemm	209495.7127760734	229844.44152388858	1764.368211	2802.4777519999998	14707.754381815175	1074.1284029999999	1235.411801
11	66	fused_attention	231079.85332488859	240706.35447483484	1764.368211	4037.7361040000001	2750.2684319462278	1074.1284029999999	1235.411801
12	7	attention_merge	241941.76627583485	247602.63349027646	1764.368211	1836.2836440000001	986.08695644160616	1074.1284029999999	1235.411801
13	63	gemm	248838.04529127647	264941.57217619126	1764.368211	3335.3398889999999	9929.6903819147847	1074.1284029999999	1235.411801
14	0	rmsnorm	266176.98397719127	271171.97127408488	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
15	127	swiglu_gemm	272407.38307508489	357338.32572759868	1764.368211	4161.6971670000003	77930.748871513817	1074.1284029999999	1235.411801
16	63	gemm	358573.73752859869	404466.33555925795	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
17	0	rmsnorm	405701.74736025796	410696.73465715157	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
18	95	gemm	411932.14645815158	432280.87520596676	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
19	66	fused_attention	433516.28700696677	443142.78815691301	1764.368211	4037.7361040000001	2750.2684319462278	1074.1284029999999	1235.411801
20	7	attention_merge	444378.19995791302	450039.06717235461	1764.368211	1836.2836440000001	986.08695644157706	1074.1284029999999	1235.411801
21	63	gemm	451274.47897335462	467378.0058582694	1764.368211	3335.3398889999999	9929.6903819147847	1074.1284029999999	1235.411801
22	0	rmsnorm	468613.41765926941	473608.40495616302	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
23	127	swiglu_gemm	474843.81675716303	559774.75940967677	1764.368211	4161.6971670000003	77930.748871513817	1074.1284029999999	1235.411801
24	63	gemm	561010.17121067678	606902.76924133603	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
25	0	rmsnorm	608138.18104233604	613133.16833922965	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
26	95	gemm	614368.58014022966	634717.30888804479	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
27	66	fused_attention	635952.7206890448	645579.22183899104	1764.368211	4037.7361040000001	2750.268431946286	1074.1284029999999	1235.411801
28	7	attention_merge	646814.63363999105	652475.50085443258	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
29	63	gemm	653710.91265543259	669814.43954034743	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
30	0	rmsnorm	671049.85134134744	676044.83863824105	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
31	127	swiglu_gemm	677280.25043924106	762211.1930917548	1764.368211	4161.6971670000003	77930.748871513759	1074.1284029999999	1235.411801
32	63	gemm	763446.60489275481	809339.20292341406	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
33	0	rmsnorm	810574.61472441407	815569.60202130768	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
34	95	gemm	816805.01382230769	837153.74257012282	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
35	66	fused_attention	838389.15437112283	848015.65552106907	1764.368211	4037.7361040000001	2750.268431946286	1074.1284029999999	1235.411801
36	7	attention_merge	849251.06732206908	854911.93453651061	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
37	63	gemm	856147.34633751062	872250.87322242546	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
38	0	rmsnorm	873486.28502342547	878481.27232031908	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
39	127	swiglu_gemm	879716.68412131909	964647.62677383283	1764.368211	4161.6971670000003	77930.748871513759	1074.1284029999999	1235.411801
40	63	gemm	965883.03857483284	1011775.6366054921	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
41	0	rmsnorm	1013011.0484064921	1018006.0357033857	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
42	95	gemm	1019241.4475043857	1039590.1762522009	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
43	66	fused_attention	1040825.5880532009	1050452.0892031472	1764.368211	4037.7361040000001	2750.268431946286	1074.1284029999999	1235.411801
44	7	attention_merge	1051687.5010041471	1057348.3682185889	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
45	63	gemm	1058583.7800195888	1074687.3069045036	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
46	0	rmsnorm	1075922.7187055035	1080917.706002397	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
47	127	swiglu_gemm	1082153.1178033969	1167084.0604559109	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
48	63	gemm	1168319.4722569108	1214212.0702875699	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
49	0	rmsnorm	1215447.4820885698	1220442.4693854633	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
50	95	gemm	1221677.8811864632	1242026.6099342785	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
51	66	fused_attention	1243262.0217352784	1252888.5228852245	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
52	7	attention_merge	1254123.9346862244	1259784.8019006662	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
53	63	gemm	1261020.2137016661	1277123.7405865809	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
54	0	rmsnorm	1278359.1523875808	1283354.1396844743	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
55	127	swiglu_gemm	1284589.5514854742	1369520.4941379882	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
56	63	gemm	1370755.9059389881	1416648.5039696472	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
57	0	rmsnorm	1417883.9157706471	1422878.9030675406	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
58	95	gemm	1424114.3148685405	1444463.0436163559	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
59	66	fused_attention	1445698.4554173558	1455324.9565673019	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
60	7	attention_merge	1456560.3683683018	1462221.2355827435	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
61	63	gemm	1463456.6473837434	1479560.1742686583	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
62	0	rmsnorm	1480795.5860696582	1485790.5733665517	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
63	127	swiglu_gemm	1487025.9851675516	1571956.9278200655	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
64	63	gemm	1573192.3396210654	1619084.9376517246	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
65	0	rmsnorm	1620320.3494527244	1625315.3367496179	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
66	95	gemm	1626550.7485506178	1646899.4772984332	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
67	66	fused_attention	1648134.8890994331	1657761.3902493792	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
68	7	attention_merge	1658996.8020503791	1664657.6692648209	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
69	63	gemm	1665893.0810658208	1681996.6079507356	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
70	0	rmsnorm	1683232.0197517355	1688227.007048629	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
71	127	swiglu_gemm	1689462.4188496289	1774393.3615021429	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
72	63	gemm	1775628.7733031427	1821521.3713338019	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
73	0	rmsnorm	1822756.7831348018	1827751.7704316953	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
74	95	gemm	1828987.1822326952	1849335.9109805105	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
75	66	fused_attention	1850571.3227815104	1860197.8239314565	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
76	7	attention_merge	1861433.2357324564	1867094.1029468982	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
77	63	gemm	1868329.5147478981	1884433.0416328129	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
78	0	rmsnorm	1885668.4534338128	1890663.4407307063	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
79	127	swiglu_gemm	1891898.8525317062	1976829.7951842202	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
80	63	gemm	1978065.2069852201	2023957.8050158792	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
81	0	rmsnorm	2025193.2168168791	2030188.2041137726	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
82	95	gemm	2031423.6159147725	2051772.3446625879	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
83	66	fused_attention	2053007.7564635877	2062634.2576135339	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
84	7	attention_merge	2063869.6694145338	2069530.5366289755	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
85	63	gemm	2070765.9484299754	2086869.4753148903	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
86	0	rmsnorm	2088104.8871158902	2093099.8744127837	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
87	127	swiglu_gemm	2094335.2862137835	2179266.2288662973	1764.368211	4161.6971670000003	77930.748871513642	1074.1284029999999	1235.411801
88	63	gemm	2180501.6406672974	2226394.2386979572	1764.368211	3335.3398889999999	39718.761527659371	1074.1284029999999	1235.411801
