node	stage	task	worker	slot	start_ns	end_ns	attention
0	0	0	0	0	0	2593.2482071016957	0
1	1	0	0	1	2593.2482071016957	5823.8672929952954	0
2	2	0	2	0	7059.2790939952956	27408.007841810479	0
3	2	1	3	0	7059.2790939952956	27408.007841810479	0
4	2	2	4	0	7059.2790939952956	27408.007841810479	0
5	2	3	5	0	7059.2790939952956	27408.007841810479	0
6	2	4	6	0	7059.2790939952956	27408.007841810479	0
7	2	5	7	0	7059.2790939952956	27408.007841810479	0
8	2	6	8	0	7059.2790939952956	27408.007841810479	0
9	2	7	9	0	7059.2790939952956	27408.007841810479	0
10	2	8	10	0	7059.2790939952956	27408.007841810479	0
11	2	9	11	0	7059.2790939952956	27408.007841810479	0
12	2	10	12	0	7059.2790939952956	27408.007841810479	0
13	2	11	13	0	7059.2790939952956	27408.007841810479	0
14	2	12	14	0	7059.2790939952956	27408.007841810479	0
15	2	13	15	0	7059.2790939952956	27408.007841810479	0
16	2	14	16	0	7059.2790939952956	27408.007841810479	0
17	2	15	17	0	7059.2790939952956	27408.007841810479	0
18	2	16	18	0	7059.2790939952956	27408.007841810479	0
19	2	17	19	0	7059.2790939952956	27408.007841810479	0
20	2	18	20	0	7059.2790939952956	27408.007841810479	0
21	2	19	21	0	7059.2790939952956	27408.007841810479	0
22	2	20	22	0	7059.2790939952956	27408.007841810479	0
23	2	21	23	0	7059.2790939952956	27408.007841810479	0
24	2	22	24	0	7059.2790939952956	27408.007841810479	0
25	2	23	25	0	7059.2790939952956	27408.007841810479	0
26	2	24	26	0	7059.2790939952956	27408.007841810479	0
27	2	25	27	0	7059.2790939952956	27408.007841810479	0
28	2	26	28	0	7059.2790939952956	27408.007841810479	0
29	2	27	29	0	7059.2790939952956	27408.007841810479	0
30	2	28	30	0	7059.2790939952956	27408.007841810479	0
31	2	29	31	0	7059.2790939952956	27408.007841810479	0
32	2	30	32	0	7059.2790939952956	27408.007841810479	0
33	2	31	33	0	7059.2790939952956	27408.007841810479	0
34	2	32	34	0	7059.2790939952956	27408.007841810479	0
35	2	33	35	0	7059.2790939952956	27408.007841810479	0
36	2	34	36	0	7059.2790939952956	27408.007841810479	0
37	2	35	37	0	7059.2790939952956	27408.007841810479	0
38	2	36	38	0	7059.2790939952956	27408.007841810479	0
39	2	37	39	0	7059.2790939952956	27408.007841810479	0
40	2	38	40	0	7059.2790939952956	27408.007841810479	0
41	2	39	41	0	7059.2790939952956	27408.007841810479	0
42	2	40	42	0	7059.2790939952956	27408.007841810479	0
43	2	41	43	0	7059.2790939952956	27408.007841810479	0
44	2	42	44	0	7059.2790939952956	27408.007841810479	0
45	2	43	45	0	7059.2790939952956	27408.007841810479	0
46	2	44	46	0	7059.2790939952956	27408.007841810479	0
47	2	45	47	0	7059.2790939952956	27408.007841810479	0
48	2	46	48	0	7059.2790939952956	27408.007841810479	0
49	2	47	49	0	7059.2790939952956	27408.007841810479	0
50	2	48	50	0	7059.2790939952956	27408.007841810479	0
51	2	49	51	0	7059.2790939952956	27408.007841810479	0
52	2	50	52	0	7059.2790939952956	27408.007841810479	0
53	2	51	53	0	7059.2790939952956	27408.007841810479	0
54	2	52	54	0	7059.2790939952956	27408.007841810479	0
55	2	53	55	0	7059.2790939952956	27408.007841810479	0
56	2	54	56	0	7059.2790939952956	27408.007841810479	0
57	2	55	57	0	7059.2790939952956	27408.007841810479	0
58	2	56	58	0	7059.2790939952956	27408.007841810479	0
59	2	57	59	0	7059.2790939952956	27408.007841810479	0
60	2	58	60	0	7059.2790939952956	27408.007841810479	0
61	2	59	61	0	7059.2790939952956	27408.007841810479	0
62	2	60	62	0	7059.2790939952956	27408.007841810479	0
63	2	61	63	0	7059.2790939952956	27408.007841810479	0
64	2	62	64	0	7059.2790939952956	27408.007841810479	0
65	2	63	65	0	7059.2790939952956	27408.007841810479	0
66	2	64	66	0	7059.2790939952956	27408.007841810479	0
67	2	65	67	0	7059.2790939952956	27408.007841810479	0
68	2	66	68	0	7059.2790939952956	27408.007841810479	0
69	2	67	69	0	7059.2790939952956	27408.007841810479	0
70	2	68	70	0	7059.2790939952956	27408.007841810479	0
71	2	69	71	0	7059.2790939952956	27408.007841810479	0
72	2	70	72	0	7059.2790939952956	27408.007841810479	0
73	2	71	73	0	7059.2790939952956	27408.007841810479	0
74	2	72	74	0	7059.2790939952956	27408.007841810479	0
75	2	73	75	0	7059.2790939952956	27408.007841810479	0
76	2	74	76	0	7059.2790939952956	27408.007841810479	0
77	2	75	77	0	7059.2790939952956	27408.007841810479	0
78	2	76	78	0	7059.2790939952956	27408.007841810479	0
79	2	77	79	0	7059.2790939952956	27408.007841810479	0
80	2	78	80	0	7059.2790939952956	27408.007841810479	0
81	2	79	81	0	7059.2790939952956	27408.007841810479	0
82	2	80	82	0	7059.2790939952956	27408.007841810479	0
83	2	81	83	0	7059.2790939952956	27408.007841810479	0
84	2	82	84	0	7059.2790939952956	27408.007841810479	0
85	2	83	85	0	7059.2790939952956	27408.007841810479	0
86	2	84	86	0	7059.2790939952956	27408.007841810479	0
87	2	85	87	0	7059.2790939952956	27408.007841810479	0
88	2	86	88	0	7059.2790939952956	27408.007841810479	0
89	2	87	89	0	7059.2790939952956	27408.007841810479	0
90	2	88	90	0	7059.2790939952956	27408.007841810479	0
91	2	89	91	0	7059.2790939952956	27408.007841810479	0
92	2	90	92	0	7059.2790939952956	27408.007841810479	0
93	2	91	93	0	7059.2790939952956	27408.007841810479	0
94	2	92	94	0	7059.2790939952956	27408.007841810479	0
95	2	93	95	0	7059.2790939952956	27408.007841810479	0
96	2	94	96	0	7059.2790939952956	27408.007841810479	0
97	2	95	97	0	7059.2790939952956	27408.007841810479	0
98	3	0	98	0	28643.419642810477	38269.920792756726	1
99	3	1	99	0	28643.419642810477	38269.920792756726	1
100	3	2	100	0	28643.419642810477	38269.920792756726	1
101	3	3	101	0	28643.419642810477	38269.920792756726	1
102	3	4	102	0	28643.419642810477	36926.278200050161	1
103	3	5	103	0	28643.419642810477	32103.939977210477	1
104	3	6	104	0	28643.419642810477	32103.939977210477	1
105	3	7	105	0	28643.419642810477	32103.939977210477	1
106	3	8	106	0	28643.419642810477	32103.939977210477	1
107	3	9	107	0	28643.419642810477	38269.920792756726	1
108	3	10	108	0	28643.419642810477	38269.920792756726	1
109	3	11	109	0	28643.419642810477	38269.920792756726	1
110	3	12	110	0	28643.419642810477	38269.920792756726	1
111	3	13	111	0	28643.419642810477	36926.278200050161	1
112	3	14	112	0	28643.419642810477	32103.939977210477	1
113	3	15	113	0	28643.419642810477	32103.939977210477	1
114	3	16	114	0	28643.419642810477	32103.939977210477	1
115	3	17	115	0	28643.419642810477	32103.939977210477	1
116	3	18	116	0	28643.419642810477	38269.920792756726	1
117	3	19	117	0	28643.419642810477	38269.920792756726	1
118	3	20	118	0	28643.419642810477	38269.920792756726	1
119	3	21	119	0	28643.419642810477	38269.920792756726	1
120	3	22	120	0	28643.419642810477	36926.278200050161	1
121	3	23	121	0	28643.419642810477	32103.939977210477	1
122	3	24	122	0	28643.419642810477	32103.939977210477	1
123	3	25	123	0	28643.419642810477	32103.939977210477	1
124	3	26	124	0	28643.419642810477	32103.939977210477	1
125	3	27	125	0	28643.419642810477	38269.920792756726	1
126	3	28	126	0	28643.419642810477	38269.920792756726	1
127	3	29	127	0	28643.419642810477	38269.920792756726	1
128	3	30	0	2	28643.419642810477	38269.920792756726	1
129	3	31	1	0	28643.419642810477	36926.278200050161	1
130	3	32	2	1	28643.419642810477	32103.939977210477	1
131	3	33	3	1	28643.419642810477	32103.939977210477	1
132	3	34	4	1	28643.419642810477	32103.939977210477	1
133	3	35	5	1	28643.419642810477	32103.939977210477	1
134	3	36	6	1	28643.419642810477	38269.920792756726	1
135	3	37	7	1	28643.419642810477	38269.920792756726	1
136	3	38	8	1	28643.419642810477	38269.920792756726	1
137	3	39	9	1	28643.419642810477	38269.920792756726	1
138	3	40	10	1	28643.419642810477	36926.278200050161	1
139	3	41	11	1	28643.419642810477	32103.939977210477	1
