stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	0	embedding	0	2593.2482071016957	0	452.55348520000001	1066.5663189016957	1074.1284029999999	0
1	0	rmsnorm	2593.2482071016957	5823.8672929952954	0	835.17943409999998	1321.3112487936	1074.1284029999999	0
2	95	gemm	7059.2790939952956	27408.007841810479	1764.368211	2802.4777519999998	14707.754381815186	1074.1284029999999	1235.411801
3	66	fused_attention	28643.419642810477	38269.920792756726	1764.368211	4037.7361040000001	2750.2684319462423	1074.1284029999999	1235.411801
4	7	attention_merge	39505.332593756728	45166.199808198333	1764.368211	1836.2836440000001	986.08695644159889	1074.1284029999999	1235.411801
5	63	gemm	46401.611609198335	62513.081251252501	1764.368211	3335.3398889999999	9937.63313905416	1074.1284029999999	1235.411801
6	0	rmsnorm	63748.493052252503	68743.480349146106	1764.368211	835.17943409999998	1321.3112487936014	1074.1284029999999	1235.411801
7	127	swiglu_gemm	69978.892150146101	154909.8348026599	1764.368211	4161.6971670000003	77930.748871513788	1074.1284029999999	1235.411801
8	63	gemm	156145.24660365991	202037.84463431913	1764.368211	3335.3398889999999	39718.761527659226	1074.1284029999999	1235.411801
9	0	rmsnorm	203273.25643531914	208268.24373221272	1764.368211	835.17943409999998	1321.3112487935869	1074.1284029999999	1235.411801
10	95	gemm	209503.65553321273	229852.38428102792	1764.368211	2802.4777519999998	14707.754381815175	1074.1284029999999	1235.411801
11	66	fused_attention	231087.79608202793	240714.29723197417	1764.368211	4037.7361040000001	2750.2684319462278	1074.1284029999999	1235.411801
12	7	attention_merge	241949.70903297418	247610.5762474158	1764.368211	1836.2836440000001	986.08695644160616	1074.1284029999999	1235.411801
13	63	gemm	248845.98804841581	264949.51493333059	1764.368211	3335.3398889999999	9929.6903819147847	1074.1284029999999	1235.411801
14	0	rmsnorm	266184.9267343306	271179.91403122421	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
15	127	swiglu_gemm	272415.32583222422	357346.26848473802	1764.368211	4161.6971670000003	77930.748871513817	1074.1284029999999	1235.411801
16	63	gemm	358581.68028573802	404474.27831639728	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
17	0	rmsnorm	405709.69011739729	410704.6774142909	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
18	95	gemm	411940.08921529091	432288.81796310609	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
19	66	fused_attention	433524.2297641061	443150.73091405234	1764.368211	4037.7361040000001	2750.2684319462278	1074.1284029999999	1235.411801
20	7	attention_merge	444386.14271505235	450047.00992949394	1764.368211	1836.2836440000001	986.08695644157706	1074.1284029999999	1235.411801
21	63	gemm	451282.42173049395	467385.94861540874	1764.368211	3335.3398889999999	9929.6903819147847	1074.1284029999999	1235.411801
22	0	rmsnorm	468621.36041640874	473616.34771330236	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
23	127	swiglu_gemm	474851.75951430236	559782.7021668161	1764.368211	4161.6971670000003	77930.748871513817	1074.1284029999999	1235.411801
24	63	gemm	561018.11396781611	606910.71199847537	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
25	0	rmsnorm	608146.12379947538	613141.11109636899	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
26	95	gemm	614376.522897369	634725.25164518412	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
27	66	fused_attention	635960.66344618413	645587.16459613037	1764.368211	4037.7361040000001	2750.268431946286	1074.1284029999999	1235.411801
28	7	attention_merge	646822.57639713038	652483.44361157191	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
29	63	gemm	653718.85541257192	669822.38229748677	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
30	0	rmsnorm	671057.79409848677	676052.78139538039	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
31	127	swiglu_gemm	677288.19319638039	762219.13584889413	1764.368211	4161.6971670000003	77930.748871513759	1074.1284029999999	1235.411801
32	63	gemm	763454.54764989414	809347.1456805534	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
33	0	rmsnorm	810582.55748155341	815577.54477844702	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
34	95	gemm	816812.95657944703	837161.68532726215	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
35	66	fused_attention	838397.09712826216	848023.5982782084	1764.368211	4037.7361040000001	2750.268431946286	1074.1284029999999	1235.411801
36	7	attention_merge	849259.01007920841	854919.87729364994	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
37	63	gemm	856155.28909464995	872258.8159795648	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
38	0	rmsnorm	873494.2277805648	878489.21507745842	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
39	127	swiglu_gemm	879724.62687845842	964655.56953097216	1764.368211	4161.6971670000003	77930.748871513759	1074.1284029999999	1235.411801
40	63	gemm	965890.98133197217	1011783.5793626314	1764.368211	3335.3398889999999	39718.761527659255	1074.1284029999999	1235.411801
41	0	rmsnorm	1013018.9911636314	1018013.978460525	1764.368211	835.17943409999998	1321.311248793616	1074.1284029999999	1235.411801
42	95	gemm	1019249.3902615251	1039598.1190093402	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
43	66	fused_attention	1040833.5308103402	1050460.0319602864	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
44	7	attention_merge	1051695.4437612863	1057356.3109757281	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
45	63	gemm	1058591.722776728	1074695.2496616428	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
46	0	rmsnorm	1075930.6614626427	1080925.6487595362	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
47	127	swiglu_gemm	1082161.0605605361	1167092.0032130501	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
48	63	gemm	1168327.41501405	1214220.0130447091	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
49	0	rmsnorm	1215455.424845709	1220450.4121426025	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
50	95	gemm	1221685.8239436024	1242034.5526914177	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
51	66	fused_attention	1243269.9644924176	1252896.4656423638	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
52	7	attention_merge	1254131.8774433637	1259792.7446578054	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
53	63	gemm	1261028.1564588053	1277131.6833437202	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
54	0	rmsnorm	1278367.09514472	1283362.0824416135	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
55	127	swiglu_gemm	1284597.4942426134	1369528.4368951274	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
56	63	gemm	1370763.8486961273	1416656.4467267864	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
57	0	rmsnorm	1417891.8585277863	1422886.8458246798	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
58	95	gemm	1424122.2576256797	1444470.9863734951	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
59	66	fused_attention	1445706.398174495	1455332.8993244411	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
60	7	attention_merge	1456568.311125441	1462229.1783398828	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
61	63	gemm	1463464.5901408826	1479568.1170257975	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
62	0	rmsnorm	1480803.5288267974	1485798.5161236909	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
63	127	swiglu_gemm	1487033.9279246908	1571964.8705772047	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
64	63	gemm	1573200.2823782046	1619092.8804088638	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
65	0	rmsnorm	1620328.2922098637	1625323.2795067572	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
66	95	gemm	1626558.691307757	1646907.4200555724	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
67	66	fused_attention	1648142.8318565723	1657769.3330065184	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
68	7	attention_merge	1659004.7448075183	1664665.6120219601	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
69	63	gemm	1665901.02382296	1682004.5507078748	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
70	0	rmsnorm	1683239.9625088747	1688234.9498057682	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
71	127	swiglu_gemm	1689470.3616067681	1774401.3042592821	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
72	63	gemm	1775636.716060282	1821529.3140909411	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
73	0	rmsnorm	1822764.725891941	1827759.7131888345	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
74	95	gemm	1828995.1249898344	1849343.8537376497	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
75	66	fused_attention	1850579.2655386496	1860205.7666885958	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
76	7	attention_merge	1861441.1784895957	1867102.0457040374	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
77	63	gemm	1868337.4575050373	1884440.9843899522	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
78	0	rmsnorm	1885676.396190952	1890671.3834878455	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
79	127	swiglu_gemm	1891906.7952888454	1976837.7379413594	1764.368211	4161.6971670000003	77930.748871513875	1074.1284029999999	1235.411801
80	63	gemm	1978073.1497423593	2023965.7477730184	1764.368211	3335.3398889999999	39718.761527659139	1074.1284029999999	1235.411801
81	0	rmsnorm	2025201.1595740183	2030196.1468709118	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
82	95	gemm	2031431.5586719117	2051780.2874197271	1764.368211	2802.4777519999998	14707.754381815204	1074.1284029999999	1235.411801
83	66	fused_attention	2053015.699220727	2062642.2003706731	1764.368211	4037.7361040000001	2750.2684319461696	1074.1284029999999	1235.411801
84	7	attention_merge	2063877.612171673	2069538.4793861147	1764.368211	1836.2836440000001	986.08695644163527	1074.1284029999999	1235.411801
85	63	gemm	2070773.8911871146	2086877.4180720295	1764.368211	3335.3398889999999	9929.6903819148429	1074.1284029999999	1235.411801
86	0	rmsnorm	2088112.8298730294	2093107.8171699229	1764.368211	835.17943409999998	1321.3112487934995	1074.1284029999999	1235.411801
87	127	swiglu_gemm	2094343.2289709228	2179274.1716234363	1764.368211	4161.6971670000003	77930.748871513642	1074.1284029999999	1235.411801
88	63	gemm	2180509.5834244364	2226402.1814550962	1764.368211	3335.3398889999999	39718.761527659371	1074.1284029999999	1235.411801
