slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1351	0	2811	1952	1821	131	6114	rmsnorm	8	1351	89	2722	1952
1	2	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2161	1082	9313	1078	947	131	13634	gemm	0	2161	2608	7787	1078
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1290	0	1791	452	30	422	3533	rope	0	1290	0	1791	452
3	6	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1131	0	1234	159	30	129	2524	kvappend	0	1131	0	1234	159
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1694	0	8117	160	30	130	9971	attention	2	1694	52	8065	160
5	9	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2184	999	9506	1749	1619	130	14438	gemm	0	2184	2312	8193	1749
6	10	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1282	0	2915	1951	1821	130	6148	rmsnorm	8	1282	89	2826	1951
7	11	0	0	1	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2176	1105	9304	1075	944	131	13660	gemm	0	2176	2697	7712	1075
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1314	0	6214	159	30	129	7687	elementwise	0	1314	0	6214	159
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2159	1031	18331	2241	2112	129	23762	gemm	0	2159	4275	15087	2241
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1294	0	2909	1842	1712	130	6045	rmsnorm	8	1294	89	2820	1842
11	17	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2161	1016	9337	1286	1157	129	13800	gemm	0	2161	2498	7855	1286
12	20	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1285	0	1582	159	30	129	3026	rope	0	1285	0	1582	159
