model	variant	arm	seq	past	round	pass	l1_ms	l2_ms
gqa2	base	full	4	3	0	1	0.374464	0.413696
gqa2	load	full	4	3	0	1	0.375808	0.412512
gqa2	lines	full	4	3	0	1	0.375904	0.413696
gqa2	load_lines	full	4	3	0	1	0.374848	0.413696
gqa2	load	full	4	3	1	1	0.373888	0.413696
gqa2	lines	full	4	3	1	1	0.375808	0.413696
gqa2	load_lines	full	4	3	1	1	0.375584	0.413312
gqa2	base	full	4	3	1	1	0.374784	0.414720
gqa2	lines	full	4	3	2	1	0.384768	0.427008
gqa2	load_lines	full	4	3	2	1	0.375904	0.413696
gqa2	base	full	4	3	2	1	0.373856	0.413920
gqa2	load	full	4	3	2	1	0.374784	0.413696
gqa2	load_lines	full	4	3	3	1	0.375808	0.414528
gqa2	base	full	4	3	3	1	0.373760	0.414496
gqa2	load	full	4	3	3	1	0.373760	0.414720
gqa2	lines	full	4	3	3	1	0.376832	0.415680
gqa2	base	full	4	3	4	1	0.373760	0.414720
gqa2	load	full	4	3	4	1	0.374784	0.414720
gqa2	lines	full	4	3	4	1	0.375904	0.413728
gqa2	load_lines	full	4	3	4	1	0.375808	0.414464
gqa2	load	full	4	3	5	1	0.375808	0.413696
gqa2	lines	full	4	3	5	1	0.375808	0.413760
gqa2	load_lines	full	4	3	5	1	0.374784	0.412672
gqa2	base	full	4	3	5	1	0.374784	0.415744
gqa2	lines	full	4	3	6	1	0.375840	0.414080
gqa2	load_lines	full	4	3	6	1	0.374912	0.414016
gqa2	base	full	4	3	6	1	0.375808	0.414336
gqa2	load	full	4	3	6	1	0.376960	0.413696
gqa2	load_lines	full	4	3	7	1	0.374912	0.412672
gqa2	base	full	4	3	7	1	0.373824	0.415744
gqa2	load	full	4	3	7	1	0.389120	0.427008
gqa2	lines	full	4	3	7	1	0.376928	0.414080
gqa2	base	full	4	3	8	1	0.373888	0.413696
gqa2	load	full	4	3	8	1	0.373888	0.413696
gqa2	lines	full	4	3	8	1	0.374848	0.414720
gqa2	load_lines	full	4	3	8	1	0.375904	0.412672
gqa2	load	full	4	3	9	1	0.374880	0.412672
gqa2	lines	full	4	3	9	1	0.375904	0.414368
gqa2	load_lines	full	4	3	9	1	0.376960	0.413696
gqa2	base	full	4	3	9	1	0.373760	0.414720
gqa2	lines	full	4	3	10	1	0.374880	0.412672
gqa2	load_lines	full	4	3	10	1	0.374784	0.414720
gqa2	base	full	4	3	10	1	0.374880	0.413696
gqa2	load	full	4	3	10	1	0.374912	0.412672
gqa2	load_lines	full	4	3	11	1	0.374784	0.413696
gqa2	base	full	4	3	11	1	0.373920	0.414720
gqa2	load	full	4	3	11	1	0.376896	0.412672
gqa2	lines	full	4	3	11	1	0.375808	0.414688
gqa2	base	full	4	3	12	1	0.373856	0.413920
gqa2	load	full	4	3	12	1	0.375840	0.414528
gqa2	lines	full	4	3	12	1	0.374784	0.413696
gqa2	load_lines	full	4	3	12	1	0.385024	0.427008
gqa2	load	full	4	3	13	1	0.375808	0.414496
gqa2	lines	full	4	3	13	1	0.376896	0.414496
gqa2	load_lines	full	4	3	13	1	0.375808	0.412640
gqa2	base	full	4	3	13	1	0.374784	0.414720
gqa2	lines	full	4	3	14	1	0.375808	0.414592
gqa2	load_lines	full	4	3	14	1	0.375904	0.413696
gqa2	base	full	4	3	14	1	0.375808	0.414656
gqa2	load	full	4	3	14	1	0.373760	0.412992
gqa2	load_lines	full	4	3	15	1	0.375808	0.413696
gqa2	base	full	4	3	15	1	0.390240	0.414720
gqa2	load	full	4	3	15	1	0.375808	0.414720
gqa2	lines	full	4	3	15	1	0.375904	0.412672
gqa2	base	full	4	3	16	1	0.373760	0.413760
gqa2	load	full	4	3	16	1	0.373856	0.413056
gqa2	lines	full	4	3	16	1	0.374912	0.414720
gqa2	load_lines	full	4	3	16	1	0.375904	0.413696
gqa2	load	full	4	3	17	1	0.375936	0.412672
gqa2	lines	full	4	3	17	1	0.376928	0.414720
gqa2	load_lines	full	4	3	17	1	0.374912	0.412672
gqa2	base	full	4	3	17	1	0.388096	0.431104
gqa2	lines	full	4	3	18	1	0.374784	0.413824
gqa2	load_lines	full	4	3	18	1	0.375904	0.412672
gqa2	base	full	4	3	18	1	0.373888	0.414720
gqa2	load	full	4	3	18	1	0.375904	0.413696
gqa2	load_lines	full	4	3	19	1	0.375936	0.412672
gqa2	base	full	4	3	19	1	0.374784	0.415744
gqa2	load	full	4	3	19	1	0.373760	0.413696
gqa2	lines	full	4	3	19	1	0.373760	0.414720
gqa2	base	full	4	3	20	1	0.375808	0.414432
gqa2	load	full	4	3	20	1	0.375936	0.414720
gqa2	lines	full	4	3	20	1	0.376832	0.413696
gqa2	load_lines	full	4	3	20	1	0.373824	0.413568
gqa2	load	full	4	3	21	1	0.388256	0.431104
gqa2	lines	full	4	3	21	1	0.376928	0.413856
gqa2	load_lines	full	4	3	21	1	0.375808	0.412960
gqa2	base	full	4	3	21	1	0.375808	0.414720
gqa2	lines	full	4	3	22	1	0.372864	0.413696
gqa2	load_lines	full	4	3	22	1	0.373856	0.413696
gqa2	base	full	4	3	22	1	0.375936	0.413696
gqa2	load	full	4	3	22	1	0.373760	0.413696
gqa2	load_lines	full	4	3	23	1	0.375808	0.413600
gqa2	base	full	4	3	23	1	0.374784	0.413696
gqa2	load	full	4	3	23	1	0.374624	0.413696
gqa2	lines	full	4	3	23	1	0.383104	0.414400
gqa2	base	full	4	3	24	1	0.374912	0.414720
gqa2	load	full	4	3	24	1	0.373760	0.412640
gqa2	lines	full	4	3	24	1	0.375808	0.413696
gqa2	load_lines	full	4	3	24	1	0.374880	0.413696
gqa2	load	full	4	3	25	1	0.374784	0.413696
gqa2	lines	full	4	3	25	1	0.375872	0.413696
gqa2	load_lines	full	4	3	25	1	0.375808	0.413696
gqa2	base	full	4	3	25	1	0.374880	0.415744
gqa2	lines	full	4	3	26	1	0.374912	0.413696
gqa2	load_lines	full	4	3	26	1	0.374784	0.412672
gqa2	base	full	4	3	26	1	0.375936	0.414720
gqa2	load	full	4	3	26	1	0.375840	0.413632
