cell	arm	control_ratio	control_ci_lo	control_ci_hi	champion_ratio	champion_ci_lo	champion_ci_hi	l2_ms	l2_l1_ratio	predicted_top1_rank	top2_cp_ns	top2_queue_lb_ns	top2_floor_ns	top2_nodes	top2_node_mean_ns	top2_queue_over_cp	top2_dump	champion_cp_ns	champion_queue_lb_ns	champion_floor_ns	champion_nodes	champion_node_mean_ns	champion_queue_over_cp	champion_dump	control_cp_ns	control_queue_lb_ns	control_floor_ns	control_nodes	control_node_mean_ns	control_queue_over_cp	control_dump	measured_floor_ratio
real_s4	top2	0.5476713532513181	0.5397709959846427	0.5685718462213127	0.6195353970264788	0.6069254658385094	0.6435273746701847	2.549504	0.9259223948898847	3	979968	2271232.0	2271232.0	52	18845.53846153846	2.317659352142111	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/top2/dump	2000896	3499008.0	3499008.0	36	55580.444444444445	1.7487205731832138	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/champion/dump	4510720	1682432.0	4510720	39	115659.48717948717	0.37298524404086264	/root/TileMega/docs/experiments/JOINT2/bounded_search/real_s4/trace/control/dump	1.1225202885482417
