slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1315	0	2814	1849	1719	130	5978	rmsnorm	8	1315	89	2725	1849
1	2	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2129	995	9491	1343	1213	130	13958	gemm	0	2129	2434	8052	1343
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1246	0	1523	159	30	129	2928	rope	0	1246	0	1523	159
3	6	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1115	0	929	160	30	130	2204	kvappend	0	1115	0	929	160
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1637	0	8437	159	30	129	10233	attention	2	1637	52	8385	159
5	9	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2154	1106	9528	2514	2385	129	15302	gemm	0	2154	2857	7777	2514
6	10	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1243	0	2909	1848	1716	132	6000	rmsnorm	8	1243	89	2820	1848
7	11	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2172	1132	9599	1107	977	130	14010	gemm	0	2172	2971	7760	1107
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1276	0	6372	160	30	130	7808	elementwise	0	1276	0	6372	160
9	14	0	0	0	32	16	64	1	6144	1024	0	8192	0	0	0	9216	2166	1101	18302	2358	2229	129	23927	gemm	0	2166	4416	14987	2358
