seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	16	1	44	1122	1713	44
1	3	16	1	44	1122	1713	44
1	512	16	1	44	1122	1713	44
4	0	16	1	44	1224	3438	44
4	3	16	1	44	1224	3438	44
4	512	16	1	44	1224	3438	44
128	0	16	1	44	5440	74310	48
128	3	16	1	44	5440	74310	48
128	512	16	1	44	5440	74310	48
512	0	16	1	44	21760	314710	100
512	3	16	1	44	21760	314710	100
512	512	16	1	44	21760	314710	100
2048	0	16	1	44	87040	1249632	350
2048	3	16	1	44	87040	1249632	350
2048	512	16	1	44	87040	1249632	350
