seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	4	1	88	812	1013	88
1	3	4	1	88	812	1013	88
1	512	4	1	88	812	1013	88
4	0	4	1	88	1088	2216	88
4	3	4	1	88	1088	2216	88
4	512	4	1	88	1088	2216	88
128	0	4	1	88	12496	49928	108
128	3	4	1	88	12496	49928	108
128	512	4	1	88	12496	49928	108
512	0	4	1	88	49984	185132	240
512	3	4	1	88	49984	185132	240
512	512	4	1	88	49984	185132	240
2048	0	4	1	88	199936	725244	800
2048	3	4	1	88	199936	725244	800
2048	512	4	1	88	199936	725244	800
