seq	past	split	kappa	stages	task_refs	waits	max_worker_tasks
1	0	8	1	44	610	881	44
1	3	8	1	44	610	881	44
1	512	8	1	44	610	881	44
4	0	8	1	44	712	1838	44
4	3	8	1	44	712	1838	44
4	512	8	1	44	712	1838	44
128	0	8	1	44	4928	41222	48
128	3	8	1	44	4928	41222	48
128	512	8	1	44	4928	41222	48
512	0	8	1	44	19712	170106	96
512	3	8	1	44	19712	170106	96
512	512	8	1	44	19712	170106	96
2048	0	8	1	44	78848	680384	318
2048	3	8	1	44	78848	680384	318
2048	512	8	1	44	78848	680384	318
