slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794416452252672	1097582478613	1789794416452253696	1097582479925	1789794416452253696	1097582479925	1789794416452254720	1097582482742	1789794416452255744	1097582484461	1789794416452255744	1097582484591	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794416452256768	1097582489117	1789794416452257792	1097582491252	1789794416452258816	1097582492369	1789794416452262912	1097582501998	1789794416452262912	1097582503210	1789794416452262912	1097582503340	1097582492395	1097582501904	1594	8	0	0
2	2	0	0	0	1	0	1789794416452264960	1097582508423	1789794416452265984	1097582509661	1789794416452265984	1097582509661	1789794416452265984	1097582511184	1789794416452265984	1097582511214	1789794416452265984	1097582511343	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794416452268032	1097582514942	1789794416452268032	1097582516061	1789794416452268032	1097582516061	1789794416452268032	1097582516971	1789794416452268032	1097582517001	1789794416452268032	1097582517131	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794416452270080	1097582522295	1789794416452271104	1097582523929	1789794416452271104	1097582523929	1789794416452274176	1097582532367	1789794416452274176	1097582532397	1789794416452274176	1097582532527	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794416452276224	1097582537680	1789794416452277248	1097582539834	1789794416452278272	1097582540943	1789794416452281344	1097582550310	1789794416452282368	1097582552465	1789794416452282368	1097582552594	1097582540969	1097582550216	1876	8	0	0
6	1	0	0	0	1	0	1789794416452284416	1097582557863	1789794416452285440	1097582559105	1789794416452285440	1097582559105	1789794416452286464	1097582562019	1789794416452286464	1097582563728	1789794416452286464	1097582563859	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794416452288512	1097582568397	1789794416452289536	1097582570568	1789794416452290560	1097582571678	1789794416452293632	1097582580964	1789794416452294656	1097582581940	1789794416452294656	1097582582070	1097582571704	1097582580870	1774	8	0	0
8	4	0	0	0	1	0	1789794416452296704	1097582587081	1789794416452296704	1097582588358	1789794416452296704	1097582588358	1789794416452299776	1097582594746	1789794416452299776	1097582594776	1789794416452299776	1097582594906	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794416452300800	1097582599746	1789794416452301824	1097582601912	1789794416452302848	1097582603012	1789794416452310016	1097582621360	1789794416452311040	1097582623585	1789794416452311040	1097582623714	1097582603038	1097582621266	3307	16	0	0
10	1	0	0	0	1	0	1789794416452313088	1097582628922	1789794416452313088	1097582630171	1789794416452313088	1097582630171	1789794416452314112	1097582633077	1789794416452315136	1097582634781	1789794416452315136	1097582634912	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794416452317184	1097582639620	1789794416452318208	1097582641780	1789794416452318208	1097582642881	1789794416452322304	1097582652159	1789794416452322304	1097582653677	1789794416452322304	1097582653939	1097582642907	1097582652065	1559	8	0	0
12	2	0	0	0	1	0	1789794416452324352	1097582659035	1789794416452325376	1097582660269	1789794416452325376	1097582660269	1789794416452326400	1097582661790	1789794416452326400	1097582661820	1789794416452326400	1097582661949	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794416452327424	1097582665236	1789794416452327424	1097582666372	1789794416452327424	1097582666372	1789794416452328448	1097582667293	1789794416452328448	1097582667323	1789794416452328448	1097582667452	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794416452330496	1097582672621	1789794416452330496	1097582674247	1789794416452330496	1097582674247	1789794416452334592	1097582682597	1789794416452334592	1097582682627	1789794416452334592	1097582682758	0	0	0	0	52	2
15	0	32	16	64	1	6144	1789794416452336640	1097582687952	1789794416452337664	1097582690132	1789794416452337664	1097582691227	1789794416452341760	1097582700540	1789794416452341760	1097582701967	1789794416452341760	1097582702097	1097582691253	1097582700446	1550	8	0	0
16	1	0	0	0	1	0	1789794416452343808	1097582707316	1789794416452344832	1097582708607	1789794416452344832	1097582708607	1789794416452345856	1097582711512	1789794416452345856	1097582713235	1789794416452346880	1097582713366	0	0	0	0	89	8
17	0	32	16	64	1	6144	1789794416452347904	1097582718405	1789794416452348928	1097582720565	1789794416452349952	1097582721660	1789794416452353024	1097582731002	1789794416452354048	1097582732235	1789794416452354048	1097582732365	1097582721686	1097582730908	1768	8	0	0
18	4	0	0	0	1	0	1789794416452357120	1097582739119	1789794416452357120	1097582740369	1789794416452357120	1097582740369	1789794416452359168	1097582746727	1789794416452359168	1097582746757	1789794416452360192	1097582746887	0	0	0	0	0	0
19	0	32	16	64	1	6144	1789794416452361216	1097582751682	1789794416452362240	1097582753848	1789794416452363264	1097582754958	1789794416452370432	1097582773212	1789794416452371456	1097582775165	1789794416452371456	1097582775295	1097582754984	1097582773118	3208	16	0	0
