slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
0	0	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1309	0	2314	1844	1728	116	5467	0	0	0	0	0	0.0	0.0	0.0	0.0
1	2	0	0	1	32	16	16	1	1536	1024	0	6144	1024	0	1024	8192	2147	516	16084	1209	959	250	19956	1	32	6311	9666	107	2590.685107235919	3967.9230306674685	43.92383243134897	204.95650430948086
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1224	0	1590	356	30	326	3170	0	0	0	0	0	0.0	0.0	0.0	0.0
3	6	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1098	0	893	147	30	117	2138	0	0	0	0	0	0.0	0.0	0.0	0.0
4	8	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1635	0	8642	146	30	116	10423	0	0	0	0	0	0.0	0.0	0.0	0.0
5	9	0	0	1	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2170	613	16225	1740	1624	116	20748	1	32	5966	10155	104	2355.5750915750914	4009.5315211104685	41.06265664160401	198.90958164642376
6	10	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1307	0	2411	1843	1727	116	5561	0	0	0	0	0	0.0	0.0	0.0	0.0
7	11	0	0	0	32	16	16	1	1536	0	1024	6144	0	0	0	7168	2231	525	15953	1491	1241	250	20200	1	32	5915	9934	104	2098.9465346534653	3525.0946534653463	36.90455445544554	175.75128712871287
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1259	0	6399	146	30	116	7804	0	0	0	0	0	0.0	0.0	0.0	0.0
9	14	0	0	1	32	16	16	1	1536	1024	0	13312	1024	1024	0	15360	2181	516	32113	2321	2204	117	37131	1	64	11979	20030	104	4955.359133877353	8285.820473458834	43.02173386119415	206.89343136462793
10	15	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1245	0	2406	1842	1726	116	5493	0	0	0	0	0	0.0	0.0	0.0	0.0
11	17	0	0	0	32	16	16	1	1536	0	1024	6144	0	0	0	7168	2210	516	15931	1242	998	244	19899	1	32	6468	9355	108	2329.8971807628527	3369.8497411930252	38.90366350067843	178.1170913111212
12	20	0	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1220	0	1592	358	30	328	3170	0	0	0	0	0	0.0	0.0	0.0	0.0
13	21	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1127	0	884	147	30	117	2158	0	0	0	0	0	0.0	0.0	0.0	0.0
14	23	0	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1628	0	8528	146	30	116	10302	0	0	0	0	0	0.0	0.0	0.0	0.0
15	24	0	0	1	32	16	16	1	1536	1024	0	7168	0	0	0	8192	2188	496	15999	1807	1691	116	20490	1	32	5935	9956	108	2372.8413860419714	3980.456417764763	43.17891654465593	198.54055636896047
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1286	0	2392	1862	1746	116	5540	0	0	0	0	0	0.0	0.0	0.0	0.0
17	26	0	0	1	32	16	16	1	1536	1024	0	7168	0	0	0	8192	2170	522	15931	1355	1239	116	19978	1	32	6049	9778	104	2480.398838722595	4009.479227149865	42.64530984082491	202.80868955851437
18	28	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1241	0	6368	146	30	116	7755	0	0	0	0	0	0.0	0.0	0.0	0.0
19	29	0	0	1	32	16	16	1	1536	1024	0	12288	1024	1024	0	14336	2179	531	32370	2050	1933	117	37130	1	64	12050	20213	107	4652.539725289524	7804.29754915163	41.313008349043905	194.63808241314302
20	30	0	1	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1232	0	2393	1967	1851	116	5592	0	0	0	0	0	0.0	0.0	0.0	0.0
21	32	0	0	1	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2176	530	16020	1373	1256	117	20099	1	32	5926	9990	104	2415.33369819394	4071.7488432260316	42.38857654609682	202.72132941937411
22	35	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1212	0	1584	353	30	323	3149	0	0	0	0	0	0.0	0.0	0.0	0.0
23	36	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1129	0	831	147	30	117	2107	0	0	0	0	0	0.0	0.0	0.0	0.0
24	38	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1629	0	8149	146	30	116	9924	0	0	0	0	0	0.0	0.0	0.0	0.0
25	39	0	0	0	32	16	16	1	1536	0	1024	6144	0	0	0	7168	2170	519	15818	1533	1417	116	20040	1	32	6238	9472	108	2231.236726546906	3387.9888223552894	38.629940119760484	175.6007984031936
26	40	0	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1289	0	2294	1919	1803	116	5502	0	0	0	0	0	0.0	0.0	0.0	0.0
27	41	0	0	1	32	16	16	1	1536	1024	1024	6144	0	0	0	8192	2151	480	15946	1840	1723	117	20417	1	32	6090	9732	124	2443.5166772787384	3904.8118724592255	49.75304892981339	198.38526717931137
28	43	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1262	0	6476	146	30	116	7884	0	0	0	0	0	0.0	0.0	0.0	0.0
29	44	0	0	1	32	16	16	1	1536	1024	0	13312	1024	1024	0	15360	2127	526	32243	1497	1381	116	36393	1	64	11868	20271	104	5008.998433764735	8555.561783859534	43.89415546945841	211.9462534003792
30	45	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1235	0	2304	1943	1827	116	5482	0	0	0	0	0	0.0	0.0	0.0	0.0
31	47	0	0	1	32	16	16	1	1536	1024	0	7168	0	0	0	8192	2144	517	15943	1218	976	242	19822	1	32	6364	9471	108	2630.1023105640197	3914.157602663707	44.63404298254465	204.50812228836648
32	50	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1220	0	1607	358	30	328	3185	0	0	0	0	0	0.0	0.0	0.0	0.0
33	51	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1103	0	1156	146	30	116	2405	0	0	0	0	0	0.0	0.0	0.0	0.0
34	53	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1634	0	8691	147	30	117	10472	0	0	0	0	0	0.0	0.0	0.0	0.0
35	54	0	0	0	32	16	16	1	1536	0	1024	6144	1024	1024	0	8192	2140	512	16196	2005	1889	116	20853	1	32	5997	10095	104	2355.8923895842327	3965.771831391167	40.85589603414377	197.55200690548122
36	55	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1307	0	2299	1939	1822	117	5545	0	0	0	0	0	0.0	0.0	0.0	0.0
37	56	0	0	0	32	16	16	1	1536	0	1024	6144	0	0	0	7168	2127	522	15961	1075	958	117	19685	1	32	5930	9927	104	2159.321310642621	3614.769418338836	37.87005334010668	180.44033528067055
38	58	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1262	0	6343	146	30	116	7751	0	0	0	0	0	0.0	0.0	0.0	0.0
39	59	0	0	1	32	16	16	1	1536	1024	0	13312	1024	1024	0	15360	2138	517	32422	2221	2105	116	37298	1	64	12604	19711	107	5190.558206874363	8117.351064400235	44.06456110247198	207.9360823636656
40	0	1	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1347	0	2403	1862	1746	116	5612	0	0	0	0	0	0.0	0.0	0.0	0.0
41	2	1	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2213	485	15642	1492	1227	265	19832	1	32	5996	9529	117	2476.766438079871	3936.1419927390075	48.329164985881405	200.40338846308995
42	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1262	0	1862	146	30	116	3270	0	0	0	0	0	0.0	0.0	0.0	0.0
