cell	model	seq	past	rounds	midpoint_refine	floor_ns	binary_sha256	l05_ms_median	l05_ms_min	l05_ms_max	l1_ms_median	l1_ms_min	l1_ms_max	l2_ms_median	l2_ms_min	l2_ms_max	l2_over_l1_median	l1_over_l05_median	l2_over_l05_median	l2_over_floor_median
mha4_s1	mha4	1	3	25	0	121313.0	097a8a93684bf890fc32ec7df828a18552661e99fe44221c932156e3365bd4e0	0.351968	0.321408	0.355328	0.377856	0.345088	0.37904	0.28656	0.262112	0.287744	0.758165510238619	1.0726744186046513	0.8128654970760233	2.3621540972525614
mha4_s4	mha4	4	3	25	0	125275.0	26ce621eccc4f9cb740d2c7c9e9fef80b5351da6f980f48ff74ab5966ef4d3c3	0.3584	0.32768	0.361472	0.388096	0.354304	0.391168	0.34304	0.30288	0.345088	0.884069683908046	1.0805970149253732	0.9569424715909092	2.738295749351427
mha4_s16	mha4	16	3	25	0	137387.0	55c019a75319907aeabe6753b113257ac6c7f4d87cb14111acb7725a612902a0	0.399072	0.36352	0.402432	0.420992	0.382976	0.42384	0.494592	0.436224	0.497408	1.174146673730417	1.0543363764044946	1.2360134271099743	3.5999912655491424
mha4_s128	mha4	128	3	25	0	235267.0	58f8b2d6102ec4e3a9b6fcaab1c4ef690b897ca170d062d1c7430d0a9b8b85ba	0.599808	0.595648	0.658432	0.621312	0.61952	0.683008	0.638976	0.635968	0.700416	1.0277806464938553	1.037686111789114	1.065653109112241	2.715961014506922
