slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles
0	0	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1383	0	2403	1947	1762	185	5733
1	0	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1356	0	2388	1989	1803	186	5733
2	0	2	1	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1297	0	2238	1939	1751	188	5474
3	0	3	1	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1276	0	2200	1860	1672	188	5336
4	2	0	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2264	996	47365	4167	3748	419	54792
5	2	1	0	1	128	128	16	1	8192	1024	0	17408	2048	1024	1024	20480	2336	1022	47470	4250	3820	430	55078
6	1	0	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2390	1020	46898	4331	3882	449	54639
7	1	1	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2323	1022	46874	4287	3850	437	54506
8	1	2	0	0	128	128	16	1	8192	1024	0	17408	2048	1024	1024	20480	2255	1007	47694	3824	3401	423	54780
9	1	3	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2188	1003	47460	3599	3181	418	54250
10	3	0	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2262	1320	46629	3900	3470	430	54111
11	3	1	0	0	128	128	16	1	8192	1024	0	17408	1024	1024	0	19456	2330	1318	46896	3970	3525	445	54514
12	5	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1297	0	1518	217	30	187	3032
13	5	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1246	0	1466	217	30	187	2929
14	5	2	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1205	0	1664	217	30	187	3086
15	5	3	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1244	0	1470	217	30	187	2931
16	5	4	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1278	0	1490	217	30	187	2985
17	5	5	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1298	0	1544	217	30	187	3059
18	5	6	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1263	0	1506	217	30	187	2986
19	5	7	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1223	0	1473	217	30	187	2913
20	4	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1197	0	1455	217	30	187	2869
21	4	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1237	0	1461	217	30	187	2915
22	4	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1278	0	1531	217	30	187	3026
23	4	3	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1241	0	1468	217	30	187	2926
24	4	4	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1212	0	1473	217	30	187	2902
25	4	5	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1165	0	1430	217	30	187	2812
26	4	6	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1203	0	1705	217	30	187	3125
27	4	7	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1249	0	1495	217	30	187	2961
28	4	8	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1272	0	1512	217	30	187	3001
29	4	9	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1233	0	1493	217	30	187	2943
30	4	10	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1194	0	1445	217	30	187	2856
31	4	11	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1276	0	1518	217	30	187	3011
32	4	12	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1321	0	1630	217	30	187	3168
33	4	13	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1358	0	1660	217	30	187	3235
34	4	14	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1326	0	1620	217	30	187	3163
35	4	15	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1291	0	1585	217	30	187	3093
36	7	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1287	0	1122	217	30	187	2626
37	7	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1321	0	909	217	30	187	2447
38	7	2	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1362	0	947	217	30	187	2526
39	7	3	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1373	0	979	217	30	187	2569
40	7	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1402	0	1221	217	30	187	2840
41	7	5	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1555	0	922	217	30	187	2694
42	7	6	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1502	0	909	217	30	187	2628
43	7	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1557	0	1195	217	30	187	2969
44	6	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1398	0	1206	217	30	187	2821
45	6	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1357	0	936	217	30	187	2510
46	6	2	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1328	0	887	217	30	187	2432
47	6	3	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1291	0	876	215	30	185	2382
48	6	4	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1328	0	895	217	30	187	2440
49	6	5	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1366	0	913	217	30	187	2496
50	6	6	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1382	0	925	217	30	187	2524
51	6	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1347	0	1126	217	30	187	2690
52	8	0	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1634	0	7889	217	30	187	9740
53	8	1	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1611	0	7734	217	30	187	9562
54	8	2	5	1	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1648	0	7987	215	30	185	9850
55	8	3	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1683	0	8090	216	31	185	9989
56	8	4	5	0	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1662	0	7934	217	30	187	9813
57	8	5	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1615	0	7797	217	30	187	9629
58	8	6	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1592	0	7658	217	30	187	9467
59	8	7	5	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1627	0	7764	217	30	187	9608
60	8	8	5	0	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1664	0	7903	217	30	187	9784
