slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794412692392960	1094022828427	1789794412692393984	1094022829593	1789794412692393984	1094022829593	1789794412692395008	1094022832898	1789794412692396032	1094022834677	1789794412692396032	1094022834813	0	0	0	0	91	8
1	0	32	16	32	1	3072	1789794412692398080	1094022840175	1789794412692399104	1094022842447	1789794412692399104	1094022843368	1789794412692407296	1094022862215	1789794412692408320	1094022864518	1789794412692408320	1094022864815	1094022843443	1094022862109	6270	16	0	0
2	2	0	0	0	1	0	1789794412692410368	1094022870855	1789794412692410368	1094022872030	1789794412692410368	1094022872030	1789794412692411392	1094022873534	1789794412692411392	1094022873565	1789794412692411392	1094022874091	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794412692412416	1094022876941	1789794412692413440	1094022878091	1789794412692413440	1094022878091	1789794412692413440	1094022879366	1789794412692413440	1094022879396	1789794412692414464	1094022879796	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794412692417536	1094022889559	1789794412692418560	1094022891505	1789794412692418560	1094022891505	1789794412692444160	1094022955573	1789794412692444160	1094022955605	1789794412692444160	1094022955796	0	0	0	0	52	2
5	0	32	16	32	1	3072	1789794412692449280	1094022969297	1789794412692451328	1094022972527	1789794412692451328	1094022974592	1789794412692462592	1094023002602	1789794412692464640	1094023006389	1789794412692464640	1094023006540	1094022974618	1094023002472	12069	16	0	0
6	1	0	0	0	1	0	1789794412692468736	1094023015982	1789794412692468736	1094023017488	1789794412692468736	1094023017488	1789794412692470784	1094023022057	1789794412692471808	1094023023671	1789794412692471808	1094023023814	0	0	0	0	92	8
7	0	32	16	32	1	3072	1789794412692473856	1094023030832	1789794412692474880	1094023033033	1789794412692474880	1094023033870	1789794412692484096	1094023054777	1789794412692485120	1094023057299	1789794412692485120	1094023057774	1094023034714	1094023054583	6986	16	0	0
8	4	0	0	0	1	0	1789794412692492288	1094023077069	1789794412692493312	1094023078411	1789794412692493312	1094023078411	1789794412692496384	1094023085073	1789794412692496384	1094023085104	1789794412692496384	1094023085234	0	0	0	0	0	0
9	0	32	16	32	1	3072	1789794412692498432	1094023091692	1789794412692499456	1094023093973	1789794412692499456	1094023094856	1789794412692513792	1094023129526	1789794412692514816	1094023133925	1789794412692515840	1094023134061	1094023094928	1094023129381	13987	32	0	0
10	1	0	0	0	1	0	1789794412692518912	1094023143577	1789794412692519936	1094023144882	1789794412692519936	1094023144882	1789794412692520960	1094023148467	1789794412692521984	1094023150319	1789794412692521984	1094023150454	0	0	0	0	98	8
11	0	32	16	32	1	3072	1789794412692524032	1094023155264	1789794412692525056	1094023157513	1789794412692525056	1094023158401	1789794412692532224	1094023176893	1789794412692533248	1094023179063	1789794412692533248	1094023179344	1094023158482	1094023176769	8024	16	0	0
12	2	0	0	0	1	0	1789794412692538368	1094023190921	1789794412692538368	1094023192176	1789794412692538368	1094023192176	1789794412692539392	1094023193824	1789794412692539392	1094023193854	1789794412692539392	1094023193983	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794412692540416	1094023196955	1789794412692540416	1094023198093	1789794412692540416	1094023198093	1789794412692541440	1094023199207	1789794412692541440	1094023199244	1789794412692541440	1094023199398	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794412692547584	1094023214934	1789794412692548608	1094023216853	1789794412692548608	1094023216853	1789794412692574208	1094023281627	1789794412692574208	1094023281661	1789794412692574208	1094023281831	0	0	0	0	52	2
15	0	32	16	32	1	3072	1789794412692579328	1094023294695	1789794412692580352	1094023297873	1789794412692580352	1094023298804	1789794412692589568	1094023320729	1789794412692590592	1094023324143	1789794412692590592	1094023324446	1094023299194	1094023320524	12222	16	0	0
16	1	0	0	0	1	0	1789794412692594688	1094023332633	1789794412692594688	1094023334138	1789794412692594688	1094023334138	1789794412692595712	1094023337058	1789794412692596736	1094023339209	1789794412692596736	1094023339339	0	0	0	0	91	8
17	0	32	16	32	1	3072	1789794412692599808	1094023347410	1789794412692600832	1094023348821	1789794412692600832	1094023349623	1789794412692609024	1094023368433	1789794412692610048	1094023371282	1789794412692610048	1094023371515	1094023350201	1094023368198	7627	16	0	0
18	4	0	0	0	1	0	1789794412692618240	1094023391722	1789794412692618240	1094023393036	1789794412692618240	1094023393036	1789794412692621312	1094023399726	1789794412692621312	1094023399765	1789794412692621312	1094023399894	0	0	0	0	0	0
19	0	32	16	32	1	3072	1789794412692623360	1094023404721	1789794412692624384	1094023406971	1789794412692624384	1094023407830	1789794412692637696	1094023442201	1789794412692639744	1094023446255	1789794412692639744	1094023446548	1094023407860	1094023441973	14628	32	0	0
20	1	0	0	0	1	0	1789794412692392960	1094022828471	1789794412692393984	1094022829611	1789794412692393984	1094022829611	1789794412692395008	1094022832996	1789794412692396032	1094022834678	1789794412692396032	1094022834822	0	0	0	0	94	8
21	0	32	16	32	1	3072	1789794412692398080	1094022840284	1789794412692399104	1094022842464	1789794412692399104	1094022843456	1789794412692407296	1094022862448	1789794412692408320	1094022864623	1789794412692408320	1094022864826	1094022843871	1094022862316	6189	16	0	0
22	2	0	0	0	1	0	1789794412692410368	1094022870911	1789794412692410368	1094022872034	1789794412692410368	1094022872034	1789794412692411392	1094022873855	1789794412692411392	1094022873885	1789794412692411392	1094022874468	0	0	0	0	0	0
23	3	0	0	0	1	0	1789794412692412416	1094022876926	1789794412692413440	1094022878137	1789794412692413440	1094022878137	1789794412692413440	1094022879137	1789794412692413440	1094022879167	1789794412692413440	1094022879600	0	0	0	0	0	0
24	5	0	0	0	1	0	1789794412692417536	1094022889560	1789794412692418560	1094022891525	1789794412692418560	1094022891525	1789794412692444160	1094022955556	1789794412692444160	1094022955586	1789794412692444160	1094022955768	0	0	0	0	52	2
25	0	32	16	32	1	3072	1789794412692450304	1094022970181	1789794412692451328	1094022972581	1789794412692452352	1094022974614	1789794412692462592	1094023002886	1789794412692464640	1094023006389	1789794412692464640	1094023006550	1094022974637	1094023002650	10565	16	0	0
26	1	0	0	0	1	0	1789794412692468736	1094023017099	1789794412692468736	1094023017826	1789794412692468736	1094023017826	1789794412692470784	1094023021612	1789794412692471808	1094023023675	1789794412692471808	1094023023817	0	0	0	0	108	8
27	0	32	16	32	1	3072	1789794412692474880	1094023031828	1789794412692474880	1094023033122	1789794412692475904	1094023034092	1789794412692484096	1094023056380	1789794412692485120	1094023059111	1789794412692485120	1094023059353	1094023034863	1094023056187	6048	16	0	0
28	4	0	0	0	1	0	1789794412692492288	1094023077061	1789794412692493312	1094023078409	1789794412692493312	1094023078409	1789794412692496384	1094023085448	1789794412692496384	1094023085479	1789794412692496384	1094023085613	0	0	0	0	0	0
29	0	32	16	32	1	3072	1789794412692498432	1094023091873	1789794412692499456	1094023094054	1789794412692499456	1094023095242	1789794412692513792	1094023130714	1789794412692515840	1094023134170	1789794412692515840	1094023134302	1094023095350	1094023130615	13897	32	0	0
30	1	0	0	0	1	0	1789794412692518912	1094023143656	1789794412692519936	1094023145517	1789794412692519936	1094023145517	1789794412692520960	1094023149417	1789794412692521984	1094023150317	1789794412692521984	1094023150459	0	0	0	0	100	8
31	0	32	16	32	1	3072	1789794412692524032	1094023155261	1789794412692525056	1094023157573	1789794412692525056	1094023158528	1789794412692532224	1094023177285	1789794412692533248	1094023179083	1789794412692533248	1094023179403	1094023158910	1094023177182	6644	16	0	0
32	2	0	0	0	1	0	1789794412692538368	1094023190865	1789794412692538368	1094023192227	1789794412692538368	1094023192227	1789794412692539392	1094023193884	1789794412692539392	1094023193918	1789794412692539392	1094023194050	0	0	0	0	0	0
33	3	0	0	0	1	0	1789794412692540416	1094023197055	1789794412692540416	1094023198046	1789794412692540416	1094023198046	1789794412692541440	1094023199145	1789794412692541440	1094023199181	1789794412692541440	1094023199316	0	0	0	0	0	0
34	5	0	0	0	1	0	1789794412692547584	1094023214954	1789794412692548608	1094023216946	1789794412692548608	1094023216946	1789794412692574208	1094023281643	1789794412692574208	1094023281673	1789794412692574208	1094023281802	0	0	0	0	63	2
35	0	32	16	32	1	3072	1789794412692579328	1094023294701	1789794412692580352	1094023297921	1789794412692581376	1094023299059	1789794412692589568	1094023321119	1789794412692590592	1094023324208	1789794412692590592	1094023324447	1094023299380	1094023320954	12046	16	0	0
36	1	0	0	0	1	0	1789794412692594688	1094023333477	1789794412692594688	1094023334575	1789794412692594688	1094023334575	1789794412692596736	1094023337885	1789794412692596736	1094023338953	1789794412692596736	1094023339086	0	0	0	0	91	8
37	0	32	16	32	1	3072	1789794412692599808	1094023346622	1789794412692600832	1094023348907	1789794412692600832	1094023349819	1789794412692609024	1094023369183	1789794412692610048	1094023371631	1789794412692610048	1094023372030	1094023350650	1094023368973	6182	16	0	0
