slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794409439474688	1090708349163	1789794409439475712	1090708350511	1789794409439475712	1090708350511	1789794409439476736	1090708353326	1789794409439477760	1090708355142	1789794409439477760	1090708355273	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794409439478784	1090708360002	1789794409439479808	1090708362158	1789794409439480832	1090708363231	1789794409439483904	1090708372593	1789794409439484928	1090708373538	1789794409439484928	1090708373669	1090708363285	1090708372499	1603	8	0	0
2	2	0	0	0	1	0	1789794409439486976	1090708378909	1789794409439486976	1090708380197	1789794409439486976	1090708380197	1789794409439488000	1090708381737	1789794409439488000	1090708381767	1789794409439488000	1090708381896	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794409439489024	1090708385593	1789794409439490048	1090708386718	1789794409439490048	1090708386718	1789794409439490048	1090708387705	1789794409439490048	1090708387735	1789794409439490048	1090708387865	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794409439492096	1090708393174	1789794409439493120	1090708394863	1789794409439493120	1090708394863	1789794409439496192	1090708402974	1789794409439496192	1090708403004	1789794409439496192	1090708403134	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794409439498240	1090708408474	1789794409439499264	1090708410664	1789794409439500288	1090708411664	1789794409439503360	1090708421045	1789794409439504384	1090708422916	1789794409439504384	1090708423046	1090708411783	1090708420951	1540	8	0	0
6	1	0	0	0	1	0	1789794409439506432	1090708428441	1789794409439507456	1090708429723	1789794409439507456	1090708429723	1789794409439508480	1090708432628	1789794409439508480	1090708434433	1789794409439508480	1090708434564	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794409439510528	1090708439138	1789794409439511552	1090708441318	1789794409439511552	1090708442416	1789794409439515648	1090708451727	1789794409439515648	1090708452671	1789794409439515648	1090708452802	1090708442442	1090708451633	1725	8	0	0
8	4	0	0	0	1	0	1789794409439517696	1090708457890	1789794409439518720	1090708459204	1789794409439518720	1090708459204	1789794409439520768	1090708465473	1789794409439520768	1090708465503	1789794409439520768	1090708465632	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794409439522816	1090708470599	1789794409439523840	1090708472756	1789794409439524864	1090708473786	1789794409439532032	1090708492057	1789794409439533056	1090708494171	1789794409439533056	1090708494300	1090708473905	1090708491963	3122	16	0	0
10	1	0	0	0	1	0	1789794409439535104	1090708499662	1789794409439535104	1090708500952	1789794409439535104	1090708500952	1789794409439536128	1090708503863	1789794409439537152	1090708505572	1789794409439537152	1090708505703	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794409439539200	1090708510417	1789794409439540224	1090708512575	1789794409439540224	1090708513595	1789794409439544320	1090708522951	1789794409439544320	1090708523883	1789794409439544320	1090708524015	1090708513685	1090708522857	1376	8	0	0
12	2	0	0	0	1	0	1789794409439546368	1090708529259	1789794409439547392	1090708530547	1789794409439547392	1090708530547	1789794409439547392	1090708532131	1789794409439547392	1090708532161	1789794409439547392	1090708532290	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794409439549440	1090708535982	1789794409439549440	1090708537110	1789794409439549440	1090708537110	1789794409439550464	1090708538044	1789794409439550464	1090708538074	1789794409439550464	1090708538204	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794409439552512	1090708543494	1789794409439552512	1090708545169	1789794409439552512	1090708545169	1789794409439556608	1090708553534	1789794409439556608	1090708553564	1789794409439556608	1090708553696	0	0	0	0	52	2
15	0	32	16	64	1	6144	1789794409439558656	1090708559072	1789794409439559680	1090708561293	1789794409439559680	1090708562297	1789794409439563776	1090708571810	1789794409439563776	1090708573500	1789794409439563776	1090708573629	1090708562417	1090708571716	1542	8	0	0
16	1	0	0	0	1	0	1789794409439565824	1090708579095	1789794409439566848	1090708580465	1789794409439566848	1090708580465	1789794409439567872	1090708583367	1789794409439568896	1090708585093	1789794409439568896	1090708585224	0	0	0	0	89	8
17	0	32	16	64	1	6144	1789794409439570944	1090708589929	1789794409439571968	1090708592160	1789794409439571968	1090708593164	1789794409439576064	1090708602569	1789794409439576064	1090708604358	1789794409439576064	1090708604655	1090708593299	1090708602475	1440	8	0	0
18	4	0	0	0	1	0	1789794409439578112	1090708609904	1789794409439579136	1090708611233	1789794409439579136	1090708611233	1789794409439581184	1090708617681	1789794409439581184	1090708617711	1789794409439581184	1090708617840	0	0	0	0	0	0
19	0	32	16	64	1	6144	1789794409439583232	1090708622882	1789794409439584256	1090708625104	1789794409439585280	1090708626138	1789794409439592448	1090708644413	1789794409439593472	1090708646305	1789794409439593472	1090708646435	1090708626260	1090708644319	3381	16	0	0
20	1	0	0	0	1	0	1789794409439474688	1091298191344	1789794409439475712	1091298192686	1789794409439475712	1091298192686	1789794409439476736	1091298195592	1789794409439477760	1091298197377	1789794409439477760	1091298197508	0	0	0	0	89	8
21	0	32	16	64	1	6144	1789794409439478784	1091298202206	1789794409439479808	1091298204371	1789794409439480832	1091298205407	1789794409439483904	1091298214800	1789794409439484928	1091298215746	1789794409439484928	1091298215877	1091298205504	1091298214706	1502	8	0	0
