slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794409053726720	1090268688050	1789794409053726720	1090268689391	1789794409053726720	1090268689391	1789794409053728768	1090268692214	1789794409053728768	1090268694046	1789794409053728768	1090268694176	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794409053730816	1090268698894	1789794409053731840	1090268701050	1789794409053731840	1090268702105	1789794409053735936	1090268711500	1789794409053735936	1090268712445	1789794409053735936	1090268712744	1090268702191	1090268711406	1596	8	0	0
2	2	0	0	0	1	0	1789794409053739008	1090268718109	1789794409053739008	1090268719399	1789794409053739008	1090268719399	1789794409053740032	1090268720943	1789794409053740032	1090268720973	1789794409053740032	1090268721102	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794409053741056	1090268724797	1789794409053742080	1090268725929	1789794409053742080	1090268725929	1789794409053742080	1090268726916	1789794409053742080	1090268726946	1789794409053742080	1090268727076	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794409053744128	1090268732383	1789794409053745152	1090268734072	1789794409053745152	1090268734072	1789794409053748224	1090268742431	1789794409053748224	1090268742461	1789794409053748224	1090268742590	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794409053750272	1090268747665	1789794409053751296	1090268749849	1789794409053751296	1090268750849	1789794409053755392	1090268760187	1789794409053756416	1090268762058	1789794409053756416	1090268762190	1090268750970	1090268760093	1316	8	0	0
6	1	0	0	0	1	0	1789794409053758464	1090268767332	1789794409053758464	1090268768613	1789794409053758464	1090268768613	1789794409053759488	1090268771520	1789794409053760512	1090268773338	1789794409053760512	1090268773468	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794409053762560	1090268778149	1789794409053763584	1090268780323	1789794409053763584	1090268781413	1789794409053767680	1090268791249	1789794409053767680	1090268792194	1789794409053767680	1090268792325	1090268781439	1090268791155	1804	8	0	0
8	4	0	0	0	1	0	1789794409053769728	1090268797457	1789794409053770752	1090268798770	1789794409053770752	1090268798770	1789794409053772800	1090268805034	1789794409053772800	1090268805064	1789794409053772800	1090268805194	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794409053774848	1090268810167	1789794409053775872	1090268812327	1789794409053776896	1090268813353	1789794409053784064	1090268831682	1789794409053784064	1090268833797	1789794409053784064	1090268833927	1090268813472	1090268831588	3237	16	0	0
10	1	0	0	0	1	0	1789794409053787136	1090268839282	1789794409053787136	1090268840580	1789794409053787136	1090268840580	1789794409053788160	1090268843491	1789794409053789184	1090268845295	1789794409053789184	1090268845425	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794409053791232	1090268850133	1789794409053792256	1090268852293	1789794409053792256	1090268853312	1789794409053796352	1090268862684	1789794409053796352	1090268863615	1789794409053796352	1090268863914	1090268853402	1090268862590	1419	8	0	0
12	2	0	0	0	1	0	1789794409053798400	1090268869247	1789794409053799424	1090268870530	1789794409053799424	1090268870530	1789794409053799424	1090268872113	1789794409053799424	1090268872143	1789794409053799424	1090268872272	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794409053801472	1090268875961	1789794409053801472	1090268877090	1789794409053801472	1090268877090	1789794409053802496	1090268878021	1789794409053802496	1090268878051	1789794409053802496	1090268878181	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794409053804544	1090268883478	1789794409053804544	1090268885157	1789794409053804544	1090268885157	1789794409053808640	1090268893556	1789794409053808640	1090268893586	1789794409053808640	1090268893715	0	0	0	0	52	2
15	0	32	16	64	1	6144	1789794409053810688	1090268899062	1789794409053811712	1090268901285	1789794409053811712	1090268902307	1789794409053815808	1090268911727	1789794409053815808	1090268913149	1789794409053815808	1090268913279	1090268902409	1090268911633	1417	8	0	0
16	1	0	0	0	1	0	1789794409053817856	1090268918481	1789794409053818880	1090268919852	1789794409053818880	1090268919852	1789794409053819904	1090268922753	1789794409053820928	1090268924486	1789794409053820928	1090268924617	0	0	0	0	89	8
17	0	32	16	64	1	6144	1789794409053821952	1090268929326	1789794409053822976	1090268931560	1789794409053824000	1090268932570	1789794409053828096	1090268942185	1789794409053828096	1090268943434	1789794409053828096	1090268943740	1090268932696	1090268942091	1284	8	0	0
18	4	0	0	0	1	0	1789794409053830144	1090268949509	1789794409053831168	1090268950839	1789794409053831168	1090268950839	1789794409053833216	1090268957288	1789794409053833216	1090268957318	1789794409053833216	1090268957447	0	0	0	0	0	0
19	0	32	16	64	1	6144	1789794409053835264	1090268962493	1789794409053836288	1090268964712	1789794409053837312	1090268965745	1789794409053844480	1090268984077	1789794409053844480	1090268985967	1789794409053845504	1090268986097	1090268965867	1090268983983	3115	16	0	0
20	1	0	0	0	1	0	1789794409053726720	1090858508826	1789794409053726720	1090858510176	1789794409053726720	1090858510176	1789794409053728768	1090858513079	1789794409053728768	1090858514861	1789794409053728768	1090858514991	0	0	0	0	89	8
21	0	32	16	64	1	6144	1789794409053730816	1090858519678	1789794409053731840	1090858521844	1789794409053731840	1090858522879	1789794409053735936	1090858532264	1789794409053735936	1090858533209	1789794409053735936	1090858533514	1090858522976	1090858532170	1525	8	0	0
22	2	0	0	0	1	0	1789794409053739008	1090858538906	1789794409053739008	1090858540191	1789794409053739008	1090858540191	1789794409053740032	1090858541748	1789794409053740032	1090858541778	1789794409053740032	1090858541907	0	0	0	0	0	0
23	3	0	0	0	1	0	1789794409053741056	1090858545617	1789794409053742080	1090858546756	1789794409053742080	1090858546756	1789794409053742080	1090858547704	1789794409053742080	1090858547734	1789794409053742080	1090858547864	0	0	0	0	0	0
24	5	0	0	0	1	0	1789794409053744128	1090858553128	1789794409053745152	1090858554818	1789794409053745152	1090858554818	1789794409053748224	1090858562914	1789794409053748224	1090858562944	1789794409053748224	1090858563073	0	0	0	0	52	2
25	0	32	16	64	1	6144	1789794409053750272	1090858568407	1789794409053751296	1090858570601	1789794409053751296	1090858571629	1789794409053755392	1090858581010	1789794409053756416	1090858582902	1789794409053756416	1090858583035	1090858571743	1090858580916	1442	8	0	0
26	1	0	0	0	1	0	1789794409053758464	1090858588159	1789794409053758464	1090858589445	1789794409053758464	1090858589445	1789794409053759488	1090858592304	1789794409053760512	1090858594068	1789794409053760512	1090858594199	0	0	0	0	89	8
27	0	32	16	64	1	6144	1789794409053762560	1090858598890	1789794409053763584	1090858601066	1789794409053763584	1090858602080	1789794409053767680	1090858611538	1789794409053767680	1090858612481	1789794409053767680	1090858612613	1090858602210	1090858611444	1514	8	0	0
28	4	0	0	0	1	0	1789794409053769728	1090858617720	1789794409053770752	1090858619041	1789794409053770752	1090858619041	1789794409053772800	1090858625413	1789794409053772800	1090858625443	1789794409053772800	1090858625572	0	0	0	0	0	0
29	0	32	16	64	1	6144	1789794409053774848	1090858630590	1789794409053775872	1090858632778	1789794409053775872	1090858633793	1789794409053783040	1090858652095	1789794409053784064	1090858654225	1789794409053784064	1090858654355	1090858633915	1090858652001	3018	16	0	0
30	1	0	0	0	1	0	1789794409053786112	1090858659758	1789794409053787136	1090858661039	1789794409053787136	1090858661039	1789794409053788160	1090858663897	1789794409053789184	1090858665630	1789794409053789184	1090858665761	0	0	0	0	89	8
31	0	32	16	64	1	6144	1789794409053791232	1090858670454	1789794409053791232	1090858672627	1789794409053792256	1090858673685	1789794409053795328	1090858683054	1789794409053796352	1090858683999	1789794409053796352	1090858684130	1090858673738	1090858682960	1584	8	0	0
32	2	0	0	0	1	0	1789794409053798400	1090858689401	1789794409053798400	1090858690685	1789794409053798400	1090858690685	1789794409053799424	1090858692243	1789794409053799424	1090858692273	1789794409053799424	1090858692402	0	0	0	0	0	0
33	3	0	0	0	1	0	1789794409053801472	1090858696114	1789794409053801472	1090858697220	1789794409053801472	1090858697220	1789794409053801472	1090858698204	1789794409053801472	1090858698234	1789794409053801472	1090858698364	0	0	0	0	0	0
34	5	0	0	0	1	0	1789794409053804544	1090858703846	1789794409053804544	1090858705523	1789794409053804544	1090858705523	1789794409053807616	1090858713827	1789794409053807616	1090858713857	1789794409053807616	1090858713986	0	0	0	0	52	2
35	0	32	16	64	1	6144	1789794409053810688	1090858719356	1789794409053810688	1090858721561	1789794409053811712	1090858722580	1789794409053814784	1090858731962	1789794409053815808	1090858733333	1789794409053815808	1090858733463	1090858722702	1090858731868	1609	8	0	0
36	1	0	0	0	1	0	1789794409053817856	1090858738596	1789794409053818880	1090858739944	1789794409053818880	1090858739944	1789794409053819904	1090858742792	1789794409053819904	1090858744561	1789794409053819904	1090858744691	0	0	0	0	89	8
37	0	32	16	64	1	6144	1789794409053821952	1090858749377	1789794409053822976	1090858751585	1789794409053822976	1090858752594	1789794409053827072	1090858762150	1789794409053828096	1090858763391	1789794409053828096	1090858763522	1090858752721	1090858762056	1765	8	0	0
38	4	0	0	0	1	0	1789794409053830144	1090858770367	1789794409053831168	1090858771678	1789794409053831168	1090858771678	1789794409053833216	1090858778105	1789794409053833216	1090858778135	1789794409053833216	1090858778265	0	0	0	0	0	0
39	0	32	16	64	1	6144	1789794409053835264	1090858783286	1789794409053836288	1090858785487	1789794409053837312	1090858786532	1789794409053844480	1090858804841	1789794409053844480	1090858806709	1789794409053844480	1090858806839	1090858786613	1090858804747	2985	16	0	0
40	1	0	0	0	1	0	1789794409053726720	1090638023305	1789794409053726720	1090638024621	1789794409053726720	1090638024621	1789794409053727744	1090638027406	1789794409053728768	1090638029132	1789794409053728768	1090638029263	0	0	0	0	89	8
41	0	32	16	64	1	6144	1789794409053730816	1090638033831	1789794409053731840	1090638035931	1789794409053731840	1090638036962	1789794409053735936	1090638046289	1789794409053735936	1090638047222	1789794409053735936	1090638047514	1090638037043	1090638046195	1339	8	0	0
42	2	0	0	0	1	0	1789794409053737984	1090638052691	1789794409053739008	1090638053945	1789794409053739008	1090638053945	1789794409053739008	1090638055478	1789794409053739008	1090638055508	1789794409053739008	1090638055637	0	0	0	0	0	0
43	3	0	0	0	1	0	1789794409053741056	1090638059252	1789794409053741056	1090638060356	1789794409053741056	1090638060356	1789794409053742080	1090638061303	1789794409053742080	1090638061333	1789794409053742080	1090638061462	0	0	0	0	0	0
44	5	0	0	0	1	0	1789794409053744128	1090638066581	1789794409053744128	1090638068229	1789794409053744128	1090638068229	1789794409053747200	1090638076183	1789794409053747200	1090638076213	1789794409053747200	1090638076343	0	0	0	0	52	2
45	0	32	16	64	1	6144	1789794409053749248	1090638081523	1789794409053750272	1090638083655	1789794409053751296	1090638084738	1789794409053754368	1090638094014	1789794409053755392	1090638095618	1789794409053755392	1090638095751	1090638084789	1090638093920	1377	8	0	0
46	1	0	0	0	1	0	1789794409053757440	1090638101245	1789794409053758464	1090638102493	1789794409053758464	1090638102493	1789794409053759488	1090638105421	1789794409053759488	1090638107131	1789794409053759488	1090638107263	0	0	0	0	89	8
47	0	32	16	64	1	6144	1789794409053762560	1090638112849	1789794409053762560	1090638114967	1789794409053763584	1090638115967	1789794409053766656	1090638125341	1789794409053767680	1090638126494	1789794409053767680	1090638126624	1090638116097	1090638125247	1702	8	0	0
48	4	0	0	0	1	0	1789794409053769728	1090638132126	1789794409053770752	1090638133398	1789794409053770752	1090638133398	1789794409053772800	1090638139905	1789794409053772800	1090638139935	1789794409053772800	1090638140064	0	0	0	0	0	0
49	0	32	16	64	1	6144	1789794409053774848	1090638144710	1789794409053775872	1090638146837	1789794409053775872	1090638147857	1789794409053783040	1090638165934	1789794409053784064	1090638168000	1789794409053784064	1090638168130	1090638147960	1090638165840	2939	16	0	0
50	1	0	0	0	1	0	1789794409053786112	1090638173383	1789794409053787136	1090638174619	1789794409053787136	1090638174619	1789794409053788160	1090638177407	1789794409053788160	1090638179084	1789794409053788160	1090638179215	0	0	0	0	89	8
51	0	32	16	64	1	6144	1789794409053790208	1090638184791	1789794409053791232	1090638186908	1789794409053792256	1090638187908	1789794409053795328	1090638197205	1789794409053796352	1090638198608	1789794409053796352	1090638198898	1090638188022	1090638197111	1467	8	0	0
52	2	0	0	0	1	0	1789794409053798400	1090638204082	1789794409053798400	1090638205328	1789794409053798400	1090638205328	1789794409053799424	1090638206856	1789794409053799424	1090638206886	1789794409053799424	1090638207015	0	0	0	0	0	0
53	3	0	0	0	1	0	1789794409053800448	1090638210623	1789794409053801472	1090638211708	1789794409053801472	1090638211708	1789794409053801472	1090638212663	1789794409053801472	1090638212693	1789794409053801472	1090638212823	0	0	0	0	0	0
54	5	0	0	0	1	0	1789794409053803520	1090638217917	1789794409053804544	1090638219559	1789794409053804544	1090638219559	1789794409053807616	1090638227615	1789794409053807616	1090638227645	1789794409053807616	1090638227774	0	0	0	0	52	2
55	0	32	16	64	1	6144	1789794409053809664	1090638232993	1789794409053810688	1090638235130	1789794409053810688	1090638236173	1789794409053814784	1090638245634	1789794409053815808	1090638246977	1789794409053815808	1090638247107	1090638236243	1090638245540	1467	8	0	0
56	1	0	0	0	1	0	1789794409053817856	1090638252670	1789794409053817856	1090638253963	1789794409053817856	1090638253963	1789794409053818880	1090638256945	1789794409053819904	1090638258684	1789794409053819904	1090638258814	0	0	0	0	89	8
57	0	32	16	64	1	6144	1789794409053821952	1090638263865	1789794409053822976	1090638266003	1789794409053822976	1090638267002	1789794409053827072	1090638276310	1789794409053827072	1090638277519	1789794409053828096	1090638277821	1090638267124	1090638276216	1475	8	0	0
58	4	0	0	0	1	0	1789794409053830144	1090638285059	1789794409053831168	1090638286335	1789794409053831168	1090638286335	1789794409053833216	1090638292569	1789794409053833216	1090638292599	1789794409053833216	1090638292728	0	0	0	0	0	0
59	0	32	16	64	1	6144	1789794409053835264	1090638297588	1789794409053836288	1090638299725	1789794409053836288	1090638300754	1789794409053843456	1090638318828	1789794409053844480	1090638320640	1789794409053844480	1090638320770	1090638300843	1090638318734	2868	16	0	0
60	1	0	0	0	1	0	1789794409053726720	1090711153874	1789794409053726720	1090711155154	1789794409053726720	1090711155154	1789794409053727744	1090711157871	1789794409053728768	1090711159559	1789794409053728768	1090711159689	0	0	0	0	89	8
61	0	32	16	64	1	6144	1789794409053730816	1090711164065	1789794409053731840	1090711166101	1789794409053731840	1090711167103	1789794409053735936	1090711176395	1789794409053735936	1090711177318	1789794409053735936	1090711177449	1090711167192	1090711176301	1251	8	0	0
62	2	0	0	0	1	0	1789794409053737984	1090711182842	1789794409053739008	1090711184039	1789794409053739008	1090711184039	1789794409053739008	1090711185523	1789794409053739008	1090711185553	1789794409053739008	1090711185682	0	0	0	0	0	0
63	3	0	0	0	1	0	1789794409053741056	1090711189367	1789794409053741056	1090711190435	1789794409053741056	1090711190435	1789794409053741056	1090711191342	1789794409053741056	1090711191372	1789794409053741056	1090711191502	0	0	0	0	0	0
64	5	0	0	0	1	0	1789794409053743104	1090711196564	1789794409053744128	1090711198152	1789794409053744128	1090711198152	1789794409053747200	1090711205975	1789794409053747200	1090711206005	1789794409053747200	1090711206135	0	0	0	0	52	2
65	0	32	16	64	1	6144	1789794409053749248	1090711212040	1789794409053750272	1090711214090	1789794409053751296	1090711215076	1789794409053754368	1090711224416	1789794409053755392	1090711226196	1789794409053755392	1090711226326	1090711215206	1090711224322	1369	8	0	0
66	1	0	0	0	1	0	1789794409053757440	1090711231685	1789794409053757440	1090711232876	1789794409053757440	1090711232876	1789794409053759488	1090711235582	1789794409053759488	1090711237239	1789794409053759488	1090711237370	0	0	0	0	89	8
67	0	32	16	64	1	6144	1789794409053761536	1090711243273	1789794409053762560	1090711245310	1789794409053763584	1090711246288	1789794409053766656	1090711255673	1789794409053767680	1090711256594	1789794409053767680	1090711256726	1090711246415	1090711255579	1360	8	0	0
68	4	0	0	0	1	0	1789794409053769728	1090711262979	1789794409053770752	1090711264200	1789794409053770752	1090711264200	1789794409053772800	1090711270162	1789794409053772800	1090711270192	1789794409053772800	1090711270321	0	0	0	0	0	0
69	0	32	16	64	1	6144	1789794409053774848	1090711274993	1789794409053775872	1090711277037	1789794409053775872	1090711278022	1789794409053783040	1090711296172	1789794409053784064	1090711298162	1789794409053784064	1090711298292	1090711278144	1090711296078	2748	16	0	0
70	1	0	0	0	1	0	1789794409053786112	1090711303800	1789794409053786112	1090711304999	1789794409053786112	1090711304999	1789794409053788160	1090711307696	1789794409053788160	1090711309332	1789794409053788160	1090711309463	0	0	0	0	89	8
71	0	32	16	64	1	6144	1789794409053790208	1090711315366	1789794409053791232	1090711317407	1789794409053792256	1090711318428	1789794409053795328	1090711327660	1789794409053796352	1090711328806	1789794409053796352	1090711329079	1090711318506	1090711327566	1369	8	0	0
72	2	0	0	0	1	0	1789794409053798400	1090711334064	1789794409053798400	1090711335257	1789794409053798400	1090711335257	1789794409053799424	1090711336730	1789794409053799424	1090711336760	1789794409053799424	1090711336890	0	0	0	0	0	0
73	3	0	0	0	1	0	1789794409053800448	1090711340332	1789794409053801472	1090711341391	1789794409053801472	1090711341391	1789794409053801472	1090711342548	1789794409053801472	1090711342578	1789794409053801472	1090711342707	0	0	0	0	0	0
74	5	0	0	0	1	0	1789794409053803520	1090711348210	1789794409053804544	1090711349791	1789794409053804544	1090711349791	1789794409053807616	1090711357670	1789794409053807616	1090711357700	1789794409053807616	1090711357829	0	0	0	0	52	2
75	0	32	16	64	1	6144	1789794409053809664	1090711363793	1789794409053810688	1090711365853	1789794409053810688	1090711366868	1789794409053814784	1090711376096	1789794409053815808	1090711377430	1789794409053815808	1090711377560	1090711366941	1090711376002	1407	8	0	0
