candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	993670.94543079706	4652163.4347273782	240571.47411644613	4652163.4347273782
32x16x16s2split1kappa2	993670.94543079706	4652163.4347273782	240571.47411644613	4652163.4347273782
32x16x16s2split1kappa4	993670.94543079706	4652163.4347273782	240571.47411644613	4652163.4347273782
32x16x16s2split2kappa1	1058915.1677132242	2575611.6809508628	232368.63279336115	2575611.6809508628
32x16x16s2split2kappa2	1058915.1677132242	2575611.6809508628	232368.63279336115	2575611.6809508628
32x16x16s2split2kappa4	1058915.1677132242	2575611.6809508628	232368.63279336115	2575611.6809508628
32x16x16s2split4kappa1	1150184.195921612	1512448.759271122	244419.18693175347	1512448.759271122
32x16x16s2split4kappa2	1150184.195921612	1512448.759271122	244419.18693175347	1512448.759271122
32x16x16s2split4kappa4	1150184.195921612	1512448.759271122	244419.18693175347	1512448.759271122
32x16x16s2split8kappa1	1332722.2523403771	993900.29423940589	289644.71637157095	1332722.2523403771
32x16x16s2split8kappa2	1332722.2523403771	993900.29423940589	289644.71637157095	1332722.2523403771
32x16x16s2split8kappa4	1332722.2523403771	993900.29423940589	289644.71637157095	1332722.2523403771
32x16x16s2split16kappa1	1697798.3651755766	760692.05333985551	380095.77525120589	1697798.3651755766
32x16x16s2split16kappa2	1697798.3651755766	760692.05333985551	380095.77525120589	1697798.3651755766
32x16x16s2split16kappa4	1697798.3651755766	760692.05333985551	380095.77525120589	1697798.3651755766
32x16x16s2split32kappa1	2427950.5908563738	696219.91612269625	557658.61983779445	2427950.5908563738
32x16x16s2split32kappa2	2427950.5908563738	696219.91612269625	557658.61983779445	2427950.5908563738
32x16x16s2split32kappa4	2427950.5908563738	696219.91612269625	557658.61983779445	2427950.5908563738
32x16x32s2split1kappa1	548962.67050645279	2605411.051875243	131894.3564428814	2605411.051875243
32x16x32s2split1kappa2	548962.67050645279	2605411.051875243	131894.3564428814	2605411.051875243
32x16x32s2split1kappa4	548962.67050645279	2605411.051875243	131894.3564428814	2605411.051875243
32x16x32s2split2kappa1	614206.89278729528	1552235.4895247973	132747.94159259347	1552235.4895247973
32x16x32s2split2kappa2	614206.89278729528	1552235.4895247973	132747.94159259347	1552235.4895247973
32x16x32s2split2kappa4	614206.89278729528	1552235.4895247973	132747.94159259347	1552235.4895247973
32x16x32s2split4kappa1	705475.92099563859	1000760.6635580889	149326.70896738433	1000760.6635580889
32x16x32s2split4kappa2	705475.92099563859	1000760.6635580889	149326.70896738433	1000760.6635580889
32x16x32s2split4kappa4	705475.92099563859	1000760.6635580889	149326.70896738433	1000760.6635580889
32x16x32s2split8kappa1	888013.97740561294	738056.24638288852	194552.2384072018	888013.97740561294
32x16x32s2split8kappa2	888013.97740561294	738056.24638288852	194552.2384072018	888013.97740561294
32x16x32s2split8kappa4	888013.97740561294	738056.24638288852	194552.2384072018	888013.97740561294
32x16x32s2split16kappa1	1253090.0902219161	632770.02941159683	285003.29728683678	1253090.0902219161
32x16x32s2split16kappa2	1253090.0902219161	632770.02941159683	285003.29728683678	1253090.0902219161
32x16x32s2split16kappa4	1253090.0902219161	632770.02941159683	285003.29728683678	1253090.0902219161
32x16x32s2split32kappa1	1983242.3158917157	632258.90415856638	463132.1685279751	1983242.3158917157
32x16x32s2split32kappa2	1983242.3158917157	632258.90415856638	463132.1685279751	1983242.3158917157
32x16x32s2split32kappa4	1983242.3158917157	632258.90415856638	463132.1685279751	1983242.3158917157
