producer	consumer	direction	oracle	coordinate	expected	actual	equal
32	34	0	General	0	64	64	1
32	34	0	General	64	64	64	1
32	34	0	General	127	64	64	1
32	34	1	General	0	16	16	1
32	34	1	General	256	16	16	1
32	34	1	General	511	16	16	1
33	34	0	General	0	64	64	1
33	34	0	General	64	64	64	1
33	34	0	General	127	64	64	1
33	34	1	General	0	16	16	1
33	34	1	General	256	16	16	1
33	34	1	General	511	16	16	1
34	35	0	General	0	128	128	1
34	35	0	General	256	128	128	1
34	35	0	General	511	128	128	1
34	35	1	General	0	128	128	1
34	35	1	General	256	128	128	1
34	35	1	General	511	128	128	1
22	36	0	Unique	0	1	1	1
22	36	0	Unique	64	1	1	1
22	36	0	Unique	127	1	1	1
22	36	1	Unique	0	1	1	1
22	36	1	Unique	64	1	1	1
22	36	1	Unique	127	1	1	1
35	36	0	Unique	0	1	1	1
35	36	0	Unique	256	1	1	1
35	36	0	Unique	511	1	1	1
35	36	1	General	0	4	4	1
35	36	1	General	64	4	4	1
35	36	1	General	127	4	4	1
36	37	0	General	0	16	16	1
36	37	0	General	64	16	16	1
36	37	0	General	127	16	16	1
36	37	1	General	0	128	128	1
36	37	1	General	8	128	128	1
36	37	1	General	15	128	128	1
37	38	0	General	0	2048	2048	1
37	38	0	General	8	2048	2048	1
37	38	0	General	15	2048	2048	1
37	38	1	General	0	16	16	1
37	38	1	General	1024	16	16	1
37	38	1	General	2047	16	16	1
38	39	0	Unique	0	1	1	1
38	39	0	Unique	1024	1	1	1
38	39	0	Unique	2047	1	1	1
38	39	1	General	0	4	4	1
38	39	1	General	256	4	4	1
38	39	1	General	511	4	4	1
37	40	0	General	0	2048	2048	1
37	40	0	General	8	2048	2048	1
37	40	0	General	15	2048	2048	1
37	40	1	General	0	16	16	1
37	40	1	General	1024	16	16	1
37	40	1	General	2047	16	16	1
40	41	0	Unique	0	1	1	1
40	41	0	Unique	1024	1	1	1
40	41	0	Unique	2047	1	1	1
40	41	1	General	0	4	4	1
40	41	1	General	256	4	4	1
40	41	1	General	511	4	4	1
39	42	0	General	0	16	16	1
39	42	0	General	256	16	16	1
39	42	0	General	511	16	16	1
39	42	1	General	0	512	512	1
39	42	1	General	8	512	512	1
39	42	1	General	15	512	512	1
41	42	0	General	0	16	16	1
41	42	0	General	256	16	16	1
41	42	0	General	511	16	16	1
41	42	1	General	0	512	512	1
41	42	1	General	8	512	512	1
41	42	1	General	15	512	512	1
42	43	0	General	0	512	512	1
42	43	0	General	8	512	512	1
42	43	0	General	15	512	512	1
42	43	1	General	0	16	16	1
42	43	1	General	256	16	16	1
42	43	1	General	511	16	16	1
36	44	0	Unique	0	1	1	1
36	44	0	Unique	64	1	1	1
36	44	0	Unique	127	1	1	1
36	44	1	Unique	0	1	1	1
36	44	1	Unique	64	1	1	1
36	44	1	Unique	127	1	1	1
43	44	0	Unique	0	1	1	1
43	44	0	Unique	256	1	1	1
43	44	0	Unique	511	1	1	1
43	44	1	General	0	4	4	1
43	44	1	General	64	4	4	1
43	44	1	General	127	4	4	1
44	45	0	General	0	16	16	1
44	45	0	General	64	16	16	1
44	45	0	General	127	16	16	1
44	45	1	General	0	128	128	1
44	45	1	General	8	128	128	1
44	45	1	General	15	128	128	1
45	46	0	General	0	512	512	1
45	46	0	General	8	512	512	1
45	46	0	General	15	512	512	1
45	46	1	General	0	16	16	1
45	46	1	General	256	16	16	1
45	46	1	General	511	16	16	1
46	47	0	Unique	0	1	1	1
46	47	0	Unique	256	1	1	1
46	47	0	Unique	511	1	1	1
46	47	1	General	0	4	4	1
46	47	1	General	64	4	4	1
46	47	1	General	127	4	4	1
45	48	0	General	0	128	128	1
45	48	0	General	8	128	128	1
45	48	0	General	15	128	128	1
45	48	1	General	0	16	16	1
45	48	1	General	64	16	16	1
45	48	1	General	127	16	16	1
48	49	0	Unique	0	1	1	1
48	49	0	Unique	64	1	1	1
48	49	0	Unique	127	1	1	1
48	49	1	General	0	4	4	1
48	49	1	General	16	4	4	1
48	49	1	General	31	4	4	1
45	50	0	General	0	128	128	1
45	50	0	General	8	128	128	1
45	50	0	General	15	128	128	1
45	50	1	General	0	16	16	1
45	50	1	General	64	16	16	1
45	50	1	General	127	16	16	1
50	51	0	Unique	0	1	1	1
50	51	0	Unique	64	1	1	1
50	51	0	Unique	127	1	1	1
50	51	1	General	0	4	4	1
50	51	1	General	16	4	4	1
50	51	1	General	31	4	4	1
47	52	0	General	0	16	16	1
47	52	0	General	64	16	16	1
47	52	0	General	127	16	16	1
47	52	1	General	0	4	4	1
47	52	1	General	256	4	4	1
47	52	1	General	511	4	4	1
49	53	0	General	0	16	16	1
49	53	0	General	16	16	16	1
49	53	0	General	31	16	16	1
49	53	1	General	0	4	4	1
49	53	1	General	64	4	4	1
49	53	1	General	127	4	4	1
53	54	0	Unique	0	1	1	1
53	54	0	Unique	64	1	1	1
53	54	0	Unique	127	1	1	1
53	54	1	Unique	0	1	1	1
53	54	1	Unique	64	1	1	1
53	54	1	Unique	127	1	1	1
51	55	0	General	0	16	16	1
51	55	0	General	16	16	16	1
51	55	0	General	31	16	16	1
51	55	1	General	0	4	4	1
51	55	1	General	64	4	4	1
51	55	1	General	127	4	4	1
52	56	0	Unique	0	1	1	1
52	56	0	Unique	256	1	1	1
52	56	0	Unique	511	1	1	1
52	56	1	Unique	0	1	1	1
52	56	1	Unique	256	1	1	1
52	56	1	Unique	511	1	1	1
54	56	0	General	0	64	64	1
54	56	0	General	64	64	64	1
54	56	0	General	127	64	64	1
54	56	1	General	0	16	16	1
54	56	1	General	256	16	16	1
54	56	1	General	511	16	16	1
55	56	0	General	0	64	64	1
55	56	0	General	64	64	64	1
55	56	0	General	127	64	64	1
55	56	1	General	0	16	16	1
55	56	1	General	256	16	16	1
55	56	1	General	511	16	16	1
56	57	0	General	0	128	128	1
56	57	0	General	256	128	128	1
56	57	0	General	511	128	128	1
56	57	1	General	0	128	128	1
56	57	1	General	256	128	128	1
56	57	1	General	511	128	128	1
44	58	0	Unique	0	1	1	1
44	58	0	Unique	64	1	1	1
44	58	0	Unique	127	1	1	1
44	58	1	Unique	0	1	1	1
44	58	1	Unique	64	1	1	1
44	58	1	Unique	127	1	1	1
57	58	0	Unique	0	1	1	1
57	58	0	Unique	256	1	1	1
57	58	0	Unique	511	1	1	1
57	58	1	General	0	4	4	1
57	58	1	General	64	4	4	1
57	58	1	General	127	4	4	1
58	59	0	General	0	16	16	1
58	59	0	General	64	16	16	1
58	59	0	General	127	16	16	1
58	59	1	General	0	128	128	1
58	59	1	General	8	128	128	1
58	59	1	General	15	128	128	1
59	60	0	General	0	2048	2048	1
59	60	0	General	8	2048	2048	1
59	60	0	General	15	2048	2048	1
59	60	1	General	0	16	16	1
59	60	1	General	1024	16	16	1
59	60	1	General	2047	16	16	1
60	61	0	Unique	0	1	1	1
60	61	0	Unique	1024	1	1	1
60	61	0	Unique	2047	1	1	1
60	61	1	General	0	4	4	1
60	61	1	General	256	4	4	1
60	61	1	General	511	4	4	1
59	62	0	General	0	2048	2048	1
59	62	0	General	8	2048	2048	1
59	62	0	General	15	2048	2048	1
59	62	1	General	0	16	16	1
59	62	1	General	1024	16	16	1
59	62	1	General	2047	16	16	1
62	63	0	Unique	0	1	1	1
62	63	0	Unique	1024	1	1	1
62	63	0	Unique	2047	1	1	1
62	63	1	General	0	4	4	1
62	63	1	General	256	4	4	1
62	63	1	General	511	4	4	1
61	64	0	General	0	16	16	1
61	64	0	General	256	16	16	1
61	64	0	General	511	16	16	1
61	64	1	General	0	512	512	1
61	64	1	General	8	512	512	1
61	64	1	General	15	512	512	1
63	64	0	General	0	16	16	1
63	64	0	General	256	16	16	1
63	64	0	General	511	16	16	1
63	64	1	General	0	512	512	1
63	64	1	General	8	512	512	1
63	64	1	General	15	512	512	1
64	65	0	General	0	512	512	1
64	65	0	General	8	512	512	1
64	65	0	General	15	512	512	1
64	65	1	General	0	16	16	1
64	65	1	General	256	16	16	1
64	65	1	General	511	16	16	1
58	66	0	Unique	0	1	1	1
58	66	0	Unique	64	1	1	1
58	66	0	Unique	127	1	1	1
58	66	1	Unique	0	1	1	1
58	66	1	Unique	64	1	1	1
58	66	1	Unique	127	1	1	1
65	66	0	Unique	0	1	1	1
65	66	0	Unique	256	1	1	1
65	66	0	Unique	511	1	1	1
65	66	1	General	0	4	4	1
65	66	1	General	64	4	4	1
65	66	1	General	127	4	4	1
66	67	0	General	0	16	16	1
66	67	0	General	64	16	16	1
66	67	0	General	127	16	16	1
66	67	1	General	0	128	128	1
66	67	1	General	8	128	128	1
66	67	1	General	15	128	128	1
67	68	0	General	0	512	512	1
67	68	0	General	8	512	512	1
67	68	0	General	15	512	512	1
67	68	1	General	0	16	16	1
67	68	1	General	256	16	16	1
67	68	1	General	511	16	16	1
68	69	0	Unique	0	1	1	1
68	69	0	Unique	256	1	1	1
68	69	0	Unique	511	1	1	1
68	69	1	General	0	4	4	1
68	69	1	General	64	4	4	1
68	69	1	General	127	4	4	1
67	70	0	General	0	128	128	1
67	70	0	General	8	128	128	1
67	70	0	General	15	128	128	1
67	70	1	General	0	16	16	1
67	70	1	General	64	16	16	1
67	70	1	General	127	16	16	1
70	71	0	Unique	0	1	1	1
70	71	0	Unique	64	1	1	1
70	71	0	Unique	127	1	1	1
70	71	1	General	0	4	4	1
70	71	1	General	16	4	4	1
70	71	1	General	31	4	4	1
67	72	0	General	0	128	128	1
67	72	0	General	8	128	128	1
67	72	0	General	15	128	128	1
67	72	1	General	0	16	16	1
67	72	1	General	64	16	16	1
67	72	1	General	127	16	16	1
72	73	0	Unique	0	1	1	1
72	73	0	Unique	64	1	1	1
72	73	0	Unique	127	1	1	1
72	73	1	General	0	4	4	1
72	73	1	General	16	4	4	1
72	73	1	General	31	4	4	1
69	74	0	General	0	16	16	1
69	74	0	General	64	16	16	1
69	74	0	General	127	16	16	1
69	74	1	General	0	4	4	1
69	74	1	General	256	4	4	1
69	74	1	General	511	4	4	1
71	75	0	General	0	16	16	1
71	75	0	General	16	16	16	1
71	75	0	General	31	16	16	1
71	75	1	General	0	4	4	1
71	75	1	General	64	4	4	1
71	75	1	General	127	4	4	1
75	76	0	Unique	0	1	1	1
75	76	0	Unique	64	1	1	1
75	76	0	Unique	127	1	1	1
75	76	1	Unique	0	1	1	1
75	76	1	Unique	64	1	1	1
75	76	1	Unique	127	1	1	1
73	77	0	General	0	16	16	1
73	77	0	General	16	16	16	1
73	77	0	General	31	16	16	1
73	77	1	General	0	4	4	1
73	77	1	General	64	4	4	1
73	77	1	General	127	4	4	1
74	78	0	Unique	0	1	1	1
74	78	0	Unique	256	1	1	1
74	78	0	Unique	511	1	1	1
74	78	1	Unique	0	1	1	1
74	78	1	Unique	256	1	1	1
74	78	1	Unique	511	1	1	1
76	78	0	General	0	64	64	1
76	78	0	General	64	64	64	1
76	78	0	General	127	64	64	1
76	78	1	General	0	16	16	1
76	78	1	General	256	16	16	1
76	78	1	General	511	16	16	1
77	78	0	General	0	64	64	1
77	78	0	General	64	64	64	1
77	78	0	General	127	64	64	1
77	78	1	General	0	16	16	1
77	78	1	General	256	16	16	1
77	78	1	General	511	16	16	1
78	79	0	General	0	128	128	1
78	79	0	General	256	128	128	1
78	79	0	General	511	128	128	1
78	79	1	General	0	128	128	1
78	79	1	General	256	128	128	1
78	79	1	General	511	128	128	1
66	80	0	Unique	0	1	1	1
66	80	0	Unique	64	1	1	1
66	80	0	Unique	127	1	1	1
66	80	1	Unique	0	1	1	1
66	80	1	Unique	64	1	1	1
66	80	1	Unique	127	1	1	1
79	80	0	Unique	0	1	1	1
79	80	0	Unique	256	1	1	1
79	80	0	Unique	511	1	1	1
79	80	1	General	0	4	4	1
79	80	1	General	64	4	4	1
79	80	1	General	127	4	4	1
80	81	0	General	0	16	16	1
80	81	0	General	64	16	16	1
80	81	0	General	127	16	16	1
80	81	1	General	0	128	128	1
80	81	1	General	8	128	128	1
80	81	1	General	15	128	128	1
81	82	0	General	0	2048	2048	1
81	82	0	General	8	2048	2048	1
81	82	0	General	15	2048	2048	1
81	82	1	General	0	16	16	1
81	82	1	General	1024	16	16	1
81	82	1	General	2047	16	16	1
82	83	0	Unique	0	1	1	1
82	83	0	Unique	1024	1	1	1
82	83	0	Unique	2047	1	1	1
82	83	1	General	0	4	4	1
82	83	1	General	256	4	4	1
82	83	1	General	511	4	4	1
81	84	0	General	0	2048	2048	1
81	84	0	General	8	2048	2048	1
81	84	0	General	15	2048	2048	1
81	84	1	General	0	16	16	1
81	84	1	General	1024	16	16	1
81	84	1	General	2047	16	16	1
84	85	0	Unique	0	1	1	1
84	85	0	Unique	1024	1	1	1
84	85	0	Unique	2047	1	1	1
84	85	1	General	0	4	4	1
84	85	1	General	256	4	4	1
84	85	1	General	511	4	4	1
83	86	0	General	0	16	16	1
83	86	0	General	256	16	16	1
83	86	0	General	511	16	16	1
83	86	1	General	0	512	512	1
83	86	1	General	8	512	512	1
83	86	1	General	15	512	512	1
85	86	0	General	0	16	16	1
85	86	0	General	256	16	16	1
85	86	0	General	511	16	16	1
85	86	1	General	0	512	512	1
85	86	1	General	8	512	512	1
85	86	1	General	15	512	512	1
86	87	0	General	0	512	512	1
86	87	0	General	8	512	512	1
86	87	0	General	15	512	512	1
86	87	1	General	0	16	16	1
86	87	1	General	256	16	16	1
86	87	1	General	511	16	16	1
80	88	0	Unique	0	1	1	1
80	88	0	Unique	64	1	1	1
80	88	0	Unique	127	1	1	1
80	88	1	Unique	0	1	1	1
80	88	1	Unique	64	1	1	1
80	88	1	Unique	127	1	1	1
87	88	0	Unique	0	1	1	1
87	88	0	Unique	256	1	1	1
87	88	0	Unique	511	1	1	1
87	88	1	General	0	4	4	1
87	88	1	General	64	4	4	1
87	88	1	General	127	4	4	1
88	89	0	General	0	16	16	1
88	89	0	General	64	16	16	1
88	89	0	General	127	16	16	1
88	89	1	General	0	128	128	1
88	89	1	General	8	128	128	1
88	89	1	General	15	128	128	1
89	90	0	General	0	512	512	1
89	90	0	General	8	512	512	1
89	90	0	General	15	512	512	1
89	90	1	General	0	16	16	1
89	90	1	General	256	16	16	1
89	90	1	General	511	16	16	1
90	91	0	Unique	0	1	1	1
90	91	0	Unique	256	1	1	1
90	91	0	Unique	511	1	1	1
90	91	1	General	0	4	4	1
90	91	1	General	64	4	4	1
90	91	1	General	127	4	4	1
89	92	0	General	0	128	128	1
89	92	0	General	8	128	128	1
89	92	0	General	15	128	128	1
89	92	1	General	0	16	16	1
89	92	1	General	64	16	16	1
89	92	1	General	127	16	16	1
92	93	0	Unique	0	1	1	1
92	93	0	Unique	64	1	1	1
92	93	0	Unique	127	1	1	1
92	93	1	General	0	4	4	1
92	93	1	General	16	4	4	1
92	93	1	General	31	4	4	1
89	94	0	General	0	128	128	1
89	94	0	General	8	128	128	1
89	94	0	General	15	128	128	1
89	94	1	General	0	16	16	1
89	94	1	General	64	16	16	1
89	94	1	General	127	16	16	1
94	95	0	Unique	0	1	1	1
94	95	0	Unique	64	1	1	1
94	95	0	Unique	127	1	1	1
94	95	1	General	0	4	4	1
94	95	1	General	16	4	4	1
94	95	1	General	31	4	4	1
91	96	0	General	0	16	16	1
91	96	0	General	64	16	16	1
91	96	0	General	127	16	16	1
91	96	1	General	0	4	4	1
91	96	1	General	256	4	4	1
91	96	1	General	511	4	4	1
93	97	0	General	0	16	16	1
93	97	0	General	16	16	16	1
93	97	0	General	31	16	16	1
93	97	1	General	0	4	4	1
93	97	1	General	64	4	4	1
93	97	1	General	127	4	4	1
97	98	0	Unique	0	1	1	1
97	98	0	Unique	64	1	1	1
97	98	0	Unique	127	1	1	1
97	98	1	Unique	0	1	1	1
97	98	1	Unique	64	1	1	1
97	98	1	Unique	127	1	1	1
95	99	0	General	0	16	16	1
95	99	0	General	16	16	16	1
95	99	0	General	31	16	16	1
95	99	1	General	0	4	4	1
95	99	1	General	64	4	4	1
95	99	1	General	127	4	4	1
96	100	0	Unique	0	1	1	1
96	100	0	Unique	256	1	1	1
96	100	0	Unique	511	1	1	1
96	100	1	Unique	0	1	1	1
96	100	1	Unique	256	1	1	1
96	100	1	Unique	511	1	1	1
98	100	0	General	0	64	64	1
98	100	0	General	64	64	64	1
98	100	0	General	127	64	64	1
98	100	1	General	0	16	16	1
98	100	1	General	256	16	16	1
98	100	1	General	511	16	16	1
99	100	0	General	0	64	64	1
99	100	0	General	64	64	64	1
99	100	0	General	127	64	64	1
99	100	1	General	0	16	16	1
99	100	1	General	256	16	16	1
99	100	1	General	511	16	16	1
100	101	0	General	0	128	128	1
100	101	0	General	256	128	128	1
100	101	0	General	511	128	128	1
100	101	1	General	0	128	128	1
100	101	1	General	256	128	128	1
100	101	1	General	511	128	128	1
88	102	0	Unique	0	1	1	1
88	102	0	Unique	64	1	1	1
88	102	0	Unique	127	1	1	1
88	102	1	Unique	0	1	1	1
88	102	1	Unique	64	1	1	1
88	102	1	Unique	127	1	1	1
101	102	0	Unique	0	1	1	1
101	102	0	Unique	256	1	1	1
101	102	0	Unique	511	1	1	1
101	102	1	General	0	4	4	1
101	102	1	General	64	4	4	1
101	102	1	General	127	4	4	1
102	103	0	General	0	16	16	1
102	103	0	General	64	16	16	1
102	103	0	General	127	16	16	1
102	103	1	General	0	128	128	1
102	103	1	General	8	128	128	1
102	103	1	General	15	128	128	1
103	104	0	General	0	2048	2048	1
103	104	0	General	8	2048	2048	1
103	104	0	General	15	2048	2048	1
103	104	1	General	0	16	16	1
103	104	1	General	1024	16	16	1
103	104	1	General	2047	16	16	1
104	105	0	Unique	0	1	1	1
104	105	0	Unique	1024	1	1	1
104	105	0	Unique	2047	1	1	1
104	105	1	General	0	4	4	1
104	105	1	General	256	4	4	1
104	105	1	General	511	4	4	1
103	106	0	General	0	2048	2048	1
103	106	0	General	8	2048	2048	1
103	106	0	General	15	2048	2048	1
103	106	1	General	0	16	16	1
103	106	1	General	1024	16	16	1
103	106	1	General	2047	16	16	1
106	107	0	Unique	0	1	1	1
106	107	0	Unique	1024	1	1	1
106	107	0	Unique	2047	1	1	1
106	107	1	General	0	4	4	1
106	107	1	General	256	4	4	1
106	107	1	General	511	4	4	1
105	108	0	General	0	16	16	1
105	108	0	General	256	16	16	1
105	108	0	General	511	16	16	1
105	108	1	General	0	512	512	1
105	108	1	General	8	512	512	1
105	108	1	General	15	512	512	1
107	108	0	General	0	16	16	1
107	108	0	General	256	16	16	1
107	108	0	General	511	16	16	1
107	108	1	General	0	512	512	1
107	108	1	General	8	512	512	1
107	108	1	General	15	512	512	1
108	109	0	General	0	512	512	1
108	109	0	General	8	512	512	1
108	109	0	General	15	512	512	1
108	109	1	General	0	16	16	1
108	109	1	General	256	16	16	1
108	109	1	General	511	16	16	1
102	110	0	Unique	0	1	1	1
102	110	0	Unique	64	1	1	1
102	110	0	Unique	127	1	1	1
102	110	1	Unique	0	1	1	1
102	110	1	Unique	64	1	1	1
102	110	1	Unique	127	1	1	1
109	110	0	Unique	0	1	1	1
109	110	0	Unique	256	1	1	1
109	110	0	Unique	511	1	1	1
109	110	1	General	0	4	4	1
109	110	1	General	64	4	4	1
109	110	1	General	127	4	4	1
110	111	0	General	0	16	16	1
110	111	0	General	64	16	16	1
110	111	0	General	127	16	16	1
110	111	1	General	0	128	128	1
110	111	1	General	8	128	128	1
110	111	1	General	15	128	128	1
111	112	0	General	0	512	512	1
111	112	0	General	8	512	512	1
111	112	0	General	15	512	512	1
111	112	1	General	0	16	16	1
111	112	1	General	256	16	16	1
111	112	1	General	511	16	16	1
112	113	0	Unique	0	1	1	1
112	113	0	Unique	256	1	1	1
112	113	0	Unique	511	1	1	1
112	113	1	General	0	4	4	1
112	113	1	General	64	4	4	1
112	113	1	General	127	4	4	1
111	114	0	General	0	128	128	1
111	114	0	General	8	128	128	1
111	114	0	General	15	128	128	1
111	114	1	General	0	16	16	1
111	114	1	General	64	16	16	1
111	114	1	General	127	16	16	1
114	115	0	Unique	0	1	1	1
114	115	0	Unique	64	1	1	1
