wait_index	producer	group
1918	28	0
1919	28	1
1920	28	2
1921	28	3
1922	0	0
1923	0	1
1924	0	2
1925	0	3
1926	1	4294967295
1927	4	5
1928	6	4294967295
1929	7	4294967295
1930	8	0
1931	8	1
1932	8	2
1933	8	3
1934	8	4
1935	8	6
1936	8	7
1937	8	8
1938	8	9
1939	8	10
1940	8	11
1941	8	12
1942	8	13
1943	8	14
1944	8	15
1945	10	0
1946	10	1
1947	10	2
1948	10	3
1949	13	0
1950	13	1
1951	13	2
1952	13	3
1953	15	0
1954	15	1
1955	15	2
1956	15	3
1957	16	4294967295
1958	19	5
1959	21	4294967295
1960	22	4294967295
1961	23	0
1962	23	1
1963	23	2
1964	23	3
1965	23	4
1966	23	6
1967	23	7
1968	23	8
1969	23	9
1970	23	10
1971	23	11
1972	23	12
1973	23	13
1974	23	14
1975	23	15
1976	25	0
1977	25	1
1978	25	2
1979	25	3
1980	28	0
1981	28	1
1982	28	2
1983	28	3
1984	0	0
1985	0	1
1986	0	2
1987	0	3
1988	1	4294967295
1989	4	6
1990	6	4294967295
1991	7	4294967295
1992	8	0
1993	8	1
1994	8	2
1995	8	3
1996	8	4
1997	8	5
1998	8	7
1999	8	8
2000	8	9
2001	8	10
2002	8	11
2003	8	12
2004	8	13
2005	8	14
2006	8	15
2007	10	0
2008	10	1
2009	10	2
2010	10	3
2011	13	0
2012	13	1
2013	13	2
2014	13	3
2015	15	0
2016	15	1
2017	15	2
2018	15	3
2019	16	4294967295
2020	19	6
2021	21	4294967295
2022	22	4294967295
2023	23	0
2024	23	1
2025	23	2
2026	23	3
2027	23	4
2028	23	5
2029	23	7
2030	23	8
2031	23	9
2032	23	10
2033	23	11
2034	23	12
2035	23	13
2036	23	14
2037	23	15
2038	25	0
2039	25	1
2040	25	2
2041	25	3
2042	28	0
2043	28	1
2044	28	2
2045	28	3
2046	0	0
2047	0	1
2048	0	2
2049	0	3
2050	1	4294967295
2051	4	7
2052	6	4294967295
2053	7	4294967295
2054	8	0
2055	8	1
2056	8	2
2057	8	3
2058	8	4
2059	8	5
2060	8	6
2061	8	8
2062	8	9
2063	8	10
2064	8	11
2065	8	12
2066	8	13
2067	8	14
2068	8	15
2069	10	0
2070	10	1
2071	10	2
2072	10	3
2073	13	0
2074	13	1
2075	13	2
2076	13	3
2077	15	0
2078	15	1
2079	15	2
2080	15	3
2081	16	4294967295
2082	19	7
2083	21	4294967295
2084	22	4294967295
2085	23	0
2086	23	1
2087	23	2
2088	23	3
2089	23	4
2090	23	5
2091	23	6
2092	23	8
2093	23	9
2094	23	10
2095	23	11
2096	23	12
2097	23	13
2098	23	14
2099	23	15
2100	25	0
2101	25	1
