slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	prefetch_wait_cycles	prefetch_issued
0	1	0	0	0	1	0	1789825671235512320	9213838729678	1789825671235514368	9213838734202	1789825671235514368	9213838734202	1789825671235518464	9213838745951	1789825671235519488	9213838749943	1789825671235519488	9213838750062	0	0	0	0	2204	1
1	0	32	16	16	1	1536	1789825671235521536	9213838755035	1789825671235522560	9213838758265	1789825671235522560	9213838759150	1789825671235586048	9213838932133	1789825671235587072	9213838934322	1789825671235587072	9213838934438	9213838759582	9213838932036	110847	256	452	0
2	2	0	0	0	1	0	1789825671235590144	9213838944113	1789825671235591168	9213838946691	1789825671235591168	9213838946691	1789825671235592192	9213838948776	1789825671235592192	9213838948809	1789825671235592192	9213838949132	0	0	0	0	291	0
3	2	0	0	0	1	0	1789825671235658752	9213839134720	1789825671235659776	9213839136884	1789825671235659776	9213839136884	1789825671235660800	9213839139019	1789825671235660800	9213839139049	1789825671235660800	9213839139569	0	0	0	0	463	0
4	5	0	0	0	1	0	1789825671235662848	9213839146564	1789825671235663872	9213839149545	1789825671235663872	9213839149545	1789825671235668992	9213839161478	1789825671235668992	9213839161508	1789825671235668992	9213839162263	0	0	0	0	1339	0
5	0	32	16	16	1	1536	1789825671235671040	9213839169076	1789825671235672064	9213839172317	1789825671235673088	9213839173279	1789825671235738624	9213839355765	1789825671235739648	9213839357465	1789825671235739648	9213839357589	9213839173774	9213839355670	115311	256	281	0
6	1	0	0	0	1	0	1789825671235744768	9213839370841	1789825671235745792	9213839376319	1789825671235745792	9213839376319	1789825671235750912	9213839387958	1789825671235751936	9213839391876	1789825671235751936	9213839391992	0	0	0	0	3193	1
7	0	32	16	16	1	1536	1789825671235753984	9213839396632	1789825671235755008	9213839399958	1789825671235755008	9213839401861	1789825671235816448	9213839569737	1789825671235816448	9213839571872	1789825671235816448	9213839571989	9213839402010	9213839569618	108943	256	927	0
8	0	32	16	16	1	1536	1789825671235817472	9213839574784	1789825671235819520	9213839577858	1789825671235819520	9213839579386	1789825671235880960	9213839748962	1789825671235880960	9213839750447	1789825671235881984	9213839750729	9213839579396	9213839748872	107234	256	282	0
9	0	32	16	16	1	1536	1789825671235883008	9213839753818	1789825671235883008	9213839756112	1789825671235884032	9213839757052	1789825671235945472	9213839927570	1789825671235945472	9213839929097	1789825671235946496	9213839929343	9213839757467	9213839927473	108649	256	292	0
10	0	32	16	16	1	1536	1789825671235947520	9213839932432	1789825671235948544	9213839934858	1789825671235948544	9213839935913	1789825671236009984	9213840106776	1789825671236011008	9213840108262	1789825671236011008	9213840108517	9213839936235	9213840106632	108999	256	302	0
11	0	32	16	16	1	1536	1789825671236012032	9213840111598	1789825671236013056	9213840113998	1789825671236013056	9213840114910	1789825671236075520	9213840286180	1789825671236075520	9213840288335	1789825671236075520	9213840288462	9213840115066	9213840286064	109770	256	482	0
12	0	32	16	16	1	1536	1789825671236077568	9213840292808	1789825671236078592	9213840296245	1789825671236079616	9213840297097	1789825671236141056	9213840469669	1789825671236142080	9213840471145	1789825671236142080	9213840471399	9213840297136	9213840469563	109997	256	293	0
13	0	32	16	16	1	1536	1789825671236143104	9213840474425	1789825671236144128	9213840477453	1789825671236144128	9213840478439	1789825671236204544	9213840644670	1789825671236205568	9213840646177	1789825671236205568	9213840646408	9213840479011	9213840644576	109499	256	288	0
14	4	0	0	0	1	0	1789825671236214784	9213840673590	1789825671236215808	9213840675816	1789825671236215808	9213840675816	1789825671236261888	9213840803093	1789825671236261888	9213840803123	1789825671236261888	9213840803239	0	0	0	0	993	0
15	0	32	16	16	1	1536	1789825671236263936	9213840808063	1789825671236264960	9213840812291	1789825671236264960	9213840813421	1789825671236493312	9213841441669	1789825671236494336	9213841444558	1789825671236494336	9213841444676	9213840813838	9213841441576	403586	896	1049	0
16	1	0	0	0	1	0	1789825671236496384	9213841452810	1789825671236498432	9213841456927	1789825671236498432	9213841456927	1789825671236502528	9213841468553	1789825671236503552	9213841472475	1789825671236503552	9213841472591	0	0	0	0	1787	1
17	0	32	16	16	1	1536	1789825671236505600	9213841478070	1789825671236507648	9213841481681	1789825671236507648	9213841482788	1789825671236569088	9213841651834	1789825671236570112	9213841653301	1789825671236570112	9213841653418	9213841484003	9213841651739	105898	256	700	0
18	2	0	0	0	1	0	1789825671236572160	9213841659977	1789825671236573184	9213841662881	1789825671236573184	9213841662881	1789825671236574208	9213841664762	1789825671236574208	9213841664794	1789825671236574208	9213841665161	0	0	0	0	321	0
19	2	0	0	0	1	0	1789825671236640768	9213841851060	1789825671236641792	9213841853119	1789825671236641792	9213841853119	1789825671236642816	9213841855649	1789825671236642816	9213841855679	1789825671236642816	9213841855795	0	0	0	0	724	0
20	5	0	0	0	1	0	1789825671236644864	9213841862789	1789825671236645888	9213841865867	1789825671236645888	9213841865867	1789825671236649984	9213841876428	1789825671236649984	9213841876459	1789825671236649984	9213841876575	0	0	0	0	1439	0
21	0	32	16	16	1	1536	1789825671236653056	9213841885120	1789825671236654080	9213841888517	1789825671236655104	9213841890422	1789825671236716544	9213842058988	1789825671236717568	9213842061208	1789825671236717568	9213842061324	9213841890699	9213842058895	106630	256	422	0
22	1	0	0	0	1	0	1789825671236721664	9213842072300	1789825671236723712	9213842077771	1789825671236723712	9213842077771	1789825671236727808	9213842089790	1789825671236728832	9213842093698	1789825671236728832	9213842093815	0	0	0	0	4303	1
23	0	32	16	16	1	1536	1789825671236730880	9213842098954	1789825671236731904	9213842101778	1789825671236732928	9213842103314	1789825671236794368	9213842274412	1789825671236794368	9213842275165	1789825671236794368	9213842275282	9213842103999	9213842274314	108493	256	279	0
24	0	32	16	16	1	1536	1789825671236795392	9213842278148	1789825671236796416	9213842281150	1789825671236797440	9213842282054	1789825671236858880	9213842454072	1789825671236859904	9213842455840	1789825671236859904	9213842456114	9213842282553	9213842453977	106928	256	279	0
25	0	32	16	16	1	1536	1789825671236860928	9213842459081	1789825671236861952	9213842462617	1789825671236862976	9213842463634	1789825671236925440	9213842636134	1789825671236925440	9213842637848	1789825671236925440	9213842638096	9213842463776	9213842636043	107918	256	279	0
26	0	32	16	16	1	1536	1789825671236927488	9213842641592	1789825671236927488	9213842643959	1789825671236928512	9213842645099	1789825671236989952	9213842815907	1789825671236990976	9213842817579	1789825671236990976	9213842817696	9213842645502	9213842815810	107941	256	301	0
27	0	32	16	16	1	1536	1789825671236992000	9213842820437	1789825671236993024	9213842824045	1789825671236993024	9213842824999	1789825671237054464	9213842994497	1789825671237055488	9213842996016	1789825671237055488	9213842996288	9213842825306	9213842994402	108168	256	282	0
28	0	32	16	16	1	1536	1789825671237056512	9213842999566	1789825671237057536	9213843002720	1789825671237058560	9213843003651	1789825671237118976	9213843170381	1789825671237118976	9213843171878	1789825671237118976	9213843172120	9213843003661	9213843170262	108431	256	297	0
29	0	32	16	16	1	1536	1789825671237120000	9213843175247	1789825671237122048	9213843179533	1789825671237122048	9213843180507	1789825671237182464	9213843348535	1789825671237183488	9213843350053	1789825671237183488	9213843350319	9213843180681	9213843348407	107039	256	541	0
30	4	0	0	0	1	0	1789825671237193728	9213843377312	1789825671237193728	9213843379444	1789825671237193728	9213843379444	1789825671237240832	9213843508908	1789825671237240832	9213843508942	1789825671237240832	9213843509058	0	0	0	0	984	0
31	0	32	16	16	1	1536	1789825671237242880	9213843514176	1789825671237243904	9213843518153	1789825671237244928	9213843519936	1789825671237470208	9213844142631	1789825671237471232	9213844145082	1789825671237471232	9213844145198	9213843520228	9213844142519	404030	896	545	0
32	1	0	0	0	1	0	1789825671237475328	9213844157741	1789825671237477376	9213844163490	1789825671237477376	9213844163490	1789825671237482496	9213844175239	1789825671237483520	9213844179157	1789825671237483520	9213844179274	0	0	0	0	4584	1
33	0	32	16	16	1	1536	1789825671237485568	9213844184178	1789825671237486592	9213844187242	1789825671237486592	9213844188274	1789825671237549056	9213844360038	1789825671237550080	9213844361727	1789825671237550080	9213844361844	9213844188323	9213844359933	109678	256	726	0
34	2	0	0	0	1	0	1789825671237552128	9213844368068	1789825671237553152	9213844370367	1789825671237553152	9213844370367	1789825671237553152	9213844372304	1789825671237553152	9213844372334	1789825671237553152	9213844372728	0	0	0	0	1030	0
35	2	0	0	0	1	0	1789825671237619712	9213844556325	1789825671237620736	9213844559517	1789825671237620736	9213844559517	1789825671237621760	9213844561845	1789825671237621760	9213844561875	1789825671237621760	9213844561992	0	0	0	0	291	0
36	5	0	0	0	1	0	1789825671237623808	9213844568500	1789825671237624832	9213844571144	1789825671237624832	9213844571144	1789825671237629952	9213844582940	1789825671237629952	9213844582970	1789825671237629952	9213844583119	0	0	0	0	1011	0
37	0	32	16	16	1	1536	1789825671237632000	9213844589797	1789825671237633024	9213844592547	1789825671237633024	9213844593908	1789825671237694464	9213844761356	1789825671237695488	9213844763323	1789825671237695488	9213844763440	9213844594103	9213844761258	107697	256	286	0
38	1	0	0	0	1	0	1789825671237699584	9213844774785	1789825671237700608	9213844778825	1789825671237700608	9213844778825	1789825671237704704	9213844790539	1789825671237706752	9213844794444	1789825671237706752	9213844794560	0	0	0	0	2881	1
39	0	32	16	16	1	1536	1789825671237708800	9213844800098	1789825671237709824	9213844803800	1789825671237709824	9213844805474	1789825671237772288	9213844978059	1789825671237773312	9213844979845	1789825671237773312	9213844980131	9213844806023	9213844977942	112739	256	279	0
40	0	32	16	16	1	1536	1789825671237774336	9213844983280	1789825671237776384	9213844987484	1789825671237776384	9213844988585	1789825671237837824	9213845159272	1789825671237838848	9213845160643	1789825671237838848	9213845160918	9213844988842	9213845159181	107855	256	279	0
41	0	32	16	16	1	1536	1789825671237839872	9213845164036	1789825671237840896	9213845167429	1789825671237841920	9213845168382	1789825671237902336	9213845336296	1789825671237903360	9213845338391	1789825671237903360	9213845338508	9213845168446	9213845336205	109883	256	279	0
42	0	32	16	16	1	1536	1789825671237904384	9213845341269	1789825671237905408	9213845344272	1789825671237905408	9213845345278	1789825671237966848	9213845514010	1789825671237966848	9213845515774	1789825671237966848	9213845516051	9213845345362	9213845513916	109848	256	279	0
43	0	32	16	16	1	1536	1789825671237968896	9213845519319	1789825671237969920	9213845523399	1789825671237969920	9213845524471	1789825671238031360	9213845693922	1789825671238032384	9213845695697	1789825671238032384	9213845695973	9213845524481	9213845693811	107800	256	600	0
44	0	32	16	16	1	1536	1789825671238033408	9213845699169	1789825671238034432	9213845701961	1789825671238035456	9213845702975	1789825671238095872	9213845871565	1789825671238096896	9213845873282	1789825671238096896	9213845873533	9213845702985	9213845871475	107621	256	322	0
45	0	32	16	16	1	1536	1789825671238097920	9213845876618	1789825671238098944	9213845879106	1789825671238098944	9213845879931	1789825671238159360	9213846046282	1789825671238159360	9213846048002	1789825671238159360	9213846048279	9213845880048	9213846046177	107885	256	314	0
46	4	0	0	0	1	0	1789825671238170624	9213846077468	1789825671238171648	9213846079631	1789825671238171648	9213846079631	1789825671238217728	9213846207624	1789825671238217728	9213846207654	1789825671238217728	9213846207770	0	0	0	0	987	0
47	0	32	16	16	1	1536	1789825671238218752	9213846212998	1789825671238219776	9213846215808	1789825671238220800	9213846218011	1789825671238447104	9213846841483	1789825671238447104	9213846843348	1789825671238447104	9213846843477	9213846218028	9213846841375	405158	896	287	0
48	1	0	0	0	1	0	1789825671238450176	9213846851608	1789825671238452224	9213846857354	1789825671238452224	9213846857354	1789825671238457344	9213846869368	1789825671238458368	9213846873286	1789825671238458368	9213846873403	0	0	0	0	3543	1
49	0	32	16	16	1	1536	1789825671238460416	9213846877923	1789825671238461440	9213846881421	1789825671238461440	9213846882338	1789825671238521856	9213847047853	1789825671238522880	9213847049634	1789825671238522880	9213847049881	9213846882397	9213847047756	107780	256	740	0
50	0	32	16	16	1	1536	1789825671238523904	9213847052876	1789825671238524928	9213847057338	1789825671238525952	9213847058164	1789825671238597632	9213847259133	1789825671238598656	9213847260788	1789825671238598656	9213847261045	9213847058254	9213847259036	122393	256	291	0
51	2	0	0	0	1	0	1789825671238602752	9213847270747	1789825671238603776	9213847273707	1789825671238603776	9213847273707	1789825671238604800	9213847276419	1789825671238604800	9213847276449	1789825671238604800	9213847276679	0	0	0	0	753	0
52	5	0	0	0	1	0	1789825671238607872	9213847287187	1789825671238609920	9213847290707	1789825671238609920	9213847290707	1789825671238612992	9213847300970	1789825671238612992	9213847301000	1789825671238612992	9213847301396	0	0	0	0	291	0
53	0	32	16	16	1	1536	1789825671238616064	9213847309079	1789825671238617088	9213847312055	1789825671238618112	9213847313263	1789825671238679552	9213847483242	1789825671238680576	9213847485221	1789825671238680576	9213847485383	9213847313444	9213847483145	109096	256	704	0
54	1	0	0	0	1	0	1789825671238684672	9213847496927	1789825671238685696	9213847502034	1789825671238685696	9213847502034	1789825671238690816	9213847513672	1789825671238691840	9213847517591	1789825671238691840	9213847517707	0	0	0	0	3941	1
55	0	32	16	16	1	1536	1789825671238693888	9213847522539	1789825671238694912	9213847526312	1789825671238695936	9213847527900	1789825671238757376	9213847699913	1789825671238758400	9213847701692	1789825671238758400	9213847701958	9213847528090	9213847699819	109578	256	280	0
56	0	32	16	16	1	1536	1789825671238759424	9213847705275	1789825671238760448	9213847708981	1789825671238761472	9213847710160	1789825671238821888	9213847878463	1789825671238822912	9213847880534	1789825671238822912	9213847880681	9213847710170	9213847878361	107713	256	279	0
57	0	32	16	16	1	1536	1789825671238823936	9213847883842	1789825671238824960	9213847887171	1789825671238825984	9213847888104	1789825671238887424	9213848058309	1789825671238887424	9213848059021	1789825671238887424	9213848059138	9213847888341	9213848058219	110355	256	301	0
58	0	32	16	16	1	1536	1789825671238888448	9213848062032	1789825671238889472	9213848065206	1789825671238890496	9213848066120	1789825671238950912	9213848235569	1789825671238951936	9213848237304	1789825671238951936	9213848237420	9213848066130	9213848235466	107815	256	279	0
