slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1349	0	2823	1958	1827	131	6130	rmsnorm	8	1349	89	2734	1958
1	2	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2158	1052	9369	1245	946	299	13824	gemm	0	2158	2641	7780	1245
2	5	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1291	0	1542	159	30	129	2992	rope	0	1291	0	1542	159
3	6	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1129	0	988	160	30	130	2277	kvappend	0	1129	0	988	160
4	8	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1691	0	8122	160	30	130	9973	attention	2	1691	52	8070	160
5	9	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2185	997	9368	2000	1870	130	14550	gemm	0	2185	2313	8052	2000
6	10	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1286	0	2914	1939	1808	131	6139	rmsnorm	8	1286	89	2825	1939
7	11	0	0	1	32	16	64	1	6144	1024	1024	4096	0	0	0	6144	2185	1099	9553	1237	941	296	14074	gemm	0	2185	3122	7530	1237
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1313	0	6262	160	30	130	7735	elementwise	0	1313	0	6262	160
9	14	0	0	1	32	16	64	1	6144	1024	0	8192	0	0	0	9216	2161	1026	18385	2240	2111	129	23812	gemm	0	2161	4255	15156	2240
10	15	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1293	0	2911	1834	1703	131	6038	rmsnorm	8	1293	89	2822	1834
11	17	0	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2158	1017	9353	1229	930	299	13757	gemm	0	2158	2459	7911	1229
12	20	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1286	0	1584	159	30	129	3029	rope	0	1286	0	1584	159
13	21	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1128	0	934	160	30	130	2222	kvappend	0	1128	0	934	160
14	23	0	5	1	0	0	0	1	0	0	0	3072	1024	0	1024	4096	1680	0	8395	159	30	129	10234	attention	2	1680	52	8343	159
15	24	0	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2222	1019	9452	1533	1402	131	14226	gemm	0	2222	2523	7948	1533
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1371	0	2898	1862	1732	130	6131	rmsnorm	8	1371	89	2809	1862
17	26	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2233	1335	9262	1381	1250	131	14211	gemm	0	2233	2815	7782	1381
18	28	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1331	0	6439	159	30	129	7929	elementwise	0	1331	0	6439	159
19	29	0	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2225	1029	18316	1748	1618	130	23318	gemm	0	2225	4130	15215	1748
20	0	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1346	0	2907	1914	1784	130	6167	rmsnorm	8	1346	89	2818	1914
21	2	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2168	1029	9344	1252	946	306	13793	gemm	0	2168	2535	7838	1252
22	5	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1292	0	1557	159	30	129	3008	rope	0	1292	0	1557	159
