original	direct	bytes	sha256
docs/experiments/MODELS/llama_mlp/auto.cu	docs/experiments/MODELS/llama_mlp/direct_pt2.cu	213526	f6ae6e1251355544f6fb4eee5e3e0b405975719ef36fe096fb76cf4cbe16af34
