stage	tasks	first_ready_ns	first_start_ns	last_end_ns	run_total_ns	wait_total_ns	name	category	external_bytes	streaming_ns	wall_span_ns	space_excess_ns
198	1024	1790328532690039808	1790328532690039808	1790328532690065408	1011712	1225728	l0.s140.qknorm	norm	256.0	0.2608032332282129	25600	25599.73919676677
199	512	1790328532690033664	1790328532690034688	1790328532690049024	616448	2908160	l0.s141.qknorm	norm	256.0	0.2608032332282129	15360	15359.739196766772
200	256	1790328532690002944	1790328532690003968	1790328532690044928	3293184	256000	l0.s142.proj	proj	4194304.0	4273.00017321104	41984	37710.99982678896
201	128	1790328532690038784	1790328532690038784	1790328532690056192	402432	105472	l0.s142.proj.combine	combine	0.0	0.0	17408	17408.0
202	1024	1790328532690053120	1790328532690054144	1790328532690082816	878592	616448	l0.s143.rope	rope	128.0	0.13040161661410646	29696	29695.869598383386
203	512	1790328532690043904	1790328532690043904	1790328532690061312	459776	437248	l0.s144.rope	rope	128.0	0.13040161661410646	17408	17407.869598383386
204	512	1790328532690053120	1790328532690053120	1790328532690067456	378880	505856	l0.s145.append	append	131072.0	133.531255412845	14336	14202.468744587155
205	512	1790328532690056192	1790328532690056192	1790328532690070528	347136	441344	l0.s146.append	append	131072.0	133.531255412845	14336	14202.468744587155
206	1024	1790328532690071552	1790328532690071552	1790328532690101248	8849408	1545216	l0.s147.attn	attn	12288.0	12.51855519495422	29696	29683.481444805046
207	512	1790328532690102272	1790328532690102272	1790328532690134016	11942912	3425280	l0.s148.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
208	256	1790328532690123776	1790328532690123776	1790328532690142208	1000448	1222656	l0.s148.proj.combine	combine	0.0	0.0	18432	18432.0
209	64	1790328532690139136	1790328532690139136	1790328532690156544	428032	343040	l0.s149.norm	norm	4096.0	4.172851731651407	17408	17403.82714826835
210	1536	1790328532690150400	1790328532690150400	1790328532690292736	39064576	9108480	l0.s150.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
211	768	1790328532690263040	1790328532690263040	1790328532690345984	3208192	1288192	l0.s150.proj.combine	combine	0.0	0.0	82944	82944.0
212	1536	1790328532690207744	1790328532690207744	1790328532690338816	23280640	266240	l0.s151.proj	proj	25165824.0	25638.001039266244	131072	105433.99896073376
213	768	1790328532690272256	1790328532690273280	1790328532690360320	2580480	2539520	l0.s151.proj.combine	combine	0.0	0.0	88064	88064.0
214	64	1790328532690353152	1790328532690354176	1790328532690382848	1014784	2588672	l0.s152.act	act	0.0	0.0	29696	29696.0
215	512	1790328532690375680	1790328532690375680	1790328532690467840	31298560	23436288	l0.s153.proj	proj	25165824.0	25638.001039266244	92160	66521.99896073376
216	256	1790328532690432000	1790328532690432000	1790328532690475008	1383424	3954688	l0.s153.proj.combine	combine	0.0	0.0	43008	43008.0
217	64	1790328532690468864	1790328532690468864	1790328532690486272	422912	946176	l0.s154.norm	norm	4096.0	4.172851731651407	17408	17403.82714826835
218	512	1790328532690486272	1790328532690487296	1790328532690539520	12641280	8600576	l0.s155.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
219	256	1790328532690525184	1790328532690526208	1790328532690555904	879616	557056	l0.s155.proj.combine	combine	0.0	0.0	30720	30720.0
220	256	1790328532690479104	1790328532690479104	1790328532690525184	4950016	4992000	l0.s156.proj	proj	4194304.0	4273.00017321104	46080	41806.99982678896
221	128	1790328532690518016	1790328532690518016	1790328532690545664	549888	178176	l0.s156.proj.combine	combine	0.0	0.0	27648	27648.0
222	1024	1790328532690545664	1790328532690546688	1790328532690570240	993280	1267712	l0.s157.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
223	512	1790328532690541568	1790328532690542592	1790328532690552832	573440	3124224	l0.s158.qknorm	norm	256.0	0.2608032332282129	11264	11263.739196766772
224	256	1790328532690507776	1790328532690507776	1790328532690548736	3347456	256000	l0.s159.proj	proj	4194304.0	4273.00017321104	40960	36686.99982678896
225	128	1790328532690546688	1790328532690546688	1790328532690562048	373760	109568	l0.s159.proj.combine	combine	0.0	0.0	15360	15360.0
226	1024	1790328532690560000	1790328532690560000	1790328532690586624	877568	587776	l0.s160.rope	rope	128.0	0.13040161661410646	26624	26623.869598383386
227	512	1790328532690549760	1790328532690549760	1790328532690566144	452608	421888	l0.s161.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
228	512	1790328532690560000	1790328532690560000	1790328532690573312	373760	486400	l0.s162.append	append	131072.0	133.531255412845	13312	13178.468744587155
229	512	1790328532690562048	1790328532690562048	1790328532690576384	350208	460800	l0.s163.append	append	131072.0	133.531255412845	14336	14202.468744587155
230	1024	1790328532690577408	1790328532690577408	1790328532690608128	9515008	1438720	l0.s164.attn	attn	12288.0	12.51855519495422	30720	30707.481444805046
231	512	1790328532690609152	1790328532690609152	1790328532690640896	11891712	3805184	l0.s165.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
232	256	1790328532690631680	1790328532690632704	1790328532690649088	1022976	1187840	l0.s165.proj.combine	combine	0.0	0.0	17408	17408.0
233	64	1790328532690646016	1790328532690646016	1790328532690659328	381952	345088	l0.s166.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
234	1536	1790328532690658304	1790328532690658304	1790328532690801664	39458816	9377792	l0.s167.proj	proj	25165824.0	25638.001039266244	143360	117721.99896073376
235	768	1790328532690769920	1790328532690770944	1790328532690854912	3033088	1276928	l0.s167.proj.combine	combine	0.0	0.0	84992	84992.0
236	1536	1790328532690715648	1790328532690715648	1790328532690847744	23372800	235520	l0.s168.proj	proj	25165824.0	25638.001039266244	132096	106457.99896073376
237	768	1790328532690780160	1790328532690780160	1790328532690867200	2610176	2531328	l0.s168.proj.combine	combine	0.0	0.0	87040	87040.0
238	64	1790328532690860032	1790328532690861056	1790328532690889728	1007616	2525184	l0.s169.act	act	0.0	0.0	29696	29696.0
239	512	1790328532690883584	1790328532690883584	1790328532690974720	31492096	23348224	l0.s170.proj	proj	25165824.0	25638.001039266244	91136	65497.998960733756
240	256	1790328532690939904	1790328532690939904	1790328532690981888	1383424	3987456	l0.s170.proj.combine	combine	0.0	0.0	41984	41984.0
241	64	1790328532690973696	1790328532690973696	1790328532690995200	396288	859136	l0.s171.norm	norm	4096.0	4.172851731651407	21504	21499.82714826835
242	512	1790328532690995200	1790328532690995200	1790328532691045376	12494848	8723456	l0.s172.proj	proj	8388608.0	8546.00034642208	50176	41629.99965357792
243	256	1790328532691033088	1790328532691034112	1790328532691063808	939008	525312	l0.s172.proj.combine	combine	0.0	0.0	30720	30720.0
244	256	1790328532690982912	1790328532690982912	1790328532691030016	4928512	4719616	l0.s173.proj	proj	4194304.0	4273.00017321104	47104	42830.99982678896
245	128	1790328532691021824	1790328532691021824	1790328532691052544	520192	165888	l0.s173.proj.combine	combine	0.0	0.0	30720	30720.0
246	1024	1790328532691052544	1790328532691052544	1790328532691077120	1006592	1449984	l0.s174.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
247	512	1790328532691045376	1790328532691046400	1790328532691060736	573440	3110912	l0.s175.qknorm	norm	256.0	0.2608032332282129	15360	15359.739196766772
248	256	1790328532691014656	1790328532691015680	1790328532691056640	3326976	261120	l0.s176.proj	proj	4194304.0	4273.00017321104	41984	37710.99982678896
249	128	1790328532691050496	1790328532691051520	1790328532691069952	408576	106496	l0.s176.proj.combine	combine	0.0	0.0	19456	19456.0
250	1024	1790328532691066880	1790328532691067904	1790328532691095552	843776	623616	l0.s177.rope	rope	128.0	0.13040161661410646	28672	28671.869598383386
251	512	1790328532691056640	1790328532691056640	1790328532691073024	456704	418816	l0.s178.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
252	512	1790328532691066880	1790328532691066880	1790328532691080192	377856	498688	l0.s179.append	append	131072.0	133.531255412845	13312	13178.468744587155
253	512	1790328532691069952	1790328532691069952	1790328532691084288	361472	434176	l0.s180.append	append	131072.0	133.531255412845	14336	14202.468744587155
254	1024	1790328532691084288	1790328532691084288	1790328532691115008	9139200	1475584	l0.s181.attn	attn	12288.0	12.51855519495422	30720	30707.481444805046
255	512	1790328532691116032	1790328532691116032	1790328532691147776	11838464	3676160	l0.s182.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
256	256	1790328532691137536	1790328532691137536	1790328532691154944	1003520	1301504	l0.s182.proj.combine	combine	0.0	0.0	17408	17408.0
257	64	1790328532691152896	1790328532691153920	1790328532691166208	430080	301056	l0.s183.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
258	1536	1790328532691165184	1790328532691165184	1790328532691307520	39252992	9509888	l0.s184.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
259	768	1790328532691277824	1790328532691277824	1790328532691359744	3202048	1263616	l0.s184.proj.combine	combine	0.0	0.0	81920	81920.0
260	1536	1790328532691223552	1790328532691223552	1790328532691353600	23406592	266240	l0.s185.proj	proj	25165824.0	25638.001039266244	130048	104409.99896073376
261	768	1790328532691288064	1790328532691288064	1790328532691374080	2525184	2544640	l0.s185.proj.combine	combine	0.0	0.0	86016	86016.0
262	64	1790328532691366912	1790328532691367936	1790328532691401728	1068032	2497536	l0.s186.act	act	0.0	0.0	34816	34816.0
263	512	1790328532691391488	1790328532691392512	1790328532691488768	30853120	24982528	l0.s187.proj	proj	25165824.0	25638.001039266244	97280	71641.99896073376
264	256	1790328532691447808	1790328532691447808	1790328532691496960	1435648	4271104	l0.s187.proj.combine	combine	0.0	0.0	49152	49152.0
265	64	1790328532691482624	1790328532691482624	1790328532691511296	401408	1171456	l0.s188.norm	norm	4096.0	4.172851731651407	28672	28667.82714826835
266	512	1790328532691512320	1790328532691512320	1790328532691561472	12640256	10328064	l0.s189.proj	proj	8388608.0	8546.00034642208	49152	40605.99965357792
267	256	1790328532691550208	1790328532691550208	1790328532691580928	892928	536576	l0.s189.proj.combine	combine	0.0	0.0	30720	30720.0
268	256	1790328532691492864	1790328532691492864	1790328532691546112	4816896	5716992	l0.s190.proj	proj	4194304.0	4273.00017321104	53248	48974.99982678896
269	128	1790328532691533824	1790328532691533824	1790328532691570688	547840	216064	l0.s190.proj.combine	combine	0.0	0.0	36864	36864.0
270	1024	1790328532691569664	1790328532691569664	1790328532691594240	991232	1719296	l0.s191.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
271	512	1790328532691556352	1790328532691557376	1790328532691577856	564224	3514368	l0.s192.qknorm	norm	256.0	0.2608032332282129	21504	21503.73919676677
272	256	1790328532691531776	1790328532691531776	1790328532691573760	3340288	286720	l0.s193.proj	proj	4194304.0	4273.00017321104	41984	37710.99982678896
273	128	1790328532691562496	1790328532691562496	1790328532691586048	386048	116736	l0.s193.proj.combine	combine	0.0	0.0	23552	23552.0
274	1024	1790328532691585024	1790328532691585024	1790328532691611648	865280	619520	l0.s194.rope	rope	128.0	0.13040161661410646	26624	26623.869598383386
275	512	1790328532691573760	1790328532691573760	1790328532691590144	470016	428032	l0.s195.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
276	512	1790328532691585024	1790328532691585024	1790328532691597312	369664	497664	l0.s196.append	append	131072.0	133.531255412845	12288	12154.468744587155
277	512	1790328532691587072	1790328532691587072	1790328532691600384	372736	461824	l0.s197.append	append	131072.0	133.531255412845	13312	13178.468744587155
278	1024	1790328532691601408	1790328532691601408	1790328532691632128	9234432	1480704	l0.s198.attn	attn	12288.0	12.51855519495422	30720	30707.481444805046
279	512	1790328532691632128	1790328532691632128	1790328532691663872	11853824	3190784	l0.s199.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
280	256	1790328532691653632	1790328532691654656	1790328532691671040	1030144	1218560	l0.s199.proj.combine	combine	0.0	0.0	17408	17408.0
281	64	1790328532691667968	1790328532691668992	1790328532691681280	458752	300032	l0.s200.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
282	1536	1790328532691681280	1790328532691681280	1790328532691823616	38943744	9463808	l0.s201.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
283	768	1790328532691791872	1790328532691791872	1790328532691875840	3011584	1288192	l0.s201.proj.combine	combine	0.0	0.0	83968	83968.0
284	1536	1790328532691737600	1790328532691738624	1790328532691868672	23271424	272384	l0.s202.proj	proj	25165824.0	25638.001039266244	131072	105433.99896073376
285	768	1790328532691800064	1790328532691801088	1790328532691888128	2520064	2625536	l0.s202.proj.combine	combine	0.0	0.0	88064	88064.0
286	64	1790328532691880960	1790328532691881984	1790328532691909632	1033216	2514944	l0.s203.act	act	0.0	0.0	28672	28672.0
287	512	1790328532691904512	1790328532691904512	1790328532691995648	32697344	22430720	l0.s204.proj	proj	25165824.0	25638.001039266244	91136	65497.998960733756
288	256	1790328532691961856	1790328532691961856	1790328532692002816	1350656	3449856	l0.s204.proj.combine	combine	0.0	0.0	40960	40960.0
289	64	1790328532691995648	1790328532691995648	1790328532692016128	487424	843776	l0.s205.norm	norm	4096.0	4.172851731651407	20480	20475.82714826835
290	512	1790328532692016128	1790328532692016128	1790328532692066304	12546048	8613888	l0.s206.proj	proj	8388608.0	8546.00034642208	50176	41629.99965357792
291	256	1790328532692054016	1790328532692054016	1790328532692083712	900096	558080	l0.s206.proj.combine	combine	0.0	0.0	29696	29696.0
292	256	1790328532692005888	1790328532692005888	1790328532692051968	4920320	4706304	l0.s207.proj	proj	4194304.0	4273.00017321104	46080	41806.99982678896
293	128	1790328532692044800	1790328532692044800	1790328532692073472	530432	182272	l0.s207.proj.combine	combine	0.0	0.0	28672	28672.0
294	1024	1790328532692073472	1790328532692073472	1790328532692098048	967680	1259520	l0.s208.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
295	512	1790328532692068352	1790328532692068352	1790328532692081664	574464	3044352	l0.s209.qknorm	norm	256.0	0.2608032332282129	13312	13311.739196766772
296	256	1790328532692035584	1790328532692035584	1790328532692077568	3290112	260096	l0.s210.proj	proj	4194304.0	4273.00017321104	41984	37710.99982678896
297	128	1790328532692073472	1790328532692073472	1790328532692089856	408576	120832	l0.s210.proj.combine	combine	0.0	0.0	16384	16384.0
298	1024	1790328532692087808	1790328532692087808	1790328532692115456	825344	629760	l0.s211.rope	rope	128.0	0.13040161661410646	27648	27647.869598383386
299	512	1790328532692077568	1790328532692077568	1790328532692093952	454656	429056	l0.s212.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
300	512	1790328532692086784	1790328532692087808	1790328532692101120	359424	495616	l0.s213.append	append	131072.0	133.531255412845	14336	14202.468744587155
301	512	1790328532692090880	1790328532692090880	1790328532692105216	339968	438272	l0.s214.append	append	131072.0	133.531255412845	14336	14202.468744587155
302	1024	1790328532692105216	1790328532692105216	1790328532692134912	9099264	1516544	l0.s215.attn	attn	12288.0	12.51855519495422	29696	29683.481444805046
303	512	1790328532692135936	1790328532692135936	1790328532692167680	11879424	3267584	l0.s216.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
304	256	1790328532692157440	1790328532692158464	1790328532692174848	993280	1204224	l0.s216.proj.combine	combine	0.0	0.0	17408	17408.0
305	64	1790328532692172800	1790328532692172800	1790328532692185088	408576	307200	l0.s217.norm	norm	4096.0	4.172851731651407	12288	12283.827148268349
306	1536	1790328532692185088	1790328532692185088	1790328532692326400	39004160	9512960	l0.s218.proj	proj	25165824.0	25638.001039266244	141312	115673.99896073376
307	768	1790328532692295680	1790328532692296704	1790328532692379648	3236864	1276928	l0.s218.proj.combine	combine	0.0	0.0	83968	83968.0
308	1536	1790328532692242432	1790328532692242432	1790328532692372480	23212032	271360	l0.s219.proj	proj	25165824.0	25638.001039266244	130048	104409.99896073376
309	768	1790328532692305920	1790328532692305920	1790328532692392960	2544640	2619392	l0.s219.proj.combine	combine	0.0	0.0	87040	87040.0
310	64	1790328532692386816	1790328532692386816	1790328532692414464	1004544	2500608	l0.s220.act	act	0.0	0.0	27648	27648.0
311	512	1790328532692407296	1790328532692407296	1790328532692501504	31557632	22530048	l0.s221.proj	proj	25165824.0	25638.001039266244	94208	68569.99896073376
312	256	1790328532692463616	1790328532692464640	1790328532692509696	1433600	4007936	l0.s221.proj.combine	combine	0.0	0.0	46080	46080.0
313	64	1790328532692501504	1790328532692501504	1790328532692520960	431104	1075200	l0.s222.norm	norm	4096.0	4.172851731651407	19456	19451.82714826835
314	512	1790328532692520960	1790328532692520960	1790328532692574208	12685312	8904704	l0.s223.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
315	256	1790328532692558848	1790328532692559872	1790328532692590592	891904	542720	l0.s223.proj.combine	combine	0.0	0.0	31744	31744.0
316	256	1790328532692513792	1790328532692513792	1790328532692558848	4961280	5216256	l0.s224.proj	proj	4194304.0	4273.00017321104	45056	40782.99982678896
317	128	1790328532692551680	1790328532692551680	1790328532692580352	544768	177152	l0.s224.proj.combine	combine	0.0	0.0	28672	28672.0
318	1024	1790328532692580352	1790328532692580352	1790328532692604928	965632	1255424	l0.s225.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
319	512	1790328532692574208	1790328532692575232	1790328532692587520	572416	3326976	l0.s226.qknorm	norm	256.0	0.2608032332282129	13312	13311.739196766772
320	256	1790328532692541440	1790328532692541440	1790328532692582400	3366912	258048	l0.s227.proj	proj	4194304.0	4273.00017321104	40960	36686.99982678896
321	128	1790328532692580352	1790328532692580352	1790328532692596736	385024	111616	l0.s227.proj.combine	combine	0.0	0.0	16384	16384.0
322	1024	1790328532692594688	1790328532692594688	1790328532692621312	826368	618496	l0.s228.rope	rope	128.0	0.13040161661410646	26624	26623.869598383386
323	512	1790328532692584448	1790328532692584448	1790328532692600832	449536	456704	l0.s229.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
324	512	1790328532692594688	1790328532692594688	1790328532692608000	380928	505856	l0.s230.append	append	131072.0	133.531255412845	13312	13178.468744587155
325	512	1790328532692597760	1790328532692597760	1790328532692612096	353280	440320	l0.s231.append	append	131072.0	133.531255412845	14336	14202.468744587155
326	1024	1790328532692612096	1790328532692612096	1790328532692642816	9674752	1529856	l0.s232.attn	attn	12288.0	12.51855519495422	30720	30707.481444805046
327	512	1790328532692643840	1790328532692643840	1790328532692675584	11908096	3763200	l0.s233.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
328	256	1790328532692665344	1790328532692665344	1790328532692682752	976896	1182720	l0.s233.proj.combine	combine	0.0	0.0	17408	17408.0
329	64	1790328532692679680	1790328532692680704	1790328532692692992	372736	291840	l0.s234.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
330	1536	1790328532692691968	1790328532692691968	1790328532692834304	39159808	9520128	l0.s235.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
331	768	1790328532692804608	1790328532692804608	1790328532692886528	3055616	1297408	l0.s235.proj.combine	combine	0.0	0.0	81920	81920.0
332	1536	1790328532692750336	1790328532692750336	1790328532692880384	23212032	234496	l0.s236.proj	proj	25165824.0	25638.001039266244	130048	104409.99896073376
333	768	1790328532692813824	1790328532692813824	1790328532692900864	2497536	2649088	l0.s236.proj.combine	combine	0.0	0.0	87040	87040.0
334	64	1790328532692893696	1790328532692893696	1790328532692923392	999424	2490368	l0.s237.act	act	0.0	0.0	29696	29696.0
335	512	1790328532692915200	1790328532692915200	1790328532693009408	31097856	22855680	l0.s238.proj	proj	25165824.0	25638.001039266244	94208	68569.99896073376
336	256	1790328532692972544	1790328532692972544	1790328532693019648	1354752	4148224	l0.s238.proj.combine	combine	0.0	0.0	47104	47104.0
337	64	1790328532693009408	1790328532693009408	1790328532693036032	378880	1177600	l0.s239.norm	norm	4096.0	4.172851731651407	26624	26619.82714826835
338	512	1790328532693036032	1790328532693036032	1790328532693084160	12530688	10619904	l0.s240.proj	proj	8388608.0	8546.00034642208	48128	39581.99965357792
339	256	1790328532693073920	1790328532693073920	1790328532693101568	891904	480256	l0.s240.proj.combine	combine	0.0	0.0	27648	27648.0
340	256	1790328532693020672	1790328532693020672	1790328532693068800	4880384	6136832	l0.s241.proj	proj	4194304.0	4273.00017321104	48128	43854.99982678896
341	128	1790328532693060608	1790328532693060608	1790328532693091328	505856	160768	l0.s241.proj.combine	combine	0.0	0.0	30720	30720.0
342	1024	1790328532693092352	1790328532693092352	1790328532693116928	967680	1413120	l0.s242.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
343	512	1790328532693083136	1790328532693083136	1790328532693102592	621568	2929664	l0.s243.qknorm	norm	256.0	0.2608032332282129	19456	19455.73919676677
344	256	1790328532693055488	1790328532693055488	1790328532693098496	3356672	268288	l0.s244.proj	proj	4194304.0	4273.00017321104	43008	38734.99982678896
345	128	1790328532693088256	1790328532693088256	1790328532693108736	402432	111616	l0.s244.proj.combine	combine	0.0	0.0	20480	20480.0
346	1024	1790328532693105664	1790328532693105664	1790328532693137408	883712	614400	l0.s245.rope	rope	128.0	0.13040161661410646	31744	31743.869598383386
347	512	1790328532693096448	1790328532693096448	1790328532693112832	465920	428032	l0.s246.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
348	512	1790328532693105664	1790328532693105664	1790328532693121024	328704	503808	l0.s247.append	append	131072.0	133.531255412845	15360	15226.468744587155
349	512	1790328532693109760	1790328532693109760	1790328532693124096	356352	445440	l0.s248.append	append	131072.0	133.531255412845	14336	14202.468744587155
350	1024	1790328532693124096	1790328532693124096	1790328532693153792	9133056	1743872	l0.s249.attn	attn	12288.0	12.51855519495422	29696	29683.481444805046
351	512	1790328532693154816	1790328532693154816	1790328532693186560	11883520	3100672	l0.s250.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
352	256	1790328532693176320	1790328532693177344	1790328532693194752	1011712	1224704	l0.s250.proj.combine	combine	0.0	0.0	18432	18432.0
353	64	1790328532693192704	1790328532693192704	1790328532693207040	434176	313344	l0.s251.norm	norm	4096.0	4.172851731651407	14336	14331.827148268349
354	1536	1790328532693207040	1790328532693207040	1790328532693348352	39319552	10735616	l0.s252.proj	proj	25165824.0	25638.001039266244	141312	115673.99896073376
355	768	1790328532693318656	1790328532693318656	1790328532693403648	3261440	1280000	l0.s252.proj.combine	combine	0.0	0.0	84992	84992.0
356	1536	1790328532693265408	1790328532693265408	1790328532693394432	23427072	246784	l0.s253.proj	proj	25165824.0	25638.001039266244	129024	103385.99896073376
357	768	1790328532693327872	1790328532693328896	1790328532693421056	2569216	2611200	l0.s253.proj.combine	combine	0.0	0.0	93184	93184.0
358	64	1790328532693412864	1790328532693412864	1790328532693445632	1049600	2878464	l0.s254.act	act	0.0	0.0	32768	32768.0
359	512	1790328532693438464	1790328532693438464	1790328532693531648	31382528	26240000	l0.s255.proj	proj	25165824.0	25638.001039266244	93184	67545.99896073376
360	256	1790328532693495808	1790328532693496832	1790328532693539840	1448960	3939328	l0.s255.proj.combine	combine	0.0	0.0	44032	44032.0
361	64	1790328532693529600	1790328532693529600	1790328532693555200	480256	1025024	l0.s256.norm	norm	4096.0	4.172851731651407	25600	25595.82714826835
362	512	1790328532693555200	1790328532693555200	1790328532693604352	12558336	10079232	l0.s257.proj	proj	8388608.0	8546.00034642208	49152	40605.99965357792
363	256	1790328532693593088	1790328532693593088	1790328532693621760	851968	522240	l0.s257.proj.combine	combine	0.0	0.0	28672	28672.0
364	256	1790328532693540864	1790328532693540864	1790328532693588992	4851712	5579776	l0.s258.proj	proj	4194304.0	4273.00017321104	48128	43854.99982678896
365	128	1790328532693579776	1790328532693579776	1790328532693611520	561152	179200	l0.s258.proj.combine	combine	0.0	0.0	31744	31744.0
366	1024	1790328532693612544	1790328532693612544	1790328532693637120	977920	1416192	l0.s259.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
367	512	1790328532693603328	1790328532693603328	1790328532693621760	595968	3033088	l0.s260.qknorm	norm	256.0	0.2608032332282129	18432	18431.73919676677
368	256	1790328532693575680	1790328532693575680	1790328532693617664	3316736	256000	l0.s261.proj	proj	4194304.0	4273.00017321104	41984	37710.99982678896
369	128	1790328532693608448	1790328532693609472	1790328532693627904	377856	106496	l0.s261.proj.combine	combine	0.0	0.0	19456	19456.0
370	1024	1790328532693625856	1790328532693625856	1790328532693655552	904192	634880	l0.s262.rope	rope	128.0	0.13040161661410646	29696	29695.869598383386
371	512	1790328532693616640	1790328532693616640	1790328532693633024	470016	464896	l0.s263.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
372	512	1790328532693625856	1790328532693625856	1790328532693641216	376832	483328	l0.s264.append	append	131072.0	133.531255412845	15360	15226.468744587155
373	512	1790328532693628928	1790328532693628928	1790328532693644288	350208	432128	l0.s265.append	append	131072.0	133.531255412845	15360	15226.468744587155
374	1024	1790328532693644288	1790328532693644288	1790328532693672960	9062400	1747968	l0.s266.attn	attn	12288.0	12.51855519495422	28672	28659.481444805046
375	512	1790328532693673984	1790328532693673984	1790328532693705728	11854848	2672640	l0.s267.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
376	256	1790328532693695488	1790328532693695488	1790328532693712896	1011712	1270784	l0.s267.proj.combine	combine	0.0	0.0	17408	17408.0
377	64	1790328532693711872	1790328532693711872	1790328532693727232	358400	352256	l0.s268.norm	norm	4096.0	4.172851731651407	15360	15355.827148268349
378	1536	1790328532693723136	1790328532693723136	1790328532693865472	38794240	9932800	l0.s269.proj	proj	25165824.0	25638.001039266244	142336	116697.99896073376
379	768	1790328532693834752	1790328532693834752	1790328532693916672	3090432	1271808	l0.s269.proj.combine	combine	0.0	0.0	81920	81920.0
380	1536	1790328532693780480	1790328532693780480	1790328532693910528	23311360	278528	l0.s270.proj	proj	25165824.0	25638.001039266244	130048	104409.99896073376
381	768	1790328532693843968	1790328532693844992	1790328532693929984	2639872	2587648	l0.s270.proj.combine	combine	0.0	0.0	86016	86016.0
382	64	1790328532693923840	1790328532693923840	1790328532693950464	1021952	2403328	l0.s271.act	act	0.0	0.0	26624	26624.0
383	512	1790328532693945344	1790328532693945344	1790328532694036480	31804416	21578752	l0.s272.proj	proj	25165824.0	25638.001039266244	91136	65497.998960733756
384	256	1790328532694001664	1790328532694001664	1790328532694046720	1429504	3916800	l0.s272.proj.combine	combine	0.0	0.0	45056	45056.0
385	64	1790328532694037504	1790328532694037504	1790328532694065152	432128	1027072	l0.s273.norm	norm	4096.0	4.172851731651407	27648	27643.82714826835
386	512	1790328532694065152	1790328532694065152	1790328532694114304	12491776	10948608	l0.s274.proj	proj	8388608.0	8546.00034642208	49152	40605.99965357792
387	256	1790328532694104064	1790328532694104064	1790328532694128640	896000	531456	l0.s274.proj.combine	combine	0.0	0.0	24576	24576.0
388	256	1790328532694048768	1790328532694049792	1790328532694096896	4830208	6086656	l0.s275.proj	proj	4194304.0	4273.00017321104	48128	43854.99982678896
389	128	1790328532694086656	1790328532694086656	1790328532694118400	516096	191488	l0.s275.proj.combine	combine	0.0	0.0	31744	31744.0
390	1024	1790328532694122496	1790328532694122496	1790328532694147072	957440	1502208	l0.s276.qknorm	norm	256.0	0.2608032332282129	24576	24575.73919676677
391	512	1790328532694110208	1790328532694111232	1790328532694131712	677888	2516992	l0.s277.qknorm	norm	256.0	0.2608032332282129	21504	21503.73919676677
392	256	1790328532694085632	1790328532694085632	1790328532694127616	3337216	258048	l0.s278.proj	proj	4194304.0	4273.00017321104	41984	37710.99982678896
393	128	1790328532694117376	1790328532694117376	1790328532694137856	399360	111616	l0.s278.proj.combine	combine	0.0	0.0	20480	20480.0
394	1024	1790328532694132736	1790328532694132736	1790328532694166528	898048	645120	l0.s279.rope	rope	128.0	0.13040161661410646	33792	33791.86959838339
395	512	1790328532694126592	1790328532694126592	1790328532694142976	456704	431104	l0.s280.rope	rope	128.0	0.13040161661410646	16384	16383.869598383386
396	512	1790328532694131712	1790328532694132736	1790328532694150144	393216	622592	l0.s281.append	append	131072.0	133.531255412845	18432	18298.468744587153
