slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles
0	0	0	1	0	0	0	0	1	0	1024	0	9216	7168	7168	0	17408	2782	0	24899	20965	20777	188	48646
1	5	80	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1633	0	2442	216	31	185	4291
2	5	336	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	2157	0	1029	218	30	188	3404
3	5	592	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1228	0	1773	215	30	185	3216
4	5	848	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1311	0	1789	215	30	185	3315
5	4	80	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1272	0	1524	216	31	185	3012
6	4	336	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1306	0	1525	215	30	185	3046
7	4	592	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1746	0	1267	218	30	188	3231
8	4	848	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1436	0	1411	217	32	185	3064
9	4	1104	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1381	0	1337	215	30	185	2933
10	4	1360	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1309	0	1561	216	31	185	3086
11	4	1616	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1702	0	1167	217	30	187	3086
12	4	1872	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1320	0	1490	217	30	187	3027
13	4	2128	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1381	0	1404	216	30	186	3001
14	4	2384	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1299	0	1512	215	30	185	3026
15	4	2640	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1710	0	1252	216	30	186	3178
16	4	2896	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1722	0	1530	215	30	185	3467
17	4	3152	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1250	0	1521	217	30	187	2988
18	4	3408	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1743	0	1281	217	30	187	3241
19	4	3664	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1324	0	1527	218	31	187	3069
20	4	3920	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1708	0	1260	217	30	187	3185
21	7	80	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1308	0	941	216	31	185	2465
22	7	336	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1817	0	718	224	31	193	2759
23	7	592	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1734	0	699	216	30	186	2649
24	7	848	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1728	0	691	217	30	187	2636
25	6	80	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1437	0	868	216	31	185	2521
26	6	336	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1260	0	715	223	30	193	2198
27	6	592	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1701	0	707	216	30	186	2624
28	6	848	3	0	0	0	0	1	0	0	0	0	0	0	0	0	646	0	869	217	30	187	1732
29	8	80	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	2848	0	54374	388	30	358	57610
30	8	336	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	2278	0	51964	221	30	191	54463
31	8	592	5	0	0	0	0	1	0	0	0	19456	0	0	0	19456	1617	0	52686	351	30	321	54654
32	8	848	5	0	0	0	0	1	0	1024	0	18432	1024	0	1024	20480	2244	0	52624	231	39	192	55099
33	8	1104	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	1743	0	52979	281	31	250	55003
34	8	1360	5	0	0	0	0	1	0	1024	0	18432	0	0	0	19456	2154	0	52722	215	30	185	55091
35	8	1616	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	1793	0	53605	216	30	186	55614
36	8	1872	5	0	0	0	0	1	0	1024	0	18432	0	0	0	19456	2232	0	52696	215	30	185	55143
37	8	2128	5	0	0	0	0	1	0	1024	0	19456	0	0	0	20480	1775	0	53174	225	30	195	55174
38	8	2384	5	0	0	0	0	1	0	0	0	19456	0	0	0	19456	1808	0	54106	263	30	233	56177
