slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794421775726592	1102543261635	1789794421775726592	1102543262884	1789794421775726592	1102543262884	1789794421775728640	1102543266494	1789794421775728640	1102543268033	1789794421775728640	1102543268156	0	0	0	0	95	8
1	0	32	16	16	1	1536	1789794421775730688	1102543273376	1789794421775731712	1102543275717	1789794421775731712	1102543276344	1789794421775741952	1102543301254	1789794421775742976	1102543303952	1789794421775744000	1102543304076	1102543276519	1102543301124	13259	32	0	0
2	2	0	0	0	1	0	1789794421775746048	1102543310322	1789794421775746048	1102543311558	1789794421775746048	1102543311558	1789794421775747072	1102543312908	1789794421775747072	1102543312939	1789794421775747072	1102543313082	0	0	0	0	0	0
3	2	0	0	0	1	0	1789794421775749120	1102543319339	1789794421775750144	1102543320701	1789794421775750144	1102543320701	1789794421775751168	1102543322609	1789794421775751168	1102543322640	1789794421775751168	1102543322757	0	0	0	0	0	0
4	3	0	0	0	1	0	1789794421775753216	1102543329126	1789794421775754240	1102543330743	1789794421775754240	1102543330743	1789794421775754240	1102543332037	1789794421775754240	1102543332067	1789794421775754240	1102543332183	0	0	0	0	0	0
5	5	0	0	0	1	0	1789794421775760384	1102543345411	1789794421775760384	1102543347302	1789794421775760384	1102543347302	1789794421775787008	1102543412181	1789794421775787008	1102543412211	1789794421775787008	1102543412333	0	0	0	0	53	2
6	0	32	16	16	1	1536	1789794421775792128	1102543426428	1789794421775793152	1102543428147	1789794421775793152	1102543428766	1789794421775802368	1102543453068	1789794421775804416	1102543457025	1789794421775804416	1102543457141	1102543428959	1102543452954	10270	32	0	0
7	1	0	0	0	1	0	1789794421775806464	1102543463459	1789794421775807488	1102543464925	1789794421775807488	1102543464925	1789794421775809536	1102543468898	1789794421775809536	1102543470638	1789794421775809536	1102543470754	0	0	0	0	92	8
8	0	32	16	16	1	1536	1789794421775811584	1102543475741	1789794421775812608	1102543478131	1789794421775812608	1102543478791	1789794421775822848	1102543502315	1789794421775823872	1102543504617	1789794421775823872	1102543504874	1102543478806	1102543502136	13495	32	0	0
9	4	0	0	0	1	0	1789794421775828992	1102543517791	1789794421775828992	1102543519224	1789794421775828992	1102543519224	1789794421775832064	1102543526087	1789794421775832064	1102543526119	1789794421775832064	1102543526252	0	0	0	0	0	0
10	0	32	16	16	1	1536	1789794421775834112	1102543531099	1789794421775835136	1102543533537	1789794421775835136	1102543534131	1789794421775851520	1102543574920	1789794421775853568	1102543579493	1789794421775853568	1102543579611	1102543534220	1102543574796	23686	64	0	0
11	1	0	0	0	1	0	1789794421775855616	1102543586311	1789794421775856640	1102543587616	1789794421775856640	1102543587616	1789794421775857664	1102543590754	1789794421775858688	1102543592635	1789794421775858688	1102543592759	0	0	0	0	89	8
12	0	32	16	16	1	1536	1789794421775860736	1102543598705	1789794421775861760	1102543600867	1789794421775861760	1102543601499	1789794421775869952	1102543621004	1789794421775870976	1102543623275	1789794421775870976	1102543623570	1102543601520	1102543620882	10834	32	0	0
13	2	0	0	0	1	0	1789794421775875072	1102543634181	1789794421775876096	1102543636188	1789794421775876096	1102543636188	1789794421775876096	1102543637615	1789794421775876096	1102543637648	1789794421775876096	1102543637771	0	0	0	0	0	0
14	2	0	0	0	1	0	1789794421775878144	1102543643442	1789794421775879168	1102543645468	1789794421775879168	1102543645468	1789794421775880192	1102543647080	1789794421775880192	1102543647110	1789794421775880192	1102543647445	0	0	0	0	0	0
15	3	0	0	0	1	0	1789794421775882240	1102543653861	1789794421775883264	1102543655379	1789794421775883264	1102543655379	1789794421775884288	1102543656706	1789794421775884288	1102543656736	1789794421775884288	1102543656856	0	0	0	0	0	0
