stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	1	embedding	0	2078.893652022613	0	440.32091100000002	564.44433802261301	1074.1284029999999	0
1	1	rmsnorm	2078.893652022613	5068.1238483805128	0	843.63354040000002	1071.4682529578999	1074.1284029999999	0
2	127	gemm	6303.535649380513	30068.577724436062	1764.368211	2788.1533880000002	18138.392073055547	1074.1284029999999	1235.411801
3	138	fused_attention	34764.509859836064	77786.281346428063	1764.368211	13668.33473	26514.940142592	1074.1284029999999	1235.411801
4	15	attention_merge	79021.693147428057	84206.932308839649	1764.368211	1586.404417	760.33813041160465	1074.1284029999999	1235.411801
5	63	gemm	85442.344109839643	100619.36847156647	1764.368211	3090.9534960000001	9247.5742517268372	1074.1284029999999	1235.411801
6	1	rmsnorm	101854.78027256647	106608.37867992435	1764.368211	843.63354040000002	1071.4682529579004	1074.1284029999999	1235.411801
7	95	swiglu_gemm	107843.79048092435	169883.30137867708	1764.368211	4569.3484520000002	54631.665831752718	1074.1284029999999	1235.411801
8	63	gemm	171118.71317967708	204790.88604485762	1764.368211	3090.9534960000001	27742.722755180526	1074.1284029999999	1235.411801
9	1	rmsnorm	206026.29784585763	210779.89625321553	1764.368211	843.63354040000002	1071.4682529578859	1074.1284029999999	1235.411801
10	127	gemm	212015.30805421554	235780.3501292711	1764.368211	2788.1533880000002	18138.392073055555	1074.1284029999999	1235.411801
11	138	fused_attention	240476.28226467111	283498.05375126313	1764.368211	13668.33473	26514.940142592008	1074.1284029999999	1235.411801
12	15	attention_merge	284733.46555226314	289918.70471367473	1764.368211	1586.404417	760.33813041157555	1074.1284029999999	1235.411801
13	63	gemm	291154.11651467474	306331.14087640157	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
14	1	rmsnorm	307566.55267740157	312320.15108475951	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
15	95	swiglu_gemm	313555.56288575951	375595.07378351223	1764.368211	4569.3484520000002	54631.665831752704	1074.1284029999999	1235.411801
16	63	gemm	376830.48558451224	410502.65844969271	1764.368211	3090.9534960000001	27742.722755180497	1074.1284029999999	1235.411801
17	1	rmsnorm	411738.07025069272	416491.66865805065	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
18	127	gemm	417727.08045905066	441492.12253410619	1764.368211	2788.1533880000002	18138.392073055555	1074.1284029999999	1235.411801
19	138	fused_attention	446188.05466950621	489209.82615609822	1764.368211	13668.33473	26514.940142592008	1074.1284029999999	1235.411801
20	15	attention_merge	490445.23795709823	495630.47711850982	1764.368211	1586.404417	760.33813041157555	1074.1284029999999	1235.411801
21	63	gemm	496865.88891950983	512042.91328123666	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
22	1	rmsnorm	513278.32508223667	518031.9234895946	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
23	95	swiglu_gemm	519267.33529059461	581306.8461883472	1764.368211	4569.3484520000002	54631.665831752704	1074.1284029999999	1235.411801
24	63	gemm	582542.25798934721	616214.43085452775	1764.368211	3090.9534960000001	27742.722755180555	1074.1284029999999	1235.411801
25	1	rmsnorm	617449.84265552775	622203.44106288557	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
26	127	gemm	623438.85286388558	647203.894938941	1764.368211	2788.1533880000002	18138.392073055496	1074.1284029999999	1235.411801
27	138	fused_attention	651899.82707434089	694921.59856093279	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
28	15	attention_merge	696157.0103619328	701342.24952334433	1764.368211	1586.404417	760.33813041157555	1074.1284029999999	1235.411801
29	63	gemm	702577.66132434434	717754.68568607117	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
30	1	rmsnorm	718990.09748707118	723743.69589442899	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
31	95	swiglu_gemm	724979.107695429	787018.6185931816	1764.368211	4569.3484520000002	54631.665831752704	1074.1284029999999	1235.411801
32	63	gemm	788254.03039418161	821926.20325936214	1764.368211	3090.9534960000001	27742.722755180555	1074.1284029999999	1235.411801
33	1	rmsnorm	823161.61506036215	827915.21346771996	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
34	127	gemm	829150.62526871997	852915.66734377539	1764.368211	2788.1533880000002	18138.392073055496	1074.1284029999999	1235.411801
35	138	fused_attention	857611.59947917529	900633.37096576719	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
36	15	attention_merge	901868.7827667672	907054.02192817873	1764.368211	1586.404417	760.33813041157555	1074.1284029999999	1235.411801
37	63	gemm	908289.43372917874	923466.45809090557	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
38	1	rmsnorm	924701.86989190558	929455.46829926339	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
39	95	swiglu_gemm	930690.8801002634	992730.390998016	1764.368211	4569.3484520000002	54631.665831752704	1074.1284029999999	1235.411801
40	63	gemm	993965.802799016	1027637.9756641965	1764.368211	3090.9534960000001	27742.722755180555	1074.1284029999999	1235.411801
41	1	rmsnorm	1028873.3874651965	1033626.9858725544	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
42	127	gemm	1034862.3976735544	1058627.4397486099	1764.368211	2788.1533880000002	18138.392073055496	1074.1284029999999	1235.411801
43	138	fused_attention	1063323.3718840098	1106345.1433706018	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
44	15	attention_merge	1107580.5551716017	1112765.7943330135	1764.368211	1586.404417	760.33813041169196	1074.1284029999999	1235.411801
45	63	gemm	1114001.2061340134	1129178.2304957402	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
46	1	rmsnorm	1130413.6422967401	1135167.240704098	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
47	95	swiglu_gemm	1136402.6525050979	1198442.1634028507	1764.368211	4569.3484520000002	54631.66583175282	1074.1284029999999	1235.411801
48	63	gemm	1199677.5752038506	1233349.7480690312	1764.368211	3090.9534960000001	27742.722755180439	1074.1284029999999	1235.411801
49	1	rmsnorm	1234585.1598700311	1239338.758277389	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
50	127	gemm	1240574.1700783889	1264339.2121534445	1764.368211	2788.1533880000002	18138.392073055496	1074.1284029999999	1235.411801
51	138	fused_attention	1269035.1442888444	1312056.9157754364	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
52	15	attention_merge	1313292.3275764363	1318477.5667378481	1764.368211	1586.404417	760.33813041169196	1074.1284029999999	1235.411801
53	63	gemm	1319712.978538848	1334890.0029005748	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
54	1	rmsnorm	1336125.4147015747	1340879.0131089326	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
55	95	swiglu_gemm	1342114.4249099325	1404153.9358076854	1764.368211	4569.3484520000002	54631.66583175282	1074.1284029999999	1235.411801
56	63	gemm	1405389.3476086853	1439061.5204738658	1764.368211	3090.9534960000001	27742.722755180439	1074.1284029999999	1235.411801
57	1	rmsnorm	1440296.9322748657	1445050.5306822236	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
58	127	gemm	1446285.9424832235	1470050.9845582792	1764.368211	2788.1533880000002	18138.392073055496	1074.1284029999999	1235.411801
59	138	fused_attention	1474746.9166936791	1517768.6881802711	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
60	15	attention_merge	1519004.099981271	1524189.3391426827	1764.368211	1586.404417	760.33813041169196	1074.1284029999999	1235.411801
61	63	gemm	1525424.7509436826	1540601.7753054095	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
62	1	rmsnorm	1541837.1871064093	1546590.7855137673	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
63	95	swiglu_gemm	1547826.1973147672	1609865.70821252	1764.368211	4569.3484520000002	54631.66583175282	1074.1284029999999	1235.411801
64	63	gemm	1611101.1200135199	1644773.2928787004	1764.368211	3090.9534960000001	27742.722755180439	1074.1284029999999	1235.411801
65	1	rmsnorm	1646008.7046797003	1650762.3030870582	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
66	127	gemm	1651997.7148880581	1675762.7569631138	1764.368211	2788.1533880000002	18138.392073055496	1074.1284029999999	1235.411801
67	138	fused_attention	1680458.6890985137	1723480.4605851057	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
68	15	attention_merge	1724715.8723861056	1729901.1115475174	1764.368211	1586.404417	760.33813041169196	1074.1284029999999	1235.411801
69	63	gemm	1731136.5233485173	1746313.5477102441	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
70	1	rmsnorm	1747548.959511244	1752302.5579186019	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
71	95	swiglu_gemm	1753537.9697196018	1815577.4806173546	1764.368211	4569.3484520000002	54631.66583175282	1074.1284029999999	1235.411801
72	63	gemm	1816812.8924183545	1850485.065283535	1764.368211	3090.9534960000001	27742.722755180439	1074.1284029999999	1235.411801
73	1	rmsnorm	1851720.4770845349	1856474.0754918929	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
74	127	gemm	1857709.4872928928	1881474.5293679484	1764.368211	2788.1533880000002	18138.392073055496	1074.1284029999999	1235.411801
75	138	fused_attention	1886170.4615033483	1929192.2329899403	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
76	15	attention_merge	1930427.6447909402	1935612.883952352	1764.368211	1586.404417	760.33813041169196	1074.1284029999999	1235.411801
77	63	gemm	1936848.2957533519	1952025.3201150787	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
78	1	rmsnorm	1953260.7319160786	1958014.3303234365	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
79	95	swiglu_gemm	1959249.7421244364	2021289.2530221893	1764.368211	4569.3484520000002	54631.66583175282	1074.1284029999999	1235.411801
80	63	gemm	2022524.6648231891	2056196.8376883697	1764.368211	3090.9534960000001	27742.722755180439	1074.1284029999999	1235.411801
81	1	rmsnorm	2057432.2494893696	2062185.8478967275	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
82	127	gemm	2063421.2596977274	2087186.301772783	1764.368211	2788.1533880000002	18138.392073055496	1074.1284029999999	1235.411801
83	138	fused_attention	2091882.2339081829	2134904.005394775	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
84	15	attention_merge	2136139.4171957751	2141324.6563571868	1764.368211	1586.404417	760.33813041169196	1074.1284029999999	1235.411801
85	63	gemm	2142560.068158187	2157737.0925199138	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
86	1	rmsnorm	2158972.5043209139	2163726.1027282719	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
87	95	swiglu_gemm	2164961.514529272	2227001.0254270248	1764.368211	4569.3484520000002	54631.665831752587	1074.1284029999999	1235.411801
88	63	gemm	2228236.4372280249	2261908.6100932057	1764.368211	3090.9534960000001	27742.722755180672	1074.1284029999999	1235.411801
89	1	rmsnorm	2263144.0218942058	2267897.6203015638	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
90	127	gemm	2269133.0321025639	2292898.07417762	1764.368211	2788.1533880000002	18138.392073055729	1074.1284029999999	1235.411801
91	138	fused_attention	2297594.0063130204	2340615.7777996124	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
92	15	attention_merge	2341851.1896006125	2347036.4287620243	1764.368211	1586.404417	760.33813041169196	1074.1284029999999	1235.411801
93	63	gemm	2348271.8405630244	2363448.8649247512	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
94	1	rmsnorm	2364684.2767257513	2369437.8751331093	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
95	95	swiglu_gemm	2370673.2869341094	2432712.7978318622	1764.368211	4569.3484520000002	54631.665831752587	1074.1284029999999	1235.411801
96	63	gemm	2433948.2096328624	2467620.3824980431	1764.368211	3090.9534960000001	27742.722755180672	1074.1284029999999	1235.411801
97	1	rmsnorm	2468855.7942990432	2473609.3927064012	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
98	127	gemm	2474844.8045074013	2498609.8465824574	1764.368211	2788.1533880000002	18138.392073055729	1074.1284029999999	1235.411801
99	138	fused_attention	2503305.7787178578	2546327.5502044498	1764.368211	13668.33473	26514.94014259195	1074.1284029999999	1235.411801
100	15	attention_merge	2547562.9620054499	2552748.2011668617	1764.368211	1586.404417	760.33813041169196	1074.1284029999999	1235.411801
101	63	gemm	2553983.6129678618	2569160.6373295886	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
102	1	rmsnorm	2570396.0491305888	2575149.6475379467	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
103	95	swiglu_gemm	2576385.0593389468	2638424.5702366997	1764.368211	4569.3484520000002	54631.665831752587	1074.1284029999999	1235.411801
104	63	gemm	2639659.9820376998	2673332.1549028805	1764.368211	3090.9534960000001	27742.722755180672	1074.1284029999999	1235.411801
105	1	rmsnorm	2674567.5667038807	2679321.1651112386	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
