slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1151	0	3213	1854	1705	149	6218	rmsnorm	8	1151	90	3123	1854
1	2	0	0	0	32	16	32	1	3072	1024	0	7168	1024	1024	0	9216	2320	922	18682	2461	2230	231	24385	gemm	0	2320	6733	12871	2461
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1412	0	1768	380	32	348	3560	rope	0	1412	0	1768	380
3	6	0	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1110	0	1019	448	32	416	2577	kvappend	0	1110	0	1019	448
4	8	0	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	1807	0	63098	185	55	130	65090	attention	2	1807	132	62966	185
5	9	0	0	0	32	16	32	1	3072	1024	1024	11264	2048	1024	1024	15360	2995	1841	28216	3926	3757	169	36978	gemm	0	2995	13838	16219	3926
6	10	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1075	0	3635	1113	972	141	5823	rmsnorm	8	1075	102	3533	1113
7	11	0	0	0	32	16	32	1	3072	0	1024	8192	1024	1024	0	10240	2209	861	21078	2698	2557	141	26846	gemm	0	2209	7874	14065	2698
8	13	0	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	732	0	6739	165	30	135	7636	elementwise	0	732	0	6739	165
9	14	0	0	0	32	16	32	1	3072	1024	1024	14336	1024	1024	0	17408	2279	895	36213	3882	3698	184	43269	gemm	0	2279	16672	20436	3882
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1199	0	3351	2200	2061	139	6750	rmsnorm	8	1199	94	3257	2200
11	17	0	0	0	32	16	32	1	3072	1024	1024	6144	1024	1024	0	9216	2251	921	17059	2551	2326	225	22782	gemm	0	2251	7618	10362	2551
12	20	0	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1338	0	1946	593	30	563	3877	rope	0	1338	0	1946	593
13	21	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1452	0	1321	198	58	140	2971	kvappend	0	1452	0	1321	198
14	23	0	5	0	0	0	0	1	0	0	0	25600	0	0	0	25600	2057	0	63357	160	30	130	65574	attention	2	2057	55	63302	160
15	24	0	0	0	32	16	32	1	3072	1024	1024	8192	2048	2048	0	12288	3272	944	21821	3835	3698	137	29872	gemm	0	3272	12535	10230	3835
16	25	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1569	0	3490	1880	1741	139	6939	rmsnorm	8	1569	90	3400	1880
17	26	0	0	0	32	16	32	1	3072	0	1024	7168	1024	1024	0	9216	1434	924	18030	3318	3187	131	23706	gemm	0	1434	8601	10353	3318
18	28	0	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1386	0	6383	162	30	132	7931	elementwise	0	1386	0	6383	162
19	29	0	0	0	32	16	32	1	3072	0	1024	13312	1024	1024	0	15360	2261	952	34016	3560	3305	255	40789	gemm	0	2261	14921	20047	3560
20	0	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1146	0	3205	1824	1687	137	6175	rmsnorm	8	1146	92	3113	1824
21	2	1	0	0	32	16	32	1	3072	1024	0	7168	1024	1024	0	9216	2231	984	18912	2111	1825	286	24238	gemm	0	2231	7112	12784	2111
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1357	0	2088	427	33	394	3872	rope	0	1357	0	2088	427
23	6	1	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1170	0	1243	202	30	172	2615	kvappend	0	1170	0	1243	202
24	8	1	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	2115	0	63282	179	50	129	65576	attention	2	2115	159	63123	179
25	9	1	0	0	32	16	32	1	3072	1024	1024	11264	2048	2048	0	15360	3065	1804	28467	3941	3809	132	37277	gemm	0	3065	12369	17902	3941
26	10	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1344	0	3574	2431	2292	139	7349	rmsnorm	8	1344	89	3485	2431
27	11	1	0	0	32	16	32	1	3072	1024	0	9216	0	0	0	10240	1289	908	22254	2055	1759	296	26506	gemm	0	1289	7613	15549	2055
28	13	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	741	0	6884	163	31	132	7788	elementwise	0	741	0	6884	163
29	14	1	0	0	32	16	32	1	3072	0	1024	14336	1024	1024	0	16384	2193	923	37175	2206	1888	318	42497	gemm	0	2193	16167	21931	2206
30	15	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1286	0	3355	2188	2048	140	6829	rmsnorm	8	1286	93	3262	2188
31	17	1	0	0	32	16	32	1	3072	1024	1024	6144	1024	1024	0	9216	2242	984	17439	2055	1848	207	22720	gemm	0	2242	6926	11497	2055
32	20	1	2	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1350	0	1993	598	65	533	3941	rope	0	1350	0	1993	598
33	21	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1493	0	1334	160	30	130	2987	kvappend	0	1493	0	1334	160
34	23	1	5	0	0	0	0	1	0	0	0	25600	0	0	0	25600	2017	0	63483	160	31	129	65660	attention	2	2017	52	63431	160
35	24	1	0	0	32	16	32	1	3072	1024	1024	8192	2048	2048	0	12288	3240	1014	22235	3164	2921	243	29653	gemm	0	3240	12844	10405	3164
36	25	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	681	0	3343	2018	1882	136	6042	rmsnorm	8	681	95	3248	2018
37	26	1	0	0	32	16	32	1	3072	1024	1024	7168	1024	1024	0	10240	2273	1489	18053	2978	2840	138	24793	gemm	0	2273	7890	11652	2978
38	28	1	4	0	0	0	0	1	0	1024	0	2048	1024	1024	0	4096	1352	0	6469	167	33	134	7988	elementwise	0	1352	0	6469	167
39	29	1	0	0	32	16	32	1	3072	0	1024	14336	1024	0	1024	16384	2214	1035	35733	2162	2031	131	41144	gemm	0	2214	13537	23231	2162
40	0	2	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1153	0	3591	1416	1281	135	6160	rmsnorm	8	1153	97	3494	1416
41	2	2	0	0	32	16	32	1	3072	1024	0	8192	0	0	0	9216	2262	1486	19319	1392	1261	131	24459	gemm	0	2262	9750	11055	1392
42	5	2	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1435	0	1913	495	30	465	3843	rope	0	1435	0	1913	495
43	6	2	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1291	0	907	415	33	382	2613	kvappend	0	1291	0	907	415
44	8	2	5	0	0	0	0	1	0	1024	0	25600	0	0	0	26624	1908	0	62590	165	30	135	64663	attention	2	1908	54	62536	165
45	9	2	0	0	32	16	32	1	3072	1024	1024	11264	2048	2048	0	15360	3090	1806	28727	3358	3222	136	36981	gemm	0	3090	18343	12190	3358
46	10	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1157	0	3119	1540	1404	136	5816	rmsnorm	8	1157	99	3020	1540
47	11	2	0	0	32	16	32	1	3072	1024	0	10240	1024	1024	0	12288	1684	783	25412	2825	2696	129	30704	gemm	0	1684	7299	18896	2825
48	13	2	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1542	0	6617	169	33	136	8328	elementwise	0	1542	0	6617	169
49	14	2	0	0	32	16	32	1	3072	0	1024	15360	1024	1024	0	17408	2228	1255	37884	3161	3032	129	44528	gemm	0	2228	15468	23671	3161
50	15	2	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1380	0	3795	1739	1603	136	6914	rmsnorm	8	1380	91	3704	1739
51	17	2	0	0	32	16	32	1	3072	1024	1024	8192	0	0	0	10240	2340	1038	20163	1453	1249	204	24994	gemm	0	2340	7079	14122	1453
52	20	2	2	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1381	0	1859	628	66	562	3868	rope	0	1381	0	1859	628
53	21	2	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1486	0	1360	161	32	129	3007	kvappend	0	1486	0	1360	161
54	23	2	5	0	0	0	0	1	0	0	0	25600	0	0	0	25600	2054	0	64046	159	30	129	66259	attention	2	2054	57	63989	159
55	24	2	0	0	32	16	32	1	3072	1024	1024	9216	1024	1024	0	12288	3260	1323	22204	2848	2674	174	29635	gemm	0	3260	6844	16683	2848
56	25	2	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1099	0	3415	1530	1395	135	6044	rmsnorm	8	1099	109	3306	1530
57	26	2	0	0	32	16	32	1	3072	0	1024	9216	1024	1024	0	11264	1605	1323	22642	3919	2959	960	29489	gemm	0	1605	8076	15889	3919
