rank	key	estimated	actual	re_solved	residency	flow_ns	simulated_ns
1	32x32x64s5k1;32x16x64s3k1;32x16x64s3k1;32x64x16s2k1;32x16x64s3k1;32x256x16s2k1;kappa=1;residency=2	2	2	0	2	3.56549e+06	3.52694e+06
2	32x32x64s5k1;32x16x64s3k1;32x16x64s3k1;32x64x16s2k1;32x16x64s3k1;32x256x16s3k1;kappa=1;residency=2	2	2	0	2	3.56549e+06	3.52694e+06
3	32x32x64s5k1;32x16x64s3k1;32x16x64s3k1;32x64x16s2k1;32x16x64s3k1;32x256x16s4k1;kappa=1;residency=2	2	2	0	2	3.56549e+06	3.52694e+06
