stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
0	l0.s00.embed	embedding	16	0	2531.4426268424113	0	16746.514709677518	6570.512877068657	17186.054442732409
1	l0.s01.norm	rmsnorm	16	2531.4426268424113	6427.6128627495837	0	35306.515400877513	9846.1539309048385	17186.054442732409
2	l0.s02.proj	gemm	64	7663.0246637495839	26221.708775056999	112919.56550202043	147847.65997427737	858244.33987644711	68744.217770929637
3	l0.s03.proj	gemm	32	7663.0246637495839	21182.067823752714	56459.782751010214	68915.092479721876	272862.39700390323	34372.108885464819
4	l0.s04.proj	gemm	32	7663.0246637495839	21182.067823752714	56459.782751010214	68915.092479721876	272862.39700390323	34372.108885464819
5	l0.s05.rope	rope	512	27457.120576056997	33970.411056046956	903356.52401616343	430050.17376800557	8205.1282757543959	0
6	l0.s06.rope	rope	128	22417.479624752712	25038.480988289026	225839.13100404086	107512.54344200139	2136.5000866055489	0
7	l0.s07.append	kv_append	128	25038.480988289026	28047.845755665385	0	107512.54344200139	1641.0256551508792	137488.43554185927
8	l0.s08.append	kv_append	128	22417.479624752712	28729.739860500376	225839.13100404086	107512.54344200139	2422.8878925296012	137488.43554185927
9	l0.s09.attn	attention	512	32697.791771603577	42583.539158719075	903356.52401615598	633496.68092960236	106666.66758480232	549953.74216744001
10	l0.s10.proj	gemm	128	43818.950959719077	57357.044559772308	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
11	l0.s11.norm	rmsnorm	16	58592.45636077231	64252.994807648545	28229.891375505107	35306.515400877513	9846.1539309048094	17186.054442732409
12	l0.s12.proj	gemm	128	65488.406608648547	139318.07177497668	225839.13100404086	335765.22000788915	8751104.3547362108	137488.43554185927
13	l0.s13.proj	gemm	128	65488.406608648547	139318.07177497668	225839.13100404086	335765.22000788915	8751104.3547362108	137488.43554185927
14	l0.s14.act	swiglu	16	140553.48357597669	147100.51170353836	28229.891375505107	19951.888499129935	39384.615723619238	17186.054442732409
15	l0.s15.proj	gemm	128	148335.92350453837	187512.01814385783	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
16	l0.s16.norm	rmsnorm	16	188747.42994485784	194407.96839173409	28229.891375505107	35306.515400877513	9846.1539309048094	17186.054442732409
17	l0.s17.proj	gemm	64	195643.3801927341	214202.0643040415	112919.56550202043	147847.65997427737	858244.33987644687	68744.217770929637
18	l0.s18.proj	gemm	32	195643.3801927341	209162.42335273721	56459.782751010214	68915.092479721876	272862.39700390305	34372.108885464819
19	l0.s19.proj	gemm	32	195643.3801927341	209162.42335273721	56459.782751010214	68915.092479721876	272862.39700390305	34372.108885464819
20	l0.s20.rope	rope	512	215437.47610504151	221950.76658503135	903356.52401616343	430050.17376800557	8205.1282757520676	0
21	l0.s21.rope	rope	128	210397.83515373722	213018.83651727351	225839.13100404086	107512.54344200139	2136.5000866055489	0
22	l0.s22.append	kv_append	128	213018.83651727351	216028.20128464987	0	107512.54344200139	1641.0256551504135	137488.43554185927
23	l0.s23.append	kv_append	128	210397.83515373722	216710.09538948484	225839.13100404086	107512.54344200139	2422.8878925293684	137488.43554185927
24	l0.s24.attn	attention	512	220678.14730058803	230563.89468770346	903356.52401615598	633496.68092960236	106666.66758480296	549953.74216744001
25	l0.s25.proj	gemm	128	231799.30648870347	245337.40008875669	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
26	l0.s26.norm	rmsnorm	16	246572.8118897567	252233.35033663295	28229.891375505107	35306.515400877513	9846.1539309048094	17186.054442732409
27	l0.s27.proj	gemm	128	253468.76213763296	327298.42730396107	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
28	l0.s28.proj	gemm	128	253468.76213763296	327298.42730396107	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
29	l0.s29.act	swiglu	16	328533.83910496108	335080.86723252275	28229.891375505107	19951.888499129935	39384.615723619238	17186.054442732409
30	l0.s30.proj	gemm	128	336316.27903352276	375492.37367284228	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
31	l0.s31.norm	rmsnorm	16	376727.78547384229	382388.32392071857	28229.891375505107	35306.515400877513	9846.153930905275	17186.054442732409
32	l0.s32.proj	gemm	64	383623.73572171858	402182.41983302601	112919.56550202043	147847.65997427737	858244.33987644687	68744.217770929637
33	l0.s33.proj	gemm	32	383623.73572171858	397142.77888172178	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
34	l0.s34.proj	gemm	32	383623.73572171858	397142.77888172178	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
35	l0.s35.rope	rope	512	403417.83163402602	409931.12211401615	903356.52401616343	430050.17376800557	8205.1282757520676	0
36	l0.s36.rope	rope	128	398378.19068272179	400999.19204625813	225839.13100404086	107512.54344200139	2136.5000866055489	0
37	l0.s37.append	kv_append	128	400999.19204625813	404008.55681363452	0	107512.54344200139	1641.0256551504135	137488.43554185927
38	l0.s38.append	kv_append	128	398378.19068272179	404690.45091846952	225839.13100404086	107512.54344200139	2422.8878925293684	137488.43554185927
39	l0.s39.attn	attention	512	408658.50282957265	418544.25021668832	903356.52401615598	633496.68092960236	106666.66758480668	549953.74216744001
40	l0.s40.proj	gemm	128	419779.66201768833	433317.75561774161	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
41	l0.s41.norm	rmsnorm	16	434553.16741874162	440213.7058656179	28229.891375505107	35306.515400877513	9846.153930905275	17186.054442732409
42	l0.s42.proj	gemm	128	441449.11766661791	515278.78283294605	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
43	l0.s43.proj	gemm	128	441449.11766661791	515278.78283294605	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
44	l0.s44.act	swiglu	16	516514.19463394606	523061.22276150773	28229.891375505107	19951.888499129935	39384.615723619238	17186.054442732409
45	l0.s45.proj	gemm	128	524296.63456250774	563472.72920182708	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
46	l0.s46.norm	rmsnorm	16	564708.14100282709	570368.6794497032	28229.891375505107	35306.515400877513	9846.1539309043437	17186.054442732409
47	l0.s47.proj	gemm	64	571604.0912507032	590162.77536201046	112919.56550202043	147847.65997427737	858244.33987644315	68744.217770929637
48	l0.s48.proj	gemm	32	571604.0912507032	585123.13441070623	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
49	l0.s49.proj	gemm	32	571604.0912507032	585123.13441070623	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
50	l0.s50.rope	rope	512	591398.18716301047	597911.47764300008	903356.52401616343	430050.17376800557	8205.1282757520676	0
51	l0.s51.rope	rope	128	586358.54621170624	588979.54757524247	225839.13100404086	107512.54344200139	2136.5000866055489	0
52	l0.s52.append	kv_append	128	588979.54757524247	591988.91234261869	0	107512.54344200139	1641.0256551504135	137488.43554185927
53	l0.s53.append	kv_append	128	586358.54621170624	592670.80644745368	225839.13100404086	107512.54344200139	2422.8878925293684	137488.43554185927
54	l0.s54.attn	attention	512	596638.85835855687	606524.60574567202	903356.52401615598	633496.68092960236	106666.66758478433	549953.74216744001
55	l0.s55.proj	gemm	128	607760.01754667202	621298.11114672513	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
56	l0.s56.norm	rmsnorm	16	622533.52294772514	628194.06139460125	28229.891375505107	35306.515400877513	9846.1539309043437	17186.054442732409
57	l0.s57.proj	gemm	128	629429.47319560125	703259.13836192933	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
58	l0.s58.proj	gemm	128	629429.47319560125	703259.13836192933	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
59	l0.s59.act	swiglu	16	704494.55016292934	711041.5782904909	28229.891375505107	19951.888499129935	39384.615723619238	17186.054442732409
60	l0.s60.proj	gemm	128	712276.99009149091	751453.08473081025	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
61	l0.s61.norm	rmsnorm	16	752688.49653181026	758349.03497868637	28229.891375505107	35306.515400877513	9846.1539309043437	17186.054442732409
62	l0.s62.proj	gemm	64	759584.44677968638	778143.13089099363	112919.56550202043	147847.65997427737	858244.33987644315	68744.217770929637
63	l0.s63.proj	gemm	32	759584.44677968638	773103.4899396894	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
64	l0.s64.proj	gemm	32	759584.44677968638	773103.4899396894	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
65	l0.s65.rope	rope	512	779378.54269199364	785891.83317198325	903356.52401616343	430050.17376800557	8205.1282757520676	0
66	l0.s66.rope	rope	128	774338.90174068941	776959.90310422564	225839.13100404086	107512.54344200139	2136.5000866055489	0
67	l0.s67.append	kv_append	128	776959.90310422564	779969.26787160186	0	107512.54344200139	1641.0256551504135	137488.43554185927
68	l0.s68.append	kv_append	128	774338.90174068941	780651.16197643685	225839.13100404086	107512.54344200139	2422.8878925293684	137488.43554185927
69	l0.s69.attn	attention	512	784619.21388754004	794504.96127465519	903356.52401615598	633496.68092960236	106666.66758478805	549953.74216744001
70	l0.s70.proj	gemm	128	795740.3730756552	809278.4666757083	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
71	l0.s71.norm	rmsnorm	16	810513.87847670831	816174.41692358442	28229.891375505107	35306.515400877513	9846.1539309043437	17186.054442732409
72	l0.s72.proj	gemm	128	817409.82872458443	891239.4938909125	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
73	l0.s73.proj	gemm	128	817409.82872458443	891239.4938909125	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
74	l0.s74.act	swiglu	16	892474.90569191251	899021.93381947407	28229.891375505107	19951.888499129935	39384.615723619238	17186.054442732409
75	l0.s75.proj	gemm	128	900257.34562047408	939433.44025979342	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
76	l0.s76.norm	rmsnorm	16	940668.85206079343	946329.39050766954	28229.891375505107	35306.515400877513	9846.1539309043437	17186.054442732409
77	l0.s77.proj	gemm	64	947564.80230866955	966123.48641997681	112919.56550202043	147847.65997427737	858244.33987644315	68744.217770929637
78	l0.s78.proj	gemm	32	947564.80230866955	961083.84546867257	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
79	l0.s79.proj	gemm	32	947564.80230866955	961083.84546867257	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
80	l0.s80.rope	rope	512	967358.89822097681	973872.18870096642	903356.52401616343	430050.17376800557	8205.1282757520676	0
81	l0.s81.rope	rope	128	962319.25726967258	964940.25863320881	225839.13100404086	107512.54344200139	2136.5000866055489	0
82	l0.s82.append	kv_append	128	964940.25863320881	967949.62340058503	0	107512.54344200139	1641.0256551504135	137488.43554185927
83	l0.s83.append	kv_append	128	962319.25726967258	968631.51750542002	225839.13100404086	107512.54344200139	2422.8878925293684	137488.43554185927
84	l0.s84.attn	attention	512	972599.56941652321	982485.31680363836	903356.52401615598	633496.68092960236	106666.66758478433	549953.74216744001
85	l0.s85.proj	gemm	128	983720.72860463837	997258.82220469147	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
86	l0.s86.norm	rmsnorm	16	998494.23400569148	1004154.7724525676	28229.891375505107	35306.515400877513	9846.1539309043437	17186.054442732409
87	l0.s87.proj	gemm	128	1005390.1842535676	1079219.8494198958	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
88	l0.s88.proj	gemm	128	1005390.1842535676	1079219.8494198958	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
89	l0.s89.act	swiglu	16	1080455.2612208957	1087002.2893484575	28229.891375505107	19951.888499129935	39384.6157236211	17186.054442732409
90	l0.s90.proj	gemm	128	1088237.7011494574	1127413.7957887768	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
91	l0.s91.norm	rmsnorm	16	1128649.2075897767	1134309.7460366532	28229.891375505107	35306.515400877513	9846.1539309062064	17186.054442732409
92	l0.s92.proj	gemm	64	1135545.1578376531	1154103.8419489604	112919.56550202043	147847.65997427737	858244.33987644315	68744.217770929637
93	l0.s93.proj	gemm	32	1135545.1578376531	1149064.2009976562	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
94	l0.s94.proj	gemm	32	1135545.1578376531	1149064.2009976562	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
95	l0.s95.rope	rope	512	1155339.2537499603	1161852.5442299505	903356.52401616343	430050.17376800557	8205.1282757520676	0
96	l0.s96.rope	rope	128	1150299.6127986561	1152920.6141621924	225839.13100404086	107512.54344200139	2136.5000866055489	0
97	l0.s97.append	kv_append	128	1152920.6141621924	1155929.978929569	0	107512.54344200139	1641.0256551504135	137488.43554185927
98	l0.s98.append	kv_append	128	1150299.6127986561	1156611.8730344039	225839.13100404086	107512.54344200139	2422.8878925293684	137488.43554185927
99	l0.s99.attn	attention	512	1160579.924945507	1170465.6723326228	903356.52401615598	633496.68092960236	106666.66758477688	549953.74216744001
100	l0.s100.proj	gemm	128	1171701.0841336227	1185239.177733676	225839.13100404086	275660.3699188875	1093888.044342041	137488.43554185927
101	l0.s101.norm	rmsnorm	16	1186474.5895346759	1192135.1279815524	28229.891375505107	35306.515400877513	9846.1539309062064	17186.054442732409
102	l0.s102.proj	gemm	128	1193370.5397825523	1267200.2049488805	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
103	l0.s103.proj	gemm	128	1193370.5397825523	1267200.2049488805	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
104	l0.s104.act	swiglu	16	1268435.6167498804	1274982.6448774422	28229.891375505107	19951.888499129935	39384.6157236211	17186.054442732409
105	l0.s105.proj	gemm	128	1276218.0566784421	1315394.1513177615	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
106	l0.s106.norm	rmsnorm	16	1316629.5631187614	1322290.1015656379	28229.891375505107	35306.515400877513	9846.1539309062064	17186.054442732409
107	l0.s107.proj	gemm	64	1323525.5133666378	1342084.1974779451	112919.56550202043	147847.65997427737	858244.33987644315	68744.217770929637
108	l0.s108.proj	gemm	32	1323525.5133666378	1337044.5565266409	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
109	l0.s109.proj	gemm	32	1323525.5133666378	1337044.5565266409	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
110	l0.s110.rope	rope	512	1343319.609278945	1349832.8997589352	903356.52401616343	430050.17376800557	8205.1282757520676	0
111	l0.s111.rope	rope	128	1338279.9683276408	1340900.9696911771	225839.13100404086	107512.54344200139	2136.5000866055489	0
112	l0.s112.append	kv_append	128	1340900.9696911771	1343910.3344585537	0	107512.54344200139	1641.0256551504135	137488.43554185927
113	l0.s113.append	kv_append	128	1338279.9683276408	1344592.2285633886	225839.13100404086	107512.54344200139	2422.8878925293684	137488.43554185927
114	l0.s114.attn	attention	512	1348560.2804744917	1358446.0278616075	903356.52401615598	633496.68092960236	106666.66758477688	549953.74216744001
115	l0.s115.proj	gemm	128	1359681.4396626074	1373219.5332626607	225839.13100404086	275660.3699188875	1093888.044342041	137488.43554185927
116	l0.s116.norm	rmsnorm	16	1374454.9450636606	1380115.4835105371	28229.891375505107	35306.515400877513	9846.1539309062064	17186.054442732409
117	l0.s117.proj	gemm	128	1381350.895311537	1455180.5604778652	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
118	l0.s118.proj	gemm	128	1381350.895311537	1455180.5604778652	225839.13100404086	335765.22000788915	8751104.3547362089	137488.43554185927
119	l0.s119.act	swiglu	16	1456415.9722788651	1462963.0004064268	28229.891375505107	19951.888499129935	39384.6157236211	17186.054442732409
