key	T	T_floor	T_dram	T_s	T_sf	T_sf_infinite	T_np0	synchronization	fixed	contention	chain_delay	pg_upper_bound	chain_depth	bubble_ns	colocated_edges	sync_omitted_edges
32x32x64s4k1;32x16x64s3k1;32x16x64s3k1;32x64x16s2k1;32x16x64s3k1;32x256x16s2k1;kappa=1;residency=2	3565490.4351614616	2522885.4883002075	2522885.4883002075	2917039.2958875508	2601096.5103838914	2600131.5526454076	2737922.9175518062	648451.13927391078	315942.7855036594	964.95773848379031	77246.06434520008	827567.51760965539	163	6396.3493672469576	64	64
