key	grid	residency	flow_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x32x64s5k1;32x16x64s3k1;32x16x64s3k1;32x64x16s2k1;32x16x64s3k1;32x256x32s2k1;kappa=1;residency=2	256	2	3565490.4351614616	3961428.3634323091	4534957.9587873165	3643280.6385961371	4534560.3338350561	34069	10516	2390	21163	326610	25376	33813	0.75048058439061904
