key	grid	residency	level2_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x64x64s2k8;32x32x32s2k16;32x16x64s2k4;32x16x64s2k4;32x16x64s2k4;32x16x64s2k4;	512	4	5231762.5910980469	6126700.357739199	5011960.4900605576	2237539.7215271168	5010356.4289230695	161624	3310	641	157673	82751488	72904	161112	0.45250508962709174
