key	grid	residency	level2_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x64x64s2k16;32x128x32s2k32;32x64x64s2k16;64x128x16s2k32;64x128x16s2k32;64x128x16s2k32;	512	4	4028995.1430769018	4817707.4347774675	3791934.1558860401	1737117.5094903284	3516457.2565907976	132188	1229	1235	129724	63775613	50482	131676	0.38338041860323824
