slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789826243609193472	9532266108886	1789826243609194496	9532266111323	1789826243609194496	9532266111323	1789826243609204736	9532266138654	1789826243609208832	9532266151036	1789826243609208832	9532266151152	0	0	0	0
1	0	64	128	16	1	6144	1789826243609210880	9532266156106	1789826243609211904	9532266158333	1789826243609212928	9532266161235	1789826243609333760	9532266495634	1789826243609336832	9532266501526	1789826243609336832	9532266501792	9532266161246	9532266495544	137234	256
2	2	0	0	0	1	0	1789826243609341952	9532266518266	1789826243609342976	9532266520018	1789826243609342976	9532266520018	1789826243609344000	9532266522427	1789826243609344000	9532266522457	1789826243609344000	9532266522581	0	0	0	0
3	2	0	0	0	1	0	1789826243609345024	9532266525606	1789826243609345024	9532266526922	1789826243609345024	9532266526922	1789826243609346048	9532266528701	1789826243609346048	9532266528731	1789826243609346048	9532266529012	0	0	0	0
4	2	0	0	0	1	0	1789826243609347072	9532266532676	1789826243609348096	9532266534795	1789826243609348096	9532266534795	1789826243609349120	9532266536366	1789826243609349120	9532266536397	1789826243609349120	9532266536513	0	0	0	0
5	2	0	0	0	1	0	1789826243609350144	9532266539246	1789826243609350144	9532266540723	1789826243609350144	9532266540723	1789826243609351168	9532266542337	1789826243609351168	9532266542368	1789826243609351168	9532266542484	0	0	0	0
6	2	0	0	0	1	0	1789826243609352192	9532266545364	1789826243609352192	9532266546158	1789826243609352192	9532266546158	1789826243609353216	9532266547953	1789826243609353216	9532266547983	1789826243609353216	9532266548100	0	0	0	0
7	2	0	0	0	1	0	1789826243609354240	9532266551091	1789826243609355264	9532266553809	1789826243609355264	9532266553809	1789826243609356288	9532266555612	1789826243609356288	9532266555643	1789826243609356288	9532266555766	0	0	0	0
8	2	0	0	0	1	0	1789826243609357312	9532266558621	1789826243609357312	9532266559402	1789826243609357312	9532266559402	1789826243609358336	9532266561136	1789826243609358336	9532266561166	1789826243609358336	9532266561457	0	0	0	0
9	2	0	0	0	1	0	1789826243609359360	9532266564924	1789826243609360384	9532266567069	1789826243609360384	9532266567069	1789826243609360384	9532266568884	1789826243609360384	9532266568914	1789826243609360384	9532266569030	0	0	0	0
10	2	0	0	0	1	0	1789826243609362432	9532266572485	1789826243609362432	9532266574411	1789826243609362432	9532266574411	1789826243609363456	9532266576189	1789826243609363456	9532266576219	1789826243609363456	9532266576335	0	0	0	0
11	2	0	0	0	1	0	1789826243609364480	9532266579269	1789826243609365504	9532266581846	1789826243609365504	9532266581846	1789826243609365504	9532266583382	1789826243609365504	9532266583413	1789826243609365504	9532266583531	0	0	0	0
