stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
0	serving.s0	embedding	2	0	2078.893652022613	0	880.64182200000005	1128.8886760452262	2148.2568059999999
1	serving.s1	rmsnorm	2	2078.893652022613	5068.1238483805128	0	1687.2670808	2142.9365059157999	2148.2568059999999
2	serving.s2	gemm	128	6303.535649380513	30068.577724436062	225839.131008	356883.63366400002	2321714.1853511101	137488.43558399999
3	serving.s3	fused_attention	144	31303.98952543606	77786.281346428063	254069.02238399934	1133276.2965055979	1910720.0276398056	154674.49003199997
4	serving.s4	attention_merge	16	75561.172813028053	84206.932308839649	28229.891376	25382.470671999999	12165.410086585674	17186.054447999999
5	serving.s5	gemm	64	85442.344109839643	100619.36847156647	112919.565504	197821.02374400001	591844.75211051758	68744.217791999996
6	serving.s6	rmsnorm	2	101854.78027256647	106608.37867992435	3528.7364219999999	1687.2670808	2142.9365059158008	2148.2568059999999
7	serving.s7	swiglu_gemm	96	107843.79048092435	169883.30137867708	169379.348256	438657.45139200002	5244639.9198482614	103116.326688
8	serving.s8	gemm	64	171118.71317967708	204790.88604485762	112919.565504	197821.02374400001	1775534.2563315537	68744.217791999996
9	serving.s9	rmsnorm	2	206026.29784585763	210779.89625321553	3528.7364219999999	1687.2670808	2142.9365059157717	2148.2568059999999
10	serving.s10	gemm	128	212015.30805421554	235780.3501292711	225839.131008	356883.63366400002	2321714.185351111	137488.43558399999
11	serving.s11	fused_attention	144	237015.76193027111	283498.05375126313	254069.02238399934	1133276.2965055979	1910720.0276398051	154674.49003199997
12	serving.s12	attention_merge	16	281272.94521786313	289918.70471367473	28229.891376	25382.470671999999	12165.410086585209	17186.054447999999
13	serving.s13	gemm	64	291154.11651467474	306331.14087640157	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
14	serving.s14	rmsnorm	2	307566.55267740157	312320.15108475951	3528.7364219999999	1687.2670808	2142.9365059158299	2148.2568059999999
15	serving.s15	swiglu_gemm	96	313555.56288575951	375595.07378351223	169379.348256	438657.45139200002	5244639.9198482595	103116.326688
16	serving.s16	gemm	64	376830.48558451224	410502.65844969271	112919.565504	197821.02374400001	1775534.2563315518	68744.217791999996
17	serving.s17	rmsnorm	2	411738.07025069272	416491.66865805065	3528.7364219999999	1687.2670808	2142.9365059158299	2148.2568059999999
18	serving.s18	gemm	128	417727.08045905066	441492.12253410619	225839.131008	356883.63366400002	2321714.185351111	137488.43558399999
19	serving.s19	fused_attention	144	442727.5343351062	489209.82615609822	254069.02238399934	1133276.2965055979	1910720.0276398051	154674.49003199997
20	serving.s20	attention_merge	16	486984.71762269823	495630.47711850982	28229.891376	25382.470671999999	12165.410086585209	17186.054447999999
21	serving.s21	gemm	64	496865.88891950983	512042.91328123666	112919.565504	197821.02374400001	591844.75211051852	68744.217791999996
