stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
0	l0.s00.norm	rmsnorm	128	0	3511.5548479812023	0	272605.9692761153	39384.615723619354	137488.43554185927
1	l0.s01.proj	gemm	256	4746.9666489812025	12200.598385338564	451678.26200808171	551320.73983777501	630153.8515779092	274976.87108371855
2	l0.s01.proj.combine	combine	128	13436.010186338564	17649.704960482686	225839.13100404086	110384.3383385153	65641.02620603214	137488.43554185927
3	l0.s02.proj	gemm	64	4746.9666489812025	14662.136868064772	112919.56550202043	137830.18495944375	315076.9257889546	68744.217770929637
4	l0.s03.proj	gemm	64	4746.9666489812025	14662.136868064772	112919.56550202043	137830.18495944375	315076.9257889546	68744.217770929637
5	l0.s04.rope	rope	512	19630.474208301432	24054.248149216099	903356.52401616343	431691.19942315633	32820.513103015721	0
6	l0.s05.rope	rope	256	15897.548669064772	18569.166318561522	451678.26200808171	215845.59971157816	16410.25655150786	0
7	l0.s06.append	kv_append	256	18569.166318561522	20553.207222812074	0	215845.59971157816	17092.000692844391	274976.87108371855
8	l0.s07.append	kv_append	256	15897.548669064772	21382.630499719347	451678.26200808171	215845.59971157816	13128.205241206102	274976.87108371855
9	l0.s08.attn	attention	512	22618.042300719346	34902.478923526367	903356.52401615598	635137.70658475289	2632205.1508618766	549953.74216744001
10	l0.s09.proj	gemm	128	32240.146393303407	46053.06094360994	225839.13100404086	275660.3699188875	630153.85157790966	137488.43554185927
11	l0.s10.norm	rmsnorm	128	43390.728413386976	52564.395803560212	225839.13100404086	272605.9692761153	39384.615723619238	137488.43554185927
12	l0.s11.proj	gemm	256	49902.063273337248	63714.977823643785	451678.26200808171	551320.73983777501	1260307.7031558193	274976.87108371855
13	l0.s12.proj	gemm	256	49902.063273337248	63714.977823643785	451678.26200808171	551320.73983777501	1260307.7031558193	274976.87108371855
14	l0.s13.act	swiglu	128	61052.645293420821	69292.28952809656	225839.13100404086	113666.38964881691	78769.231447238475	137488.43554185927
15	l0.s14.proj	gemm	512	66629.956997873596	77981.333065453902	903356.52401616343	1102641.47967555	1260307.7031558156	549953.7421674371
16	l0.s14.proj.combine	combine	128	75319.000535230938	83943.260157832643	225839.13100404086	110384.3383385153	131282.05241206475	137488.43554185927
17	l1.s15.norm	rmsnorm	128	81280.927627609679	90454.595017782907	225839.13100404086	272605.9692761153	39384.615723619238	137488.43554185927
18	l1.s16.proj	gemm	256	87792.262487559943	99143.638555140249	451678.26200808171	551320.73983777501	630153.8515779078	274976.87108371855
19	l1.s16.proj.combine	combine	128	96481.306024917285	104592.74513028435	225839.13100404086	110384.3383385153	65641.026206031442	137488.43554185927
20	l1.s17.proj	gemm	64	87792.262487559943	101605.17703786647	112919.56550202043	137830.18495944375	315076.92578895483	68744.217770929637
21	l1.s18.proj	gemm	64	87792.262487559943	101605.17703786647	112919.56550202043	137830.18495944375	315076.92578895483	68744.217770929637
22	l1.s19.rope	rope	512	101930.41260006139	109434.08882548739	903356.52401616354	431691.19942315633	32820.513103015721	0
23	l1.s20.rope	rope	256	98942.844507643502	105713.3752058019	451678.26200808171	215845.59971157816	16410.25655150786	0
24	l1.s21.append	kv_append	256	101614.46215714025	107681.93253406949	0	215845.59971157814	13128.205241207033	274976.87108371855
25	l1.s22.append	kv_append	256	98942.844507643502	107315.9450246445	451678.26200808171	215845.59971157816	13128.205241207033	274976.87108371855
26	l1.s23.attn	attention	512	108917.34433506949	120282.31959979766	903356.52401615598	635137.70658475289	2632205.1508618779	549953.74216744001
27	l1.s24.proj	gemm	128	118539.44842765355	131432.90161988122	225839.13100404086	275660.3699188875	630153.85157790966	137488.43554185927
28	l1.s25.norm	rmsnorm	128	129690.03044773712	137944.23647983151	225839.13100404086	272605.9692761153	39384.6157236211	137488.43554185927
29	l1.s26.proj	gemm	256	136201.36530768743	149094.81849991507	451678.26200808171	551320.73983777501	1260307.7031558156	274976.87108371855
30	l1.s27.proj	gemm	256	136201.36530768743	149094.81849991507	451678.26200808171	551320.73983777501	1260307.7031558156	274976.87108371855
31	l1.s28.act	swiglu	128	147351.94732777099	154672.13020436786	225839.13100404086	113666.38964881691	78769.231447238475	137488.43554185927
32	l1.s29.proj	gemm	512	152929.25903222378	163361.17374172522	903356.52401616343	1102641.47967555	1260307.7031558156	549953.7421674371
33	l1.s29.proj.combine	combine	128	161618.30256958114	168248.97243143318	225839.13100404086	110384.3383385153	131282.05241206288	0
