solver	model	seq	phase	count	total_ms
skeleton	gqa2	128	bridge_and_plan	1	4.84861
skeleton	gqa2	128	cache_hit	921726	0
skeleton	gqa2	128	cache_miss	2586	0
skeleton	gqa2	128	derive	23	332.91
skeleton	gqa2	128	flow	28999	16572.2
skeleton	gqa2	128	flow_report	22	46.3254
skeleton	gqa2	128	import	1	2.31089
skeleton	gqa2	128	instantiate	23	2.85103
skeleton	gqa2	128	instantiate_and_derive	28998	40008.7
skeleton	gqa2	128	materialize	22	2628.48
skeleton	gqa2	128	megakernel_compile	3	84635.2
skeleton	gqa2	128	piece_pricing_and_release	29021	1.14005e+06
skeleton	gqa2	128	prepare_relations	23	22892.4
skeleton	gqa2	128	price_cache_hit	9234	0
skeleton	gqa2	128	release_cache_hit	1283428	0
skeleton	gqa2	128	resource_probe	30239	21186.8
skeleton	gqa2	128	search_evaluations	28318	0
skeleton	gqa2	128	search_rounds	5	0
skeleton	gqa2	128	simulate	22	142.097
skeleton	gqa2	128	skeleton	22	3553.18
skeleton	gqa2	128	total	1	1.37807e+06
