rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	32x16x32s3k2;32x16x32s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	skeleton	32	16	32	3	2	1	4	89824.7	168159	/root/TileMega/docs/experiments/SOLVER_R9B/reference/gqa2_s128/selected.cu.top1.cu	/root/TileMega/docs/experiments/SOLVER_R9B/reference/gqa2_s128/selected.cu.top1.mlir
2	32x16x32s4k2;32x16x32s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	skeleton	32	16	32	4	2	1	4	89824.7	168159	/root/TileMega/docs/experiments/SOLVER_R9B/reference/gqa2_s128/selected.cu.top2.cu	/root/TileMega/docs/experiments/SOLVER_R9B/reference/gqa2_s128/selected.cu.top2.mlir
3	32x16x32s5k2;32x16x32s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	skeleton	32	16	32	5	2	1	4	89824.7	168159	/root/TileMega/docs/experiments/SOLVER_R9B/reference/gqa2_s128/selected.cu.top3.cu	/root/TileMega/docs/experiments/SOLVER_R9B/reference/gqa2_s128/selected.cu.top3.mlir
