key	T	T_floor	T_dram	T_s	T_sf	T_sf_infinite	T_np0	synchronization	fixed	contention	chain_delay	pg_upper_bound	chain_depth	bubble_ns	colocated_edges	sync_omitted_edges
32x16x32s3k2;32x16x32s4k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168248.97243143318	10159.068343938579	10159.068343938579	87861.170220015571	52761.736836616416	52761.736836616416	168248.97243143318	80387.802211417613	35099.433383399155	0	42602.66849267784	0	22	7185.9047312497541	7	7
