rank	key	pure_ns	eft_ns	pure_selected	moved_fraction
1	32x16x32s3k2;32x16x32s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168159	177531	1	0.78881
2	32x16x32s4k2;32x16x32s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168159	177531	1	0.78881
3	32x16x32s5k2;32x16x32s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168159	177531	1	0.78881
4	32x16x64s3k2;32x16x32s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168159	177531	1	0.78881
5	32x16x64s4k2;32x16x32s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168159	177531	1	0.78881
6	32x16x32s3k2;32x16x32s4k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168159	177531	1	0.78881
7	32x16x32s3k2;32x16x32s5k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168159	177531	1	0.78881
8	32x16x32s3k2;32x16x64s3k1;32x16x32s3k1;32x16x32s3k1;32x16x32s3k4;kappa=1;residency=4	168159	177531	1	0.78881
